period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.5996651066200511,22,329,38043.90000000002,4411.836259999995,33632.063739999925
evaluation,STRESS,0.538197273558784,22,329,37893.400000000016,8078.527440000007,29814.872560000047
earlier_diagnostic,BASE,0.9605478257254256,10,294,56011.799999999996,2159.589100000021,53852.21089999998
earlier_diagnostic,STRESS,0.9832878159082445,10,300,60549.80000000002,4189.532680000018,56360.267319999984
