period,year,outcome,low_bucket_count,high_bucket_count,low_bucket_mean_bps,high_bucket_mean_bps,high_minus_low_bps,signal
development,2022,etf_execution_next_open_1m_net_base,6918,6757,-19.220968662953105,-18.00060160983578,1.2203670531173247,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_1m_net_base,4042,4043,-18.999285949775317,-18.246619422436186,0.752666527339132,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_1m_net_base,2614,2699,-18.548613266467743,-17.798040637480952,0.7505726289867908,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_1m_net_stress,2441,2530,-25.30757221797952,-24.309267546714675,0.9983046712648417,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_1m_net_stress,6918,6757,-25.7209686629531,-24.500601609835773,1.2203670531173292,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_1m_net_stress,4042,4043,-25.49928594977532,-24.746619422436186,0.7526665273391341,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_1m_net_stress,2614,2699,-25.048613266467736,-24.298040637480952,0.7505726289867842,top50_leader_lead_etf_3m
development,2021,etf_markout_close_3m,2430,2509,-1.027474575291791,1.36896654474774,2.396441120039531,top50_leader_lead_etf_3m
development,2022,etf_markout_close_3m,6859,6697,-1.4223448518658692,1.0740077933360492,2.496352645201919,top50_leader_lead_etf_3m
development,2023,etf_markout_close_3m,4024,4007,-1.273427068066494,0.8592425299081894,2.1326695979746835,top50_leader_lead_etf_3m
development,2024,etf_markout_close_3m,2592,2671,-0.7126576846891133,1.5875651650051434,2.3002228496942565,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_3m,2420,2480,-0.7612249115081599,1.0964890160082594,1.8577139275164192,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_3m,6820,6641,-1.1770123020980023,0.6274276110650645,1.8044399131630668,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_3m,4004,3980,-0.7294460236654997,0.18195588055768372,0.9114019042231835,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_3m,2574,2649,0.17018874342562568,1.122824536995411,0.9526357935697854,top50_leader_lead_etf_3m
development,2021,etf_execution_next_vwap_3m,2420,2480,-0.30162143925109264,0.8616820859670541,1.1633035252181467,top50_leader_lead_etf_3m
development,2022,etf_execution_next_vwap_3m,6818,6641,-0.686165842369163,0.5009665065335916,1.1871323489027548,top50_leader_lead_etf_3m
development,2023,etf_execution_next_vwap_3m,4004,3980,-0.31607897118926087,0.2136520237414027,0.5297309949306636,top50_leader_lead_etf_3m
development,2024,etf_execution_next_vwap_3m,2574,2649,0.2680167918799979,0.9194346071392401,0.6514178152592422,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_3m_net_base,2420,2480,-19.26122491150816,-17.403510983991744,1.8577139275164192,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_3m_net_base,6820,6641,-19.677012302098,-17.872572388934937,1.8044399131630635,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_3m_net_base,4004,3980,-19.2294460236655,-18.318044119442316,0.9114019042231851,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_3m_net_base,2574,2649,-18.329811256574374,-17.377175463004587,0.9526357935697857,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_3m_net_stress,2420,2480,-25.761224911508155,-23.903510983991737,1.8577139275164192,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_3m_net_stress,6820,6641,-26.17701230209801,-24.372572388934934,1.8044399131630744,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_3m_net_stress,4004,3980,-25.729446023665506,-24.818044119442316,0.9114019042231895,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_3m_net_stress,2574,2649,-24.829811256574377,-23.877175463004587,0.95263579356979,top50_leader_lead_etf_3m
development,2021,etf_markout_close_5m,2409,2457,-1.6029071036110147,1.6865076649113042,3.289414768522319,top50_leader_lead_etf_3m
development,2022,etf_markout_close_5m,6778,6594,-1.7393715208625848,1.199093719182976,2.9384652400455606,top50_leader_lead_etf_3m
development,2023,etf_markout_close_5m,3976,3953,-1.6432311080617665,0.904825783191633,2.5480568912533994,top50_leader_lead_etf_3m
development,2024,etf_markout_close_5m,2555,2634,-0.4000523088572238,2.090054532405629,2.490106841262853,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_5m,2402,2435,-1.1880089025969771,1.3200994452589618,2.508108347855939,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_5m,6743,6553,-1.2753505387293333,0.6296457346324692,1.9049962733618024,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_5m,3940,3927,-1.1059069185203136,0.3223759139565567,1.4282828324768704,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_5m,2544,2612,0.3254137439711321,1.468255563014341,1.1428418190432088,top50_leader_lead_etf_3m
development,2021,etf_execution_next_vwap_5m,2402,2435,-0.7309301789915517,1.093303847151759,1.8242340261433108,top50_leader_lead_etf_3m
development,2022,etf_execution_next_vwap_5m,6741,6553,-0.7922341800210883,0.5047191752826549,1.2969533553037431,top50_leader_lead_etf_3m
development,2023,etf_execution_next_vwap_5m,3940,3927,-0.6882555133326497,0.35307401987414877,1.0413295332067984,top50_leader_lead_etf_3m
development,2024,etf_execution_next_vwap_5m,2544,2612,0.4261580266193338,1.2754871944657542,0.8493291678464205,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_5m_net_base,2402,2435,-19.688008902596977,-17.17990055474104,2.508108347855937,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_5m_net_base,6743,6553,-19.775350538729334,-17.87035426536753,1.904996273361802,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_5m_net_base,3940,3927,-19.60590691852032,-18.177624086043444,1.4282828324768726,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_5m_net_base,2544,2612,-18.17458625602887,-17.031744436985658,1.1428418190432112,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_5m_net_stress,2402,2435,-26.188008902596977,-23.67990055474104,2.508108347855937,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_5m_net_stress,6743,6553,-26.275350538729327,-24.37035426536753,1.9049962733617976,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_5m_net_stress,3940,3927,-26.10590691852032,-24.677624086043444,1.4282828324768726,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_5m_net_stress,2544,2612,-24.674586256028867,-23.531744436985658,1.1428418190432112,top50_leader_lead_etf_3m
development,2021,etf_markout_close_10m,2342,2362,-1.6187032594826645,2.0763538409161737,3.695057100398838,top50_leader_lead_etf_3m
development,2022,etf_markout_close_10m,6582,6345,-1.683583155457383,1.2239309782270065,2.9075141336843893,top50_leader_lead_etf_3m
development,2023,etf_markout_close_10m,3850,3836,-2.15374761224613,0.9547626433157728,3.1085102555619026,top50_leader_lead_etf_3m
development,2024,etf_markout_close_10m,2470,2529,-0.23340908873596344,2.8185928661988284,3.052001954934792,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_10m,2329,2347,-1.072422939238385,1.6694401029964538,2.741863042234839,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_10m,6539,6297,-1.4102612076666594,0.5483777331473718,1.9586389408140312,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_10m,3817,3806,-1.5395195563266608,0.2841393145576437,1.8236588708843047,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_10m,2451,2516,0.5462508818434312,2.1110303798573993,1.564779498013968,top50_leader_lead_etf_3m
development,2021,etf_execution_next_vwap_10m,2329,2347,-0.6251183545877091,1.4399713487372503,2.0650897033249596,top50_leader_lead_etf_3m
development,2022,etf_execution_next_vwap_10m,6537,6297,-0.9161381671092624,0.3991128826720426,1.315251049781305,top50_leader_lead_etf_3m
development,2023,etf_execution_next_vwap_10m,3817,3806,-1.1130710478802754,0.3030275215117809,1.4160985693920565,top50_leader_lead_etf_3m
development,2024,etf_execution_next_vwap_10m,2451,2516,0.6536235482930352,1.8761559200087996,1.2225323717157643,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_10m_net_base,2329,2347,-19.572422939238386,-16.83055989700355,2.741863042234837,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_10m_net_base,6539,6297,-19.91026120766666,-17.951622266852628,1.9586389408140343,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_10m_net_base,3817,3806,-20.039519556326663,-18.215860685442358,1.8236588708843058,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_10m_net_base,2451,2516,-17.95374911815657,-16.388969620142603,1.5647794980139653,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_10m_net_stress,2329,2347,-26.07242293923838,-23.330559897003546,2.7418630422348325,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_10m_net_stress,6539,6297,-26.41026120766666,-24.451622266852628,1.9586389408140321,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_10m_net_stress,3817,3806,-26.539519556326663,-24.715860685442358,1.8236588708843036,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_10m_net_stress,2451,2516,-24.453749118156566,-22.888969620142603,1.564779498013963,top50_leader_lead_etf_3m
development,2021,etf_markout_close_15m,2267,2292,-1.7507470266857916,2.057694066853485,3.808441093539277,top50_leader_lead_etf_3m
development,2022,etf_markout_close_15m,6329,6117,-1.847769029391505,0.8734589641769485,2.721227993568453,top50_leader_lead_etf_3m
development,2023,etf_markout_close_15m,3732,3689,-2.1030034445262276,0.5879170429569496,2.6909204874831767,top50_leader_lead_etf_3m
development,2024,etf_markout_close_15m,2378,2435,-0.05396650188299988,3.4635590867371966,3.5175255886201966,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_15m,2256,2278,-1.1439273800454808,1.5146023873438452,2.658529767389326,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_15m,6280,6072,-1.4899568780154642,0.16810377944294483,1.6580606574584091,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_15m,3705,3669,-1.5035491686423064,-0.2032615404222989,1.3002876282200078,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_15m,2352,2417,0.6322456056329164,2.7199226966575,2.087677091024583,top50_leader_lead_etf_3m
development,2021,etf_execution_next_vwap_15m,2256,2278,-0.6879216544478696,1.2872842958195678,1.9752059502674373,top50_leader_lead_etf_3m
development,2022,etf_execution_next_vwap_15m,6278,6072,-1.002619605066285,0.015461338554212176,1.0180809436204972,top50_leader_lead_etf_3m
development,2023,etf_execution_next_vwap_15m,3705,3669,-1.0737830450270305,-0.18851476347920493,0.8852682815478256,top50_leader_lead_etf_3m
development,2024,etf_execution_next_vwap_15m,2352,2417,0.7741081218096725,2.482055897396908,1.707947775587235,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_15m_net_base,2256,2278,-19.64392738004548,-16.98539761265615,2.658529767389326,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_15m_net_base,6280,6072,-19.989956878015466,-18.331896220557056,1.6580606574584096,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_15m_net_base,3705,3669,-20.00354916864231,-18.703261540422304,1.300287628220008,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_15m_net_base,2352,2417,-17.867754394367086,-15.780077303342502,2.087677091024585,top50_leader_lead_etf_3m
development,2021,etf_execution_next_open_15m_net_stress,2256,2278,-26.143927380045483,-23.485397612656154,2.6585297673893282,top50_leader_lead_etf_3m
development,2022,etf_execution_next_open_15m_net_stress,6280,6072,-26.489956878015466,-24.831896220557052,1.6580606574584118,top50_leader_lead_etf_3m
development,2023,etf_execution_next_open_15m_net_stress,3705,3669,-26.50354916864231,-25.203261540422297,1.3002876282200122,top50_leader_lead_etf_3m
development,2024,etf_execution_next_open_15m_net_stress,2352,2417,-24.367754394367083,-22.2800773033425,2.0876770910245805,top50_leader_lead_etf_3m
validation,2024,etf_markout_close_1m,2322,2278,-1.4268355657183125,1.3760382303558116,2.802873796074124,top50_leader_lead_etf_3m
validation,2025,etf_markout_close_1m,1578,1610,-1.3454639041310215,1.3478037532859226,2.693267657416944,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_1m,2292,2255,-1.0727671786723942,0.8235084690499073,1.8962756477223017,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_1m,1563,1584,-0.6080348561989698,0.8219865234020438,1.4300213796010137,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_vwap_1m,2292,2252,-0.6083440167389151,0.4330846617414867,1.0414286784804019,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_vwap_1m,1563,1584,-0.004995892357619869,0.4261037605326088,0.43109965289022867,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_1m_net_base,2292,2255,-19.572767178672393,-17.67649153095009,1.8962756477223,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_1m_net_base,1563,1584,-19.108034856198977,-17.678013476597958,1.4300213796010182,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_1m_net_stress,2292,2255,-26.07276717867239,-24.176491530950095,1.896275647722298,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_1m_net_stress,1563,1584,-25.60803485619897,-24.178013476597954,1.4300213796010182,top50_leader_lead_etf_3m
validation,2024,etf_markout_close_3m,2268,2235,-2.299343030718189,1.6666151809640752,3.965958211682264,top50_leader_lead_etf_3m
validation,2025,etf_markout_close_3m,1549,1569,-1.252649929683898,1.5214592807411755,2.774109210425073,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_3m,2253,2221,-1.8923780811011925,1.428734564159728,3.3211126452609205,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_3m,1543,1550,-0.2231853404363818,0.6587601457212371,0.8819454861576188,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_vwap_3m,2253,2218,-1.3896792585571283,1.0206625767329973,2.410341835290126,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_vwap_3m,1543,1550,0.3843036475230819,0.2579928583682923,-0.12631078915478958,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_3m_net_base,2253,2221,-20.39237808110119,-17.07126543584027,3.3211126452609196,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_3m_net_base,1543,1550,-18.723185340436387,-17.841239854278765,0.881945486157624,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_3m_net_stress,2253,2221,-26.892378081101196,-23.571265435840274,3.321112645260924,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_3m_net_stress,1543,1550,-25.223185340436384,-24.341239854278758,0.881945486157624,top50_leader_lead_etf_3m
validation,2024,etf_markout_close_5m,2237,2207,-2.991950507711424,2.3640302802843465,5.355980787995771,top50_leader_lead_etf_3m
validation,2025,etf_markout_close_5m,1532,1538,-0.4997142283437461,1.2215191320661043,1.7212333604098504,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_5m,2224,2193,-2.6418657949299136,1.6558877092293507,4.297753504159265,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_5m,1523,1527,0.5572511655114075,0.3556815981274498,-0.2015695673839577,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_vwap_5m,2224,2190,-2.1230457236927784,1.2650555148038967,3.3881012384966755,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_vwap_5m,1523,1527,1.1540778659393254,-0.041041449464217505,-1.1951193154035429,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_5m_net_base,2224,2193,-21.141865794929913,-16.84411229077065,4.2977535041592665,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_5m_net_base,1523,1527,-17.942748834488597,-18.144318401872553,-0.20156956738395662,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_5m_net_stress,2224,2193,-27.641865794929913,-23.34411229077065,4.2977535041592665,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_5m_net_stress,1523,1527,-24.44274883448859,-24.64431840187255,-0.2015695673839588,top50_leader_lead_etf_3m
validation,2024,etf_markout_close_10m,2143,2112,-3.511220461763551,1.7900720217528594,5.301292483516411,top50_leader_lead_etf_3m
validation,2025,etf_markout_close_10m,1486,1494,0.29193758335309417,1.3727132235438813,1.080775640190787,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_10m,2124,2097,-2.975552454242868,0.7708038633903153,3.7463563176331833,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_10m,1475,1483,1.1100293362212128,0.6068351541300974,-0.5031941820911155,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_vwap_10m,2124,2094,-2.3932391879443133,0.34137315449262634,2.7346123424369395,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_vwap_10m,1475,1483,1.7276431042763725,0.22361785488998076,-1.5040252493863917,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_10m_net_base,2124,2097,-21.47555245424287,-17.729196136609684,3.7463563176331864,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_10m_net_base,1475,1483,-17.389970663778787,-17.893164845869904,-0.503194182091115,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_10m_net_stress,2124,2097,-27.975552454242866,-24.229196136609687,3.7463563176331776,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_10m_net_stress,1475,1483,-23.889970663778787,-24.393164845869904,-0.503194182091115,top50_leader_lead_etf_3m
validation,2024,etf_markout_close_15m,2054,2035,-3.917950740617686,0.25629000285284476,4.174240743470531,top50_leader_lead_etf_3m
validation,2025,etf_markout_close_15m,1448,1451,1.0101445420885877,1.3506302315092058,0.34048568942061797,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_15m,2041,2015,-3.292586875989003,-0.7878691737862853,2.5047177022027176,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_15m,1435,1441,1.7875897958527205,0.4300979327430007,-1.3574918631097197,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_vwap_15m,2041,2012,-2.6514280144187277,-1.232084883123081,1.4193431312956468,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_vwap_15m,1435,1441,2.419609054447097,0.025998901682928812,-2.3936101527641678,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_15m_net_base,2041,2015,-21.792586875989,-19.287869173786287,2.504717702202714,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_15m_net_base,1435,1441,-16.712410204147282,-18.069902067256997,-1.3574918631097155,top50_leader_lead_etf_3m
validation,2024,etf_execution_next_open_15m_net_stress,2041,2015,-28.292586875989006,-25.787869173786287,2.5047177022027163,top50_leader_lead_etf_3m
validation,2025,etf_execution_next_open_15m_net_stress,1435,1441,-23.21241020414728,-24.569902067257,-1.3574918631097197,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_1m,1687,1691,-1.6233633581597986,1.5009622174709634,3.124325575630762,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_1m,4847,4416,-1.0457065319651497,1.2699896912423605,2.3156962232075102,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_1m,1669,1681,-1.0662745335480102,0.9131991431001659,1.9794736766481762,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_1m,4810,4383,-0.5997076589452083,1.0815213476553371,1.6812290066005455,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_1m,1669,1681,-0.383464745309282,0.39600149472392193,0.7794662400332039,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_1m,4802,4378,0.030545266133029648,0.5773614297659501,0.5468161636329204,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_1m_net_base,1669,1681,-19.56627453354801,-17.586800856899835,1.979473676648174,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_1m_net_base,4810,4383,-19.09970765894521,-17.41847865234466,1.6812290066005493,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_1m_net_stress,1669,1681,-26.06627453354801,-24.08680085689983,1.9794736766481782,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_1m_net_stress,4810,4383,-25.599707658945206,-23.918478652344664,1.6812290066005406,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_3m,1649,1670,-1.971704030935893,1.9620369189283589,3.933740949864252,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_3m,4779,4353,-1.1403865040706158,1.5563748892743356,2.6967613933449517,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_3m,1643,1659,-1.1438343522940457,1.2285061693114496,2.372340521605495,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_3m,4753,4324,-0.6566557312046214,1.320539475653032,1.9771952068576535,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_3m,1643,1659,-0.47142765805160425,0.7063929353936108,1.177820593445215,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_3m,4753,4324,-0.024385073895948125,0.8125332678463012,0.8369183417422493,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_3m_net_base,1643,1659,-19.643834352294046,-17.271493830688552,2.3723405216054956,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_3m_net_base,4753,4324,-19.156655731204623,-17.17946052434697,1.977195206857654,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_3m_net_stress,1643,1659,-26.143834352294046,-23.77149383068855,2.3723405216055,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_3m_net_stress,4753,4324,-25.656655731204616,-23.679460524346965,1.977195206857652,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_5m,1636,1650,-1.8536787452821364,1.8450603349894716,3.698739080271608,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_5m,4725,4295,-1.1289236087977679,1.8283386691523642,2.9572622779501323,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_5m,1625,1639,-1.1389929273810948,1.083134133107499,2.222127060488594,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_5m,4699,4262,-0.6639662540952286,1.3504304646857468,2.0143967187809753,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_5m,1625,1639,-0.4603067601376758,0.5709020550744717,1.0312088152121475,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_5m,4699,4262,-0.03283174408317712,0.8546590610694617,0.8874908051526389,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_5m_net_base,1625,1639,-19.638992927381096,-17.416865866892504,2.222127060488594,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_5m_net_base,4699,4262,-19.16396625409523,-17.149569535314253,2.0143967187809753,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_5m_net_stress,1625,1639,-26.1389929273811,-23.9168658668925,2.2221270604885985,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_5m_net_stress,4699,4262,-25.663966254095225,-23.649569535314253,2.014396718780973,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_10m,1584,1596,-2.052362983058954,1.675910406695547,3.728273389754501,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_10m,4580,4141,-1.7674321804824538,2.1280003830834313,3.895432563565885,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_10m,1575,1583,-1.335727006527705,0.9606487622611606,2.2963757687888653,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_10m,4545,4122,-1.3473855283987286,1.7920587809699693,3.139444309368698,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_10m,1575,1583,-0.6691803117547304,0.4458133735629537,1.114993685317684,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_10m,4545,4122,-0.7511246826773936,1.294147916233812,2.0452725989112057,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_10m_net_base,1575,1583,-19.835727006527705,-17.539351237738842,2.296375768788862,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_10m_net_base,4545,4122,-19.847385528398732,-16.70794121903003,3.1394443093686997,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_10m_net_stress,1575,1583,-26.33572700652771,-24.03935123773884,2.296375768788871,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_10m_net_stress,4545,4122,-26.347385528398732,-23.20794121903003,3.1394443093686997,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_markout_close_15m,1525,1544,-2.164032625038977,1.925842853058175,4.089875478097152,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_markout_close_15m,4421,4002,-2.1528690195315607,2.2861186053922067,4.438987624923767,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_15m,1507,1536,-1.952541987834484,1.2660201749259146,3.2185621627603984,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_15m,4390,3974,-1.5644745085800693,1.9366220340166709,3.5010965425967404,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_vwap_15m,1507,1536,-1.268208957117291,0.7357369748893353,2.0039459320066264,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_vwap_15m,4390,3974,-0.967592412710556,1.4487467541848964,2.4163391668954524,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_15m_net_base,1507,1536,-20.452541987834486,-17.233979825074087,3.2185621627603997,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_15m_net_base,4390,3974,-20.06447450858007,-16.56337796598333,3.501096542596739,top50_leader_lead_etf_3m
contaminated_retrospective,2025,etf_execution_next_open_15m_net_stress,1507,1536,-26.952541987834483,-23.733979825074083,3.2185621627603975,top50_leader_lead_etf_3m
contaminated_retrospective,2026,etf_execution_next_open_15m_net_stress,4390,3974,-26.564474508580073,-23.06337796598333,3.5010965425967413,top50_leader_lead_etf_3m
