origin_date,entry_date,horizon_end_date,bad10,event_id,sample_group_id,bootstrap_event_block_id,calendar_year_block_id,training_weight,split_assignment
2018-02-14,2018-02-22,2018-03-07,0,,NON_EVENT_DAY_20180214,NON_EVENT_DAY_20180214,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-02-22,2018-02-23,2018-03-08,0,,NON_EVENT_DAY_20180222,NON_EVENT_DAY_20180222,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-02-23,2018-02-26,2018-03-09,0,,NON_EVENT_DAY_20180223,NON_EVENT_DAY_20180223,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-02-26,2018-02-27,2018-03-12,0,,NON_EVENT_DAY_20180226,NON_EVENT_DAY_20180226,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-02-27,2018-02-28,2018-03-13,0,,NON_EVENT_DAY_20180227,NON_EVENT_DAY_20180227,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-02-28,2018-03-01,2018-03-14,0,,NON_EVENT_DAY_20180228,NON_EVENT_DAY_20180228,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-01,2018-03-02,2018-03-15,0,,NON_EVENT_DAY_20180301,NON_EVENT_DAY_20180301,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-02,2018-03-05,2018-03-16,0,,NON_EVENT_DAY_20180302,NON_EVENT_DAY_20180302,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-05,2018-03-06,2018-03-19,0,,NON_EVENT_DAY_20180305,NON_EVENT_DAY_20180305,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-06,2018-03-07,2018-03-20,0,,NON_EVENT_DAY_20180306,NON_EVENT_DAY_20180306,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-07,2018-03-08,2018-03-21,0,,NON_EVENT_DAY_20180307,NON_EVENT_DAY_20180307,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-08,2018-03-09,2018-03-22,0,,NON_EVENT_DAY_20180308,NON_EVENT_DAY_20180308,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-09,2018-03-12,2018-03-23,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-12,2018-03-13,2018-03-26,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-13,2018-03-14,2018-03-27,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-14,2018-03-15,2018-03-28,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-15,2018-03-16,2018-03-29,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-16,2018-03-19,2018-03-30,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-19,2018-03-20,2018-04-02,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-20,2018-03-21,2018-04-03,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-21,2018-03-22,2018-04-04,1,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,BAD10_V2_EVENT_0012,CALENDAR_YEAR_2018,0.1111111111111111,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-22,2018-03-23,2018-04-09,0,,NON_EVENT_DAY_20180322,NON_EVENT_DAY_20180322,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-23,2018-03-26,2018-04-10,0,,NON_EVENT_DAY_20180323,NON_EVENT_DAY_20180323,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-26,2018-03-27,2018-04-11,0,,NON_EVENT_DAY_20180326,NON_EVENT_DAY_20180326,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-27,2018-03-28,2018-04-12,0,,NON_EVENT_DAY_20180327,NON_EVENT_DAY_20180327,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-28,2018-03-29,2018-04-13,0,,NON_EVENT_DAY_20180328,NON_EVENT_DAY_20180328,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-29,2018-03-30,2018-04-16,0,,NON_EVENT_DAY_20180329,NON_EVENT_DAY_20180329,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-03-30,2018-04-02,2018-04-17,0,,NON_EVENT_DAY_20180330,NON_EVENT_DAY_20180330,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-02,2018-04-03,2018-04-18,0,,NON_EVENT_DAY_20180402,NON_EVENT_DAY_20180402,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-03,2018-04-04,2018-04-19,0,,NON_EVENT_DAY_20180403,NON_EVENT_DAY_20180403,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-04,2018-04-09,2018-04-20,0,,NON_EVENT_DAY_20180404,NON_EVENT_DAY_20180404,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-09,2018-04-10,2018-04-23,0,,NON_EVENT_DAY_20180409,NON_EVENT_DAY_20180409,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-10,2018-04-11,2018-04-24,1,BAD10_V2_EVENT_0013,BAD10_V2_EVENT_0013,BAD10_V2_EVENT_0013,CALENDAR_YEAR_2018,0.3333333333333333,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-11,2018-04-12,2018-04-25,1,BAD10_V2_EVENT_0013,BAD10_V2_EVENT_0013,BAD10_V2_EVENT_0013,CALENDAR_YEAR_2018,0.3333333333333333,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-12,2018-04-13,2018-04-26,1,BAD10_V2_EVENT_0013,BAD10_V2_EVENT_0013,BAD10_V2_EVENT_0013,CALENDAR_YEAR_2018,0.3333333333333333,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-13,2018-04-16,2018-04-27,0,,NON_EVENT_DAY_20180413,NON_EVENT_DAY_20180413,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-16,2018-04-17,2018-05-02,0,,NON_EVENT_DAY_20180416,NON_EVENT_DAY_20180416,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-17,2018-04-18,2018-05-03,0,,NON_EVENT_DAY_20180417,NON_EVENT_DAY_20180417,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-18,2018-04-19,2018-05-04,0,,NON_EVENT_DAY_20180418,NON_EVENT_DAY_20180418,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-19,2018-04-20,2018-05-07,0,,NON_EVENT_DAY_20180419,NON_EVENT_DAY_20180419,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-20,2018-04-23,2018-05-08,0,,NON_EVENT_DAY_20180420,NON_EVENT_DAY_20180420,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-23,2018-04-24,2018-05-09,0,,NON_EVENT_DAY_20180423,NON_EVENT_DAY_20180423,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-24,2018-04-25,2018-05-10,0,,NON_EVENT_DAY_20180424,NON_EVENT_DAY_20180424,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-25,2018-04-26,2018-05-11,0,,NON_EVENT_DAY_20180425,NON_EVENT_DAY_20180425,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-26,2018-04-27,2018-05-14,0,,NON_EVENT_DAY_20180426,NON_EVENT_DAY_20180426,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-04-27,2018-05-02,2018-05-15,0,,NON_EVENT_DAY_20180427,NON_EVENT_DAY_20180427,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-02,2018-05-03,2018-05-16,0,,NON_EVENT_DAY_20180502,NON_EVENT_DAY_20180502,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-03,2018-05-04,2018-05-17,0,,NON_EVENT_DAY_20180503,NON_EVENT_DAY_20180503,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-04,2018-05-07,2018-05-18,0,,NON_EVENT_DAY_20180504,NON_EVENT_DAY_20180504,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-07,2018-05-08,2018-05-21,0,,NON_EVENT_DAY_20180507,NON_EVENT_DAY_20180507,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-08,2018-05-09,2018-05-22,0,,NON_EVENT_DAY_20180508,NON_EVENT_DAY_20180508,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-09,2018-05-10,2018-05-23,0,,NON_EVENT_DAY_20180509,NON_EVENT_DAY_20180509,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-10,2018-05-11,2018-05-24,0,,NON_EVENT_DAY_20180510,NON_EVENT_DAY_20180510,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-11,2018-05-14,2018-05-25,0,,NON_EVENT_DAY_20180511,NON_EVENT_DAY_20180511,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-14,2018-05-15,2018-05-28,0,,NON_EVENT_DAY_20180514,NON_EVENT_DAY_20180514,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-15,2018-05-16,2018-05-29,0,,NON_EVENT_DAY_20180515,NON_EVENT_DAY_20180515,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-16,2018-05-17,2018-05-30,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-17,2018-05-18,2018-05-31,0,,NON_EVENT_DAY_20180517,NON_EVENT_DAY_20180517,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-18,2018-05-21,2018-06-01,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-21,2018-05-22,2018-06-04,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-22,2018-05-23,2018-06-05,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-23,2018-05-24,2018-06-06,0,,NON_EVENT_DAY_20180523,NON_EVENT_DAY_20180523,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-24,2018-05-25,2018-06-07,0,,NON_EVENT_DAY_20180524,NON_EVENT_DAY_20180524,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-25,2018-05-28,2018-06-08,0,,NON_EVENT_DAY_20180525,NON_EVENT_DAY_20180525,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-28,2018-05-29,2018-06-11,0,,NON_EVENT_DAY_20180528,NON_EVENT_DAY_20180528,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-29,2018-05-30,2018-06-12,0,,NON_EVENT_DAY_20180529,NON_EVENT_DAY_20180529,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-30,2018-05-31,2018-06-13,0,,NON_EVENT_DAY_20180530,NON_EVENT_DAY_20180530,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-05-31,2018-06-01,2018-06-14,0,,NON_EVENT_DAY_20180531,NON_EVENT_DAY_20180531,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-01,2018-06-04,2018-06-15,0,,NON_EVENT_DAY_20180601,NON_EVENT_DAY_20180601,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-04,2018-06-05,2018-06-19,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-05,2018-06-06,2018-06-20,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-06,2018-06-07,2018-06-21,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-07,2018-06-08,2018-06-22,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-08,2018-06-11,2018-06-25,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-11,2018-06-12,2018-06-26,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-12,2018-06-13,2018-06-27,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-13,2018-06-14,2018-06-28,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-14,2018-06-15,2018-06-29,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-15,2018-06-19,2018-07-02,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-19,2018-06-20,2018-07-03,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-20,2018-06-21,2018-07-04,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-21,2018-06-22,2018-07-05,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-22,2018-06-25,2018-07-06,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-25,2018-06-26,2018-07-09,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-26,2018-06-27,2018-07-10,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-27,2018-06-28,2018-07-11,0,,NON_EVENT_DAY_20180627,NON_EVENT_DAY_20180627,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-28,2018-06-29,2018-07-12,0,,NON_EVENT_DAY_20180628,NON_EVENT_DAY_20180628,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-06-29,2018-07-02,2018-07-13,1,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,BAD10_V2_EVENT_0014,CALENDAR_YEAR_2018,0.047619047619047616,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-02,2018-07-03,2018-07-16,0,,NON_EVENT_DAY_20180702,NON_EVENT_DAY_20180702,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-03,2018-07-04,2018-07-17,0,,NON_EVENT_DAY_20180703,NON_EVENT_DAY_20180703,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-04,2018-07-05,2018-07-18,0,,NON_EVENT_DAY_20180704,NON_EVENT_DAY_20180704,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-05,2018-07-06,2018-07-19,0,,NON_EVENT_DAY_20180705,NON_EVENT_DAY_20180705,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-06,2018-07-09,2018-07-20,0,,NON_EVENT_DAY_20180706,NON_EVENT_DAY_20180706,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-09,2018-07-10,2018-07-23,0,,NON_EVENT_DAY_20180709,NON_EVENT_DAY_20180709,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-10,2018-07-11,2018-07-24,0,,NON_EVENT_DAY_20180710,NON_EVENT_DAY_20180710,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-11,2018-07-12,2018-07-25,0,,NON_EVENT_DAY_20180711,NON_EVENT_DAY_20180711,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-12,2018-07-13,2018-07-26,0,,NON_EVENT_DAY_20180712,NON_EVENT_DAY_20180712,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-13,2018-07-16,2018-07-27,0,,NON_EVENT_DAY_20180713,NON_EVENT_DAY_20180713,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-16,2018-07-17,2018-07-30,0,,NON_EVENT_DAY_20180716,NON_EVENT_DAY_20180716,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-17,2018-07-18,2018-07-31,0,,NON_EVENT_DAY_20180717,NON_EVENT_DAY_20180717,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-18,2018-07-19,2018-08-01,0,,NON_EVENT_DAY_20180718,NON_EVENT_DAY_20180718,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-19,2018-07-20,2018-08-02,0,,NON_EVENT_DAY_20180719,NON_EVENT_DAY_20180719,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-20,2018-07-23,2018-08-03,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-23,2018-07-24,2018-08-06,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-24,2018-07-25,2018-08-07,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-25,2018-07-26,2018-08-08,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-26,2018-07-27,2018-08-09,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-27,2018-07-30,2018-08-10,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-30,2018-07-31,2018-08-13,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-07-31,2018-08-01,2018-08-14,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-01,2018-08-02,2018-08-15,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-02,2018-08-03,2018-08-16,0,,NON_EVENT_DAY_20180802,NON_EVENT_DAY_20180802,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-03,2018-08-06,2018-08-17,0,,NON_EVENT_DAY_20180803,NON_EVENT_DAY_20180803,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-06,2018-08-07,2018-08-20,0,,NON_EVENT_DAY_20180806,NON_EVENT_DAY_20180806,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-07,2018-08-08,2018-08-21,0,,NON_EVENT_DAY_20180807,NON_EVENT_DAY_20180807,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-08,2018-08-09,2018-08-22,0,,NON_EVENT_DAY_20180808,NON_EVENT_DAY_20180808,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-09,2018-08-10,2018-08-23,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-10,2018-08-13,2018-08-24,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-13,2018-08-14,2018-08-27,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-14,2018-08-15,2018-08-28,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-15,2018-08-16,2018-08-29,0,,NON_EVENT_DAY_20180815,NON_EVENT_DAY_20180815,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-16,2018-08-17,2018-08-30,0,,NON_EVENT_DAY_20180816,NON_EVENT_DAY_20180816,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-17,2018-08-20,2018-08-31,0,,NON_EVENT_DAY_20180817,NON_EVENT_DAY_20180817,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-20,2018-08-21,2018-09-03,0,,NON_EVENT_DAY_20180820,NON_EVENT_DAY_20180820,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-21,2018-08-22,2018-09-04,0,,NON_EVENT_DAY_20180821,NON_EVENT_DAY_20180821,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-22,2018-08-23,2018-09-05,0,,NON_EVENT_DAY_20180822,NON_EVENT_DAY_20180822,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-23,2018-08-24,2018-09-06,0,,NON_EVENT_DAY_20180823,NON_EVENT_DAY_20180823,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-24,2018-08-27,2018-09-07,0,,NON_EVENT_DAY_20180824,NON_EVENT_DAY_20180824,CALENDAR_YEAR_2018,1.0,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-27,2018-08-28,2018-09-10,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
2018-08-28,2018-08-29,2018-09-11,1,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,BAD10_V2_EVENT_0015,CALENDAR_YEAR_2018,0.05555555555555555,UNASSIGNED_PRE_MODEL_FREEZE
