period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,VINTAGE_REFERENCE_RISK,10489.438899999863,14711.199999999968,-5172.999999999999,-218.13889999999992,-733.1000000000231,0.4313020795535034
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-639.6332200001343,-3008.4000000000015,2890.4999999999995,135.13322000000016,386.6000000000158,-0.11406404968585737
evaluation,BASE,CONTINUATION_STRENGTH_BLEND,6415.397279999917,4376.099999999977,1941.7999999999997,-13.397280000000137,-84.10000000002219,0.13429152949091394
evaluation,STRESS,VINTAGE_REFERENCE_RISK,11285.315599999798,14618.899999999965,-5078.0,-456.7156,-1287.7000000000407,0.4264143010144059
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-1209.7619599999452,-3098.100000000006,2841.2999999999993,263.8619599999997,689.0999999999922,-0.11834159733993466
evaluation,STRESS,CONTINUATION_STRENGTH_BLEND,5736.693439999974,3639.0999999999694,1892.5999999999995,-40.49344000000019,-164.50000000001455,0.13068361767310854
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,-4228.123579999927,-4080.100000000006,0.0,37.32358000000005,110.7000000000121,-0.028249851422973205
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-805.2819399999862,-902.0000000000073,0.0,-23.51805999999999,-73.20000000000755,-0.004972978481156076
earlier_diagnostic,BASE,CONTINUATION_STRENGTH_BLEND,-6457.6536399998295,-6680.700000000012,0.0,-56.44636000000003,-166.60000000001196,-0.06746011443737321
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,-3817.03360000017,-3552.7999999999956,0.0,72.0336000000002,192.20000000000846,-0.024644245740631066
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-1242.837080000114,-1424.5,0.0,-49.06291999999985,-132.60000000000946,-0.0078019610212469725
earlier_diagnostic,STRESS,CONTINUATION_STRENGTH_BLEND,-7333.479400000157,-7766.69999999999,0.0,-114.82059999999979,-318.4000000000101,-0.07051080644197794
