period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.3064367783786806,30,429,182744.2,14136.923579999928,168607.27642
evaluation,STRESS,1.2226827789393921,30,429,179533.50000000003,25592.68012,153940.81988000008
earlier_diagnostic,BASE,1.068767157552337,16,445,128778.99999999994,7233.785400000028,121545.21459999983
earlier_diagnostic,STRESS,1.0557279223494713,16,451,134706.59999999998,13877.69807999994,120828.90192000009
