period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,54372.445119999815,53077.30000000002,8237.9,1705.8548799999996,5236.899999999942,-0.19020245046683626
evaluation,BASE,EXPOSURE_EXPANSION_200,6161.577559999889,6636.5,1683.0999999999985,551.9224399999998,1606.0999999999658,-0.01626818931295748
evaluation,BASE,BUY_HOLD,115356.21218,139793.69999999995,-10676.700000000003,3384.98782,10375.799999999917,1.0185373877234871
evaluation,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,46804.172120000236,51297.90000000002,8030.599999999999,3318.3278800000007,9206.000000000015,-0.20029754301178615
evaluation,STRESS,EXPOSURE_EXPANSION_200,3585.030640000128,5936.800000000047,1664.199999999999,1057.5693600000004,2958.4000000000196,-0.02739523223703788
evaluation,STRESS,BUY_HOLD,100969.09140000006,136852.0,-10945.700000000003,6605.208600000001,18332.00000000001,0.9357743486291645
earlier_diagnostic,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,25090.206879999896,26752.49999999997,0.0,419.3931200000002,1242.900000000005,-0.029326883079364707
earlier_diagnostic,BASE,EXPOSURE_EXPANSION_200,-8644.22660000017,-7853.400000000023,-581.0,46.12660000000005,163.70000000001164,0.0908210117054915
earlier_diagnostic,BASE,BUY_HOLD,79083.02035999982,101799.99999999993,-15845.199999999997,1726.87964,5144.900000000034,0.7900451713997849
earlier_diagnostic,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,24542.251279999968,27784.5,0.0,834.1487200000001,2408.0999999999894,-0.03338704218941624
earlier_diagnostic,STRESS,EXPOSURE_EXPANSION_200,-10040.06296000001,-9017.699999999983,-581.0,88.66296000000011,352.6999999999862,0.08000845883874086
earlier_diagnostic,STRESS,BUY_HOLD,78673.31344000009,107727.59999999996,-15845.199999999997,3431.4865600000003,9777.599999999944,0.7780201481687468
