date,wealth_high,wealth_low,wealth_close,true_range,range_span,path_length,choppiness,market_state,factor_status,sma120,z20,previous_high20,previous_low10,raw_entry,raw_exit_trend,raw_exit_range
2012-05-28,1.0011520737327189,0.9769585253456221,1.0,,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-05-29,1.021889400921659,0.999231950844854,1.0153609831029187,0.022657450076804975,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-05-30,1.0165130568356375,1.011136712749616,1.012288786482335,0.005376344086021501,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-05-31,1.0157450076804915,1.0034562211981566,1.009984639016897,0.01228878648233489,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-01,1.021505376344086,1.0061443932411673,1.009984639016897,0.015360983102918668,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-04,0.9999999999999998,0.9811827956989246,0.9823348694316434,0.02880184331797231,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-05,0.9877112135176649,0.9815668202764974,0.9834869431643622,0.006144393241167445,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-06,0.9884792626728107,0.9784946236559138,0.9827188940092164,0.009984639016896946,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-07,0.9919354838709676,0.9738863287250381,0.976574500768049,0.01804915514592953,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-08,0.9831029185867893,0.9715821812596003,0.9731182795698922,0.011520737327189057,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,,0,False,True
2012-06-11,0.9896313364055298,0.9738863287250382,0.9846390168970812,0.01651305683563764,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,0.9731182795698922,0,False,True
2012-06-12,0.9838709677419352,0.974654377880184,0.9784946236559138,0.009984639016897168,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,0.9731182795698922,0,False,True
2012-06-13,0.9938556067588324,0.9792626728110596,0.9927035330261135,0.015360983102918668,,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,0.9731182795698922,0,False,True
2012-06-14,0.997695852534562,0.987327188940092,0.9884792626728108,0.010368663594470084,0.050307219662058755,,,,NO_VIEW_INCOMPLETE_OR_DEGENERATE_CHOPPINESS,,0.0,,0.9731182795698922,0,False,True
2012-06-15,0.9961597542242702,0.9819508448540705,0.9923195084485406,0.014208909370199696,0.050307219662058755,0.19662058371735858,51.652053426102675,,NO_VIEW_INITIAL_MIDDLE_STATE,,0.0,,0.9731182795698922,0,False,True
2012-06-18,1.0015360983102917,0.9938556067588326,0.9953917050691243,0.009216589861751112,0.04992319508448573,0.18317972350230471,49.25933309005745,,NO_VIEW_INITIAL_MIDDLE_STATE,,0.0,,0.9731182795698922,0,False,True
2012-06-19,0.9946236559139783,0.987711213517665,0.9880952380952379,0.007680491551459334,0.04992319508448573,0.18548387096774255,49.732993234683946,,NO_VIEW_INITIAL_MIDDLE_STATE,,0.0,,0.9731182795698922,0,False,True
2012-06-20,0.9934715821812595,0.9869431643625189,0.9869431643625189,0.006528417818740584,0.04992319508448573,0.17972350230414824,48.53755282568289,,NO_VIEW_INITIAL_MIDDLE_STATE,,0.0,,0.9731182795698922,0,False,True
2012-06-21,0.9846390168970812,0.9665898617511517,0.9715821812596003,0.020353302611367252,0.034946236559139976,0.18471582181259683,63.091003931757996,2.0,CHOPPINESS_STATE_AVAILABLE,,0.0,,0.9731182795698922,0,True,True
2012-06-25,0.9704301075268815,0.9508448540706602,0.9523809523809521,0.020737327188940058,0.05069124423963145,0.17665130568356457,47.305700898842424,2.0,CHOPPINESS_STATE_AVAILABLE,,-2.342408436047524,,0.9715821812596003,0,True,False
2012-06-26,0.9543010752688169,0.9454685099846388,0.9523809523809521,0.008832565284178084,0.05606758832565284,0.1793394777265752,44.05825606411041,2.0,CHOPPINESS_STATE_AVAILABLE,,-1.9684717569609838,1.0153609831029187,0.9523809523809521,0,True,False
2012-06-27,0.9573732718894007,0.9485407066052227,0.9489247311827955,0.008832565284177973,0.05606758832565284,0.17818740399385624,43.81405123497235,2.0,CHOPPINESS_STATE_AVAILABLE,,-1.9176454879580878,1.0153609831029187,0.9523809523809521,0,True,False
2012-06-28,0.9546850998463899,0.9427803379416282,0.9435483870967739,0.011904761904761751,0.05875576036866348,0.17204301075268846,40.7098132718163,2.0,CHOPPINESS_STATE_AVAILABLE,,-1.9501634241441967,1.012288786482335,0.9489247311827955,0,True,False
2012-06-29,0.9554531490015359,0.9400921658986173,0.9543010752688169,0.015360983102918557,0.06144393241167434,0.17588325652841796,39.85117553447325,2.0,CHOPPINESS_STATE_AVAILABLE,,-1.2619290521530058,1.009984639016897,0.9435483870967739,0,True,False
2012-07-02,0.9581413210445466,0.9508448540706602,0.9543010752688169,0.007296466973886417,0.06144393241167434,0.16666666666666674,37.811634770816276,1.0,CHOPPINESS_STATE_AVAILABLE,,-1.1800951262474997,1.009984639016897,0.9435483870967739,0,False,True
2012-07-03,0.9662058371735787,0.953149001536098,0.9558371735791087,0.013056835637480613,0.06144393241167434,0.16973886328725019,38.50375114783922,1.0,CHOPPINESS_STATE_AVAILABLE,,-0.9886907511286144,0.9953917050691243,0.9435483870967739,0,False,True
2012-07-04,0.9615975422427032,0.953917050691244,0.9558371735791087,0.007680491551459223,0.06144393241167434,0.16205837173579074,36.74916372292572,1.0,CHOPPINESS_STATE_AVAILABLE,,-0.8973400730384099,0.9953917050691243,0.9435483870967739,0,False,True
2012-07-05,0.9519969278033791,0.9416282642089089,0.9450844854070656,0.014208909370199807,0.06144393241167434,0.16589861751152046,37.63661220482412,1.0,CHOPPINESS_STATE_AVAILABLE,,-1.3507376739608308,0.9953917050691243,0.9435483870967739,0,False,True
2012-07-06,0.964669738863287,0.941628264208909,0.9604454685099842,0.023041474654378002,0.06144393241167434,0.17473118279569877,39.60215611797598,1.0,CHOPPINESS_STATE_AVAILABLE,,-0.4572716283860846,0.9953917050691243,0.9435483870967739,0,False,True
