cost,model,first,last,days,trade_records,terminal_equity,mean_exposure,commission,slippage_cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown
BASE,M0,2024-01-02,2026-08-11,631,45,209631.67440000013,0.1211154795069685,865.2256,2600.3999999999605,0.0481583720000009,0.018202341264702715,0.01883344803489977,0.039916156363210165,0.4718251893676351,-0.03387033078158142
BASE,M1,2024-01-02,2026-08-11,631,56,214486.83370000005,0.19531406926560868,878.2663000000001,2479.3999999999673,0.07243416849999935,0.027182696616084048,0.028402885791670027,0.05626634006180574,0.5047935543785306,-0.04517095441966238
BASE,BUY_HOLD,2024-01-02,2026-08-11,631,2,286716.9386,0.9680394010715193,94.06139999999999,285.0000000000192,0.4335846929999978,0.14813037691402325,0.1547432530386371,0.1823199971311321,0.8487453678892904,-0.15986368537884152
STRESS,M0,2024-01-02,2026-08-11,631,45,206921.90980000008,0.12117038916465268,1663.2902,4437.500000000027,0.034609548999999976,0.013134373553975792,0.013842716880084408,0.03989849336006058,0.3469483610612055,-0.03503468721389453
STRESS,M1,2024-01-02,2026-08-11,631,57,211829.767,0.19539387005087283,1641.033,4264.299999999935,0.059148835000000594,0.022283759892088834,0.02362002410461558,0.05623547718458839,0.4200199818183238,-0.047075604626850356
STRESS,BUY_HOLD,2024-01-02,2026-08-11,631,2,286394.8772,0.9686666898569802,188.1228,513.0000000000194,0.43197438600000015,0.14763559595908438,0.15433870537894062,0.1824670398323369,0.8458442988978037,-0.15996003792843533
