period,cost,model,year,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,BUY_GATE_BAND00_R00,2020,0.05601149039999925,0.05577467893098546,0.055572787578179725,0.050996830001955,1.0897302357038527,-0.025512159177334633,243,0.1455112121823788,27,279.40192,692.6000000000307,False,3.842615114990622e-11
evaluation,BASE,BUY_GATE_BAND00_R00,2021,0.12856476083283327,0.12800318789820436,0.1225233946174635,0.06439410313399556,1.902711407634774,-0.019123351282419182,243,0.17805455140859353,35,422.12706000000003,1043.0999999999653,False,4.007461029686965e-11
evaluation,BASE,BUY_GATE_BAND00_R00,2022,0.027613408208480628,0.027613408208480624,0.0280160859205828,0.039545931581078504,0.708444201476028,-0.027552626408131723,242,0.07227764714053975,27,339.79308000000003,885.0999999999979,False,2.8904878490720876e-11
evaluation,BASE,BUY_GATE_BAND00_R00,2023,-0.00922660200606011,-0.00922660200606011,-0.009228680627180408,0.009029820887729582,-1.022022556363333,-0.010130098174661152,242,0.02238929752688685,15,216.63878000000003,628.7999999999732,False,2.383870878475136e-11
evaluation,BASE,BUY_GATE_BAND00_R00,2024,-0.03666209202225452,-0.03666209202225452,-0.03507610392075544,0.06762182630872489,-0.5187097988246696,-0.08977447687392057,242,0.3400258518218556,25,428.55894000000006,1110.5999999999767,False,4.160938260611147e-11
evaluation,BASE,BUY_GATE_BAND00_R00,2025,0.11283821370722834,0.1123487014334206,0.10748798038706961,0.04484213285190652,2.397030951717981,-0.010385610912127929,243,0.1696351965208243,20,323.45078,888.8999999999627,False,3.092281986027956e-11
evaluation,BASE,BUY_GATE_BAND00_R00,2026,-0.016814450610250522,-0.027165767591140366,-0.023517635782521747,0.08994695295515022,-0.26146117250073186,-0.06649305380948746,149,0.2756966328619505,28,487.0412400000001,1387.4999999999495,False,4.657607632907457e-11
evaluation,BASE,BUY_GATE_BAND00_R01,2020,0.07946474660000005,0.07912512263037237,0.07767658183192788,0.055218788641827284,1.40670564752464,-0.025738689862469855,243,0.17785548257715655,26,289.75068,764.1000000000336,False,3.157296646350005e-11
evaluation,BASE,BUY_GATE_BAND00_R01,2021,0.10561487761327207,0.10515815906497394,0.10212757362542775,0.06552058507164372,1.5587097324261678,-0.03639150606423881,243,0.1933765020871458,35,497.59258,1295.09999999997,False,3.200284481863491e-11
evaluation,BASE,BUY_GATE_BAND00_R01,2022,0.009442271223143362,0.009442271223143362,0.010337783879699969,0.04351205366444645,0.23758437051540357,-0.027566534706941235,242,0.0860501518073712,28,345.3822,892.4999999999809,False,2.4158453015843406e-11
