model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
BUY_GATE_BAND00_R00,evaluation,BASE,0.7030543853037896,39,542,64918.79999999998,9133.611799999857,55785.18820000024
BUY_GATE_BAND00_R00,evaluation,STRESS,0.6213378651685595,39,542,64284.199999999975,16044.277079999933,48239.9229200001
BUY_GATE_BAND00_R00,earlier_diagnostic,BASE,1.1868996933712634,23,495,136837.30000000005,7309.609600000065,129527.69040000002
BUY_GATE_BAND00_R00,earlier_diagnostic,STRESS,1.1790186167440582,23,501,143388.6,13788.292680000046,129600.30731999996
BUY_GATE_BAND00_R01,evaluation,BASE,0.8454795515901685,41,595,83738.4,10805.24717999987,72933.15281999996
BUY_GATE_BAND00_R01,evaluation,STRESS,0.7528136106552371,41,595,82698.30000000002,19152.395760000007,63545.90424000012
BUY_GATE_BAND00_R01,earlier_diagnostic,BASE,1.1401134836472078,24,514,135409.9,7519.035040000048,127890.86495999998
BUY_GATE_BAND00_R01,earlier_diagnostic,STRESS,1.141773226774024,24,520,143503.09999999998,14176.78163999995,129326.31835999992
BUY_GATE_BAND20_R00,evaluation,BASE,0.7017320638424019,39,542,64434.29999999999,8623.611679999854,55810.6883200001
BUY_GATE_BAND20_R00,evaluation,STRESS,0.6220113452786988,39,542,63837.19999999998,15411.599839999948,48425.60016000003
BUY_GATE_BAND20_R00,earlier_diagnostic,BASE,1.2552852056385038,23,495,146463.1,6887.445580000066,139575.65441999998
BUY_GATE_BAND20_R00,earlier_diagnostic,STRESS,1.2440225589845715,23,501,152363.9,13162.312440000045,139201.58755999984
BUY_GATE_BAND20_R01,evaluation,BASE,0.8233390805703166,41,595,80897.80000000002,10121.048719999875,70776.75128000032
BUY_GATE_BAND20_R01,evaluation,STRESS,0.733112528242505,41,595,79885.50000000001,18211.065360000015,61674.43464000014
BUY_GATE_BAND20_R01,earlier_diagnostic,BASE,1.2065677648503885,24,514,142070.09999999995,6771.99190000006,135298.1081
BUY_GATE_BAND20_R01,earlier_diagnostic,STRESS,1.1960244994613458,24,520,147792.3,12944.470279999956,134847.82971999998
