model,period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
BUY_GATE_BAND00_R00,evaluation,BASE,INTENT_MIX_BAND_00,-130927.26705999984,-129957.00000000006,-5908.0,-1270.5329399999996,-3667.1999999999725,-0.537446996708145
BUY_GATE_BAND00_R00,evaluation,BASE,INTENT_MIX_BAND_20,-132082.90409999984,-131814.20000000004,-4427.1,-844.7959000000001,-3313.599999999972,-0.5198715115553105
BUY_GATE_BAND00_R00,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-134187.21988000008,-132793.90000000002,-6250.800000000001,-927.2801200000004,-3930.199999999956,-0.5273695852284543
BUY_GATE_BAND00_R00,evaluation,BASE,BUY_HOLD,2534.12396000023,27312.99999999995,-16021.400000000001,2411.27604,6346.199999999844,0.4151549946485962
BUY_GATE_BAND00_R00,evaluation,STRESS,INTENT_MIX_BAND_00,-123905.37651999999,-126992.80000000008,-5723.299999999999,-2374.9234799999995,-6435.800000000101,-0.5514607361559776
BUY_GATE_BAND00_R00,evaluation,STRESS,INTENT_MIX_BAND_20,-125259.39396000007,-128677.70000000007,-4337.299999999997,-1948.7060399999991,-5806.900000000111,-0.5362128559783201
BUY_GATE_BAND00_R00,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-126375.88875999989,-129475.00000000003,-6055.6,-2266.311239999999,-6888.400000000107,-0.5397902979425024
BUY_GATE_BAND00_R00,evaluation,STRESS,BUY_HOLD,-4731.805559999921,26773.299999999945,-16116.300000000001,4246.605560000001,11142.199999999943,0.3344294348583318
BUY_GATE_BAND00_R00,earlier_diagnostic,BASE,INTENT_MIX_BAND_00,-5672.30838000006,-5989.899999999965,-49.5,-196.0916199999997,-171.00000000001273,0.0028932876648415373
BUY_GATE_BAND00_R00,earlier_diagnostic,BASE,INTENT_MIX_BAND_20,-13233.140999999829,-12832.499999999942,99.90000000000009,231.94100000000049,268.5999999999749,-0.06405620220139907
BUY_GATE_BAND00_R00,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,-11978.965279999946,-12171.399999999936,26.0,111.36527999999998,-277.8000000000193,0.004244896412693988
BUY_GATE_BAND00_R00,earlier_diagnostic,BASE,BUY_HOLD,87065.49616000001,107440.30000000003,-13427.199999999997,1902.6038400000002,5045.000000000071,0.9081777072187114
BUY_GATE_BAND00_R00,earlier_diagnostic,STRESS,INTENT_MIX_BAND_00,-7393.586519999953,-7851.0,-53.0,-166.3134799999998,-344.0999999999294,-0.008377268667643989
BUY_GATE_BAND00_R00,earlier_diagnostic,STRESS,INTENT_MIX_BAND_20,-12703.487080000108,-12080.699999999983,95.30000000000018,281.5870800000007,436.50000000006366,-0.06112310595418724
BUY_GATE_BAND00_R00,earlier_diagnostic,STRESS,TWO_CLOSE_ZERO_EXIT,-13842.245760000078,-14451.199999999983,26.0,-21.85423999999921,-561.0999999999294,-0.007717965134362403
BUY_GATE_BAND00_R00,earlier_diagnostic,STRESS,BUY_HOLD,87444.71883999996,114023.8,-13459.399999999998,3545.8811600000004,9573.80000000005,0.9013108425633336
BUY_GATE_BAND00_R01,evaluation,BASE,INTENT_MIX_BAND_00,-113779.30244000012,-113394.00000000004,-3651.4000000000015,-812.1975599999996,-2453.8999999999596,-0.3950218304217661
BUY_GATE_BAND00_R01,evaluation,BASE,INTENT_MIX_BAND_20,-114934.93948000012,-115251.20000000003,-2170.500000000002,-386.4605200000001,-2100.2999999999593,-0.3774463452689316
BUY_GATE_BAND00_R01,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-117039.25526000035,-116230.90000000001,-3994.2000000000025,-468.94474000000037,-2716.8999999999432,-0.38494441894207543
BUY_GATE_BAND00_R01,evaluation,BASE,BUY_HOLD,19682.088579999952,43875.99999999997,-13764.800000000003,2869.61142,7559.499999999858,0.5575801609349751
