period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,BUY_GATE_BAND00_R00,0个百分点调仓、当日涨幅不超过0%才新增买入,0.2789259409999997,0.03781529295060123,0.03862279221208482,0.05493571055018158,0.7030543853037896,-0.0897744768739206,1604,0.16591165109351835,177,2497.0118,6636.599999999856,False,4.657607632907457e-11,0.001557821304984254,False,False
evaluation,STRESS,BUY_GATE_BAND00_R00,0个百分点调仓、当日涨幅不超过0%才新增买入,0.24119961460000278,0.033137561768152905,0.03410211455945648,0.05488497719385747,0.6213378651685595,-0.09418741982519209,1604,0.1660697502472372,171,4418.077080000001,11626.199999999932,False,4.8203219193965197e-11,-0.002947382745589741,False,False
earlier_diagnostic,BASE,BUY_GATE_BAND00_R00,0个百分点调仓、当日涨幅不超过0%才新增买入,0.647638452000002,0.10421123357946095,0.10291143665741491,0.08670609423202884,1.1868996933712634,-0.0629534380191118,1219,0.2590236993001738,114,1987.6096000000002,5322.0000000000655,False,7.275957614183426e-11,0.06525000538281703,False,False
earlier_diagnostic,STRESS,BUY_GATE_BAND00_R00,0个百分点调仓、当日涨幅不超过0%才新增买入,0.6480015366000003,0.10425953627671518,0.10301269262680507,0.08737155729676413,1.1790186167440582,-0.06413746532025798,1219,0.26241213217920034,120,3715.8926800000004,10072.400000000045,False,6.160050247672189e-11,0.0655592641910285,False,False
evaluation,BASE,BUY_GATE_BAND00_R01,0个百分点调仓、当日涨幅不超过1%才新增买入,0.36466576410000096,0.0480253745941283,0.04855401841186069,0.05742778559285181,0.8454795515901685,-0.08927148060542014,1604,0.1906977149239083,205,2955.34718,7849.899999999869,False,8.562039965909207e-11,0.011767902948511322,False,False
evaluation,STRESS,BUY_GATE_BAND00_R01,0个百分点调仓、当日涨幅不超过1%才新增买入,0.31772952120000164,0.04250591523181441,0.0432760886734926,0.05748579470531328,0.7528136106552371,-0.09408365953651944,1604,0.19088180093441934,204,5290.09576,13862.300000000007,False,7.537437340943143e-11,0.006420970718071767,False,False
earlier_diagnostic,BASE,BUY_GATE_BAND00_R01,0个百分点调仓、当日涨幅不超过1%才新增买入,0.6394543248000004,0.10312019407011086,0.10218319663047726,0.08962546105813482,1.1401134836472078,-0.07799684092784807,1219,0.2691749938960769,124,2050.23504,5468.800000000048,False,7.679901159463043e-11,0.06415896587346694,False,False
earlier_diagnostic,STRESS,BUY_GATE_BAND00_R01,0个百分点调仓、当日涨幅不超过1%才新增买入,0.6466315918000005,0.10407724201547759,0.10311164332456321,0.09030833873719017,1.141773226774024,-0.08181769941908577,1219,0.2733712461154365,137,3848.0816400000003,10328.69999999995,False,8.139977580867708e-11,0.06537696992979092,False,False
evaluation,BASE,BUY_GATE_BAND20_R00,20个百分点调仓、当日涨幅不超过0%才新增买入,0.27905344159999795,0.03783090211011623,0.03864572535874216,0.055071910419959645,0.7017320638424019,-0.08744566484458294,1604,0.1686254719411108,104,2182.8116800000003,6440.799999999854,False,6.900791049702093e-11,0.0015734304644992522,False,False
evaluation,STRESS,BUY_GATE_BAND20_R00,20个百分点调仓、当日涨幅不超过0%才新增买入,0.2421280008000003,0.0332541133906224,0.03422273747810324,0.055019474705512605,0.6220113452786988,-0.0919392588303352,1604,0.16871409697166,104,4124.299840000001,11287.299999999947,False,3.703348738781642e-11,-0.002830831123120249,False,False
earlier_diagnostic,BASE,BUY_GATE_BAND20_R00,20个百分点调仓、当日涨幅不超过0%才新增买入,0.6978782721000016,0.11081522974580647,0.10886845654322092,0.08672806470928232,1.2552852056385038,-0.06417430632305256,1219,0.26603222036734486,57,1751.9455800000003,5135.5000000000655,False,6.969003152335063e-11,0.07185400154916255,True,True
earlier_diagnostic,STRESS,BUY_GATE_BAND20_R00,20个百分点调仓、当日涨幅不超过0%才新增买入,0.6960079378000019,0.11057220081627384,0.10870617329743625,0.08738279905966274,1.2440225589845715,-0.06772415480783847,1219,0.2695477652927971,58,3437.91244,9724.400000000045,False,9.276845958083868e-11,0.07187192873058716,True,True
evaluation,BASE,BUY_GATE_BAND20_R01,20个百分点调仓、当日涨幅不超过1%才新增买入,0.3538837563999986,0.04677189399785797,0.04736312578683088,0.05752566215370591,0.8233390805703166,-0.08733887134293253,1604,0.19233531483465374,118,2573.8487200000004,7547.199999999875,False,1.0238210279567284e-10,0.010514422352240996,False,False
evaluation,STRESS,BUY_GATE_BAND20_R01,20个百分点调仓、当日涨幅不超过1%才新增买入,0.3083721732000027,0.04138562860461374,0.0422061204996983,0.05757113522651058,0.733112528242505,-0.09175707846744756,1604,0.19239712033140974,118,4881.86536,13329.200000000015,False,6.94626578479074e-11,0.005300684090871095,False,False
earlier_diagnostic,BASE,BUY_GATE_BAND20_R01,20个百分点调仓、当日涨幅不超过1%才新增买入,0.6764905404999981,0.10802323170439608,0.10648913601561975,0.08825789907359588,1.2065677648503885,-0.0762082397531319,1219,0.2732399120824845,62,1732.9919000000002,5039.00000000006,False,7.73070496506989e-11,0.06906200350775216,True,True
earlier_diagnostic,STRESS,BUY_GATE_BAND20_R01,20个百分点调仓、当日涨幅不超过1%才新增买入,0.6742391485999968,0.10772767258502737,0.10627485593769091,0.08885675501258877,1.1960244994613458,-0.07971033393504097,1219,0.27676644724693317,63,3389.0702800000004,9555.399999999956,False,1.0095391189679503e-10,0.0690274004993407,False,False
