period,cost,calendar_enabled,complete_months,positive_months,mean_month_return,median_month_return
earlier_diagnostic,BASE,False,33,22,0.0010174843139011134,0.004546048065959225
earlier_diagnostic,BASE,True,26,14,-0.007379714185859919,0.0024326533968277776
earlier_diagnostic,STRESS,False,33,20,-0.0004983219011459363,0.003062110140315406
earlier_diagnostic,STRESS,True,26,14,-0.008914156795147614,0.0008670767231760468
evaluation,BASE,False,34,19,0.009792862438762498,0.004075419884312589
evaluation,BASE,True,45,23,0.0015789686798701901,0.0002930761488250069
evaluation,STRESS,False,34,19,0.008397752998072695,0.002787248785055433
evaluation,STRESS,True,45,22,0.00017264392749463675,-0.0011147539798678013
