period,cost,date,own_cycle,own_entry_date,own_shares,single_entry_so_far,pure_learned_at_entry,reference_learning_status,status,own_prediction,reference_prediction,sign_disagreement,confirmed_exit_disagreement,own_log_holding_days,own_cycle_return,own_cycle_drawdown,own_entry_mode,own_mom5,own_mom20,own_sma120,own_vol20,own_negative_count,reference_negative_count,prediction_difference,entry_age_difference,return_input_difference,drawdown_input_difference
evaluation,BASE,2026-06-16,19,2026-06-05,17000,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0015636270248356489,0.0015636270248356784,False,False,2.1972245773362196,-0.0006070447148356362,-0.0018296401707663668,1.0,0.017255974603589273,0.008385364605865555,0.03930039364920135,0.19246253539623756,0.0,0.0,-2.949029909160572e-17,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16
evaluation,BASE,2026-06-17,19,2026-06-05,17000,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0013062305713774577,0.0013062305713774543,False,False,2.302585092994046,0.009162988249255655,0.0,1.0,0.035725416964668105,0.017703178788593104,0.04870381245559985,0.19515046105930475,0.0,0.0,3.469446951953614e-18,0.0,-2.220446049250313e-16,0.0
evaluation,BASE,2026-06-18,19,2026-06-05,17000,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.0012203074068534575,-0.001220307406853461,False,False,2.3978952727983707,0.014455089438138335,0.0,1.0,0.047877659280367545,0.035951584252245566,0.05331041889038768,0.1888074659073102,1.0,1.0,3.469446951953614e-18,0.0,-2.220446049250313e-16,0.0
evaluation,BASE,2026-06-22,19,2026-06-05,17000,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.0034245405642588838,-0.0034245405642588838,False,False,2.4849066497880004,0.036234121253925,0.0,1.0,0.05511537072751935,0.0460243990262674,0.07495640566181705,0.1983882518764266,2.0,2.0,0.0,0.0,0.0,0.0
evaluation,BASE,2026-07-23,20,2026-07-23,17800,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.01369628772584549,0.01369628772584549,False,False,0.6931471805599453,0.0018929854389180267,0.0,1.0,0.007127912778499626,-0.05308821482853997,0.004471194282746005,0.2805386215931968,0.0,0.0,0.0,0.0,0.0,0.0
evaluation,BASE,2026-07-24,20,2026-07-23,17800,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.006241300309488867,0.0062413003094888946,False,False,1.0986122886681098,-0.016106345404563904,-0.017965322749112334,1.0,0.024113116629296927,-0.042887505065772845,-0.013529606177768772,0.27100929415522174,0.0,0.0,-2.7755575615628914e-17,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16
evaluation,BASE,2026-07-27,20,2026-07-23,17800,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.007588765266032329,0.007588765266032325,False,False,1.3862943611198906,-0.005223029080598018,-0.007102569458951269,1.0,0.02190877803260742,-0.04242810987512424,-0.0027032414417758055,0.2712888344161486,0.0,0.0,3.469446951953614e-18,0.0,-1.1102230246251565e-16,0.0
evaluation,BASE,2026-07-28,20,2026-07-23,17800,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.00035300167258604277,0.00035300167258607053,False,False,1.6094379124341003,-0.03159414171174579,-0.033423856277418174,1.0,-0.03399520048550932,-0.08132200074793403,-0.028996836422587213,0.2789138075630282,0.0,0.0,-2.7755575615628914e-17,0.0,-2.220446049250313e-16,-1.1102230246251565e-16
evaluation,BASE,2026-07-29,20,2026-07-23,17800,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-9.609332526382477e-05,-9.609332526382477e-05,False,False,1.791759469228055,-0.025315305370996244,-0.027156883225402106,1.0,-0.022926073105925017,-0.07066636841252036,-0.022610569321823037,0.28123656246031814,1.0,1.0,0.0,0.0,-1.1102230246251565e-16,0.0
evaluation,BASE,2026-07-30,20,2026-07-23,17800,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.008428752731372268,-0.008428752731372299,False,False,1.9459101490553132,-0.0361986216949618,-0.03801963651556284,1.0,-0.03876124070310153,-0.05183603524212136,-0.03332120465741151,0.2662349567306714,2.0,2.0,3.122502256758253e-17,0.0,0.0,1.1102230246251565e-16
evaluation,BASE,2026-08-07,21,2026-08-07,17900,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.006224331298597207,0.006224331298597207,False,False,0.6931471805599453,0.008717347632618333,0.0,1.0,0.02084294934227313,-0.016284284686620184,-0.002582243402683204,0.2578784172336327,0.0,0.0,0.0,0.0,0.0,0.0
evaluation,BASE,2026-08-10,21,2026-08-07,17900,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0024909774177707747,0.0024909774177707747,False,False,1.0986122886681098,0.010415882421307199,0.0,1.0,0.03419867358118677,0.003156900443549473,-0.0010949683928451748,0.25037914247270854,0.0,0.0,0.0,0.0,0.0,0.0
evaluation,BASE,2026-08-11,21,2026-08-07,17900,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.00344164024099481,0.00344164024099481,False,False,1.3862943611198906,0.0038340601151376497,-0.006513973523849637,1.0,0.016420029861837153,-0.022792413737048732,-0.007603545172614745,0.24101492209265454,0.0,0.0,0.0,0.0,0.0,0.0
evaluation,BASE,2026-08-12,21,2026-08-07,17900,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.001986177851639412,0.001986177851639412,False,False,1.6094379124341003,0.008080397086859925,-0.0023114099600757276,1.0,0.007186672233482274,-0.01877793544041354,-0.0034317378026383905,0.24168210863467512,0.0,0.0,0.0,0.0,0.0,0.0
evaluation,BASE,2026-08-13,21,2026-08-07,17900,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.0024453129294926042,-0.0024453129294926042,False,False,1.791759469228055,0.004046376963724008,-0.006303845345660863,1.0,0.004238192400321332,-0.00506223397013328,-0.007430106624129018,0.23420056894108035,1.0,1.0,0.0,0.0,0.0,0.0
evaluation,STRESS,2020-02-05,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.005719816487448608,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-06,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.005148054572524014,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-07,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.016740230123023173,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-10,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.05102766175568929,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-11,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.037633513477146,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-12,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.035263470595416214,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-13,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.01971142949280985,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-14,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.023555114889319974,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-17,1,2020-02-05,52700,True,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.026000951376583977,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-18,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.02122471200301909,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-19,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.015980943045507318,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-20,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.020816778675284923,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-21,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.017526508141620538,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-24,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.005294276744436537,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-25,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.008260705553494051,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-26,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,0.001181635235215848,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-27,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,-0.008202097604523256,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-02-28,1,2020-02-05,4900,False,False,PREDICTION_AVAILABLE,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,-0.027561035829298582,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2020-08-19,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.04724518405889736,0.04633675419296319,False,False,0.6931471805599453,-0.02600568874441289,-0.02600568874441289,1.0,0.019377185894314676,0.00041727519904429314,0.15726519453714793,0.24239528660308174,0.0,0.0,0.0009084298659341739,0.0,-0.01020309977555367,-0.01020309977555367
evaluation,STRESS,2020-08-20,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.038402253969456984,0.03750348825103273,False,False,1.0986122886681098,-0.036367330353514804,-0.036367330353514804,1.0,0.011877127954875544,-0.00483753178110569,0.1434058693066762,0.2445871947734513,0.0,0.0,0.0008987657184242534,0.0,-0.010094556160920254,-0.010094556160920254
evaluation,STRESS,2020-08-21,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.029654153215861706,0.028747807773900257,False,False,1.3862943611198906,-0.02824055262088576,-0.02824055262088576,1.0,0.0010459157945421384,0.04906199705661202,0.15140183916162475,0.18414854185117052,0.0,0.0,0.0009063454419614494,0.0,-0.010179688407691567,-0.010179688407691567
evaluation,STRESS,2020-08-24,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.020466248053554875,0.01955421781894052,False,False,1.6094379124341003,-0.022145469321414146,-0.022145469321414146,1.0,-0.013209686406943151,0.04918500628966871,0.15658191954630651,0.1841800861356856,0.0,0.0,0.0009120302346143569,0.0,-0.010243537592770191,-0.010243537592770191
evaluation,STRESS,2020-08-25,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.019511745057222692,0.018598009384812465,False,False,1.791759469228055,-0.020316944331572495,-0.020316944331572495,1.0,-0.009905157335518888,0.04344363623412773,0.15701620030633046,0.18323216669986336,0.0,0.0,0.000913735672410227,0.0,-0.01026269234829369,-0.01026269234829369
evaluation,STRESS,2020-08-26,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.030155148084083157,0.029252592503890312,False,False,1.9459101490553132,-0.03230394148720028,-0.03230394148720028,1.0,-0.006487414193469061,0.0029436522517387563,0.14128481401905768,0.1622898919550476,0.0,0.0,0.0009025555801928445,0.0,-0.010137122284305855,-0.010137122284305855
evaluation,STRESS,2020-08-27,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.03081288665049057,0.029903509319114237,False,False,2.0794415416798357,-0.024989841527834122,-0.024989841527834122,1.0,0.011737715980664032,0.017870758362169344,0.1483127650792324,0.16172917100712872,0.0,0.0,0.000909377331376332,0.0,-0.010213741306400181,-0.010213741306400181
evaluation,STRESS,2020-08-28,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.02646903338349179,0.027322001513469883,False,False,2.1972245773362196,-0.001015847216578658,-0.001015847216578658,1.0,0.027630623731642545,0.03455397038325276,0.17486828429088574,0.18034125938561651,0.0,0.0,-0.0008529681299780933,0.0,-0.010464881434375961,-0.001015847216578658
evaluation,STRESS,2020-08-31,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.025288680594982176,0.026134189373813434,False,False,2.302585092994046,-0.009752133279154807,-0.009752133279154807,1.0,0.01259436488204226,0.01010422041206547,0.16285034326034697,0.17623489209100832,0.0,0.0,-0.0008455087788312582,0.0,-0.010373364269096408,-0.0010069634601592714
evaluation,STRESS,2020-09-01,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.023507619299511902,0.02435902616994761,False,False,2.3978952727983707,-0.002844372206420087,-0.002844372206420087,1.0,0.017677747089685697,0.01622711995726058,0.16882884921083852,0.17764317544173555,0.0,0.0,-0.0008514068704357086,0.0,-0.010445726678852352,-0.00101398782570028
evaluation,STRESS,2020-09-02,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.026054789298327337,0.026905502275633125,False,False,2.4849066497880004,-0.00365704997968308,-0.00365704997968308,1.0,0.029173476815186967,0.01499771306164082,0.1659649505166283,0.17773507024178073,0.0,0.0,-0.0008507129773057884,0.0,-0.010437213454175254,-0.0010131614297542724
evaluation,STRESS,2020-09-03,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.02077088663608128,0.02161813014773737,False,False,2.5649493574615367,-0.00772043884599749,-0.00772043884599749,1.0,0.017556993372349776,0.014643965927486364,0.1592047279603157,0.1778538419010834,0.0,0.0,-0.00084724351165609,0.0,-0.01039464733078943,-0.0010090294500243457
evaluation,STRESS,2020-09-04,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.007678253224440046,0.008515955705559478,False,False,2.6390573296152584,-0.018894758228362507,-0.018894758228362507,1.0,-0.01805918153839746,0.013341869785239723,0.1441568980529906,0.17890058365775777,0.0,0.0,-0.0008377024811194317,0.0,-0.010277590491478694,-0.0009976665057672696
evaluation,STRESS,2020-09-07,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.00533211580885801,0.006152991381576397,False,False,2.70805020110221,-0.038602194229987674,-0.038602194229987674,1.0,-0.029567009086874013,-0.010301783527825594,0.1193111931119315,0.1925792705955411,0.0,0.0,-0.000820875572718387,0.0,-0.010071144793057929,-0.000977626404077614
evaluation,STRESS,2020-09-08,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0007196855592288762,0.0015447244907269043,False,False,2.772588722239781,-0.03372612759041038,-0.03372612759041038,1.0,-0.03145954802012964,0.0046364677367434805,0.12270872758890672,0.1902893660694335,0.0,0.0,-0.0008250389314980282,0.0,-0.01012222414112085,-0.000982584779753437
evaluation,STRESS,2020-09-09,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.006988675075913581,-0.00618289167877136,False,False,2.833213344056216,-0.05627793579845597,-0.05627793579845597,1.0,-0.05425982636810856,-0.012196577852075847,0.0944562472756405,0.20620061074738225,1.0,1.0,-0.000805783397142221,0.0,-0.009885982156330186,-0.0009596522922528106
evaluation,STRESS,2020-09-10,2,2020-08-19,100,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.007212851841600004,-0.00640637455132787,False,False,2.8903717578961645,-0.05546525802519309,-0.05546525802519309,1.0,-0.049312413540010626,-0.008140576232121145,0.09321356346705567,0.20601547003159343,2.0,2.0,-0.0008064772902721343,0.0,-0.009894495381007395,-0.0009604786881989291
evaluation,STRESS,2021-07-29,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-07-30,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-02,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-03,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-04,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-05,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-06,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-09,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-08-10,3,2021-07-29,43400,True,False,,NOT_COMPARABLE_MULTIPLE_FILLS_OR_OTHER_ENTRY,,,False,False,,,,,,,,,,,,,,
evaluation,STRESS,2021-10-29,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.010892723837625495,0.011020473621220774,False,False,0.6931471805599453,0.005657119095403562,0.0,1.0,-0.010981442090954429,0.0100888668491573,-0.018049734929941774,0.12032561402138468,0.0,0.0,-0.00012774978359527886,0.0,-0.0006075806823615526,0.0
evaluation,STRESS,2021-11-01,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.008281815501864674,0.008409154926789496,False,False,1.0986122886681098,0.0024267408770686227,-0.00321220638426023,1.0,-0.017568828812635724,0.00040290089183215357,-0.02094178892569809,0.11893297638570284,0.0,0.0,-0.00012733942492482164,0.0,-0.0006056290078146898,0.0
evaluation,STRESS,2021-11-02,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.005444081120625237,0.0055700868798710685,False,False,1.3862943611198906,-0.008071988332519875,-0.013651877133105783,1.0,-0.024727362995589537,-0.008310577880656509,-0.030960098356991095,0.12435064919854139,0.0,0.0,-0.00012600575924583135,0.0,-0.0005992860655373855,0.0
evaluation,STRESS,2021-11-03,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.00410351609220758,0.004229008903115361,False,False,1.6094379124341003,-0.012109961105438716,-0.0176671351134311,1.0,-0.015614227801550994,-0.005706149576854702,-0.03473513412210327,0.12300457215554816,0.0,0.0,-0.0001254928109077815,0.0,-0.000596846472354029,-1.1102230246251565e-16
evaluation,STRESS,2021-11-04,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0029739082844118508,0.003100606523914109,False,False,1.791759469228055,-0.002620725089079623,-0.008231278859666569,1.0,-0.0018202047699178853,0.0010126583143864158,-0.025368692764250245,0.12734649339491194,0.0,0.0,-0.00012669823950225804,0.0,-0.0006025795163353553,0.0
evaluation,STRESS,2021-11-05,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.005744615624193551,0.0058708778576084305,False,False,1.9459101490553132,-0.006053001946060732,-0.011644248142943292,1.0,-0.011712573315082823,-0.016719092233518956,-0.02855977688907596,0.11647591719952455,0.0,0.0,-0.0001262622334148797,0.0,-0.0006005058621293413,-1.1102230246251565e-16
evaluation,STRESS,2021-11-08,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.00499671033958287,0.0051228699833301555,False,False,2.0794415416798357,-0.006860596500644411,-0.012447299739008266,1.0,-0.009308039683933242,-0.01733215495398119,-0.029130365416593418,0.11645459827820859,0.0,0.0,-0.00012615964374728533,0.0,-0.0006000179434925146,1.1102230246251565e-16
evaluation,STRESS,2021-11-09,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.003250338457293847,0.003376446806207318,False,False,2.1972245773362196,-0.007264393777936307,-0.01284882553704092,1.0,0.0008138352432910411,-0.007294865176298401,-0.02939100882207324,0.11108085905394814,0.0,0.0,-0.0001261083489134708,0.0,-0.0005997739841743233,-1.1102230246251565e-16
evaluation,STRESS,2021-11-10,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.007506995284453363,0.0076324624479442455,False,False,2.302585092994046,-0.012311859744084552,-0.01786789801244726,1.0,-0.00020439448206054436,-0.02363507655055384,-0.03395252702115592,0.10357030659225237,0.0,0.0,-0.00012546716349088292,0.0,-0.0005967244926948778,-1.1102230246251565e-16
evaluation,STRESS,2021-11-11,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0004765873002868541,0.0006041062571300075,False,False,2.3978952727983707,0.003840031347590145,-0.0018068660911463308,1.0,0.006456842448633395,-0.002009243191524082,-0.01780540483590598,0.11876167216088612,0.0,0.0,-0.0001275189568431534,0.0,-0.000606482865429081,-1.1102230246251565e-16
evaluation,STRESS,2021-11-12,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0019271656911431373,0.002054633353152518,False,False,2.4849066497880004,0.0034362340702982497,-0.0022083918891788734,1.0,0.009501739332473669,-0.007217352901045377,-0.017844791810762595,0.11740436405852737,0.0,0.0,-0.0001274676620093805,0.0,-0.0006062389061107787,0.0
evaluation,STRESS,2021-11-15,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.0015335079508229169,-0.0014061941733149712,False,False,2.5649493574615367,0.002224842238422786,-0.0034129692832763903,1.0,0.009106609529158047,0.0032284128121190434,-0.018687893724136484,0.11005557817664734,1.0,1.0,-0.0001273137775079456,0.0,-0.0006055070281556496,0.0
evaluation,STRESS,2021-11-16,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0012962847568682573,0.001423495944708567,False,False,2.6390573296152584,0.0014172476838389958,-0.0042160208793414755,1.0,0.008707152307033634,-0.00703167136368104,-0.01910697864514177,0.10465312160545086,0.0,0.0,-0.00012721118784030962,0.0,-0.0006050191095188229,0.0
evaluation,STRESS,2021-11-17,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.0008084723998382191,0.0009356579402616059,False,False,2.70805020110221,0.0012153490451929372,-0.004416783778357858,1.0,0.013602889682070646,-0.004426566584149799,-0.01902020711551622,0.1042607237590676,0.0,0.0,-0.00012718554042338674,0.0,-0.0006048971298595607,0.0
evaluation,STRESS,2021-11-18,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.0015839501445325766,-0.0014578930904529499,False,False,2.772588722239781,-0.007668191055228091,-0.013250351335073351,1.0,-0.011530420049334928,-0.017745978906938308,-0.027326549796329425,0.10697833405091847,1.0,1.0,-0.0001260570540796268,0.0,-0.0005995300248557989,-1.1102230246251565e-16
evaluation,STRESS,2021-11-19,4,2021-10-29,4700,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,-0.0012118441124382897,-0.001084376450428911,False,False,2.833213344056216,0.0034362340702982497,-0.0022083918891788734,1.0,-8.673617379884035e-18,-0.013192276073563537,-0.015862696014772304,0.11212879403205009,2.0,2.0,-0.00012746766200937877,0.0,-0.0006062389061107787,0.0
evaluation,STRESS,2021-11-25,5,2021-11-25,4600,True,True,PREDICTION_AVAILABLE,COMPARABLE_SAVED_MODEL_AND_SINGLE_ACTUAL_ENTRY,0.01793636667024899,0.017942638793285504,False,False,0.6931471805599453,-0.00539484386137612,-0.00539484386137612,1.0,0.01273645034627046,0.005842667975651102,-0.011994469180234835,0.10141106673408544,0.0,0.0,-6.272123036513144e-06,0.0,-0.0005967233015247153,-0.0005967233015247153
