ts_code,sec_name,anchor_period,metric_id,anchor_announcement_id,annual_announcement_id,prior_quarter_announcement_id,latest_component_publication_date,original_three_report_arithmetic,current_report_comparative_prior,current_comparative_minus_original,annual_vintage_prior_ytd,annual_vintage_minus_original,annual_vintage_residual_plus_current,originals_currency_explicit,original_arithmetic_status,comparison_status,quarter_bridge_status,research_value_status,full_accounting_basis_reconciliation_completed,basic_eps_arithmetic_performed,known_policy_evidence
601628.SH,中国人寿,2022-09-30,OPERATING_PROFIT_YTD,1214937073,1212669927,1211419194,2022-10-28,28078000000,51067000000,-16000000,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,LATER_COMPARATIVE_DIFFERS_FROM_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,"{'pages': [2], 'kind': 'COMMON_CONTROL_COMBINATION_RESTATEMENT', 'description': '中国人寿次年报告说明上年发生同一控制下合并，前三季度数据重述。', 'source': {'announcement_id': '1214937073', 'ts_code': '601628.SH', 'sec_name': '中国人寿', 'report_period': '2022-09-30 00:00:00', 'event_publication_date': '2022-10-28 00:00:00', 'official_pdf_url': 'https://static.cninfo.com.cn/finalpage/2022-10-28/1214937073.PDF', 'retrieved_at': '2026-09-06T16:36:19.109762+08:00', 'status': 'PDF_ARCHIVED_FIRST_TWELVE_PAGES_EXTRACTED_PENDING_FACT_VALIDATION', 'raw_path': 'data/raw/510300_original_earnings_source_completion_v1/1214937073.pdf', 'sha256': '719b1eb6e027257872b5ed1b293e940d14f4dc338585db091e4a74ac2c93fb13', 'bytes': 559547, 'page_count': 13, 'individually_verified_financial_facts': False, 'used_in_round_eight': False}, 'raw_pages': [{'page': 2, 'text': '中国人寿保险股份有限公司 2022 年第三季度报告\r\n2\r\n项目 \r\n本报告期 \r\n（7-9 月） \r\n上年同期 \r\n本报告期\r\n比上年同\r\n期增减变\r\n动幅度 \r\n年初至报\r\n告期末 \r\n（1-9 月） \r\n上年同期 \r\n年初至报\r\n告期末比\r\n上年同期\r\n增减变动\r\n幅度 \r\n调整后 调整前 调整后 调整后 调整后 调整前 调整后 \r\n营业收入\r\n（百万元） 172,714 175,136 175,110 -1.4% 701,012 727,785 727,711 -3.7%\r\n归属于母公司\r\n股东的净利润\r\n（百万元）\r\n5,701 7,518 7,527 -24.2% 31,117 48,486 48,502 -35.8%\r\n扣除非经常性\r\n损益后归属于\r\n母公司股东的\r\n净利润\r\n（百万元）\r\n5,735 7,578 7,587 -24.3% 31,182 48,651 48,667 -35.9%\r\n经营活动产生\r\n的现金流量净\r\n额（百万元）\r\n不适用 不适用 不适用 不适用 288,755 246,373 246,388 17.2%\r\n每股收益（基\r\n本与稀释）\r\n（元/股）\r\n0.20 0.27 0.27 -24.2% 1.10 1.72 1.72 -35.8%\r\n加权平均净资\r\n产收益率\r\n（%）\r\n1.22 1.60 1.60 下降 0.38\r\n个百分点 6.63 10.46 10.47 下降 3.83\r\n个百分点\r\n注：\r\n1.因 2021 年发生同一控制下企业合并，本报告 2021 年前三季度财务数据已经重述。\r\n2.在计算“每股收益（基本与稀释）”的变动比率时考虑了基础数据的尾数因素。\r\n（二） 非经常性损益项目和金额\r\n单位：人民币百万元\r\n非经常性损益项目 本报告期 \r\n （7-9 月）\r\n年初至报告期末 \r\n （1-9 月） \r\n非流动资产处置损益 40 74 \r\n计入当期损益的政府补助 17 98 \r\n除上述各项之外的其他营业外收支净额 (100) (236)\r\n所得税影响数 11 16 \r\n少数股东应承担的部分 (2) (17)\r\n合计 (34) (65)'}]}"
601628.SH,中国人寿,2022-09-30,PARENT_NET_PROFIT_YTD,1214937073,1212669927,1211419194,2022-10-28,33536000000,48486000000,-16000000,48488000000,-14000000,33550000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,LATER_COMPARATIVE_DIFFERS_FROM_ORIGINAL_PRIOR,NO_VIEW_ANNUAL_QUARTERS_DIFFER_FROM_CURRENT_COMPARATIVE,NOT_ADMITTED_TO_STRATEGY,False,False,"{'pages': [2], 'kind': 'COMMON_CONTROL_COMBINATION_RESTATEMENT', 'description': '中国人寿次年报告说明上年发生同一控制下合并，前三季度数据重述。', 'source': {'announcement_id': '1214937073', 'ts_code': '601628.SH', 'sec_name': '中国人寿', 'report_period': '2022-09-30 00:00:00', 'event_publication_date': '2022-10-28 00:00:00', 'official_pdf_url': 'https://static.cninfo.com.cn/finalpage/2022-10-28/1214937073.PDF', 'retrieved_at': '2026-09-06T16:36:19.109762+08:00', 'status': 'PDF_ARCHIVED_FIRST_TWELVE_PAGES_EXTRACTED_PENDING_FACT_VALIDATION', 'raw_path': 'data/raw/510300_original_earnings_source_completion_v1/1214937073.pdf', 'sha256': '719b1eb6e027257872b5ed1b293e940d14f4dc338585db091e4a74ac2c93fb13', 'bytes': 559547, 'page_count': 13, 'individually_verified_financial_facts': False, 'used_in_round_eight': False}, 'raw_pages': [{'page': 2, 'text': '中国人寿保险股份有限公司 2022 年第三季度报告\r\n2\r\n项目 \r\n本报告期 \r\n（7-9 月） \r\n上年同期 \r\n本报告期\r\n比上年同\r\n期增减变\r\n动幅度 \r\n年初至报\r\n告期末 \r\n（1-9 月） \r\n上年同期 \r\n年初至报\r\n告期末比\r\n上年同期\r\n增减变动\r\n幅度 \r\n调整后 调整前 调整后 调整后 调整后 调整前 调整后 \r\n营业收入\r\n（百万元） 172,714 175,136 175,110 -1.4% 701,012 727,785 727,711 -3.7%\r\n归属于母公司\r\n股东的净利润\r\n（百万元）\r\n5,701 7,518 7,527 -24.2% 31,117 48,486 48,502 -35.8%\r\n扣除非经常性\r\n损益后归属于\r\n母公司股东的\r\n净利润\r\n（百万元）\r\n5,735 7,578 7,587 -24.3% 31,182 48,651 48,667 -35.9%\r\n经营活动产生\r\n的现金流量净\r\n额（百万元）\r\n不适用 不适用 不适用 不适用 288,755 246,373 246,388 17.2%\r\n每股收益（基\r\n本与稀释）\r\n（元/股）\r\n0.20 0.27 0.27 -24.2% 1.10 1.72 1.72 -35.8%\r\n加权平均净资\r\n产收益率\r\n（%）\r\n1.22 1.60 1.60 下降 0.38\r\n个百分点 6.63 10.46 10.47 下降 3.83\r\n个百分点\r\n注：\r\n1.因 2021 年发生同一控制下企业合并，本报告 2021 年前三季度财务数据已经重述。\r\n2.在计算“每股收益（基本与稀释）”的变动比率时考虑了基础数据的尾数因素。\r\n（二） 非经常性损益项目和金额\r\n单位：人民币百万元\r\n非经常性损益项目 本报告期 \r\n （7-9 月）\r\n年初至报告期末 \r\n （1-9 月） \r\n非流动资产处置损益 40 74 \r\n计入当期损益的政府补助 17 98 \r\n除上述各项之外的其他营业外收支净额 (100) (236)\r\n所得税影响数 11 16 \r\n少数股东应承担的部分 (2) (17)\r\n合计 (34) (65)'}]}"
600036.SH,招商银行,2022-09-30,OPERATING_REVENUE_YTD,1214960794,1212626208,1211361859,2022-10-29,344676000000,251410000000,0,251410000000,0,344676000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
600036.SH,招商银行,2022-09-30,OPERATING_PROFIT_YTD,1214960794,1212626208,1211361859,2022-10-29,160813000000,116581000000,0,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,
600036.SH,招商银行,2022-09-30,PARENT_NET_PROFIT_YTD,1214960794,1212626208,1211361859,2022-10-29,133229000000,93615000000,0,93615000000,0,133229000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
000776.SZ,广发证券,2022-09-30,OPERATING_REVENUE_YTD,1214963358,1212751519,1211421814,2022-10-29,24894288335.24,26870759283.59,0.00,26870759283.59,0.00,24894288335.24,False,NO_VIEW_CURRENCY_NOT_EXPLICIT,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,NO_VIEW_CURRENCY_NOT_EXPLICIT,False,False,
000776.SZ,广发证券,2022-09-30,OPERATING_PROFIT_YTD,1214963358,1212751519,1211421814,2022-10-29,9902949598.37,11989178778.40,0.00,,,,False,NO_VIEW_CURRENCY_NOT_EXPLICIT,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NO_VIEW_CURRENCY_NOT_EXPLICIT,False,False,
000776.SZ,广发证券,2022-09-30,PARENT_NET_PROFIT_YTD,1214963358,1212751519,1211421814,2022-10-29,7447563822.60,8640843815.20,0.00,8640843815.20,0.00,7447563822.60,False,NO_VIEW_CURRENCY_NOT_EXPLICIT,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,NO_VIEW_CURRENCY_NOT_EXPLICIT,False,False,
601211.SH,国泰君安,2022-09-30,OPERATING_REVENUE_YTD,1214966436,1212745096,1211434081,2022-10-29,37625275297,31906608416,0,31906608416,0,37625275297,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
601211.SH,国泰君安,2022-09-30,OPERATING_PROFIT_YTD,1214966436,1212745096,1211434081,2022-10-29,14994632877,14926294060,0,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,
601211.SH,国泰君安,2022-09-30,PARENT_NET_PROFIT_YTD,1214966436,1212745096,1211434081,2022-10-29,11806125119,11635277608,0,11635277608,0,11806125119,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
600030.SH,中信证券,2022-09-30,OPERATING_REVENUE_YTD,1214967359,1212709852,1211419143,2022-10-29,68533670844.66,57811543804.57,0.00,57811543804.57,0.00,68533670844.66,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
600030.SH,中信证券,2022-09-30,OPERATING_PROFIT_YTD,1214967359,1212709852,1211419143,2022-10-29,30946424048.88,23880288129.60,0.00,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,
600030.SH,中信证券,2022-09-30,PARENT_NET_PROFIT_YTD,1214967359,1212709852,1211419143,2022-10-29,22022026368.51,17645144597.36,0.00,17645144597.36,0.00,22022026368.51,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
601601.SH,中国太保,2022-09-30,OPERATING_REVENUE_YTD,1214968527,1212698832,1211437303,2022-10-29,450129000000,350934000000,0,350934000000,0,450129000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
601601.SH,中国太保,2022-09-30,OPERATING_PROFIT_YTD,1214968527,1212698832,1211437303,2022-10-29,25798000000,27243000000,0,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,
601601.SH,中国太保,2022-09-30,PARENT_NET_PROFIT_YTD,1214968527,1212698832,1211437303,2022-10-29,24420000000,22686000000,0,22686000000,0,24420000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
600999.SH,招商证券,2023-09-30,OPERATING_REVENUE_YTD,1218167349,1216222871,1214964494,2023-10-27,18792394387.78,15297970234.15,0.00,15297970234.15,0.00,18792394387.78,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,"{'pages': [3], 'kind': 'DEFERRED_TAX_INTERPRETATION_16_TRANSITION', 'description': '招商证券2023年执行准则解释第16号的递延所得税规定，调整比较期。', 'source': {'announcement_id': '1218167349', 'ts_code': '600999.SH', 'sec_name': '招商证券', 'report_period': '2023-09-30 00:00:00', 'event_publication_date': '2023-10-27 00:00:00', 'official_pdf_url': 'https://static.cninfo.com.cn/finalpage/2023-10-27/1218167349.PDF', 'retrieved_at': '2026-09-06T16:36:30.222352+08:00', 'status': 'PDF_ARCHIVED_FIRST_TWELVE_PAGES_EXTRACTED_PENDING_FACT_VALIDATION', 'raw_path': 'data/raw/510300_original_earnings_source_completion_v1/1218167349.pdf', 'sha256': 'bd648bb79a66fa9eaab92a9bba01fcc55ca7d39676b29640e42b04f076e78255', 'bytes': 491932, 'page_count': 18, 'individually_verified_financial_facts': False, 'used_in_round_eight': False}, 'raw_pages': [{'page': 3, 'text': '招商证券股份有限公司 2023 年第三季度报告 \r\n3 / 18\r\n注:“本报告期”指本季度初至本季度末 3 个月期间，下同。\r\n追溯调整或重述的原因说明\r\n根据财政部发布的《企业会计准则解释第 16 号》（财会〔2022〕31 号），本集团于 2023 年\r\n1 月 1 日起开始适用“关于单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的\r\n会计处理”。新旧衔接规定，对于在首次施行本解释的财务报表列报最早期间的期初至本解释施\r\n行日之间发生的适用本解释的单项交易，企业应当按照本解释的规定进行调整。对于在首次施行\r\n本解释的财务报表列报最早期间的期初因适用本解释的单项交易而确认的租赁负债和使用权资产，\r\n以及确认的弃置义务相关预计负债和对应的相关资产，产生应纳税暂时性差异和可抵扣暂时性差\r\n异的，企业应当按照本解释和《企业会计准则第 18 号——所得税》的规定，将累积影响数调整财\r\n务报表列报最早期间的期初留存收益及其他相关财务报表项目。据此，公司调整了 2022 年 12 月\r\n31 日资产负债表相关科目数据及利润表上年同期数据。调整后的报表数据详见本报告之“四、季\r\n度财务报表”。\r\n(二)非经常性损益项目和金额 \r\n单位：元 币种：人民币\r\n项目 本报告期金额 年初至报告期末金额 \r\n非流动性资产处置(报废)损益 403,233.35 1,232,065.18\r\n计入当期损益的政府补助，但与公司正常经营业务密\r\n切相关，符合国家政策规定、按照一定标准定额或定\r\n量持续享受的政府补助除外\r\n4,827,460.77 35,499,995.34\r\n除上述各项之外的其他营业外收入和支出 185,554.46 1,708,082.55\r\n其他符合非经常性损益定义的损益项目 - 1,065,846.02\r\n减：所得税影响额 1,319,357.50 9,707,524.58\r\n合计 4,096,891.08 29,798,464.51\r\n将《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》中列举的非经常性损益\r\n项目界定为经常性损益项目的情况说明\r\n□适用 √不适用'}]}"
600999.SH,招商证券,2023-09-30,OPERATING_PROFIT_YTD,1218167349,1216222871,1214964494,2023-10-27,8782823298.52,6901240401.24,0.00,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,"{'pages': [3], 'kind': 'DEFERRED_TAX_INTERPRETATION_16_TRANSITION', 'description': '招商证券2023年执行准则解释第16号的递延所得税规定，调整比较期。', 'source': {'announcement_id': '1218167349', 'ts_code': '600999.SH', 'sec_name': '招商证券', 'report_period': '2023-09-30 00:00:00', 'event_publication_date': '2023-10-27 00:00:00', 'official_pdf_url': 'https://static.cninfo.com.cn/finalpage/2023-10-27/1218167349.PDF', 'retrieved_at': '2026-09-06T16:36:30.222352+08:00', 'status': 'PDF_ARCHIVED_FIRST_TWELVE_PAGES_EXTRACTED_PENDING_FACT_VALIDATION', 'raw_path': 'data/raw/510300_original_earnings_source_completion_v1/1218167349.pdf', 'sha256': 'bd648bb79a66fa9eaab92a9bba01fcc55ca7d39676b29640e42b04f076e78255', 'bytes': 491932, 'page_count': 18, 'individually_verified_financial_facts': False, 'used_in_round_eight': False}, 'raw_pages': [{'page': 3, 'text': '招商证券股份有限公司 2023 年第三季度报告 \r\n3 / 18\r\n注:“本报告期”指本季度初至本季度末 3 个月期间，下同。\r\n追溯调整或重述的原因说明\r\n根据财政部发布的《企业会计准则解释第 16 号》（财会〔2022〕31 号），本集团于 2023 年\r\n1 月 1 日起开始适用“关于单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的\r\n会计处理”。新旧衔接规定，对于在首次施行本解释的财务报表列报最早期间的期初至本解释施\r\n行日之间发生的适用本解释的单项交易，企业应当按照本解释的规定进行调整。对于在首次施行\r\n本解释的财务报表列报最早期间的期初因适用本解释的单项交易而确认的租赁负债和使用权资产，\r\n以及确认的弃置义务相关预计负债和对应的相关资产，产生应纳税暂时性差异和可抵扣暂时性差\r\n异的，企业应当按照本解释和《企业会计准则第 18 号——所得税》的规定，将累积影响数调整财\r\n务报表列报最早期间的期初留存收益及其他相关财务报表项目。据此，公司调整了 2022 年 12 月\r\n31 日资产负债表相关科目数据及利润表上年同期数据。调整后的报表数据详见本报告之“四、季\r\n度财务报表”。\r\n(二)非经常性损益项目和金额 \r\n单位：元 币种：人民币\r\n项目 本报告期金额 年初至报告期末金额 \r\n非流动性资产处置(报废)损益 403,233.35 1,232,065.18\r\n计入当期损益的政府补助，但与公司正常经营业务密\r\n切相关，符合国家政策规定、按照一定标准定额或定\r\n量持续享受的政府补助除外\r\n4,827,460.77 35,499,995.34\r\n除上述各项之外的其他营业外收入和支出 185,554.46 1,708,082.55\r\n其他符合非经常性损益定义的损益项目 - 1,065,846.02\r\n减：所得税影响额 1,319,357.50 9,707,524.58\r\n合计 4,096,891.08 29,798,464.51\r\n将《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》中列举的非经常性损益\r\n项目界定为经常性损益项目的情况说明\r\n□适用 √不适用'}]}"
600999.SH,招商证券,2023-09-30,PARENT_NET_PROFIT_YTD,1218167349,1216222871,1214964494,2023-10-27,8193395178.86,6282358404.29,1914155.99,6280444248.30,0.00,8193395178.86,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,LATER_COMPARATIVE_DIFFERS_FROM_ORIGINAL_PRIOR,NO_VIEW_ANNUAL_QUARTERS_DIFFER_FROM_CURRENT_COMPARATIVE,NOT_ADMITTED_TO_STRATEGY,False,False,"{'pages': [3], 'kind': 'DEFERRED_TAX_INTERPRETATION_16_TRANSITION', 'description': '招商证券2023年执行准则解释第16号的递延所得税规定，调整比较期。', 'source': {'announcement_id': '1218167349', 'ts_code': '600999.SH', 'sec_name': '招商证券', 'report_period': '2023-09-30 00:00:00', 'event_publication_date': '2023-10-27 00:00:00', 'official_pdf_url': 'https://static.cninfo.com.cn/finalpage/2023-10-27/1218167349.PDF', 'retrieved_at': '2026-09-06T16:36:30.222352+08:00', 'status': 'PDF_ARCHIVED_FIRST_TWELVE_PAGES_EXTRACTED_PENDING_FACT_VALIDATION', 'raw_path': 'data/raw/510300_original_earnings_source_completion_v1/1218167349.pdf', 'sha256': 'bd648bb79a66fa9eaab92a9bba01fcc55ca7d39676b29640e42b04f076e78255', 'bytes': 491932, 'page_count': 18, 'individually_verified_financial_facts': False, 'used_in_round_eight': False}, 'raw_pages': [{'page': 3, 'text': '招商证券股份有限公司 2023 年第三季度报告 \r\n3 / 18\r\n注:“本报告期”指本季度初至本季度末 3 个月期间，下同。\r\n追溯调整或重述的原因说明\r\n根据财政部发布的《企业会计准则解释第 16 号》（财会〔2022〕31 号），本集团于 2023 年\r\n1 月 1 日起开始适用“关于单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的\r\n会计处理”。新旧衔接规定，对于在首次施行本解释的财务报表列报最早期间的期初至本解释施\r\n行日之间发生的适用本解释的单项交易，企业应当按照本解释的规定进行调整。对于在首次施行\r\n本解释的财务报表列报最早期间的期初因适用本解释的单项交易而确认的租赁负债和使用权资产，\r\n以及确认的弃置义务相关预计负债和对应的相关资产，产生应纳税暂时性差异和可抵扣暂时性差\r\n异的，企业应当按照本解释和《企业会计准则第 18 号——所得税》的规定，将累积影响数调整财\r\n务报表列报最早期间的期初留存收益及其他相关财务报表项目。据此，公司调整了 2022 年 12 月\r\n31 日资产负债表相关科目数据及利润表上年同期数据。调整后的报表数据详见本报告之“四、季\r\n度财务报表”。\r\n(二)非经常性损益项目和金额 \r\n单位：元 币种：人民币\r\n项目 本报告期金额 年初至报告期末金额 \r\n非流动性资产处置(报废)损益 403,233.35 1,232,065.18\r\n计入当期损益的政府补助，但与公司正常经营业务密\r\n切相关，符合国家政策规定、按照一定标准定额或定\r\n量持续享受的政府补助除外\r\n4,827,460.77 35,499,995.34\r\n除上述各项之外的其他营业外收入和支出 185,554.46 1,708,082.55\r\n其他符合非经常性损益定义的损益项目 - 1,065,846.02\r\n减：所得税影响额 1,319,357.50 9,707,524.58\r\n合计 4,096,891.08 29,798,464.51\r\n将《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益》中列举的非经常性损益\r\n项目界定为经常性损益项目的情况说明\r\n□适用 √不适用'}]}"
000001.SZ,平安银行,2024-09-30,OPERATING_REVENUE_YTD,1221432574,1219306493,1218135621,2024-10-19,148647000000,127634000000,0,127634000000,0,148647000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
000001.SZ,平安银行,2024-09-30,OPERATING_PROFIT_YTD,1221432574,1219306493,1218135621,2024-10-19,56750000000,49047000000,0,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,
000001.SZ,平安银行,2024-09-30,PARENT_NET_PROFIT_YTD,1221432574,1219306493,1218135621,2024-10-19,46549000000,,,39635000000,0,46549000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,NO_VIEW_SUMMARY_ADJACENT_COLUMN_IS_PERCENT_NOT_PARENT_PROFIT,ANNUAL_RESIDUAL_AVAILABLE_CURRENT_PARENT_COMPARISON_NOT_EXPLICIT,NOT_ADMITTED_TO_STRATEGY,False,False,
601318.SH,中国平安,2024-09-30,OPERATING_REVENUE_YTD,1221451424,1219376072,1218186515,2024-10-22,984234000000,704938000000,0,704938000000,0,984234000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
601318.SH,中国平安,2024-09-30,OPERATING_PROFIT_YTD,1221451424,1219376072,1218186515,2024-10-22,160057000000,119896000000,0,,,,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,NO_VIEW_NO_ANNUAL_QUARTER_BREAKDOWN_FOR_METRIC,NOT_ADMITTED_TO_STRATEGY,False,False,
601318.SH,中国平安,2024-09-30,PARENT_NET_PROFIT_YTD,1221451424,1219376072,1218186515,2024-10-22,117272000000,87575000000,0,87575000000,0,117272000000,True,ARITHMETIC_COMPLETE_EXPLICIT_CNY,SAME_REPORTED_VALUE_AS_ORIGINAL_PRIOR,ANNUAL_QUARTERS_AGREE_WITH_CURRENT_COMPARATIVE,VALUE_WITH_MATCHED_ANNUAL_QUARTER_BRIDGE_ONLY_CONTINUOUS_HISTORY_REQUIRED,False,False,
