period,cost,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,-49106.48576000033,-44271.09999999993,-2727.699999999999,568.5857599999999,1539.1000000002368
evaluation,STRESS,-49647.156159999926,-42946.29999999996,-2785.0999999999985,1091.6561600000005,2824.0999999999694
earlier_diagnostic,BASE,-28590.961840000004,-28661.599999999977,0.0,-22.638159999999857,-47.99999999996453
earlier_diagnostic,STRESS,-28211.209599999944,-28350.199999999953,0.0,-44.590400000000045,-94.39999999999964
