fit_origin,cycle_id,state_rows,adjacent_pairs,pair_mean_cross_product,pair_mean_previous_square
2019-09-02,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2019-09-02,4,59,58,0.0006304139210648992,0.0006668441398900891
2019-09-02,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2019-09-02,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2019-09-02,8,1,0,0.0,0.0
2019-09-02,9,59,58,8.836220107821157e-05,0.00010188899683598604
2019-09-02,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2019-09-02,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2019-09-02,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2019-09-02,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2019-09-02,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2019-09-02,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2019-09-02,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2019-09-02,17,43,42,5.710679593452221e-05,0.00010097352235392242
2019-09-02,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2019-10-08,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2019-10-08,2,52,51,0.0002171301994645164,0.0003103213659411446
2019-10-08,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2019-10-08,4,59,58,0.0006304139210648992,0.0006668441398900891
2019-10-08,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2019-10-08,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2019-10-08,8,1,0,0.0,0.0
2019-10-08,9,59,58,8.836220107821157e-05,0.00010188899683598604
2019-10-08,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2019-10-08,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2019-10-08,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2019-10-08,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2019-10-08,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2019-10-08,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2019-10-08,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2019-10-08,17,43,42,5.710679593452221e-05,0.00010097352235392242
2019-10-08,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2019-11-01,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2019-11-01,2,52,51,0.0002171301994645164,0.0003103213659411446
2019-11-01,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2019-11-01,4,59,58,0.0006304139210648992,0.0006668441398900891
2019-11-01,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2019-11-01,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2019-11-01,8,1,0,0.0,0.0
2019-11-01,9,59,58,8.836220107821157e-05,0.00010188899683598604
2019-11-01,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2019-11-01,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2019-11-01,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2019-11-01,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2019-11-01,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2019-11-01,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2019-11-01,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2019-11-01,17,43,42,5.710679593452221e-05,0.00010097352235392242
2019-11-01,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2019-12-02,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2019-12-02,2,52,51,0.0002171301994645164,0.0003103213659411446
2019-12-02,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2019-12-02,4,59,58,0.0006304139210648992,0.0006668441398900891
2019-12-02,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2019-12-02,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2019-12-02,8,1,0,0.0,0.0
2019-12-02,9,59,58,8.836220107821157e-05,0.00010188899683598604
2019-12-02,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2019-12-02,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2019-12-02,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2019-12-02,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2019-12-02,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2019-12-02,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2019-12-02,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2019-12-02,17,43,42,5.710679593452221e-05,0.00010097352235392242
2019-12-02,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2020-01-02,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2020-01-02,2,52,51,0.0002171301994645164,0.0003103213659411446
2020-01-02,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2020-01-02,4,59,58,0.0006304139210648992,0.0006668441398900891
2020-01-02,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2020-01-02,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2020-01-02,8,1,0,0.0,0.0
2020-01-02,9,59,58,8.836220107821157e-05,0.00010188899683598604
2020-01-02,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2020-01-02,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2020-01-02,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2020-01-02,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2020-01-02,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2020-01-02,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2020-01-02,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2020-01-02,17,43,42,5.710679593452221e-05,0.00010097352235392242
2020-01-02,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2020-02-03,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2020-02-03,2,52,51,0.0002171301994645164,0.0003103213659411446
2020-02-03,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2020-02-03,4,59,58,0.0006304139210648992,0.0006668441398900891
2020-02-03,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2020-02-03,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2020-02-03,8,1,0,0.0,0.0
2020-02-03,9,59,58,8.836220107821157e-05,0.00010188899683598604
2020-02-03,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2020-02-03,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2020-02-03,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2020-02-03,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2020-02-03,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2020-02-03,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2020-02-03,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2020-02-03,17,43,42,5.710679593452221e-05,0.00010097352235392242
2020-02-03,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2020-03-02,1,59,58,2.6242734617596016e-05,3.3358350548398646e-05
2020-03-02,2,52,51,0.0002171301994645164,0.0003103213659411446
2020-03-02,3,6,5,-3.194930784265264e-05,3.7696410229418285e-05
2020-03-02,4,59,58,0.0006304139210648992,0.0006668441398900891
2020-03-02,5,25,24,1.2512757988106217e-05,2.481043254409204e-05
2020-03-02,6,59,58,2.683322917399007e-05,7.448599436263415e-05
2020-03-02,8,1,0,0.0,0.0
2020-03-02,9,59,58,8.836220107821157e-05,0.00010188899683598604
2020-03-02,10,59,58,6.610545585029361e-06,1.3881123329949614e-05
2020-03-02,11,59,58,2.4812139389554937e-05,3.108505624368472e-05
2020-03-02,12,59,58,9.345128806963835e-06,1.335392959759269e-05
2020-03-02,13,59,58,1.4715967122072226e-05,1.806708713960641e-05
2020-03-02,14,59,58,8.2060389525595e-06,1.632450617197767e-05
2020-03-02,15,56,55,2.9447324295380033e-06,1.5554898279992e-05
2020-03-02,16,7,6,-5.600772344698001e-05,8.093220327157182e-05
2020-03-02,17,43,42,5.710679593452221e-05,0.00010097352235392242
2020-03-02,18,38,37,4.1275478106169395e-05,7.364998743693345e-05
2020-04-01,1,59,58,2.3544002311503843e-05,3.06094447331357e-05
2020-04-01,2,52,51,0.00019630580996106192,0.00029054432817331096
2020-04-01,3,6,5,-3.248294277498897e-05,3.867345682524234e-05
2020-04-01,4,59,58,0.0006564139718629754,0.0006949704897133515
2020-04-01,5,25,24,1.0861145338311076e-05,2.3486664712327995e-05
2020-04-01,6,59,58,1.831751527771166e-05,6.44867428512322e-05
2020-04-01,8,1,0,0.0,0.0
2020-04-01,9,59,58,7.778677529090178e-05,8.937112521721178e-05
2020-04-01,10,59,58,4.065861994793992e-06,1.1047873902353144e-05
2020-04-01,11,59,58,1.5667609317096494e-05,2.147231571444883e-05
2020-04-01,12,59,58,7.627380949608887e-06,1.1340437613591995e-05
2020-04-01,13,59,58,1.2497595257829858e-05,1.5553697439735435e-05
2020-04-01,14,59,58,8.136141446244836e-06,1.602871823676365e-05
2020-04-01,15,56,55,2.0622134579276264e-06,1.4101610953366527e-05
2020-04-01,16,7,6,-5.7515784020493995e-05,8.379847875219076e-05
2020-04-01,17,43,42,5.053747043082516e-05,9.411712359568153e-05
2020-04-01,18,38,37,2.4449544943523726e-05,5.6059408698410435e-05
2020-04-01,19,28,27,5.980737927836311e-05,0.0001224176850306689
2020-05-06,1,59,58,2.3544002311503843e-05,3.06094447331357e-05
2020-05-06,2,52,51,0.00019630580996106192,0.00029054432817331096
2020-05-06,3,6,5,-3.248294277498897e-05,3.867345682524234e-05
2020-05-06,4,59,58,0.0006564139718629754,0.0006949704897133515
2020-05-06,5,25,24,1.0861145338311076e-05,2.3486664712327995e-05
2020-05-06,6,59,58,1.831751527771166e-05,6.44867428512322e-05
2020-05-06,8,1,0,0.0,0.0
2020-05-06,9,59,58,7.778677529090178e-05,8.937112521721178e-05
2020-05-06,10,59,58,4.065861994793992e-06,1.1047873902353144e-05
2020-05-06,11,59,58,1.5667609317096494e-05,2.147231571444883e-05
2020-05-06,12,59,58,7.627380949608887e-06,1.1340437613591995e-05
2020-05-06,13,59,58,1.2497595257829858e-05,1.5553697439735435e-05
2020-05-06,14,59,58,8.136141446244836e-06,1.602871823676365e-05
2020-05-06,15,56,55,2.0622134579276264e-06,1.4101610953366527e-05
2020-05-06,16,7,6,-5.7515784020493995e-05,8.379847875219076e-05
2020-05-06,17,43,42,5.053747043082516e-05,9.411712359568153e-05
2020-05-06,18,38,37,2.4449544943523726e-05,5.6059408698410435e-05
2020-05-06,19,28,27,5.980737927836311e-05,0.0001224176850306689
2020-06-01,1,59,58,2.0451405419855708e-05,2.7439338454149306e-05
2020-06-01,2,52,51,0.00017243070306022197,0.00026533860600291365
2020-06-01,3,6,5,-3.232314146745366e-05,4.042578003443386e-05
2020-06-01,4,59,58,0.0006791780173632305,0.0007213568959382835
2020-06-01,5,25,24,9.92009625480539e-06,2.150750972713951e-05
2020-06-01,6,59,58,1.2399347627300495e-05,5.789587043992964e-05
2020-06-01,8,1,0,0.0,0.0
2020-06-01,9,59,58,6.65525317954646e-05,7.712040123953027e-05
2020-06-01,10,59,58,2.679492847014145e-06,9.423353999432804e-06
2020-06-01,11,59,58,1.37516163699901e-05,1.9356102735839434e-05
2020-06-01,12,59,58,7.433226976909848e-06,1.0967227150690297e-05
2020-06-01,13,59,58,1.0492049023129943e-05,1.3338604261226495e-05
2020-06-01,14,59,58,8.388630215364422e-06,1.6188926045938386e-05
2020-06-01,15,56,55,1.102843278996937e-06,1.2854694570652037e-05
2020-06-01,16,7,6,-5.74585361180261e-05,8.416787281159102e-05
2020-06-01,17,43,42,4.48054869725983e-05,8.75963545001609e-05
2020-06-01,18,38,37,1.352741250600861e-05,4.47565776975739e-05
2020-06-01,19,28,27,4.223624359199168e-05,0.0001035514396194242
2020-06-01,20,42,41,2.9993541621133033e-05,0.00011222728125074688
2020-07-01,1,59,58,2.0451405419855708e-05,2.7439338454149306e-05
2020-07-01,2,52,51,0.00017243070306022197,0.00026533860600291365
2020-07-01,3,6,5,-3.232314146745366e-05,4.042578003443386e-05
2020-07-01,4,59,58,0.0006791780173632305,0.0007213568959382835
2020-07-01,5,25,24,9.92009625480539e-06,2.150750972713951e-05
2020-07-01,6,59,58,1.2399347627300495e-05,5.789587043992964e-05
2020-07-01,8,1,0,0.0,0.0
2020-07-01,9,59,58,6.65525317954646e-05,7.712040123953027e-05
2020-07-01,10,59,58,2.679492847014145e-06,9.423353999432804e-06
2020-07-01,11,59,58,1.37516163699901e-05,1.9356102735839434e-05
2020-07-01,12,59,58,7.433226976909848e-06,1.0967227150690297e-05
2020-07-01,13,59,58,1.0492049023129943e-05,1.3338604261226495e-05
2020-07-01,14,59,58,8.388630215364422e-06,1.6188926045938386e-05
2020-07-01,15,56,55,1.102843278996937e-06,1.2854694570652037e-05
2020-07-01,16,7,6,-5.74585361180261e-05,8.416787281159102e-05
2020-07-01,17,43,42,4.48054869725983e-05,8.75963545001609e-05
2020-07-01,18,38,37,1.352741250600861e-05,4.47565776975739e-05
2020-07-01,19,28,27,4.223624359199168e-05,0.0001035514396194242
2020-07-01,20,42,41,2.9993541621133033e-05,0.00011222728125074688
2020-08-03,1,59,58,2.0451405419855708e-05,2.7439338454149306e-05
2020-08-03,2,52,51,0.00017243070306022197,0.00026533860600291365
2020-08-03,3,6,5,-3.232314146745366e-05,4.042578003443386e-05
2020-08-03,4,59,58,0.0006791780173632305,0.0007213568959382835
2020-08-03,5,25,24,9.92009625480539e-06,2.150750972713951e-05
2020-08-03,6,59,58,1.2399347627300495e-05,5.789587043992964e-05
2020-08-03,8,1,0,0.0,0.0
2020-08-03,9,59,58,6.65525317954646e-05,7.712040123953027e-05
2020-08-03,10,59,58,2.679492847014145e-06,9.423353999432804e-06
2020-08-03,11,59,58,1.37516163699901e-05,1.9356102735839434e-05
2020-08-03,12,59,58,7.433226976909848e-06,1.0967227150690297e-05
2020-08-03,13,59,58,1.0492049023129943e-05,1.3338604261226495e-05
2020-08-03,14,59,58,8.388630215364422e-06,1.6188926045938386e-05
2020-08-03,15,56,55,1.102843278996937e-06,1.2854694570652037e-05
2020-08-03,16,7,6,-5.74585361180261e-05,8.416787281159102e-05
2020-08-03,17,43,42,4.48054869725983e-05,8.75963545001609e-05
2020-08-03,18,38,37,1.352741250600861e-05,4.47565776975739e-05
2020-08-03,19,28,27,4.223624359199168e-05,0.0001035514396194242
2020-08-03,20,42,41,2.9993541621133033e-05,0.00011222728125074688
2020-09-01,1,59,58,2.0451405419855708e-05,2.7439338454149306e-05
2020-09-01,2,52,51,0.00017243070306022197,0.00026533860600291365
2020-09-01,3,6,5,-3.232314146745366e-05,4.042578003443386e-05
2020-09-01,4,59,58,0.0006791780173632305,0.0007213568959382835
2020-09-01,5,25,24,9.92009625480539e-06,2.150750972713951e-05
2020-09-01,6,59,58,1.2399347627300495e-05,5.789587043992964e-05
2020-09-01,8,1,0,0.0,0.0
2020-09-01,9,59,58,6.65525317954646e-05,7.712040123953027e-05
2020-09-01,10,59,58,2.679492847014145e-06,9.423353999432804e-06
2020-09-01,11,59,58,1.37516163699901e-05,1.9356102735839434e-05
2020-09-01,12,59,58,7.433226976909848e-06,1.0967227150690297e-05
2020-09-01,13,59,58,1.0492049023129943e-05,1.3338604261226495e-05
2020-09-01,14,59,58,8.388630215364422e-06,1.6188926045938386e-05
2020-09-01,15,56,55,1.102843278996937e-06,1.2854694570652037e-05
2020-09-01,16,7,6,-5.74585361180261e-05,8.416787281159102e-05
2020-09-01,17,43,42,4.48054869725983e-05,8.75963545001609e-05
2020-09-01,18,38,37,1.352741250600861e-05,4.47565776975739e-05
2020-09-01,19,28,27,4.223624359199168e-05,0.0001035514396194242
2020-09-01,20,42,41,2.9993541621133033e-05,0.00011222728125074688
2020-10-09,1,59,58,1.1596042890424428e-05,1.874994716283343e-05
2020-10-09,2,52,51,0.00019094535365734956,0.0002839168307899894
2020-10-09,3,6,5,-3.1004862774479725e-05,4.5359478191536184e-05
2020-10-09,4,59,58,0.0006717881247773924,0.0007130212708132635
2020-10-09,5,25,24,6.02407126334791e-06,1.7298953498172778e-05
2020-10-09,6,59,58,1.1908268473073095e-05,5.618281223335195e-05
2020-10-09,8,1,0,0.0,0.0
2020-10-09,9,59,58,6.481057198060967e-05,7.517257935817868e-05
2020-10-09,10,59,58,2.991914001339285e-06,9.513947277313272e-06
2020-10-09,11,59,58,1.393429952688973e-05,1.9559252848949037e-05
2020-10-09,12,59,58,1.0310985960890991e-05,1.4024156958816204e-05
2020-10-09,13,59,58,7.7179239719468e-06,1.052165609272161e-05
2020-10-09,14,59,58,5.8637261569077126e-06,1.3542536321677988e-05
2020-10-09,15,56,55,2.3129253483337775e-06,1.4272851264903326e-05
2020-10-09,16,7,6,-5.917057104916935e-05,8.880084535777101e-05
2020-10-09,17,43,42,2.4965381721720448e-05,6.59258391781313e-05
2020-10-09,18,38,37,1.2447912119780241e-05,4.3502921870473816e-05
2020-10-09,19,28,27,3.808736418270904e-05,9.963987821824482e-05
2020-10-09,20,42,41,2.679529426123839e-05,0.0001072118021652025
2020-10-09,21,59,58,6.053351266879753e-05,8.699512280464249e-05
2020-11-02,1,59,58,1.1596042890424428e-05,1.874994716283343e-05
2020-11-02,2,52,51,0.00019094535365734956,0.0002839168307899894
2020-11-02,3,6,5,-3.1004862774479725e-05,4.5359478191536184e-05
2020-11-02,4,59,58,0.0006717881247773924,0.0007130212708132635
2020-11-02,5,25,24,6.02407126334791e-06,1.7298953498172778e-05
2020-11-02,6,59,58,1.1908268473073095e-05,5.618281223335195e-05
2020-11-02,8,1,0,0.0,0.0
2020-11-02,9,59,58,6.481057198060967e-05,7.517257935817868e-05
2020-11-02,10,59,58,2.991914001339285e-06,9.513947277313272e-06
2020-11-02,11,59,58,1.393429952688973e-05,1.9559252848949037e-05
2020-11-02,12,59,58,1.0310985960890991e-05,1.4024156958816204e-05
2020-11-02,13,59,58,7.7179239719468e-06,1.052165609272161e-05
2020-11-02,14,59,58,5.8637261569077126e-06,1.3542536321677988e-05
2020-11-02,15,56,55,2.3129253483337775e-06,1.4272851264903326e-05
2020-11-02,16,7,6,-5.917057104916935e-05,8.880084535777101e-05
2020-11-02,17,43,42,2.4965381721720448e-05,6.59258391781313e-05
2020-11-02,18,38,37,1.2447912119780241e-05,4.3502921870473816e-05
2020-11-02,19,28,27,3.808736418270904e-05,9.963987821824482e-05
2020-11-02,20,42,41,2.679529426123839e-05,0.0001072118021652025
2020-11-02,21,59,58,6.053351266879753e-05,8.699512280464249e-05
2020-12-01,1,59,58,1.1596042890424428e-05,1.874994716283343e-05
2020-12-01,2,52,51,0.00019094535365734956,0.0002839168307899894
2020-12-01,3,6,5,-3.1004862774479725e-05,4.5359478191536184e-05
2020-12-01,4,59,58,0.0006717881247773924,0.0007130212708132635
2020-12-01,5,25,24,6.02407126334791e-06,1.7298953498172778e-05
2020-12-01,6,59,58,1.1908268473073095e-05,5.618281223335195e-05
2020-12-01,8,1,0,0.0,0.0
2020-12-01,9,59,58,6.481057198060967e-05,7.517257935817868e-05
2020-12-01,10,59,58,2.991914001339285e-06,9.513947277313272e-06
2020-12-01,11,59,58,1.393429952688973e-05,1.9559252848949037e-05
2020-12-01,12,59,58,1.0310985960890991e-05,1.4024156958816204e-05
2020-12-01,13,59,58,7.7179239719468e-06,1.052165609272161e-05
2020-12-01,14,59,58,5.8637261569077126e-06,1.3542536321677988e-05
2020-12-01,15,56,55,2.3129253483337775e-06,1.4272851264903326e-05
2020-12-01,16,7,6,-5.917057104916935e-05,8.880084535777101e-05
2020-12-01,17,43,42,2.4965381721720448e-05,6.59258391781313e-05
2020-12-01,18,38,37,1.2447912119780241e-05,4.3502921870473816e-05
2020-12-01,19,28,27,3.808736418270904e-05,9.963987821824482e-05
2020-12-01,20,42,41,2.679529426123839e-05,0.0001072118021652025
2020-12-01,21,59,58,6.053351266879753e-05,8.699512280464249e-05
2021-01-04,1,59,58,1.1596042890424428e-05,1.874994716283343e-05
2021-01-04,2,52,51,0.00019094535365734956,0.0002839168307899894
2021-01-04,3,6,5,-3.1004862774479725e-05,4.5359478191536184e-05
2021-01-04,4,59,58,0.0006717881247773924,0.0007130212708132635
2021-01-04,5,25,24,6.02407126334791e-06,1.7298953498172778e-05
2021-01-04,6,59,58,1.1908268473073095e-05,5.618281223335195e-05
2021-01-04,8,1,0,0.0,0.0
2021-01-04,9,59,58,6.481057198060967e-05,7.517257935817868e-05
2021-01-04,10,59,58,2.991914001339285e-06,9.513947277313272e-06
2021-01-04,11,59,58,1.393429952688973e-05,1.9559252848949037e-05
2021-01-04,12,59,58,1.0310985960890991e-05,1.4024156958816204e-05
2021-01-04,13,59,58,7.7179239719468e-06,1.052165609272161e-05
2021-01-04,14,59,58,5.8637261569077126e-06,1.3542536321677988e-05
2021-01-04,15,56,55,2.3129253483337775e-06,1.4272851264903326e-05
2021-01-04,16,7,6,-5.917057104916935e-05,8.880084535777101e-05
2021-01-04,17,43,42,2.4965381721720448e-05,6.59258391781313e-05
2021-01-04,18,38,37,1.2447912119780241e-05,4.3502921870473816e-05
2021-01-04,19,28,27,3.808736418270904e-05,9.963987821824482e-05
2021-01-04,20,42,41,2.679529426123839e-05,0.0001072118021652025
2021-01-04,21,59,58,6.053351266879753e-05,8.699512280464249e-05
2021-02-01,1,59,58,1.1596042890424428e-05,1.874994716283343e-05
2021-02-01,2,52,51,0.00019094535365734956,0.0002839168307899894
2021-02-01,3,6,5,-3.1004862774479725e-05,4.5359478191536184e-05
2021-02-01,4,59,58,0.0006717881247773924,0.0007130212708132635
2021-02-01,5,25,24,6.02407126334791e-06,1.7298953498172778e-05
2021-02-01,6,59,58,1.1908268473073095e-05,5.618281223335195e-05
2021-02-01,8,1,0,0.0,0.0
2021-02-01,9,59,58,6.481057198060967e-05,7.517257935817868e-05
2021-02-01,10,59,58,2.991914001339285e-06,9.513947277313272e-06
2021-02-01,11,59,58,1.393429952688973e-05,1.9559252848949037e-05
2021-02-01,12,59,58,1.0310985960890991e-05,1.4024156958816204e-05
2021-02-01,13,59,58,7.7179239719468e-06,1.052165609272161e-05
2021-02-01,14,59,58,5.8637261569077126e-06,1.3542536321677988e-05
2021-02-01,15,56,55,2.3129253483337775e-06,1.4272851264903326e-05
2021-02-01,16,7,6,-5.917057104916935e-05,8.880084535777101e-05
2021-02-01,17,43,42,2.4965381721720448e-05,6.59258391781313e-05
2021-02-01,18,38,37,1.2447912119780241e-05,4.3502921870473816e-05
2021-02-01,19,28,27,3.808736418270904e-05,9.963987821824482e-05
2021-02-01,20,42,41,2.679529426123839e-05,0.0001072118021652025
2021-02-01,21,59,58,6.053351266879753e-05,8.699512280464249e-05
2021-03-01,2,52,51,0.00018964901071212247,0.0002830524976438048
2021-03-01,3,6,5,-3.1238503257947374e-05,4.5402914143908475e-05
2021-03-01,4,59,58,0.0006747255792142299,0.0007161186260658683
2021-03-01,5,25,24,5.722517129156475e-06,1.7091177057136706e-05
2021-03-01,6,59,58,1.1349385887219547e-05,5.5622095506728947e-05
2021-03-01,8,1,0,0.0,0.0
2021-03-01,9,59,58,6.306538014638008e-05,7.31955955862482e-05
2021-03-01,10,59,58,2.645732859936607e-06,9.14251522209837e-06
2021-03-01,11,59,58,1.3400287614668226e-05,1.897329457047636e-05
2021-03-01,12,59,58,9.755534086512604e-06,1.3406994150525447e-05
2021-03-01,13,59,58,7.758622757394456e-06,1.0538105821394875e-05
2021-03-01,14,59,58,5.930124001591365e-06,1.3591061849120583e-05
2021-03-01,15,56,55,2.0888429762267828e-06,1.394878423889433e-05
2021-03-01,16,7,6,-5.913087223313819e-05,8.883188051338462e-05
2021-03-01,17,43,42,2.5224761950205304e-05,6.630163824881375e-05
2021-03-01,18,38,37,1.1669794939473835e-05,4.287124578890271e-05
2021-03-01,19,28,27,3.590458989201572e-05,9.747015088352463e-05
2021-03-01,20,42,41,2.428568890601298e-05,0.00010466907241585766
2021-03-01,21,59,58,6.104913660508235e-05,8.756058101675189e-05
2021-03-01,22,33,32,1.4100999983045825e-05,4.398685275850851e-05
2021-04-01,2,52,51,0.00018964901071212247,0.0002830524976438048
2021-04-01,3,6,5,-3.1238503257947374e-05,4.5402914143908475e-05
2021-04-01,4,59,58,0.0006747255792142299,0.0007161186260658683
2021-04-01,5,25,24,5.722517129156475e-06,1.7091177057136706e-05
2021-04-01,6,59,58,1.1349385887219547e-05,5.5622095506728947e-05
2021-04-01,8,1,0,0.0,0.0
2021-04-01,9,59,58,6.306538014638008e-05,7.31955955862482e-05
2021-04-01,10,59,58,2.645732859936607e-06,9.14251522209837e-06
2021-04-01,11,59,58,1.3400287614668226e-05,1.897329457047636e-05
2021-04-01,12,59,58,9.755534086512604e-06,1.3406994150525447e-05
2021-04-01,13,59,58,7.758622757394456e-06,1.0538105821394875e-05
2021-04-01,14,59,58,5.930124001591365e-06,1.3591061849120583e-05
2021-04-01,15,56,55,2.0888429762267828e-06,1.394878423889433e-05
2021-04-01,16,7,6,-5.913087223313819e-05,8.883188051338462e-05
2021-04-01,17,43,42,2.5224761950205304e-05,6.630163824881375e-05
2021-04-01,18,38,37,1.1669794939473835e-05,4.287124578890271e-05
2021-04-01,19,28,27,3.590458989201572e-05,9.747015088352463e-05
2021-04-01,20,42,41,2.428568890601298e-05,0.00010466907241585766
2021-04-01,21,59,58,6.104913660508235e-05,8.756058101675189e-05
2021-04-01,22,33,32,1.4100999983045825e-05,4.398685275850851e-05
2021-05-06,2,52,51,0.00018964901071212247,0.0002830524976438048
2021-05-06,3,6,5,-3.1238503257947374e-05,4.5402914143908475e-05
2021-05-06,4,59,58,0.0006747255792142299,0.0007161186260658683
2021-05-06,5,25,24,5.722517129156475e-06,1.7091177057136706e-05
2021-05-06,6,59,58,1.1349385887219547e-05,5.5622095506728947e-05
2021-05-06,8,1,0,0.0,0.0
2021-05-06,9,59,58,6.306538014638008e-05,7.31955955862482e-05
2021-05-06,10,59,58,2.645732859936607e-06,9.14251522209837e-06
2021-05-06,11,59,58,1.3400287614668226e-05,1.897329457047636e-05
2021-05-06,12,59,58,9.755534086512604e-06,1.3406994150525447e-05
2021-05-06,13,59,58,7.758622757394456e-06,1.0538105821394875e-05
2021-05-06,14,59,58,5.930124001591365e-06,1.3591061849120583e-05
2021-05-06,15,56,55,2.0888429762267828e-06,1.394878423889433e-05
2021-05-06,16,7,6,-5.913087223313819e-05,8.883188051338462e-05
2021-05-06,17,43,42,2.5224761950205304e-05,6.630163824881375e-05
2021-05-06,18,38,37,1.1669794939473835e-05,4.287124578890271e-05
2021-05-06,19,28,27,3.590458989201572e-05,9.747015088352463e-05
2021-05-06,20,42,41,2.428568890601298e-05,0.00010466907241585766
2021-05-06,21,59,58,6.104913660508235e-05,8.756058101675189e-05
2021-05-06,22,33,32,1.4100999983045825e-05,4.398685275850851e-05
2021-06-01,2,52,51,0.00018964901071212247,0.0002830524976438048
2021-06-01,3,6,5,-3.1238503257947374e-05,4.5402914143908475e-05
2021-06-01,4,59,58,0.0006747255792142299,0.0007161186260658683
2021-06-01,5,25,24,5.722517129156475e-06,1.7091177057136706e-05
2021-06-01,6,59,58,1.1349385887219547e-05,5.5622095506728947e-05
2021-06-01,8,1,0,0.0,0.0
2021-06-01,9,59,58,6.306538014638008e-05,7.31955955862482e-05
2021-06-01,10,59,58,2.645732859936607e-06,9.14251522209837e-06
2021-06-01,11,59,58,1.3400287614668226e-05,1.897329457047636e-05
2021-06-01,12,59,58,9.755534086512604e-06,1.3406994150525447e-05
2021-06-01,13,59,58,7.758622757394456e-06,1.0538105821394875e-05
2021-06-01,14,59,58,5.930124001591365e-06,1.3591061849120583e-05
2021-06-01,15,56,55,2.0888429762267828e-06,1.394878423889433e-05
