period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,REDUCE_100_UPPER00,目标1.00倍、非正日普通减仓,0.9509898316000018,0.10609286450206516,0.10460184203776163,0.087991236456352,1.1887756809696532,-0.06683348695612563,1604,0.1810588318584631,107,2958.43368,8921.499999999958,False,8.049028110690415e-11,0.06983539285644819,False,False
evaluation,STRESS,REDUCE_100_UPPER00,目标1.00倍、非正日普通减仓,0.8896423905999944,0.10077402396220958,0.09977813331549741,0.0879621243608536,1.1343306456102642,-0.07155437568360927,1604,0.18151510673898474,107,5638.221880000001,15527.400000000027,False,1.0413714335300028e-10,0.06468907944846694,False,False
earlier_diagnostic,BASE,REDUCE_100_UPPER00,目标1.00倍、非正日普通减仓,0.654187502700003,0.10508117414592537,0.10339591195129538,0.08322088228888316,1.2424274906432617,-0.05682321420900674,1219,0.27273681878776973,60,1655.49946,4743.400000000077,False,7.466383067367133e-11,0.06611994594928144,True,True
earlier_diagnostic,STRESS,REDUCE_100_UPPER00,目标1.00倍、非正日普通减仓,0.6525632018000003,0.1048656685500956,0.10324513728524906,0.08375726359571264,1.2326708497020904,-0.05794535636372533,1219,0.2756948554828649,61,3235.25964,9044.399999999983,False,8.71978045324795e-11,0.06616539646440893,True,True
evaluation,BASE,REDUCE_100_LOWER00,目标1.00倍、非负日普通减仓,0.9192135281000013,0.10335586916624066,0.1016781752613838,0.08236626197342807,1.2344638790842042,-0.06724597226591583,1604,0.17912958505542065,112,2974.49438,8957.899999999801,False,8.36735125631094e-11,0.06709839752062369,True,True
evaluation,STRESS,REDUCE_100_LOWER00,目标1.00倍、非负日普通减仓,0.8574683548000048,0.09792565426343716,0.09673415408437791,0.0822504728021698,1.1760923772079037,-0.07212664874030328,1604,0.17951827702059123,112,5661.3290400000005,15590.799999999985,False,1.0589928933768533e-10,0.061840709749694515,False,False
earlier_diagnostic,BASE,REDUCE_100_LOWER00,目标1.00倍、非负日普通减仓,0.6614958127000008,0.10604871766571294,0.10428276038777368,0.08335763954355505,1.251028231591,-0.05624223637430686,1219,0.2717682628673031,60,1661.83746,4761.900000000071,False,7.617018127348274e-11,0.06708748946906902,True,True
earlier_diagnostic,STRESS,REDUCE_100_LOWER00,目标1.00倍、非负日普通减仓,0.659965648800001,0.10584642275437647,0.1041465323603443,0.08392230578590675,1.240987498913952,-0.057354585267940156,1219,0.2747694768228453,61,3247.87024,9078.799999999983,False,8.458300726488233e-11,0.0671461506686898,True,True
evaluation,BASE,REDUCE_100_HOLD,目标1.00倍、暂不普通减仓,1.0061210004000043,0.1107529398208421,0.10914994035987478,0.09179010832796104,1.18912530280374,-0.0668486184203932,1604,0.20720187139847332,97,2913.0999199999997,8766.299999999901,False,7.72786279412685e-11,0.07449546817522512,False,False
evaluation,STRESS,REDUCE_100_HOLD,目标1.00倍、暂不普通减仓,0.9454339557999936,0.10561706300999066,0.1045102670981681,0.09174544284642269,1.1391330605173828,-0.06954565375580778,1604,0.20751031459822017,97,5559.30884,15288.700000000037,False,9.521272659185342e-11,0.06953211849624802,False,False
earlier_diagnostic,BASE,REDUCE_100_HOLD,目标1.00倍、暂不普通减仓,0.7580144922999963,0.11851724695978881,0.11703722206837008,0.10020980349047151,1.1679218798138709,-0.06768356504835192,1219,0.31590125420490756,52,1737.1015399999999,4981.300000000099,False,7.912603905424476e-11,0.07955601876314489,False,False
earlier_diagnostic,STRESS,REDUCE_100_HOLD,目标1.00倍、暂不普通减仓,0.7576519582000016,0.1184714521088248,0.11704749390065733,0.10072469813496374,1.1620535585405503,-0.06845021583168677,1219,0.31895858269311794,53,3402.10836,9505.09999999998,False,7.185008144006133e-11,0.07977118002313813,False,False
evaluation,BASE,REDUCE_100_HALF,目标1.00倍、普通减仓一半,0.9298006696000023,0.10427202035376434,0.10272251873185877,0.0851083918731658,1.2069611053742235,-0.06762048681139604,1604,0.18394162712531795,124,2919.5660800000005,8820.199999999877,False,1.183764197776327e-10,0.06801454870814737,True,True
evaluation,STRESS,REDUCE_100_HALF,目标1.00倍、普通减仓一半,0.8696400727999964,0.09900810796155304,0.09793711699930088,0.08503282838383955,1.1517565493318789,-0.07243011327691537,1604,0.1843903840189672,124,5573.285440000001,15364.500000000018,False,1.0152234608540311e-10,0.0629231634478104,False,False
earlier_diagnostic,BASE,REDUCE_100_HALF,目标1.00倍、普通减仓一半,0.6812079179000003,0.10864149131416571,0.1068722009274542,0.08630795298736996,1.238265967715554,-0.057029366602107626,1219,0.28133333449789205,63,1671.81642,4787.400000000076,False,7.617018127348274e-11,0.06968026311752179,True,True
earlier_diagnostic,STRESS,REDUCE_100_HALF,目标1.00倍、普通减仓一半,0.6803181460000001,0.10852498427204171,0.10681404446402842,0.08685598295239247,1.2297833820218853,-0.05718612562170398,1219,0.28434183769110566,64,3268.5708,9131.59999999998,False,7.406697477563284e-11,0.06982471218635504,True,True
evaluation,BASE,REDUCE_105_UPPER00,目标1.05倍、非正日普通减仓,0.9791313090999991,0.10848535509093911,0.10688449533544513,0.08938678490238679,1.1957527664986094,-0.06839833195021187,1604,0.18663930550030725,106,3077.93818,9312.099999999944,False,8.230927051045e-11,0.07222788344532213,False,False
evaluation,STRESS,REDUCE_105_UPPER00,目标1.05倍、非正日普通减仓,0.9154865875999956,0.10303233949505426,0.10195219860749298,0.08939104215321028,1.1405191857228123,-0.07181365481414634,1604,0.1870398980626578,106,5870.482480000001,16192.20000000003,False,6.912159733474255e-11,0.06694739498131161,False,False
earlier_diagnostic,BASE,REDUCE_105_UPPER00,目标1.05倍、非正日普通减仓,0.670106706999998,0.10718434232539256,0.1055344952518317,0.0860228964938883,1.2268186675082446,-0.05955270090915577,1219,0.2777977879602881,61,1714.1586,4920.600000000072,False,9.458744898438454e-11,0.06822311412874864,True,True
earlier_diagnostic,STRESS,REDUCE_105_UPPER00,目标1.05倍、非正日普通减仓,0.6831455607999997,0.108895036057592,0.10710360890267087,0.08631686774377945,1.2408189928832243,-0.06074364204450036,1219,0.2790862733164515,61,3296.9878400000002,9228.199999999984,False,9.5042196335271e-11,0.07019476397190533,True,True
evaluation,BASE,REDUCE_105_LOWER00,目标1.05倍、非负日普通减仓,1.0024020898999986,0.11044203379251993,0.10858827476840348,0.08870838804919044,1.2241037984839638,-0.06843702527791924,1604,0.1845418709656702,111,3130.3820200000005,9456.899999999798,False,6.673417374258861e-11,0.07418456214690296,True,True
evaluation,STRESS,REDUCE_105_LOWER00,目标1.05倍、非负日普通减仓,0.9379502319999982,0.10497433474977835,0.10365051425749705,0.0887040814430077,1.168497689974868,-0.0723917462751928,1604,0.18498860541421408,111,5967.2536,16448.399999999987,False,9.822542779147625e-11,0.06888939023603571,False,False
earlier_diagnostic,BASE,REDUCE_105_LOWER00,目标1.05倍、非负日普通减仓,0.6776600937999986,0.10817664325486313,0.10643771837555617,0.0861052080767291,1.2361356618604138,-0.05892580239194994,1219,0.2768609961925711,61,1720.08124,4938.0000000000755,False,9.208633855450898e-11,0.06921541505821921,True,True
earlier_diagnostic,STRESS,REDUCE_105_LOWER00,目标1.05倍、非负日普通减仓,0.6900802420000001,0.1098005414743457,0.10792827412194042,0.08641092567379503,1.2490118961272827,-0.05998533078438343,1219,0.2781730626785145,61,3309.0516000000002,9261.799999999983,False,9.57811607804615e-11,0.07110026938865903,True,True
evaluation,BASE,REDUCE_105_HOLD,目标1.05倍、暂不普通减仓,1.0374229459,0.11335060783207586,0.11164387472019974,0.09351684276211455,1.1938370824194333,-0.06842444352371017,1604,0.21373251073840424,97,3031.5108200000004,9151.499999999904,False,1.1073097994085401e-10,0.07709313618645888,False,False
evaluation,STRESS,REDUCE_105_HOLD,目标1.05倍、暂不普通减仓,0.9733442042000018,0.10799572567596197,0.10681231238523027,0.09341451042666486,1.1434231352000004,-0.06980738446212414,1604,0.21415781142552417,97,5789.159160000001,15947.400000000041,False,1.170405994344037e-10,0.07191078116221933,False,False
earlier_diagnostic,BASE,REDUCE_105_HOLD,目标1.05倍、暂不普通减仓,0.8039785966999988,0.12426300416745975,0.12258023985719366,0.10430719310419626,1.1751849149535045,-0.07082569486340334,1219,0.3272549507091063,52,1822.9806600000002,5238.2000000001035,False,1.0913936421275139e-10,0.08530177597081583,False,False
earlier_diagnostic,STRESS,REDUCE_105_HOLD,目标1.05倍、暂不普通减仓,0.8185648000000003,0.12606182451874356,0.12420628856129284,0.10456892057255003,1.1877935421081294,-0.07157212245174219,1219,0.32842339157251343,52,3512.2400000000002,9822.099999999982,False,7.867129170335829e-11,0.08736155243305689,False,False
evaluation,BASE,REDUCE_105_HALF,目标1.05倍、普通减仓一半,0.9764052431000037,0.10825486257208,0.10665757665277273,0.08917604654857002,1.1960339214486408,-0.06840181896078411,1604,0.1891665910297543,122,3051.1513800000002,9240.099999999873,False,9.345058060716838e-11,0.07199739092646303,False,False
evaluation,STRESS,REDUCE_105_HALF,目标1.05倍、普通减仓一半,0.919153658599996,0.10335067620957515,0.1022112123621804,0.08906101083972373,1.1476538543462311,-0.07267701680830749,1604,0.18949833341304542,123,5831.0682799999995,16084.300000000027,False,8.36735125631094e-11,0.0672657316958325,False,False
earlier_diagnostic,BASE,REDUCE_105_HALF,目标1.05倍、普通减仓一半,0.7105098551999969,0.1124509678668132,0.11058827702157735,0.08955699867920622,1.2348367927972366,-0.05750321912612824,1219,0.2892235411044925,64,1741.8289600000003,4998.900000000076,False,7.753442332614213e-11,0.07348973967016928,True,True
earlier_diagnostic,STRESS,REDUCE_105_HALF,目标1.05倍、普通减仓一半,0.7237172334000013,0.11415094821236947,0.11213899446688964,0.08982263173761446,1.248449219284341,-0.057612046848287295,1219,0.29033494052986897,64,3349.6533200000003,9369.299999999985,False,7.394618251055363e-11,0.0754506761266828,True,True
