period,decision_days,valid_days,mean_direction_efficiency,mean_adaptive_gain,min_adaptive_gain,max_adaptive_gain,fixed_neutral_gain
evaluation,1604,1604,0.31882997340084174,0.08355170039836768,0.004162330905307117,0.44444444444444425,0.13365707018152384
earlier_diagnostic,1219,1219,0.33581802582583514,0.08924464330528134,0.004162330905307059,0.40947766743889813,0.13365707018152384
