fit_index,fit_origin,training_cycle_count,training_rows,supports_minimum,latest_exit_index,weight_update_origin,old_weight,new_weight,calibration_status,old_mse,new_mse,error_cross_mean,difference_mse,raw_old_weight,mixed_mse
1687,2019-05-06,4,181,False,1557.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1707,2019-06-03,5,224,False,1688.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1726,2019-07-01,5,224,False,1688.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1749,2019-08-01,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1771,2019-09-02,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1791,2019-10-08,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1809,2019-11-01,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1830,2019-12-02,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1852,2020-01-02,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1868,2020-02-03,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1888,2020-03-02,6,262,False,1730.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1910,2020-04-01,7,290,False,1899.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1931,2020-05-06,7,290,False,1899.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1949,2020-06-01,8,332,False,1945.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1969,2020-07-01,8,332,False,1945.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
1992,2020-08-03,8,332,False,1945.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2013,2020-09-01,8,332,False,1945.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2035,2020-10-09,9,391,False,2029.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2051,2020-11-02,9,391,False,2029.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2072,2020-12-01,9,391,False,2029.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2095,2021-01-04,9,391,False,2029.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2115,2021-02-01,9,391,False,2029.0,,1.0,0.0,NO_VIEW_MINIMUM_COMPLETE_PAIRED_CYCLES_OR_ROWS,,,,,,
2130,2021-03-01,10,424,True,2130.0,2021-03-01,0.0,1.0,CALIBRATION_COMPLETE,0.0026798340823211207,0.0026709201553495716,0.0026742237286428673,2.306780384957001e-06,-1.4321143507370775,0.0026709201553495716
2153,2021-04-01,10,424,True,2130.0,2021-04-01,0.0,1.0,CALIBRATION_COMPLETE,0.0026798340823211207,0.0026709201553495716,0.0026742237286428673,2.306780384957001e-06,-1.4321143507370775,0.0026709201553495716
2174,2021-05-06,10,424,True,2130.0,2021-05-06,0.0,1.0,CALIBRATION_COMPLETE,0.0026798340823211207,0.0026709201553495716,0.0026742237286428673,2.306780384957001e-06,-1.4321143507370775,0.0026709201553495716
2192,2021-06-01,10,424,True,2130.0,2021-06-01,0.0,1.0,CALIBRATION_COMPLETE,0.0026798340823211207,0.0026709201553495716,0.0026742237286428673,2.306780384957001e-06,-1.4321143507370775,0.0026709201553495716
2213,2021-07-01,10,424,True,2130.0,2021-07-01,0.0,1.0,CALIBRATION_COMPLETE,0.0026798340823211207,0.0026709201553495716,0.0026742237286428673,2.306780384957001e-06,-1.4321143507370775,0.0026709201553495716
2235,2021-08-02,11,458,True,2232.0,2021-08-02,0.5377301282264962,0.46226987177350376,CALIBRATION_COMPLETE,0.003097240428821241,0.0030974038804634538,0.003096239123322966,2.1660626387609936e-06,0.5377301282264962,0.0030967775554569476
2257,2021-09-01,11,458,True,2232.0,2021-09-01,0.5377301282264962,0.46226987177350376,CALIBRATION_COMPLETE,0.003097240428821241,0.0030974038804634538,0.003096239123322966,2.1660626387609936e-06,0.5377301282264962,0.0030967775554569476
2277,2021-10-08,11,458,True,2232.0,2021-10-08,0.5377301282264962,0.46226987177350376,CALIBRATION_COMPLETE,0.003097240428821241,0.0030974038804634538,0.003096239123322966,2.1660626387609936e-06,0.5377301282264962,0.0030967775554569476
2293,2021-11-01,11,458,True,2232.0,2021-11-01,0.5377301282264962,0.46226987177350376,CALIBRATION_COMPLETE,0.003097240428821241,0.0030974038804634538,0.003096239123322966,2.1660626387609936e-06,0.5377301282264962,0.0030967775554569476
2315,2021-12-01,11,458,True,2232.0,2021-12-01,0.5377301282264962,0.46226987177350376,CALIBRATION_COMPLETE,0.003097240428821241,0.0030974038804634538,0.003096239123322966,2.1660626387609936e-06,0.5377301282264962,0.0030967775554569476
2338,2022-01-04,11,458,True,2232.0,2022-01-04,0.5377301282264962,0.46226987177350376,CALIBRATION_COMPLETE,0.003097240428821241,0.0030974038804634538,0.003096239123322966,2.1660626387609936e-06,0.5377301282264962,0.0030967775554569476
2357,2022-02-07,12,512,True,2347.0,2022-02-07,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2373,2022-03-01,12,512,True,2347.0,2022-03-01,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2396,2022-04-01,12,512,True,2347.0,2022-04-01,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2415,2022-05-05,12,512,True,2347.0,2022-05-05,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2434,2022-06-01,12,512,True,2347.0,2022-06-01,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2455,2022-07-01,12,512,True,2347.0,2022-07-01,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2476,2022-08-01,12,512,True,2347.0,2022-08-01,0.4681136993900998,0.5318863006099002,CALIBRATION_COMPLETE,0.0029272667562248956,0.002927139859620824,0.002926208393166017,1.989829513684939e-06,0.4681136993900998,0.0029267038274128064
2499,2022-09-01,13,569,True,2479.0,2022-09-01,0.48194770582258756,0.5180522941774124,CALIBRATION_COMPLETE,0.002833649909842097,0.0028335835922276703,0.0028326983412503004,1.836819569166672e-06,0.48194770582258756,0.002833156947550049
2520,2022-10-10,14,589,True,2504.0,2022-10-10,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2536,2022-11-01,14,589,True,2504.0,2022-11-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2558,2022-12-01,14,589,True,2504.0,2022-12-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2580,2023-01-03,14,589,True,2504.0,2023-01-03,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2596,2023-02-01,14,589,True,2504.0,2023-02-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2616,2023-03-01,14,589,True,2504.0,2023-03-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2639,2023-04-03,14,589,True,2504.0,2023-04-03,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2658,2023-05-04,14,589,True,2504.0,2023-05-04,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2678,2023-06-01,14,589,True,2504.0,2023-06-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2698,2023-07-03,14,589,True,2504.0,2023-07-03,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2719,2023-08-01,14,589,True,2504.0,2023-08-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2742,2023-09-01,14,589,True,2504.0,2023-09-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2762,2023-10-09,14,589,True,2504.0,2023-10-09,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2779,2023-11-01,14,589,True,2504.0,2023-11-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2801,2023-12-01,14,589,True,2504.0,2023-12-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2822,2024-01-02,14,589,True,2504.0,2024-01-02,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2844,2024-02-01,14,589,True,2504.0,2024-02-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2859,2024-03-01,14,589,True,2504.0,2024-03-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2880,2024-04-01,14,589,True,2504.0,2024-04-01,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2900,2024-05-06,14,589,True,2504.0,2024-05-06,0.5995299049273907,0.40047009507260933,CALIBRATION_COMPLETE,0.0026848499955250895,0.0026851955060310075,0.002684154894764899,1.7357120262990062e-06,0.5995299049273907,0.0026845716284575713
2920,2024-06-03,15,648,True,2910.0,2024-06-03,0.2530101814849205,0.7469898185150795,CALIBRATION_COMPLETE,0.0027210929818342047,0.0027202740016858823,0.0027198545303141366,1.6579228918131774e-06,0.2530101814849205,0.0027201678711579894
2939,2024-07-01,15,648,True,2910.0,2024-07-01,0.2530101814849205,0.7469898185150795,CALIBRATION_COMPLETE,0.0027210929818342047,0.0027202740016858823,0.0027198545303141366,1.6579228918131774e-06,0.2530101814849205,0.0027201678711579894
2962,2024-08-01,16,679,True,2945.0,2024-08-01,0.6512429229047697,0.3487570770952303,CALIBRATION_COMPLETE,0.0026296586389503887,0.0026301317979203535,0.0026291131008974442,1.5642350758538237e-06,0.6512429229047697,0.0026294683786935997
2984,2024-09-02,16,679,True,2945.0,2024-09-02,0.6512429229047697,0.3487570770952303,CALIBRATION_COMPLETE,0.0026296586389503887,0.0026301317979203535,0.0026291131008974442,1.5642350758538237e-06,0.6512429229047697,0.0026294683786935997
3003,2024-10-08,17,719,True,2989.0,2024-10-08,0.7571378737993073,0.2428621262006927,CALIBRATION_COMPLETE,0.002586546009011602,0.0025873045554392045,0.0025861877922395884,1.4749799716295271e-06,0.7571378737993073,0.00258645901172471
3021,2024-11-01,18,724,True,3005.0,2024-11-01,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3042,2024-12-02,18,724,True,3005.0,2024-12-02,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3064,2025-01-02,18,724,True,3005.0,2025-01-02,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3082,2025-02-05,18,724,True,3005.0,2025-02-05,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3100,2025-03-03,18,724,True,3005.0,2025-03-03,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3121,2025-04-01,18,724,True,3005.0,2025-04-01,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3142,2025-05-06,18,724,True,3005.0,2025-05-06,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3161,2025-06-03,18,724,True,3005.0,2025-06-03,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3181,2025-07-01,18,724,True,3005.0,2025-07-01,0.5968271178794334,0.40317288212056657,CALIBRATION_COMPLETE,0.002994888810448409,0.0029951590986726905,0.0029943260916317532,1.3957258575934085e-06,0.5968271178794334,0.002994661937481274
3204,2025-08-01,19,783,True,3187.0,2025-08-01,0.0,1.0,CALIBRATION_COMPLETE,0.003010598456639432,0.0030053009056855255,0.0030072289400370484,1.4414822508617185e-06,-1.3375359636723574,0.0030053009056855255
3225,2025-09-01,19,783,True,3187.0,2025-09-01,0.0,1.0,CALIBRATION_COMPLETE,0.003010598456639432,0.0030053009056855255,0.0030072289400370484,1.4414822508617185e-06,-1.3375359636723574,0.0030053009056855255
3247,2025-10-09,19,783,True,3187.0,2025-10-09,0.0,1.0,CALIBRATION_COMPLETE,0.003010598456639432,0.0030053009056855255,0.0030072289400370484,1.4414822508617185e-06,-1.3375359636723574,0.0030053009056855255
3264,2025-11-03,20,842,True,3250.0,2025-11-03,0.955498106613097,0.044501893386903024,CALIBRATION_COMPLETE,0.0033850182774127673,0.0033881735197425476,0.003384864144765748,3.463507623819503e-06,0.955498106613097,0.0033850114182181422
3284,2025-12-01,20,842,True,3250.0,2025-12-01,0.955498106613097,0.044501893386903024,CALIBRATION_COMPLETE,0.0033850182774127673,0.0033881735197425476,0.003384864144765748,3.463507623819503e-06,0.955498106613097,0.0033850114182181422
3307,2026-01-05,20,842,True,3250.0,2026-01-05,0.955498106613097,0.044501893386903024,CALIBRATION_COMPLETE,0.0033850182774127673,0.0033881735197425476,0.003384864144765748,3.463507623819503e-06,0.955498106613097,0.0033850114182181422
3327,2026-02-02,20,842,True,3313.0,2026-02-02,1.0,0.0,CALIBRATION_COMPLETE,0.0035057664968955403,0.003525113383329251,0.003513391830345651,4.096219533489089e-06,2.8615539005585946,0.0035057664968955403
3341,2026-03-02,20,795,True,3329.0,2026-03-02,1.0,0.0,CALIBRATION_COMPLETE,0.0035137856710738768,0.0035381013345128784,0.003523834254516858,4.218496553038228e-06,3.3820295493058885,0.0035137856710738768
3363,2026-04-01,20,795,True,3329.0,2026-04-01,1.0,0.0,CALIBRATION_COMPLETE,0.0035137856710738768,0.0035381013345128784,0.003523834254516858,4.218496553038228e-06,3.3820295493058885,0.0035137856710738768
3384,2026-05-06,20,795,True,3329.0,2026-05-06,1.0,0.0,CALIBRATION_COMPLETE,0.0035137856710738768,0.0035381013345128784,0.003523834254516858,4.218496553038228e-06,3.3820295493058885,0.0035137856710738768
3402,2026-06-01,20,795,True,3329.0,2026-06-01,1.0,0.0,CALIBRATION_COMPLETE,0.0035137856710738768,0.0035381013345128784,0.003523834254516858,4.218496553038228e-06,3.3820295493058885,0.0035137856710738768
3423,2026-07-01,20,795,True,3329.0,2026-07-01,1.0,0.0,CALIBRATION_COMPLETE,0.0035137856710738768,0.0035381013345128784,0.003523834254516858,4.218496553038228e-06,3.3820295493058885,0.0035137856710738768
3446,2026-08-03,20,790,True,3436.0,2026-08-03,1.0,0.0,CALIBRATION_COMPLETE,0.0032747668385213306,0.0033021609485351677,0.003286074152111277,4.779482833944473e-06,3.365802741175301,0.0032747668385213306
