model,period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
ZERO_CONFIRM_BAND_00,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-619.3316200001282,738.6000000000349,-222.70000000000255,762.3316199999999,372.89999999999964,0.0007256464467131352
ZERO_CONFIRM_BAND_00,evaluation,BASE,INTENT_MIX_80_15_05,2332.7728199996054,3747.5,134.5,763.6271800000004,785.5999999999804,0.005266867854140989
ZERO_CONFIRM_BAND_00,evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,20745.800040000177,21051.800000000047,683.3999999999996,715.8999600000006,273.4999999998836,-0.07528716139972347
ZERO_CONFIRM_BAND_00,evaluation,BASE,BUY_HOLD,136102.01222000018,160845.5,-9993.300000000003,4100.887780000001,10649.299999999801,0.9432502263237637
ZERO_CONFIRM_BAND_00,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-1138.905519999913,553.9000000000524,-242.20000000000073,788.4055200000003,662.1999999999935,-0.001694067275947564
ZERO_CONFIRM_BAND_00,evaluation,STRESS,INTENT_MIX_80_15_05,1124.0203999999794,3465.600000000035,92.19999999999891,987.2795999999998,1446.5000000000073,0.0008641489100349453
ZERO_CONFIRM_BAND_00,evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,19536.08627999999,19950.20000000004,642.8000000000011,696.1137199999994,360.800000000032,-0.06324868310427778
ZERO_CONFIRM_BAND_00,evaluation,STRESS,BUY_HOLD,120505.17768000005,156802.2,-10302.900000000001,7301.32232,18692.800000000043,0.8725256655248868
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,-2455.9772600001306,-1166.499999999971,332.0,1110.4772599999997,511.0000000000073,-0.029313786212560533
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,INTENT_MIX_80_15_05,-207.78120000037597,1497.5,105.80000000000018,1112.5811999999999,698.5000000000127,-0.050078051212090635
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,17505.463820000004,16645.20000000007,2724.0,1174.8361799999998,688.9000000000642,0.08457385319367194
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,BUY_HOLD,96588.48417999982,118445.2,-13121.199999999997,2901.71582,5833.8000000000975,0.8746190245934569
ZERO_CONFIRM_BAND_00,earlier_diagnostic,STRESS,TWO_CLOSE_ZERO_EXIT,-3016.0753199999453,-1334.2999999999884,322.8000000000002,1106.7753200000006,897.8000000000102,-0.0315082925149448
ZERO_CONFIRM_BAND_00,earlier_diagnostic,STRESS,INTENT_MIX_80_15_05,-82.43500000005588,2254.2999999999884,101.19999999999982,1191.0349999999999,1246.900000000007,-0.048821511213771984
ZERO_CONFIRM_BAND_00,earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,19597.575840000005,19413.100000000035,2682.6000000000004,1243.02416,1255.1000000000458,0.09950036701400444
ZERO_CONFIRM_BAND_00,earlier_diagnostic,STRESS,BUY_HOLD,98270.88928000009,127140.7,-13162.599999999997,4674.51072,11032.69999999999,0.8775205151827512
ZERO_CONFIRM_BAND_05,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-621.9176799997804,-76.89999999996508,-229.90000000000146,108.51767999999993,206.59999999999854,-0.00046171791763160996
ZERO_CONFIRM_BAND_05,evaluation,BASE,INTENT_MIX_80_15_05,2330.186759999953,2932.0,127.30000000000109,109.8132400000004,619.2999999999793,0.0040795034897962434
ZERO_CONFIRM_BAND_05,evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,20743.213980000524,20236.300000000047,676.2000000000007,62.086020000000644,107.1999999998825,-0.07647452576406821
ZERO_CONFIRM_BAND_05,evaluation,BASE,BUY_HOLD,136099.42616000053,160030.0,-10000.500000000002,3447.0738400000005,10482.9999999998,0.9420628619594189
ZERO_CONFIRM_BAND_05,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-843.2813600000809,-108.4999999999709,-221.10000000000036,139.28136000000086,374.39999999999054,-0.0020038212109154685
ZERO_CONFIRM_BAND_05,evaluation,STRESS,INTENT_MIX_80_15_05,1419.6445599998115,2803.2000000000116,113.29999999999927,338.15544000000045,1158.7000000000044,0.0005543949750670407
ZERO_CONFIRM_BAND_05,evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,19831.71043999982,19287.800000000017,663.9000000000015,46.98955999999998,73.0000000000291,-0.06355843703924569
ZERO_CONFIRM_BAND_05,evaluation,STRESS,BUY_HOLD,120800.80183999988,156139.8,-10281.800000000001,6652.198160000001,18405.00000000004,0.8722159115899188
ZERO_CONFIRM_BAND_05,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,901.4385200000834,971.5000000000291,267.90000000000055,114.06148000000007,223.90000000001237,0.000437414064578201
ZERO_CONFIRM_BAND_05,earlier_diagnostic,BASE,INTENT_MIX_80_15_05,3149.634579999838,3635.5,41.70000000000073,116.16542000000027,411.4000000000178,-0.0203268509349519
ZERO_CONFIRM_BAND_05,earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,20862.87960000022,18783.20000000007,2659.9000000000005,178.4204000000002,401.8000000000693,0.11432505347081068
ZERO_CONFIRM_BAND_05,earlier_diagnostic,BASE,BUY_HOLD,99945.89996000004,120583.2,-13185.299999999996,1905.3000400000003,5546.700000000103,0.9043702248705956
ZERO_CONFIRM_BAND_05,earlier_diagnostic,STRESS,TWO_CLOSE_ZERO_EXIT,572.5351599999121,778.5999999999767,267.89999999999964,122.26484000000028,351.700000000008,-0.0009418357585377901
ZERO_CONFIRM_BAND_05,earlier_diagnostic,STRESS,INTENT_MIX_80_15_05,3506.1754799998016,4367.199999999953,46.29999999999927,206.52451999999948,700.8000000000047,-0.018255054457364972
ZERO_CONFIRM_BAND_05,earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,23186.186319999862,21526.0,2627.7,258.51367999999957,709.0000000000437,0.13006682377041145
ZERO_CONFIRM_BAND_05,earlier_diagnostic,STRESS,BUY_HOLD,101859.49975999995,129253.59999999996,-13217.499999999996,3690.00024,10486.599999999988,0.9080869719391582
ZERO_CONFIRM_BAND_15,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,923.9342800001032,1671.7000000000407,-998.1000000000004,-72.53428000000076,-177.79999999997926,0.002537213732901833
ZERO_CONFIRM_BAND_15,evaluation,BASE,INTENT_MIX_80_15_05,3876.0387199998368,4680.600000000006,-640.8999999999978,-71.23872000000028,234.90000000000146,0.007078435140329686
ZERO_CONFIRM_BAND_15,evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,22289.065940000408,21984.900000000052,-91.99999999999818,-118.96594000000005,-277.2000000000953,-0.07347559411353477
ZERO_CONFIRM_BAND_15,evaluation,BASE,BUY_HOLD,137645.2781200004,161778.60000000003,-10768.7,3266.02188,10098.599999999822,0.9450617936099523
ZERO_CONFIRM_BAND_15,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-839.5567200000514,-346.4999999999709,-1043.7999999999993,-154.04327999999896,-396.6999999999898,-0.006170836863926388
ZERO_CONFIRM_BAND_15,evaluation,STRESS,INTENT_MIX_80_15_05,1423.369199999841,2565.2000000000116,-709.3999999999996,44.830800000000636,387.600000000024,-0.0036126206779438785
ZERO_CONFIRM_BAND_15,evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,19835.43507999985,19049.800000000017,-158.79999999999745,-246.33507999999983,-698.0999999999513,-0.0677254526922566
ZERO_CONFIRM_BAND_15,evaluation,STRESS,BUY_HOLD,120804.52647999991,155901.8,-11104.5,6358.873520000001,17633.90000000006,0.8680488959369079
ZERO_CONFIRM_BAND_15,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,4336.205260000017,4258.8000000000175,32.19999999999982,-10.405259999999998,-34.80000000000291,0.009873771077570037
ZERO_CONFIRM_BAND_15,earlier_diagnostic,BASE,INTENT_MIX_80_15_05,6584.401319999772,6922.799999999988,-194.0,-8.301319999999805,152.70000000000255,-0.010890493921960065
ZERO_CONFIRM_BAND_15,earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,24297.646340000152,22070.50000000006,2424.2,53.95366000000013,143.10000000005402,0.12376141048380251
ZERO_CONFIRM_BAND_15,earlier_diagnostic,BASE,BUY_HOLD,103380.66669999997,123870.49999999999,-13420.999999999996,1780.8333000000002,5288.000000000087,0.9138065818835874
ZERO_CONFIRM_BAND_15,earlier_diagnostic,STRESS,TWO_CLOSE_ZERO_EXIT,4479.670039999997,4381.399999999994,32.19999999999982,-16.170039999999062,-49.89999999999782,0.0105719425384736
ZERO_CONFIRM_BAND_15,earlier_diagnostic,STRESS,INTENT_MIX_80_15_05,7413.310359999887,7969.999999999971,-189.40000000000055,68.08964000000014,299.1999999999989,-0.006741276160353582
ZERO_CONFIRM_BAND_15,earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,27093.321199999948,25128.800000000017,2392.0,120.07880000000023,307.40000000003783,0.14158060206742284
ZERO_CONFIRM_BAND_15,earlier_diagnostic,STRESS,BUY_HOLD,105766.63464000003,132856.39999999997,-13453.199999999997,3551.5653600000005,10084.999999999982,0.9196007502361696
ZERO_CONFIRM_BAND_20,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,8817.280760000169,7905.8000000000175,636.7999999999993,-74.58076000000028,-200.09999999999127,-0.04418539187106241
ZERO_CONFIRM_BAND_20,evaluation,BASE,INTENT_MIX_80_15_05,11769.385199999902,10914.699999999983,994.0000000000018,-73.2851999999998,212.59999999998945,-0.039644170463634554
ZERO_CONFIRM_BAND_20,evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,30182.412420000474,28219.00000000003,1542.9000000000015,-121.01241999999957,-299.5000000001073,-0.12019819971749901
ZERO_CONFIRM_BAND_20,evaluation,BASE,BUY_HOLD,145538.62460000048,168012.7,-9133.800000000001,3263.9754000000003,10076.29999999981,0.8983391880059881
ZERO_CONFIRM_BAND_20,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-5992.741119999904,-7061.1999999999825,167.39999999999782,-244.85887999999977,-656.1999999999971,-0.03150429078409145
ZERO_CONFIRM_BAND_20,evaluation,STRESS,INTENT_MIX_80_15_05,-3729.815200000012,-4149.5,501.79999999999745,-45.98480000000018,128.10000000001673,-0.02894607459810894
ZERO_CONFIRM_BAND_20,evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,14682.250679999997,12335.100000000006,1052.3999999999996,-337.15068000000065,-957.5999999999585,-0.09305890661242167
ZERO_CONFIRM_BAND_20,evaluation,STRESS,BUY_HOLD,115651.34208000006,149187.09999999998,-9893.300000000003,6268.05792,17374.400000000052,0.8427154420167429
ZERO_CONFIRM_BAND_20,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,10239.22559999983,10048.50000000003,157.60000000000036,-7.125600000000077,-26.000000000003638,0.04484768651428106
ZERO_CONFIRM_BAND_20,earlier_diagnostic,BASE,INTENT_MIX_80_15_05,12487.421659999585,12712.5,-68.59999999999945,-5.021659999999883,161.50000000000182,0.024083421514750958
ZERO_CONFIRM_BAND_20,earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,30200.666679999966,27860.20000000007,2549.6000000000004,57.23332000000005,151.9000000000533,0.15873532592051354
ZERO_CONFIRM_BAND_20,earlier_diagnostic,BASE,BUY_HOLD,109283.68703999979,129660.2,-13295.599999999997,1784.1129600000002,5296.800000000087,0.9487804973202985
ZERO_CONFIRM_BAND_20,earlier_diagnostic,STRESS,TWO_CLOSE_ZERO_EXIT,11985.892839999928,11823.700000000012,166.80000000000018,4.20716000000084,0.40000000000509317,0.0562402757026399
ZERO_CONFIRM_BAND_20,earlier_diagnostic,STRESS,INTENT_MIX_80_15_05,14919.533159999817,15412.299999999988,-54.80000000000018,88.46684000000005,349.5000000000018,0.038927057003812715
ZERO_CONFIRM_BAND_20,earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,34599.54399999988,32571.100000000035,2526.6000000000004,140.45600000000013,357.70000000004075,0.18724893523158914
ZERO_CONFIRM_BAND_20,earlier_diagnostic,STRESS,BUY_HOLD,113272.85743999996,140298.69999999998,-13318.599999999997,3571.9425600000004,10135.299999999985,0.9652690834003359
INTENT_MIX_BAND_00,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-3259.9528200002387,-2836.899999999965,-342.8000000000011,343.25281999999925,-262.99999999998363,0.010077411479690657
