period,cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target,joint_point_pass
evaluation,BASE,ZERO_CONFIRM_BAND_00,两次归零确认、0个百分点调仓门槛,0.9467653822999971,0.10573119050460024,0.10400982492753938,0.08448187246547885,1.231149616978957,-0.07867548521173333,1604,0.20017556454657986,270,4186.6235400000005,10939.699999999812,False,9.467271411267575e-11,0.06947371885898326,True,True
evaluation,STRESS,ZERO_CONFIRM_BAND_00,两次归零确认、0个百分点调仓门槛,0.867384530799997,0.09880797097279308,0.0977104867880206,0.08427429134524626,1.1594340958351144,-0.08414550471061157,1604,0.20023369661795823,277,7472.79384,19176.800000000032,False,9.936229616869241e-11,0.06272302645905042,False,False
earlier_diagnostic,BASE,ZERO_CONFIRM_BAND_00,两次归零确认、0个百分点调仓门槛,0.695253392099997,0.11047409526799885,0.10930365273211316,0.09477132237014005,1.153341010746009,-0.07556341231889983,1219,0.2801677585902561,288,2986.72158,6110.800000000092,False,7.951328484523401e-11,0.07151286707135493,False,False
earlier_diagnostic,STRESS,ZERO_CONFIRM_BAND_00,两次归零确认、0个百分点调仓门槛,0.7021323888000031,0.11136720639957447,0.11016331737897359,0.09536064723594412,1.1552282893634758,-0.07721877730592944,1219,0.2837945462850103,291,4844.52224,11531.299999999985,False,9.549694368615746e-11,0.0726669343138878,False,False
evaluation,BASE,ZERO_CONFIRM_BAND_05,两次归零确认、5个百分点调仓门槛,0.9467524520000019,0.1057300824611953,0.10401612188858193,0.08456854807329897,1.2299622526146123,-0.07845690962825602,1604,0.2003157987919408,135,3532.8096000000005,10773.39999999981,False,9.663381206337363e-11,0.06947261081557832,True,True
evaluation,STRESS,ZERO_CONFIRM_BAND_05,两次归零确认、5个百分点调仓门槛,0.8688626515999989,0.09893914959700723,0.09784108817095015,0.08440948449979038,1.1591243419001465,-0.08391969736826584,1604,0.20046368602457212,135,6823.669680000001,18889.00000000003,False,1.0038547770818695e-10,0.06285420508326459,False,False
earlier_diagnostic,BASE,ZERO_CONFIRM_BAND_05,两次归零确认、5个百分点调仓门槛,0.7120404709999972,0.11264851806549729,0.11118403930715118,0.09397749243146342,1.1830922110231477,-0.075572852683693,1219,0.2795961202578734,87,1990.3058000000003,5823.700000000097,False,8.066081136348657e-11,0.07368728986885337,False,False
earlier_diagnostic,STRESS,ZERO_CONFIRM_BAND_05,两次归零确认、5个百分点调仓门槛,0.7200754411999986,0.11368324231701923,0.11217162157775369,0.09459615329280034,1.1857947461198828,-0.07718002373158328,1219,0.28342864810522966,87,3860.01176,10985.199999999983,False,9.160316949419212e-11,0.07498297023133256,False,False
evaluation,BASE,ZERO_CONFIRM_BAND_15,两次归零确认、15个百分点调仓门槛,0.9544817117999997,0.10639131832583741,0.10463972359197851,0.08486862759945243,1.2329611842651458,-0.0773255322031564,1604,0.20198411315200784,100,3351.75764,10388.999999999833,False,6.821210263296962e-11,0.07013384668022044,True,True
evaluation,STRESS,ZERO_CONFIRM_BAND_15,两次归零确认、15个百分点调仓门槛,0.8688812748000032,0.09894080178603044,0.09787059876528428,0.08473958001833751,1.1549573262471355,-0.08268758076904867,1604,0.2011717077554431,100,6530.345040000001,18117.90000000005,False,1.0368239600211382e-10,0.06285585727228779,False,False
earlier_diagnostic,BASE,ZERO_CONFIRM_BAND_15,两次归零确认、15个百分点调仓门槛,0.7292143046999999,0.11485542506117573,0.11325730051797038,0.09497240028763665,1.1925285680361395,-0.07891418590233107,1219,0.2812307639204945,57,1865.8390600000002,5565.000000000082,False,7.912603905424476e-11,0.0758941968645318,False,False
earlier_diagnostic,STRESS,ZERO_CONFIRM_BAND_15,两次归零确认、15个百分点调仓门槛,0.7396111155999976,0.11618293459534837,0.1145109036701718,0.09564026425514693,1.1973085244168942,-0.08039603979121562,1219,0.28529616833737026,58,3721.5768800000005,10583.599999999977,False,8.628830983070657e-11,0.0774826625096617,False,False
evaluation,BASE,ZERO_CONFIRM_BAND_20,两次归零确认、20个百分点调仓门槛,0.9939484442,0.10973346926131158,0.10817112799045824,0.09118834097651998,1.1862385786611815,-0.07828561180235583,1604,0.20204520081006203,91,3349.7111600000003,10366.69999999982,False,9.481482265982777e-11,0.07347599761569461,False,False
evaluation,STRESS,ZERO_CONFIRM_BAND_20,两次归零确认、20个百分点调仓门槛,0.8431153527999986,0.09664144881567568,0.09577943111050922,0.08478878098885094,1.1296238723269705,-0.08339200332085367,1604,0.2015517490490408,93,6439.52944,17858.40000000004,False,6.713207767461427e-11,0.06055650430193304,False,False
earlier_diagnostic,BASE,ZERO_CONFIRM_BAND_20,两次归零确认、20个百分点调仓门槛,0.7587294064000005,0.11860753183335461,0.11662586406610324,0.09501069499765516,1.2275024834728505,-0.07892849001636493,1219,0.2821533743037792,53,1869.1187200000002,5573.800000000081,False,6.630784810113255e-11,0.07964630363671069,True,True
earlier_diagnostic,STRESS,ZERO_CONFIRM_BAND_20,两次归零确认、20个百分点调仓门槛,0.777142229599999,0.12092277316981989,0.1187431061809447,0.09553122848323095,1.2429768575810605,-0.08041535754027834,1219,0.28606872331984656,54,3741.9540800000004,10633.89999999998,False,7.51754214434186e-11,0.08222250108413322,True,True
evaluation,BASE,INTENT_MIX_BAND_00,简单三来源合并、0个百分点调仓门槛,0.9335622762999947,0.10459650105918336,0.10285557052298372,0.08291451506177698,1.2405013820119346,-0.07884983281915131,1604,0.1981537427802624,225,3767.54474,10303.799999999828,False,8.526512829121202e-11,0.06833902941356639,True,True
evaluation,STRESS,INTENT_MIX_BAND_00,简单三来源合并、0个百分点调仓门槛,0.8607264972000004,0.09821599593680244,0.09704785607210971,0.08274895277203234,1.172798601324537,-0.08416974266692658,1604,0.19836077056233267,218,6793.00056,18062.000000000033,False,7.465672524631373e-11,0.062131051423059795,False,False
earlier_diagnostic,BASE,INTENT_MIX_BAND_00,简单三来源合并、0个百分点调仓门槛,0.6759999939000017,0.10795886065051478,0.10659799742585799,0.09003160532924455,1.184006405706422,-0.07453120352772385,1219,0.2724644389180228,146,2183.70122,5493.000000000078,False,7.145217750803567e-11,0.06899763245387086,False,False
earlier_diagnostic,STRESS,INTENT_MIX_BAND_00,简单三来源合并、0个百分点调仓门槛,0.6849694692000037,0.10913348474467692,0.1077196611654797,0.09071924746322528,1.1873958854117022,-0.07593492827342192,1219,0.27652649869140905,134,3882.20616,10416.499999999975,False,7.221956366265658e-11,0.07043321265899025,False,False
evaluation,BASE,INTENT_MIX_BAND_05,简单三来源合并、5个百分点调仓门槛,0.9330787528000011,0.10455482177986801,0.10289091383374009,0.08385564322309448,1.2270004722282442,-0.07964244868828955,1604,0.1988050188192829,153,3445.9494400000003,10186.299999999828,False,8.374456683668541e-11,0.06829735013425103,True,True
evaluation,STRESS,INTENT_MIX_BAND_05,简单三来源合并、5个百分点调仓门槛,0.8597138054000033,0.09812579856326194,0.09703837645021907,0.08368656779766342,1.1595454205367524,-0.08498816645767637,1604,0.19893305837871267,154,6534.03892,17858.70000000003,False,8.503775461576879e-11,0.06204085404951929,False,False
earlier_diagnostic,BASE,INTENT_MIX_BAND_05,简单三来源合并、5个百分点调仓门槛,0.679140224099996,0.1083706706865748,0.10695763212257609,0.08989546026819267,1.1898001501241597,-0.07407250058747086,1219,0.27157058680062673,83,1889.85518,5448.4000000000815,False,8.624567726656096e-11,0.06940944248993088,False,False
earlier_diagnostic,STRESS,INTENT_MIX_BAND_05,简单三来源合并、5个百分点调仓门槛,0.6881829112000013,0.1095530912834974,0.10808908665432712,0.09061937883954502,1.1927811472391,-0.07562805774024413,1219,0.27580546391612426,85,3676.5177600000006,10347.399999999976,False,7.912603905424476e-11,0.07085281919781072,False,False
evaluation,BASE,INTENT_MIX_BAND_15,简单三来源合并、15个百分点调仓门槛,0.9283657445000009,0.10414810047118411,0.10256437847381253,0.08435334995233901,1.2158898079538398,-0.08044316327502797,1604,0.20090294614366072,129,3306.1511000000005,9827.999999999836,False,8.549250196665525e-11,0.06789062882556714,True,True
