model,period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
ZERO_CONFIRM_BAND_00,evaluation,BASE,1,2020-01-02,2019-12-31,196281.63844000004,-1446.7999999999302,127.64364,285.0000000000093,0.0,14,7,7,2020-01-22,2020-01-21,False,-1859.4436399999395,-0.009473344805853247
ZERO_CONFIRM_BAND_00,evaluation,BASE,2,2020-02-05,2020-02-04,124808.9304,9108.600000000011,102.59012,162.90000000001086,0.0,19,5,9,2020-03-03,2020-03-02,False,8843.10988,0.0708531821533822
ZERO_CONFIRM_BAND_00,evaluation,BASE,3,2020-07-01,2020-06-30,206625.51684,25055.100000000006,87.58601999999999,293.4000000000111,0.0,5,2,1,2020-07-08,2020-07-07,False,24674.113979999995,0.11941465099446714
ZERO_CONFIRM_BAND_00,evaluation,BASE,4,2020-08-19,2020-08-18,227056.61141999997,-1421.2999999999593,189.47278,285.60000000000906,0.0,31,13,15,2020-10-09,2020-09-30,False,-1896.3727799999683,-0.008351982213335052
ZERO_CONFIRM_BAND_00,evaluation,BASE,5,2020-12-15,2020-12-14,231803.50918,24918.499999999985,109.08444000000001,277.8000000000105,1612.8,25,3,4,2021-01-20,2021-01-19,False,26144.415559999976,0.11278697053588745
ZERO_CONFIRM_BAND_00,evaluation,BASE,6,2021-02-03,2021-02-02,57458.50028000001,2331.5000000000073,40.722620000000006,62.400000000002365,0.0,7,4,2,2021-02-19,2021-02-18,False,2228.377380000005,0.0387823797896036
ZERO_CONFIRM_BAND_00,evaluation,BASE,7,2021-06-08,2021-06-07,581026.40628,-5559.499999999927,257.11562000000004,662.4000000000183,0.0,31,5,9,2021-07-22,2021-07-21,False,-6479.015619999946,-0.011150983070600187
ZERO_CONFIRM_BAND_00,evaluation,BASE,8,2021-07-29,2021-07-28,251522.89452,8259.29999999996,102.17934000000001,307.7999999999661,0.0,10,1,1,2021-08-12,2021-08-11,False,7849.320659999994,0.03120718165628398
ZERO_CONFIRM_BAND_00,evaluation,BASE,9,2021-10-29,2021-10-28,368651.18526,9748.699999999983,183.5622,445.79999999997017,0.0,32,10,5,2021-12-14,2021-12-13,False,9119.337800000012,0.024737036430707206
ZERO_CONFIRM_BAND_00,evaluation,BASE,10,2022-05-13,2022-05-12,519299.90747999994,8571.700000000012,236.48596000000003,696.0999999999592,0.0,20,8,4,2022-06-13,2022-06-10,False,7639.114040000052,0.014710409014071047
ZERO_CONFIRM_BAND_00,evaluation,BASE,11,2022-08-10,2022-08-09,290382.86960000003,-2618.199999999997,132.54256,414.6000000000157,0.0,18,4,3,2022-09-05,2022-09-02,False,-3165.342560000013,-0.0109005829591816
ZERO_CONFIRM_BAND_00,evaluation,BASE,12,2023-01-17,2023-01-16,201535.89912000002,-1069.1999999999534,80.32608,291.60000000001105,0.0,2,1,1,2023-01-19,2023-01-18,False,-1441.1260799999645,-0.0071507165040699695
ZERO_CONFIRM_BAND_00,evaluation,BASE,13,2023-04-03,2023-03-31,271605.3102,1943.0,108.92860000000002,401.9999999999557,0.0,7,1,1,2023-04-13,2023-04-12,False,1432.0714000000444,0.005272619298000913
ZERO_CONFIRM_BAND_00,evaluation,BASE,14,2024-02-19,2024-02-08,272996.41958,7737.700000000012,115.58994000000001,322.79999999998876,0.0,5,3,1,2024-02-26,2024-02-23,False,7299.310060000023,0.02673775015522137
ZERO_CONFIRM_BAND_00,evaluation,BASE,15,2024-03-05,2024-03-04,349744.13300000003,6134.200000000012,234.97658,394.79999999996807,0.0,54,9,17,2024-05-27,2024-05-24,False,5504.423420000043,0.01573842961362855
ZERO_CONFIRM_BAND_00,evaluation,BASE,16,2024-06-18,2024-06-17,297058.82462,560.0,181.05306,335.5999999999998,0.0,23,13,9,2024-07-19,2024-07-18,False,43.346940000000245,0.0001459203915434931
ZERO_CONFIRM_BAND_00,evaluation,BASE,17,2024-08-02,2024-08-01,240845.08284000002,-3946.9000000000233,96.69692,278.4000000000002,0.0,3,2,1,2024-08-07,2024-08-06,False,-4321.996920000023,-0.01794513248531316
ZERO_CONFIRM_BAND_00,evaluation,BASE,18,2024-08-28,2024-08-27,281283.87752,-10422.900000000023,115.27076,333.6000000000003,0.0,12,2,1,2024-09-13,2024-09-12,False,-10871.770760000023,-0.03865052933660235
ZERO_CONFIRM_BAND_00,evaluation,BASE,19,2024-09-25,2024-09-24,270606.6105,75815.69999999995,123.30970000000002,372.1999999999726,0.0,4,1,2,2024-10-08,2024-09-30,False,75320.19029999999,0.2783383235200013
ZERO_CONFIRM_BAND_00,evaluation,BASE,20,2024-10-09,2024-10-08,118732.784,-6606.100000000006,79.48978,165.5000000000062,0.0,10,3,7,2024-10-23,2024-10-22,False,-6851.089780000012,-0.05770175303899226
ZERO_CONFIRM_BAND_00,evaluation,BASE,21,2025-04-09,2025-04-08,338899.2663,13447.300000000047,138.1495,362.8000000000278,0.0,11,2,1,2025-04-24,2025-04-23,False,12946.350500000019,0.038201175946305135
ZERO_CONFIRM_BAND_00,evaluation,BASE,22,2025-06-03,2025-05-30,687618.75454,19810.899999999965,289.55446,781.8000000000133,3634.3999999999996,41,13,5,2025-07-30,2025-07-29,False,22373.945539999953,0.03253830031871014
ZERO_CONFIRM_BAND_00,evaluation,BASE,23,2025-09-05,2025-09-04,375490.8104,15460.5,170.16674,505.7999999999601,0.0,7,2,5,2025-09-16,2025-09-15,False,14784.53326000004,0.03937388838957333
ZERO_CONFIRM_BAND_00,evaluation,BASE,24,2025-12-19,2025-12-18,608019.25144,1420.2000000000698,275.6145,770.9999999999458,8523.9,32,13,10,2026-02-05,2026-02-04,False,8897.485500000124,0.014633558853486628
ZERO_CONFIRM_BAND_00,evaluation,BASE,25,2026-05-06,2026-04-30,397876.85946,-1879.0999999999767,158.64506,490.2000000000186,0.0,9,1,1,2026-05-19,2026-05-18,False,-2527.9450599999955,-0.0063535865429091105
ZERO_CONFIRM_BAND_00,evaluation,BASE,26,2026-06-05,2026-06-04,395476.08671999996,3452.999999999971,176.6874,482.9999999999871,0.0,12,2,5,2026-06-24,2026-06-23,False,2793.312599999984,0.007063164357590274
ZERO_CONFIRM_BAND_00,evaluation,BASE,27,2026-07-23,2026-07-22,324900.9672,-9889.799999999988,144.67984,407.99999999995885,0.0,7,1,6,2026-08-03,2026-07-31,False,-10442.479839999947,-0.03214050093477206
ZERO_CONFIRM_BAND_00,evaluation,BASE,28,2026-08-07,2026-08-06,272248.24768,1792.1999999999534,128.49932,346.800000000013,0.0,5,2,4,2026-08-14,2026-08-13,True,1316.9006799999406,0.004837131886879298
ZERO_CONFIRM_BAND_00,evaluation,STRESS,1,2020-01-02,2019-12-31,196405.06324,-1434.9000000000524,195.67748000000003,474.99999999999045,0.0,14,7,7,2020-01-22,2020-01-21,False,-2105.5774800000427,-0.010720586553448992
ZERO_CONFIRM_BAND_00,evaluation,STRESS,2,2020-02-05,2020-02-04,124504.08640000003,9101.500000000005,155.18288,293.70000000001113,0.0,19,5,10,2020-03-03,2020-03-02,False,8652.617119999994,0.06949665163761237
ZERO_CONFIRM_BAND_00,evaluation,STRESS,3,2020-07-01,2020-06-30,206337.0018,25008.70000000001,174.81188000000003,488.0000000000076,0.0,5,2,1,2020-07-08,2020-07-07,False,24345.888120000003,0.11799089793694968
ZERO_CONFIRM_BAND_00,evaluation,STRESS,4,2020-08-19,2020-08-18,226723.56824,-1437.8000000000175,270.25036,474.99999999999847,0.0,31,13,17,2020-10-09,2020-09-30,False,-2183.050360000016,-0.009628687378848639
ZERO_CONFIRM_BAND_00,evaluation,STRESS,5,2020-12-15,2020-12-14,230986.65472000002,24746.699999999997,203.30452000000002,507.6000000000057,1598.3999999999999,25,3,4,2021-01-20,2021-01-19,False,25634.19547999999,0.11097695453909896
ZERO_CONFIRM_BAND_00,evaluation,STRESS,6,2021-02-03,2021-02-02,57511.71027999999,2336.5,61.21316,124.80000000000358,0.0,7,4,2,2021-02-19,2021-02-18,False,2150.486839999997,0.037392155954503764
ZERO_CONFIRM_BAND_00,evaluation,STRESS,7,2021-06-08,2021-06-07,576729.3874,-5456.399999999994,481.41848000000005,1314.0000000000196,0.0,31,5,9,2021-07-22,2021-07-21,False,-7251.8184800000145,-0.012574040162393179
ZERO_CONFIRM_BAND_00,evaluation,STRESS,8,2021-07-29,2021-07-28,249222.84928,8178.799999999959,202.34656,558.7999999999611,0.0,10,1,1,2021-08-12,2021-08-11,False,7417.653439999998,0.02976313552882272
ZERO_CONFIRM_BAND_00,evaluation,STRESS,9,2021-10-29,2021-10-28,362925.14544,9624.799999999988,332.49536,782.6999999999748,0.0,32,11,6,2021-12-14,2021-12-13,False,8509.604640000012,0.023447272108090535
ZERO_CONFIRM_BAND_00,evaluation,STRESS,10,2022-05-13,2022-05-12,513117.64936000004,8438.500000000058,445.7878,1189.7000000000521,0.0,20,8,6,2022-06-13,2022-06-10,False,6803.0122000000065,0.013258191778211583
ZERO_CONFIRM_BAND_00,evaluation,STRESS,11,2022-08-10,2022-08-09,286370.5406,-2572.4999999999854,246.57004000000003,680.9999999999869,0.0,18,5,3,2022-09-05,2022-09-02,False,-3500.0700399999723,-0.012222172129391064
ZERO_CONFIRM_BAND_00,evaluation,STRESS,12,2023-01-17,2023-01-16,198353.70976,-1051.5999999999767,158.00768,478.0000000000323,0.0,2,1,1,2023-01-19,2023-01-18,False,-1687.607680000009,-0.008508072180963725
ZERO_CONFIRM_BAND_00,evaluation,STRESS,13,2023-04-03,2023-03-31,266520.0654,1905.2999999999884,213.63012,656.999999999986,0.0,7,1,1,2023-04-13,2023-04-12,False,1034.6698800000022,0.0038821462783567295
ZERO_CONFIRM_BAND_00,evaluation,STRESS,14,2024-02-19,2024-02-08,267795.53776000004,7584.399999999965,221.79184000000004,632.8000000000005,0.0,5,3,1,2024-02-26,2024-02-23,False,6729.808159999965,0.02513039693003122
ZERO_CONFIRM_BAND_00,evaluation,STRESS,15,2024-03-05,2024-03-04,342563.92868,6020.199999999953,347.93952,772.800000000007,0.0,54,9,16,2024-05-27,2024-05-24,False,4899.460479999947,0.014302324529260904
ZERO_CONFIRM_BAND_00,evaluation,STRESS,16,2024-06-18,2024-06-17,289139.16568,538.9000000000233,272.4798,652.8000000000004,0.0,23,13,9,2024-07-19,2024-07-18,False,-386.37979999997714,-0.0013363108352729932
ZERO_CONFIRM_BAND_00,evaluation,STRESS,17,2024-08-02,2024-08-01,233069.59056,-3819.9000000000233,184.63780000000003,538.3999999999706,0.0,3,2,1,2024-08-07,2024-08-06,False,-4542.937799999994,-0.019491765481222178
ZERO_CONFIRM_BAND_00,evaluation,STRESS,18,2024-08-28,2024-08-27,274418.68752,-10160.400000000023,219.98484,650.4000000000005,0.0,12,2,1,2024-09-13,2024-09-12,False,-11030.784840000022,-0.040196915668128774
ZERO_CONFIRM_BAND_00,evaluation,STRESS,19,2024-09-25,2024-09-24,263477.54888,73365.0,239.77844,663.2999999999938,0.0,4,1,2,2024-10-08,2024-09-30,False,72461.92156000002,0.2750212375514491
ZERO_CONFIRM_BAND_00,evaluation,STRESS,20,2024-10-09,2024-10-08,114951.4456,-6398.800000000003,115.5798,267.2999999999944,0.0,10,2,7,2024-10-23,2024-10-22,False,-6781.679799999998,-0.05899603754091456
ZERO_CONFIRM_BAND_00,evaluation,STRESS,21,2025-04-09,2025-04-08,329059.5712,13040.0,268.07680000000005,704.0000000000273,0.0,11,2,1,2025-04-24,2025-04-23,False,12067.923199999972,0.036673977164655015
ZERO_CONFIRM_BAND_00,evaluation,STRESS,22,2025-06-03,2025-05-30,676916.85476,19119.599999999977,558.27724,1449.6999999999805,3634.3999999999996,41,14,5,2025-07-30,2025-07-29,False,20746.02276,0.0306478153322914
ZERO_CONFIRM_BAND_00,evaluation,STRESS,23,2025-09-05,2025-09-04,363255.29839999997,14904.499999999942,309.41628000000003,814.9999999999826,0.0,7,2,5,2025-09-16,2025-09-15,False,13780.08371999996,0.03793498341440837
ZERO_CONFIRM_BAND_00,evaluation,STRESS,24,2025-12-19,2025-12-18,586131.2790000001,1333.700000000128,482.2783600000001,1238.0000000000323,8228.7,32,13,10,2026-02-05,2026-02-04,False,7842.121640000096,0.013379462794375276
ZERO_CONFIRM_BAND_00,evaluation,STRESS,25,2026-05-06,2026-04-30,383501.03908,-1810.0999999999767,305.63932000000005,787.0000000000531,0.0,9,1,1,2026-05-19,2026-05-18,False,-2902.73932000003,-0.007569052034287985
ZERO_CONFIRM_BAND_00,evaluation,STRESS,26,2026-06-05,2026-06-04,380476.54432,3311.3000000000175,320.75288000000006,773.9999999999835,0.0,12,2,5,2026-06-24,2026-06-23,False,2216.547120000034,0.005825712919994894
ZERO_CONFIRM_BAND_00,evaluation,STRESS,27,2026-07-23,2026-07-22,311237.34516,-9468.600000000035,256.964,650.9999999999861,0.0,7,1,6,2026-08-03,2026-07-31,False,-10376.56400000002,-0.0333397137630308
ZERO_CONFIRM_BAND_00,evaluation,STRESS,28,2026-08-07,2026-08-06,261578.50732,1717.6000000000058,228.50060000000002,554.9999999999882,0.0,5,2,4,2026-08-14,2026-08-13,True,934.0994000000176,0.003571009749884743
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,1,2015-01-05,2014-12-31,401023.52021999995,37195.70000000002,464.70338,517.8000000000072,1274.0000000000002,88,44,36,2015-05-18,2015-05-15,False,37487.19662000001,0.09347879795039124
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,2,2015-06-03,2015-06-02,49722.441679999996,-3559.899999999994,71.45828,57.60000000000218,0.0,14,9,4,2015-06-24,2015-06-23,False,-3688.958279999996,-0.07419101225440859
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,3,2015-09-29,2015-09-28,372460.2970400001,33290.100000000035,338.6841,438.8000000000008,0.0,61,28,24,2015-12-30,2015-12-29,False,32512.615900000037,0.08729149431062277
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,4,2016-05-03,2016-04-29,475286.0625,4439.499999999971,328.44998,596.0000000000159,0.0,61,19,22,2016-07-29,2016-07-28,False,3515.0500199999547,0.0073956513715357575
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,5,2016-09-07,2016-09-06,273016.9576600001,-3556.9000000000233,121.81286000000003,320.400000000035,0.0,17,3,2,2016-10-11,2016-10-10,False,-3999.1128600000584,-0.014647855189201574
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,6,2017-02-13,2017-02-10,265662.32184,1867.2000000000116,106.55488000000001,311.2000000000003,0.0,11,1,1,2017-02-28,2017-02-27,False,1449.4451200000115,0.00545596797453636
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,7,2017-05-18,2017-05-17,298742.65966000006,29750.699999999983,198.63550000000004,347.6000000000005,0.0,61,9,11,2017-08-15,2017-08-14,False,29204.46449999998,0.09775793163667242
