model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
ZERO_CONFIRM_BAND_00,evaluation,BASE,1.231149616978957,28,456,204479.40000000005,15126.323539999812,189353.0764600002
ZERO_CONFIRM_BAND_00,evaluation,STRESS,1.1594340958351144,28,456,200126.50000000006,26649.59384000003,173476.90616000007
ZERO_CONFIRM_BAND_00,earlier_diagnostic,BASE,1.153341010746009,16,460,148148.2,9097.521580000091,139050.67841999984
ZERO_CONFIRM_BAND_00,earlier_diagnostic,STRESS,1.1552282893634758,16,466,156802.30000000002,16375.822239999985,140426.4777600001
ZERO_CONFIRM_BAND_05,evaluation,BASE,1.2299622526146123,28,456,203656.70000000004,14306.209599999811,189350.49040000053
ZERO_CONFIRM_BAND_05,evaluation,STRESS,1.1591243419001465,28,456,199485.20000000004,25712.669680000028,173772.5303199999
ZERO_CONFIRM_BAND_05,earlier_diagnostic,BASE,1.1830922110231477,16,460,150222.1,7814.005800000097,142408.09420000005
ZERO_CONFIRM_BAND_05,earlier_diagnostic,STRESS,1.1857947461198828,16,466,158860.3,14845.211759999982,144015.08823999995
ZERO_CONFIRM_BAND_15,evaluation,BASE,1.2329611842651458,28,456,204637.10000000006,13740.757639999832,190896.34236000042
ZERO_CONFIRM_BAND_15,evaluation,STRESS,1.1549573262471355,28,456,198424.50000000003,24648.24504000005,173776.25495999993
ZERO_CONFIRM_BAND_15,earlier_diagnostic,BASE,1.1925285680361395,16,460,153273.7,7430.839060000082,145842.86093999998
ZERO_CONFIRM_BAND_15,earlier_diagnostic,STRESS,1.1973085244168942,16,466,162227.4,14305.176879999977,147922.22312000004
ZERO_CONFIRM_BAND_20,evaluation,BASE,1.1862385786611815,28,462,212506.10000000003,13716.411159999821,198789.68884000048
ZERO_CONFIRM_BAND_20,evaluation,STRESS,1.1296238723269705,28,462,192921.00000000003,24297.929440000044,168623.07056000008
ZERO_CONFIRM_BAND_20,earlier_diagnostic,BASE,1.2275024834728505,16,460,159188.80000000002,7442.9187200000815,151745.8812799998
ZERO_CONFIRM_BAND_20,earlier_diagnostic,STRESS,1.2429768575810605,16,466,169804.30000000002,14375.85407999998,155428.44591999997
INTENT_MIX_BAND_00,evaluation,BASE,1.2405013820119346,43,614,200783.80000000005,14071.344739999828,186712.45526000008
INTENT_MIX_BAND_00,evaluation,STRESS,1.172798601324537,43,614,197000.30000000005,24855.000560000033,172145.2994400001
INTENT_MIX_BAND_00,earlier_diagnostic,BASE,1.184006405706422,24,523,142876.7,7676.701220000078,135199.99878000008
INTENT_MIX_BAND_00,earlier_diagnostic,STRESS,1.1873958854117022,24,529,151292.6,14298.706159999974,136993.89383999992
INTENT_MIX_BAND_05,evaluation,BASE,1.2270004722282442,43,614,200248.00000000003,13632.249439999829,186615.75056000036
INTENT_MIX_BAND_05,evaluation,STRESS,1.1595454205367524,43,614,196335.50000000003,24392.73892000003,171942.76108000026
INTENT_MIX_BAND_05,earlier_diagnostic,BASE,1.1898001501241597,24,523,143166.30000000002,7338.255180000082,135828.04481999978
INTENT_MIX_BAND_05,earlier_diagnostic,STRESS,1.1927811472391,24,529,151660.5,14023.917759999977,137636.5822399999
INTENT_MIX_BAND_15,evaluation,BASE,1.2158898079538398,43,614,198807.30000000002,13134.151099999837,185673.14890000044
INTENT_MIX_BAND_15,evaluation,STRESS,1.1497481985215112,43,614,194838.40000000005,23533.806800000046,171304.59320000018
INTENT_MIX_BAND_15,earlier_diagnostic,BASE,1.1847415289441052,24,523,144661.2,7179.379240000076,137481.82075999997
INTENT_MIX_BAND_15,earlier_diagnostic,STRESS,1.196578046978463,24,529,153991.70000000004,13791.363199999978,140200.3368
INTENT_MIX_BAND_20,evaluation,BASE,1.2229258968591001,43,614,201160.10000000003,13292.007699999827,187868.09230000008
INTENT_MIX_BAND_20,evaluation,STRESS,1.1575507211468796,43,614,197299.20000000004,23799.883120000042,173499.31688000017
INTENT_MIX_BAND_20,earlier_diagnostic,BASE,1.2509558955726625,24,523,149569.9,6809.068600000091,142760.83139999985
INTENT_MIX_BAND_20,earlier_diagnostic,STRESS,1.2401417226982454,24,529,155374.0,13070.205599999981,142303.79440000007
