period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-44562.833719999966,-39262.40000000002,-2686.6,596.9337200000002,2016.899999999856,-0.9685087900478642
evaluation,BASE,RETURN_RUNS_STATE,-22992.65603999977,-14479.800000000021,-4336.0,1023.7560400000001,3153.0999999997784,-0.6849110166427872
evaluation,BASE,BUY_HOLD,-31411.825319999887,-1428.2000000000517,-23764.4,1515.8253200000001,4703.399999999798,0.034583507611952224
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-47037.68727999984,-39706.40000000002,-2665.5,1174.4872799999998,3491.2999999999784,-0.989777904883573
evaluation,STRESS,RETURN_RUNS_STATE,-26920.703880000015,-15000.200000000026,-4329.599999999999,1994.40388,5596.500000000016,-0.7213781954340382
evaluation,STRESS,BUY_HOLD,-37259.58155999993,-2156.2000000000553,-23764.4,2970.08156,8368.900000000012,-0.04483756068087588
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-50509.70654000004,-46541.10000000008,-644.0000000000001,843.60654,2480.999999999922,-0.8665281648984702
earlier_diagnostic,BASE,RETURN_RUNS_STATE,-19931.51236000011,-16606.30000000006,-644.0000000000001,700.1123600000001,1981.099999999964,-0.4562392795301191
earlier_diagnostic,BASE,BUY_HOLD,-34157.427920000075,-11982.6000000001,-17063.199999999997,1305.42792,3806.199999999955,-0.12312747120843806
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-58578.18816000005,-51670.40000000009,-644.0000000000001,1638.7881600000005,4625.000000000002,-0.9692724703074374
earlier_diagnostic,STRESS,RETURN_RUNS_STATE,-22386.057280000125,-16522.40000000006,-644.0000000000001,1362.8572800000004,3856.8000000000557,-0.4784509951667848
earlier_diagnostic,STRESS,BUY_HOLD,-39373.91564000008,-12515.600000000095,-17063.199999999997,2557.0156400000005,7238.100000000015,-0.20319034165528665
