period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.32248289826714566,26,384,28434.59999999998,6595.361079999809,21839.23892000012
evaluation,STRESS,0.2420708696293518,26,384,27706.599999999977,11994.453080000001,15712.146920000087
earlier_diagnostic,BASE,0.155594514944114,24,361,13778.399999999918,5473.633679999949,8304.766319999937
earlier_diagnostic,STRESS,0.07451743252543784,24,361,13245.399999999923,10463.72716000001,2781.6728399999265
