period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,RETURN_LAG_STATE,384,40,39,0,0,0.14951331814525903
evaluation,STRESS,RETURN_LAG_STATE,384,40,39,0,0,0.14936491517133574
earlier_diagnostic,BASE,RETURN_LAG_STATE,361,38,40,0,0,0.20653396274816924
earlier_diagnostic,STRESS,RETURN_LAG_STATE,361,38,40,0,0,0.20659021650197515
