period,cost,block_days,replications,valid_sharpe_draws,net_sharpe_low,net_sharpe_high,cagr_excess_vs_buy_hold_low,cagr_excess_vs_buy_hold_high,sharpe_difference_vs139_low,sharpe_difference_vs139_high,sharpe_difference_vs140_low,sharpe_difference_vs140_high
evaluation,BASE,20,2000,2000,0.4834557213998568,1.9019646763438836,-0.12350308415015322,0.12262913745368288,-0.17136982669948653,0.22558328405806097,-0.04075543187162881,0.7953400481356707
evaluation,STRESS,20,2000,2000,0.42071418264016447,1.844464790230944,-0.12575856580228073,0.12078622352475273,-0.1750984387836669,0.21918833211056546,-0.01631547018004915,0.8518850352557872
evaluation,BASE,60,2000,2000,0.6151807754930506,1.8666954061771985,-0.1206662115597371,0.12066751136001015,-0.18418526133354665,0.2752073365917257,-0.05597658776503997,0.8620026753435738
evaluation,STRESS,60,2000,2000,0.5474096494904241,1.798491610189641,-0.12299105912349528,0.11877975202234493,-0.18877836271776394,0.2673888081772387,-0.03561619123738051,0.9221093441689415
earlier_diagnostic,BASE,20,2000,2000,0.14437596289252758,1.9853120044103465,-0.19427411557695354,0.18703177638765695,-0.02295180925300465,0.13547833885808336,-0.29215168463614266,0.04864926527448447
earlier_diagnostic,STRESS,20,2000,2000,0.1451078682994928,2.0064107276519145,-0.19243412581978936,0.18955620649621835,-0.03750640885357463,0.12644601098664038,-0.2724892692703942,0.06278023690903146
earlier_diagnostic,BASE,60,2000,2000,0.03960723327548466,1.9449521219429264,-0.18181343709997214,0.18706737414425,-0.03630849513520067,0.16091840808981137,-0.32777063749870206,0.0752889182112295
earlier_diagnostic,STRESS,60,2000,2000,0.04406803763427877,1.9637291897950362,-0.17793612777753193,0.189902401685836,-0.04833918342203799,0.148681503947923,-0.30632655546687065,0.08977278904568559
