date,factor_status,window_start,window_observations,high_age_trading_days,low_age_trading_days,aroon_up,aroon_down,raw_entry,raw_exit
2018-10-29,AROON_TIME_FACTORS_AVAILABLE,2018-09-14,26,18.0,6.0,28.0,76.0,0,True
2018-10-30,AROON_TIME_FACTORS_AVAILABLE,2018-09-17,26,19.0,7.0,24.0,72.0,0,True
2018-10-31,AROON_TIME_FACTORS_AVAILABLE,2018-09-18,26,20.0,8.0,20.0,68.0,0,True
2018-11-01,AROON_TIME_FACTORS_AVAILABLE,2018-09-19,26,21.0,9.0,16.0,64.0,0,True
2018-11-02,AROON_TIME_FACTORS_AVAILABLE,2018-09-20,26,22.0,10.0,12.0,60.0,0,True
2018-11-05,AROON_TIME_FACTORS_AVAILABLE,2018-09-21,26,23.0,11.0,8.0,56.0,0,True
2018-11-06,AROON_TIME_FACTORS_AVAILABLE,2018-09-25,26,24.0,12.0,4.0,52.0,0,True
2018-11-07,AROON_TIME_FACTORS_AVAILABLE,2018-09-26,26,25.0,13.0,0.0,48.0,0,True
2018-11-08,AROON_TIME_FACTORS_AVAILABLE,2018-09-27,26,24.0,14.0,4.0,44.0,0,True
2018-11-09,AROON_TIME_FACTORS_AVAILABLE,2018-09-28,26,25.0,15.0,0.0,40.0,0,True
2018-11-12,AROON_TIME_FACTORS_AVAILABLE,2018-10-08,26,25.0,16.0,0.0,36.0,0,True
2018-11-13,AROON_TIME_FACTORS_AVAILABLE,2018-10-09,26,7.0,17.0,72.0,32.0,0,False
2018-11-14,AROON_TIME_FACTORS_AVAILABLE,2018-10-10,26,8.0,18.0,68.0,28.0,0,False
2018-11-15,AROON_TIME_FACTORS_AVAILABLE,2018-10-11,26,9.0,19.0,64.0,24.0,0,False
2018-11-16,AROON_TIME_FACTORS_AVAILABLE,2018-10-12,26,10.0,20.0,60.0,20.0,0,False
2018-11-19,AROON_TIME_FACTORS_AVAILABLE,2018-10-15,26,11.0,21.0,56.0,16.0,0,False
2018-11-20,AROON_TIME_FACTORS_AVAILABLE,2018-10-16,26,12.0,22.0,52.0,12.0,0,False
2018-11-21,AROON_TIME_FACTORS_AVAILABLE,2018-10-17,26,13.0,23.0,48.0,8.0,0,False
2018-11-22,AROON_TIME_FACTORS_AVAILABLE,2018-10-18,26,14.0,24.0,44.0,4.0,0,False
2018-11-23,AROON_TIME_FACTORS_AVAILABLE,2018-10-19,26,15.0,25.0,40.0,0.0,0,False
2018-11-26,AROON_TIME_FACTORS_AVAILABLE,2018-10-22,26,16.0,19.0,36.0,24.0,0,False
2018-11-27,AROON_TIME_FACTORS_AVAILABLE,2018-10-23,26,17.0,20.0,32.0,20.0,0,False
2018-11-28,AROON_TIME_FACTORS_AVAILABLE,2018-10-24,26,18.0,21.0,28.0,16.0,0,False
2018-11-29,AROON_TIME_FACTORS_AVAILABLE,2018-10-25,26,19.0,22.0,24.0,12.0,0,False
2018-11-30,AROON_TIME_FACTORS_AVAILABLE,2018-10-26,26,20.0,23.0,20.0,8.0,0,False
2018-12-03,AROON_TIME_FACTORS_AVAILABLE,2018-10-29,26,21.0,24.0,16.0,4.0,0,False
2018-12-04,AROON_TIME_FACTORS_AVAILABLE,2018-10-30,26,22.0,25.0,12.0,0.0,0,False
2018-12-05,AROON_TIME_FACTORS_AVAILABLE,2018-10-31,26,23.0,25.0,8.0,0.0,0,False
2018-12-06,AROON_TIME_FACTORS_AVAILABLE,2018-11-01,26,24.0,8.0,4.0,68.0,0,True
2018-12-07,AROON_TIME_FACTORS_AVAILABLE,2018-11-02,26,25.0,9.0,0.0,64.0,0,True
2018-12-10,AROON_TIME_FACTORS_AVAILABLE,2018-11-05,26,15.0,10.0,40.0,60.0,0,True
2018-12-11,AROON_TIME_FACTORS_AVAILABLE,2018-11-06,26,16.0,11.0,36.0,56.0,0,True
2018-12-12,AROON_TIME_FACTORS_AVAILABLE,2018-11-07,26,17.0,12.0,32.0,52.0,0,True
2018-12-13,AROON_TIME_FACTORS_AVAILABLE,2018-11-08,26,18.0,13.0,28.0,48.0,0,True
2018-12-14,AROON_TIME_FACTORS_AVAILABLE,2018-11-09,26,19.0,14.0,24.0,44.0,0,True
2018-12-17,AROON_TIME_FACTORS_AVAILABLE,2018-11-12,26,20.0,15.0,20.0,40.0,0,True
2018-12-18,AROON_TIME_FACTORS_AVAILABLE,2018-11-13,26,21.0,0.0,16.0,100.0,0,True
2018-12-19,AROON_TIME_FACTORS_AVAILABLE,2018-11-14,26,22.0,0.0,12.0,100.0,0,True
2018-12-20,AROON_TIME_FACTORS_AVAILABLE,2018-11-15,26,23.0,0.0,8.0,100.0,0,True
2018-12-21,AROON_TIME_FACTORS_AVAILABLE,2018-11-16,26,24.0,0.0,4.0,100.0,0,True
2018-12-24,AROON_TIME_FACTORS_AVAILABLE,2018-11-19,26,25.0,0.0,0.0,100.0,0,True
2018-12-25,AROON_TIME_FACTORS_AVAILABLE,2018-11-20,26,16.0,0.0,36.0,100.0,0,True
2018-12-26,AROON_TIME_FACTORS_AVAILABLE,2018-11-21,26,17.0,1.0,32.0,96.0,0,True
2018-12-27,AROON_TIME_FACTORS_AVAILABLE,2018-11-22,26,18.0,2.0,28.0,92.0,0,True
2018-12-28,AROON_TIME_FACTORS_AVAILABLE,2018-11-23,26,19.0,3.0,24.0,88.0,0,True
2019-01-02,AROON_TIME_FACTORS_AVAILABLE,2018-11-26,26,20.0,0.0,20.0,100.0,0,True
2019-01-03,AROON_TIME_FACTORS_AVAILABLE,2018-11-27,26,21.0,1.0,16.0,96.0,0,True
2019-01-04,AROON_TIME_FACTORS_AVAILABLE,2018-11-28,26,22.0,0.0,12.0,100.0,0,True
2019-01-07,AROON_TIME_FACTORS_AVAILABLE,2018-11-29,26,23.0,1.0,8.0,96.0,0,True
2019-01-08,AROON_TIME_FACTORS_AVAILABLE,2018-11-30,26,24.0,2.0,4.0,92.0,0,True
2019-01-09,AROON_TIME_FACTORS_AVAILABLE,2018-12-03,26,25.0,3.0,0.0,88.0,0,True
2019-01-10,AROON_TIME_FACTORS_AVAILABLE,2018-12-04,26,25.0,4.0,0.0,84.0,0,True
2019-01-11,AROON_TIME_FACTORS_AVAILABLE,2018-12-05,26,25.0,5.0,0.0,80.0,0,True
2019-01-14,AROON_TIME_FACTORS_AVAILABLE,2018-12-06,26,20.0,6.0,20.0,76.0,0,True
2019-01-15,AROON_TIME_FACTORS_AVAILABLE,2018-12-07,26,21.0,7.0,16.0,72.0,0,True
2019-01-16,AROON_TIME_FACTORS_AVAILABLE,2018-12-10,26,22.0,8.0,12.0,68.0,0,True
2019-01-17,AROON_TIME_FACTORS_AVAILABLE,2018-12-11,26,23.0,9.0,8.0,64.0,0,True
2019-01-18,AROON_TIME_FACTORS_AVAILABLE,2018-12-12,26,24.0,10.0,4.0,60.0,0,True
2019-01-21,AROON_TIME_FACTORS_AVAILABLE,2018-12-13,26,25.0,11.0,0.0,56.0,0,True
2019-01-22,AROON_TIME_FACTORS_AVAILABLE,2018-12-14,26,25.0,12.0,0.0,52.0,0,True
2019-01-23,AROON_TIME_FACTORS_AVAILABLE,2018-12-17,26,2.0,13.0,92.0,48.0,0,False
2019-01-24,AROON_TIME_FACTORS_AVAILABLE,2018-12-18,26,3.0,14.0,88.0,44.0,0,False
2019-01-25,AROON_TIME_FACTORS_AVAILABLE,2018-12-19,26,0.0,15.0,100.0,40.0,0,False
2019-01-28,AROON_TIME_FACTORS_AVAILABLE,2018-12-20,26,0.0,16.0,100.0,36.0,0,False
2019-01-29,AROON_TIME_FACTORS_AVAILABLE,2018-12-21,26,1.0,17.0,96.0,32.0,0,False
2019-01-30,AROON_TIME_FACTORS_AVAILABLE,2018-12-24,26,2.0,18.0,92.0,28.0,1,False
2019-01-31,AROON_TIME_FACTORS_AVAILABLE,2018-12-25,26,3.0,19.0,88.0,24.0,1,False
2019-02-01,AROON_TIME_FACTORS_AVAILABLE,2018-12-26,26,0.0,20.0,100.0,20.0,1,False
2019-02-11,AROON_TIME_FACTORS_AVAILABLE,2018-12-27,26,0.0,21.0,100.0,16.0,1,False
2019-02-12,AROON_TIME_FACTORS_AVAILABLE,2018-12-28,26,0.0,22.0,100.0,12.0,1,False
2019-02-13,AROON_TIME_FACTORS_AVAILABLE,2019-01-02,26,0.0,23.0,100.0,8.0,1,False
2019-02-14,AROON_TIME_FACTORS_AVAILABLE,2019-01-03,26,0.0,24.0,100.0,4.0,1,False
2019-02-15,AROON_TIME_FACTORS_AVAILABLE,2019-01-04,26,1.0,25.0,96.0,0.0,1,False
2019-02-18,AROON_TIME_FACTORS_AVAILABLE,2019-01-07,26,0.0,25.0,100.0,0.0,1,False
2019-02-19,AROON_TIME_FACTORS_AVAILABLE,2019-01-08,26,0.0,25.0,100.0,0.0,1,False
2019-02-20,AROON_TIME_FACTORS_AVAILABLE,2019-01-09,26,1.0,24.0,96.0,4.0,1,False
2019-02-21,AROON_TIME_FACTORS_AVAILABLE,2019-01-10,26,0.0,25.0,100.0,0.0,1,False
2019-02-22,AROON_TIME_FACTORS_AVAILABLE,2019-01-11,26,0.0,24.0,100.0,4.0,1,False
2019-02-25,AROON_TIME_FACTORS_AVAILABLE,2019-01-14,26,0.0,25.0,100.0,0.0,1,False
2019-02-26,AROON_TIME_FACTORS_AVAILABLE,2019-01-15,26,1.0,25.0,96.0,0.0,1,False
2019-02-27,AROON_TIME_FACTORS_AVAILABLE,2019-01-16,26,2.0,24.0,92.0,4.0,1,False
2019-02-28,AROON_TIME_FACTORS_AVAILABLE,2019-01-17,26,3.0,25.0,88.0,0.0,1,False
2019-03-01,AROON_TIME_FACTORS_AVAILABLE,2019-01-18,26,4.0,21.0,84.0,16.0,1,False
2019-03-04,AROON_TIME_FACTORS_AVAILABLE,2019-01-21,26,0.0,22.0,100.0,12.0,1,False
2019-03-05,AROON_TIME_FACTORS_AVAILABLE,2019-01-22,26,1.0,23.0,96.0,8.0,1,False
2019-03-06,AROON_TIME_FACTORS_AVAILABLE,2019-01-23,26,2.0,24.0,92.0,4.0,1,False
2019-03-07,AROON_TIME_FACTORS_AVAILABLE,2019-01-24,26,3.0,25.0,88.0,0.0,1,False
2019-03-08,AROON_TIME_FACTORS_AVAILABLE,2019-01-25,26,4.0,23.0,84.0,8.0,1,False
2019-03-11,AROON_TIME_FACTORS_AVAILABLE,2019-01-28,26,5.0,24.0,80.0,4.0,1,False
2019-03-12,AROON_TIME_FACTORS_AVAILABLE,2019-01-29,26,6.0,25.0,76.0,0.0,1,False
2019-03-13,AROON_TIME_FACTORS_AVAILABLE,2019-01-30,26,7.0,25.0,72.0,0.0,1,False
2019-03-14,AROON_TIME_FACTORS_AVAILABLE,2019-01-31,26,8.0,25.0,68.0,0.0,0,False
2019-03-15,AROON_TIME_FACTORS_AVAILABLE,2019-02-01,26,9.0,25.0,64.0,0.0,0,False
2019-03-18,AROON_TIME_FACTORS_AVAILABLE,2019-02-11,26,10.0,25.0,60.0,0.0,0,False
2019-03-19,AROON_TIME_FACTORS_AVAILABLE,2019-02-12,26,11.0,25.0,56.0,0.0,0,False
2019-03-20,AROON_TIME_FACTORS_AVAILABLE,2019-02-13,26,12.0,25.0,52.0,0.0,0,False
2019-03-21,AROON_TIME_FACTORS_AVAILABLE,2019-02-14,26,13.0,24.0,48.0,4.0,0,False
2019-03-22,AROON_TIME_FACTORS_AVAILABLE,2019-02-15,26,14.0,25.0,44.0,0.0,0,False
2019-03-25,AROON_TIME_FACTORS_AVAILABLE,2019-02-18,26,15.0,25.0,40.0,0.0,0,False
2019-03-26,AROON_TIME_FACTORS_AVAILABLE,2019-02-19,26,16.0,22.0,36.0,12.0,0,False
2019-03-27,AROON_TIME_FACTORS_AVAILABLE,2019-02-20,26,17.0,23.0,32.0,8.0,0,False
2019-03-28,AROON_TIME_FACTORS_AVAILABLE,2019-02-21,26,18.0,24.0,28.0,4.0,0,False
2019-03-29,AROON_TIME_FACTORS_AVAILABLE,2019-02-22,26,0.0,25.0,100.0,0.0,1,False
2019-04-01,AROON_TIME_FACTORS_AVAILABLE,2019-02-25,26,0.0,25.0,100.0,0.0,1,False
2019-04-02,AROON_TIME_FACTORS_AVAILABLE,2019-02-26,26,0.0,24.0,100.0,4.0,1,False
2019-04-03,AROON_TIME_FACTORS_AVAILABLE,2019-02-27,26,0.0,25.0,100.0,0.0,1,False
2019-04-04,AROON_TIME_FACTORS_AVAILABLE,2019-02-28,26,0.0,25.0,100.0,0.0,1,False
2019-04-08,AROON_TIME_FACTORS_AVAILABLE,2019-03-01,26,0.0,19.0,100.0,24.0,1,False
2019-04-09,AROON_TIME_FACTORS_AVAILABLE,2019-03-04,26,1.0,20.0,96.0,20.0,1,False
2019-04-10,AROON_TIME_FACTORS_AVAILABLE,2019-03-05,26,2.0,21.0,92.0,16.0,1,False
2019-04-11,AROON_TIME_FACTORS_AVAILABLE,2019-03-06,26,3.0,22.0,88.0,12.0,1,False
2019-04-12,AROON_TIME_FACTORS_AVAILABLE,2019-03-07,26,4.0,23.0,84.0,8.0,1,False
2019-04-15,AROON_TIME_FACTORS_AVAILABLE,2019-03-08,26,5.0,24.0,80.0,4.0,1,False
2019-04-16,AROON_TIME_FACTORS_AVAILABLE,2019-03-11,26,6.0,25.0,76.0,0.0,1,False
2019-04-17,AROON_TIME_FACTORS_AVAILABLE,2019-03-12,26,7.0,23.0,72.0,8.0,1,False
2019-04-18,AROON_TIME_FACTORS_AVAILABLE,2019-03-13,26,8.0,24.0,68.0,4.0,0,False
2019-04-19,AROON_TIME_FACTORS_AVAILABLE,2019-03-14,26,9.0,25.0,64.0,0.0,0,False
2019-04-22,AROON_TIME_FACTORS_AVAILABLE,2019-03-15,26,10.0,18.0,60.0,28.0,0,False
2019-04-23,AROON_TIME_FACTORS_AVAILABLE,2019-03-18,26,11.0,19.0,56.0,24.0,0,False
2019-04-24,AROON_TIME_FACTORS_AVAILABLE,2019-03-19,26,12.0,20.0,52.0,20.0,0,False
2019-04-25,AROON_TIME_FACTORS_AVAILABLE,2019-03-20,26,13.0,21.0,48.0,16.0,0,False
2019-04-26,AROON_TIME_FACTORS_AVAILABLE,2019-03-21,26,14.0,22.0,44.0,12.0,0,False
2019-04-29,AROON_TIME_FACTORS_AVAILABLE,2019-03-22,26,15.0,23.0,40.0,8.0,0,False
2019-04-30,AROON_TIME_FACTORS_AVAILABLE,2019-03-25,26,16.0,24.0,36.0,4.0,0,False
2019-05-06,AROON_TIME_FACTORS_AVAILABLE,2019-03-26,26,17.0,0.0,32.0,100.0,0,True
2019-05-07,AROON_TIME_FACTORS_AVAILABLE,2019-03-27,26,18.0,1.0,28.0,96.0,0,True
2019-05-08,AROON_TIME_FACTORS_AVAILABLE,2019-03-28,26,19.0,2.0,24.0,92.0,0,True
2019-05-09,AROON_TIME_FACTORS_AVAILABLE,2019-03-29,26,20.0,0.0,20.0,100.0,0,True
2019-05-10,AROON_TIME_FACTORS_AVAILABLE,2019-04-01,26,21.0,1.0,16.0,96.0,0,True
2019-05-13,AROON_TIME_FACTORS_AVAILABLE,2019-04-02,26,22.0,2.0,12.0,92.0,0,True
2019-05-14,AROON_TIME_FACTORS_AVAILABLE,2019-04-03,26,23.0,3.0,8.0,88.0,0,True
2019-05-15,AROON_TIME_FACTORS_AVAILABLE,2019-04-04,26,24.0,4.0,4.0,84.0,0,True
2019-05-16,AROON_TIME_FACTORS_AVAILABLE,2019-04-08,26,25.0,5.0,0.0,80.0,0,True
2019-05-17,AROON_TIME_FACTORS_AVAILABLE,2019-04-09,26,16.0,6.0,36.0,76.0,0,True
2019-05-20,AROON_TIME_FACTORS_AVAILABLE,2019-04-10,26,17.0,7.0,32.0,72.0,0,True
2019-05-21,AROON_TIME_FACTORS_AVAILABLE,2019-04-11,26,18.0,8.0,28.0,68.0,0,True
2019-05-22,AROON_TIME_FACTORS_AVAILABLE,2019-04-12,26,19.0,9.0,24.0,64.0,0,True
2019-05-23,AROON_TIME_FACTORS_AVAILABLE,2019-04-15,26,20.0,10.0,20.0,60.0,0,True
2019-05-24,AROON_TIME_FACTORS_AVAILABLE,2019-04-16,26,21.0,11.0,16.0,56.0,0,True
2019-05-27,AROON_TIME_FACTORS_AVAILABLE,2019-04-17,26,22.0,0.0,12.0,100.0,0,True
2019-05-28,AROON_TIME_FACTORS_AVAILABLE,2019-04-18,26,23.0,1.0,8.0,96.0,0,True
2019-05-29,AROON_TIME_FACTORS_AVAILABLE,2019-04-19,26,24.0,2.0,4.0,92.0,0,True
2019-05-30,AROON_TIME_FACTORS_AVAILABLE,2019-04-22,26,25.0,3.0,0.0,88.0,0,True
2019-05-31,AROON_TIME_FACTORS_AVAILABLE,2019-04-23,26,25.0,4.0,0.0,84.0,0,True
2019-06-03,AROON_TIME_FACTORS_AVAILABLE,2019-04-24,26,25.0,5.0,0.0,80.0,0,True
2019-06-04,AROON_TIME_FACTORS_AVAILABLE,2019-04-25,26,25.0,6.0,0.0,76.0,0,True
2019-06-05,AROON_TIME_FACTORS_AVAILABLE,2019-04-26,26,24.0,7.0,4.0,72.0,0,True
2019-06-06,AROON_TIME_FACTORS_AVAILABLE,2019-04-29,26,25.0,8.0,0.0,68.0,0,True
2019-06-10,AROON_TIME_FACTORS_AVAILABLE,2019-04-30,26,25.0,9.0,0.0,64.0,0,True
2019-06-11,AROON_TIME_FACTORS_AVAILABLE,2019-05-06,26,25.0,10.0,0.0,60.0,0,True
2019-06-12,AROON_TIME_FACTORS_AVAILABLE,2019-05-07,26,19.0,11.0,24.0,56.0,0,True
2019-06-13,AROON_TIME_FACTORS_AVAILABLE,2019-05-08,26,20.0,12.0,20.0,52.0,0,True
2019-06-14,AROON_TIME_FACTORS_AVAILABLE,2019-05-09,26,21.0,13.0,16.0,48.0,0,True
2019-06-17,AROON_TIME_FACTORS_AVAILABLE,2019-05-10,26,22.0,14.0,12.0,44.0,0,True
2019-06-18,AROON_TIME_FACTORS_AVAILABLE,2019-05-13,26,23.0,15.0,8.0,40.0,0,True
2019-06-19,AROON_TIME_FACTORS_AVAILABLE,2019-05-14,26,0.0,16.0,100.0,36.0,0,False
2019-06-20,AROON_TIME_FACTORS_AVAILABLE,2019-05-15,26,0.0,17.0,100.0,32.0,0,False
2019-06-21,AROON_TIME_FACTORS_AVAILABLE,2019-05-16,26,0.0,18.0,100.0,28.0,1,False
2019-06-24,AROON_TIME_FACTORS_AVAILABLE,2019-05-17,26,1.0,19.0,96.0,24.0,1,False
2019-06-25,AROON_TIME_FACTORS_AVAILABLE,2019-05-20,26,2.0,20.0,92.0,20.0,1,False
2019-06-26,AROON_TIME_FACTORS_AVAILABLE,2019-05-21,26,3.0,21.0,88.0,16.0,1,False
2019-06-27,AROON_TIME_FACTORS_AVAILABLE,2019-05-22,26,0.0,22.0,100.0,12.0,1,False
2019-06-28,AROON_TIME_FACTORS_AVAILABLE,2019-05-23,26,1.0,23.0,96.0,8.0,1,False
2019-07-01,AROON_TIME_FACTORS_AVAILABLE,2019-05-24,26,0.0,24.0,100.0,4.0,1,False
2019-07-02,AROON_TIME_FACTORS_AVAILABLE,2019-05-27,26,0.0,25.0,100.0,0.0,1,False
2019-07-03,AROON_TIME_FACTORS_AVAILABLE,2019-05-28,26,1.0,18.0,96.0,28.0,1,False
2019-07-04,AROON_TIME_FACTORS_AVAILABLE,2019-05-29,26,2.0,19.0,92.0,24.0,1,False
2019-07-05,AROON_TIME_FACTORS_AVAILABLE,2019-05-30,26,3.0,20.0,88.0,20.0,1,False
2019-07-08,AROON_TIME_FACTORS_AVAILABLE,2019-05-31,26,4.0,21.0,84.0,16.0,1,False
2019-07-09,AROON_TIME_FACTORS_AVAILABLE,2019-06-03,26,5.0,22.0,80.0,12.0,1,False
2019-07-10,AROON_TIME_FACTORS_AVAILABLE,2019-06-04,26,6.0,23.0,76.0,8.0,1,False
2019-07-11,AROON_TIME_FACTORS_AVAILABLE,2019-06-05,26,7.0,24.0,72.0,4.0,1,False
2019-07-12,AROON_TIME_FACTORS_AVAILABLE,2019-06-06,26,8.0,25.0,68.0,0.0,0,False
2019-07-15,AROON_TIME_FACTORS_AVAILABLE,2019-06-10,26,9.0,25.0,64.0,0.0,0,False
2019-07-16,AROON_TIME_FACTORS_AVAILABLE,2019-06-11,26,10.0,25.0,60.0,0.0,0,False
2019-07-17,AROON_TIME_FACTORS_AVAILABLE,2019-06-12,26,11.0,21.0,56.0,16.0,0,False
2019-07-18,AROON_TIME_FACTORS_AVAILABLE,2019-06-13,26,12.0,22.0,52.0,12.0,0,False
2019-07-19,AROON_TIME_FACTORS_AVAILABLE,2019-06-14,26,13.0,23.0,48.0,8.0,0,False
2019-07-22,AROON_TIME_FACTORS_AVAILABLE,2019-06-17,26,14.0,24.0,44.0,4.0,0,False
2019-07-23,AROON_TIME_FACTORS_AVAILABLE,2019-06-18,26,15.0,25.0,40.0,0.0,0,False
2019-07-24,AROON_TIME_FACTORS_AVAILABLE,2019-06-19,26,16.0,24.0,36.0,4.0,0,False
2019-07-25,AROON_TIME_FACTORS_AVAILABLE,2019-06-20,26,17.0,25.0,32.0,0.0,0,False
2019-07-26,AROON_TIME_FACTORS_AVAILABLE,2019-06-21,26,18.0,23.0,28.0,8.0,0,False
2019-07-29,AROON_TIME_FACTORS_AVAILABLE,2019-06-24,26,19.0,24.0,24.0,4.0,0,False
2019-07-30,AROON_TIME_FACTORS_AVAILABLE,2019-06-25,26,20.0,25.0,20.0,0.0,0,False
2019-07-31,AROON_TIME_FACTORS_AVAILABLE,2019-06-26,26,21.0,12.0,16.0,52.0,0,True
2019-08-01,AROON_TIME_FACTORS_AVAILABLE,2019-06-27,26,22.0,13.0,12.0,48.0,0,True
2019-08-02,AROON_TIME_FACTORS_AVAILABLE,2019-06-28,26,23.0,0.0,8.0,100.0,0,True
2019-08-05,AROON_TIME_FACTORS_AVAILABLE,2019-07-01,26,24.0,0.0,4.0,100.0,0,True
2019-08-06,AROON_TIME_FACTORS_AVAILABLE,2019-07-02,26,25.0,0.0,0.0,100.0,0,True
2019-08-07,AROON_TIME_FACTORS_AVAILABLE,2019-07-03,26,25.0,1.0,0.0,96.0,0,True
2019-08-08,AROON_TIME_FACTORS_AVAILABLE,2019-07-04,26,7.0,2.0,72.0,92.0,0,True
2019-08-09,AROON_TIME_FACTORS_AVAILABLE,2019-07-05,26,8.0,3.0,68.0,88.0,0,True
2019-08-12,AROON_TIME_FACTORS_AVAILABLE,2019-07-08,26,9.0,4.0,64.0,84.0,0,True
2019-08-13,AROON_TIME_FACTORS_AVAILABLE,2019-07-09,26,10.0,5.0,60.0,80.0,0,True
2019-08-14,AROON_TIME_FACTORS_AVAILABLE,2019-07-10,26,11.0,6.0,56.0,76.0,0,True
2019-08-15,AROON_TIME_FACTORS_AVAILABLE,2019-07-11,26,12.0,7.0,52.0,72.0,0,True
2019-08-16,AROON_TIME_FACTORS_AVAILABLE,2019-07-12,26,13.0,8.0,48.0,68.0,0,True
2019-08-19,AROON_TIME_FACTORS_AVAILABLE,2019-07-15,26,14.0,9.0,44.0,64.0,0,True
2019-08-20,AROON_TIME_FACTORS_AVAILABLE,2019-07-16,26,15.0,10.0,40.0,60.0,0,True
2019-08-21,AROON_TIME_FACTORS_AVAILABLE,2019-07-17,26,16.0,11.0,36.0,56.0,0,True
2019-08-22,AROON_TIME_FACTORS_AVAILABLE,2019-07-18,26,17.0,12.0,32.0,52.0,0,True
2019-08-23,AROON_TIME_FACTORS_AVAILABLE,2019-07-19,26,18.0,13.0,28.0,48.0,0,True
2019-08-26,AROON_TIME_FACTORS_AVAILABLE,2019-07-22,26,19.0,14.0,24.0,44.0,0,True
2019-08-27,AROON_TIME_FACTORS_AVAILABLE,2019-07-23,26,20.0,15.0,20.0,40.0,0,True
2019-08-28,AROON_TIME_FACTORS_AVAILABLE,2019-07-24,26,21.0,16.0,16.0,36.0,0,True
2019-08-29,AROON_TIME_FACTORS_AVAILABLE,2019-07-25,26,22.0,17.0,12.0,32.0,0,True
2019-08-30,AROON_TIME_FACTORS_AVAILABLE,2019-07-26,26,23.0,18.0,8.0,28.0,0,True
2019-09-02,AROON_TIME_FACTORS_AVAILABLE,2019-07-29,26,24.0,19.0,4.0,24.0,0,True
2019-09-03,AROON_TIME_FACTORS_AVAILABLE,2019-07-30,26,25.0,20.0,0.0,20.0,0,True
2019-09-04,AROON_TIME_FACTORS_AVAILABLE,2019-07-31,26,0.0,21.0,100.0,16.0,1,False
2019-09-05,AROON_TIME_FACTORS_AVAILABLE,2019-08-01,26,0.0,22.0,100.0,12.0,1,False
2019-09-06,AROON_TIME_FACTORS_AVAILABLE,2019-08-02,26,1.0,23.0,96.0,8.0,1,False
2019-09-09,AROON_TIME_FACTORS_AVAILABLE,2019-08-05,26,0.0,24.0,100.0,4.0,1,False
2019-09-10,AROON_TIME_FACTORS_AVAILABLE,2019-08-06,26,1.0,25.0,96.0,0.0,1,False
2019-09-11,AROON_TIME_FACTORS_AVAILABLE,2019-08-07,26,2.0,25.0,92.0,0.0,1,False
2019-09-12,AROON_TIME_FACTORS_AVAILABLE,2019-08-08,26,3.0,20.0,88.0,20.0,1,False
2019-09-16,AROON_TIME_FACTORS_AVAILABLE,2019-08-09,26,4.0,21.0,84.0,16.0,1,False
2019-09-17,AROON_TIME_FACTORS_AVAILABLE,2019-08-12,26,5.0,22.0,80.0,12.0,1,False
2019-09-18,AROON_TIME_FACTORS_AVAILABLE,2019-08-13,26,6.0,23.0,76.0,8.0,1,False
2019-09-19,AROON_TIME_FACTORS_AVAILABLE,2019-08-14,26,7.0,24.0,72.0,4.0,1,False
2019-09-20,AROON_TIME_FACTORS_AVAILABLE,2019-08-15,26,8.0,25.0,68.0,0.0,0,False
2019-09-23,AROON_TIME_FACTORS_AVAILABLE,2019-08-16,26,9.0,25.0,64.0,0.0,0,False
2019-09-24,AROON_TIME_FACTORS_AVAILABLE,2019-08-19,26,10.0,25.0,60.0,0.0,0,False
2019-09-25,AROON_TIME_FACTORS_AVAILABLE,2019-08-20,26,11.0,21.0,56.0,16.0,0,False
2019-09-26,AROON_TIME_FACTORS_AVAILABLE,2019-08-21,26,12.0,22.0,52.0,12.0,0,False
2019-09-27,AROON_TIME_FACTORS_AVAILABLE,2019-08-22,26,13.0,23.0,48.0,8.0,0,False
2019-09-30,AROON_TIME_FACTORS_AVAILABLE,2019-08-23,26,14.0,24.0,44.0,4.0,0,False
2019-10-08,AROON_TIME_FACTORS_AVAILABLE,2019-08-26,26,15.0,25.0,40.0,0.0,0,False
2019-10-09,AROON_TIME_FACTORS_AVAILABLE,2019-08-27,26,16.0,23.0,36.0,8.0,0,False
2019-10-10,AROON_TIME_FACTORS_AVAILABLE,2019-08-28,26,17.0,24.0,32.0,4.0,0,False
2019-10-11,AROON_TIME_FACTORS_AVAILABLE,2019-08-29,26,18.0,25.0,28.0,0.0,0,False
2019-10-14,AROON_TIME_FACTORS_AVAILABLE,2019-08-30,26,19.0,25.0,24.0,0.0,0,False
2019-10-15,AROON_TIME_FACTORS_AVAILABLE,2019-09-02,26,20.0,25.0,20.0,0.0,0,False
2019-10-16,AROON_TIME_FACTORS_AVAILABLE,2019-09-03,26,21.0,5.0,16.0,80.0,0,True
2019-10-17,AROON_TIME_FACTORS_AVAILABLE,2019-09-04,26,22.0,6.0,12.0,76.0,0,True
2019-10-18,AROON_TIME_FACTORS_AVAILABLE,2019-09-05,26,23.0,7.0,8.0,72.0,0,True
2019-10-21,AROON_TIME_FACTORS_AVAILABLE,2019-09-06,26,24.0,8.0,4.0,68.0,0,True
2019-10-22,AROON_TIME_FACTORS_AVAILABLE,2019-09-09,26,25.0,9.0,0.0,64.0,0,True
2019-10-23,AROON_TIME_FACTORS_AVAILABLE,2019-09-10,26,7.0,10.0,72.0,60.0,0,False
