period,cost,cycles,losing_cycles,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,24,17,0.007143767600000693,0.001074545718968974,0.006850756297946778,0.10747867835418766,0.06374060793128328,-0.22980712149908203,1604,0.3886631713334467,48,1928.5464800000002,5887.2000000000535,False,2.9601210371765774e-11
evaluation,STRESS,24,17,-0.025519305800002362,-0.0038925528230561368,0.001888444988362686,0.10758039485601323,0.017553802353023534,-0.23851339051560821,1604,0.3885890165038751,48,3793.3611600000004,10374.300000000081,False,3.362288225616794e-11
earlier_diagnostic,BASE,21,12,0.31666324260000134,0.05613278284191707,0.06490870386317422,0.14296667445320949,0.4540128257961104,-0.19949448962658525,1219,0.44137016757878894,42,2031.55148,5938.9000000000615,False,1.0905409908446018e-10
earlier_diagnostic,STRESS,21,12,0.27600670539999794,0.04957695534865192,0.058688094974486044,0.14301721867190764,0.4103568473745877,-0.2094073103192018,1219,0.4414186561664606,42,3997.95892,11331.400000000043,False,6.116351869422942e-11
