date,independent_high_age,independent_low_age,independent_up,independent_down
2018-07-16,23,6,8.0,76.0
2018-07-17,24,7,4.0,72.0
2018-07-18,25,8,0.0,68.0
2018-07-19,25,9,0.0,64.0
2018-07-20,25,10,0.0,60.0
2018-07-23,25,11,0.0,56.0
2018-07-24,25,12,0.0,52.0
2018-07-25,24,13,4.0,48.0
2018-07-26,25,14,0.0,44.0
2018-07-27,3,15,88.0,40.0
2018-07-30,4,16,84.0,36.0
2018-07-31,5,17,80.0,32.0
2018-08-01,6,18,76.0,28.0
2018-08-02,7,19,72.0,24.0
2018-08-03,8,20,68.0,20.0
2018-08-06,9,0,64.0,100.0
2018-08-07,10,1,60.0,96.0
2018-08-08,11,2,56.0,92.0
2018-08-09,12,3,52.0,88.0
2018-08-10,13,4,48.0,84.0
2018-08-13,14,5,44.0,80.0
2018-08-14,15,6,40.0,76.0
2018-08-15,16,7,36.0,72.0
2018-08-16,17,0,32.0,100.0
2018-08-17,18,0,28.0,100.0
2018-08-20,19,0,24.0,100.0
2018-08-21,20,1,20.0,96.0
2018-08-22,21,2,16.0,92.0
2018-08-23,22,3,12.0,88.0
2018-08-24,23,4,8.0,84.0
2018-08-27,24,5,4.0,80.0
2018-08-28,25,6,0.0,76.0
2018-08-29,24,7,4.0,72.0
2018-08-30,25,8,0.0,68.0
2018-08-31,22,9,12.0,64.0
2018-09-03,23,10,8.0,60.0
2018-09-04,24,11,4.0,56.0
2018-09-05,25,12,0.0,52.0
2018-09-06,25,13,0.0,48.0
2018-09-07,8,14,68.0,44.0
2018-09-10,9,15,64.0,40.0
2018-09-11,10,16,60.0,36.0
2018-09-12,11,0,56.0,100.0
2018-09-13,12,0,52.0,100.0
2018-09-14,13,1,48.0,96.0
2018-09-17,14,2,44.0,92.0
2018-09-18,15,3,40.0,88.0
2018-09-19,16,4,36.0,84.0
2018-09-20,17,5,32.0,80.0
2018-09-21,0,6,100.0,76.0
2018-09-25,1,7,96.0,72.0
2018-09-26,0,8,100.0,68.0
2018-09-27,1,9,96.0,64.0
2018-09-28,2,10,92.0,60.0
2018-10-08,3,11,88.0,56.0
2018-10-09,4,12,84.0,52.0
2018-10-10,5,13,80.0,48.0
2018-10-11,6,0,76.0,100.0
2018-10-12,7,1,72.0,96.0
2018-10-15,8,2,68.0,92.0
2018-10-16,9,3,64.0,88.0
2018-10-17,10,0,60.0,100.0
2018-10-18,11,0,56.0,100.0
2018-10-19,12,0,52.0,100.0
2018-10-22,13,1,48.0,96.0
2018-10-23,14,2,44.0,92.0
2018-10-24,15,3,40.0,88.0
2018-10-25,16,4,36.0,84.0
2018-10-26,17,5,32.0,80.0
2018-10-29,18,6,28.0,76.0
2018-10-30,19,7,24.0,72.0
2018-10-31,20,8,20.0,68.0
2018-11-01,21,9,16.0,64.0
2018-11-02,22,10,12.0,60.0
2018-11-05,23,11,8.0,56.0
2018-11-06,24,12,4.0,52.0
2018-11-07,25,13,0.0,48.0
2018-11-08,24,14,4.0,44.0
2018-11-09,25,15,0.0,40.0
2018-11-12,25,16,0.0,36.0
2018-11-13,7,17,72.0,32.0
2018-11-14,8,18,68.0,28.0
2018-11-15,9,19,64.0,24.0
2018-11-16,10,20,60.0,20.0
2018-11-19,11,21,56.0,16.0
2018-11-20,12,22,52.0,12.0
2018-11-21,13,23,48.0,8.0
2018-11-22,14,24,44.0,4.0
2018-11-23,15,25,40.0,0.0
2018-11-26,16,19,36.0,24.0
2018-11-27,17,20,32.0,20.0
2018-11-28,18,21,28.0,16.0
2018-11-29,19,22,24.0,12.0
2018-11-30,20,23,20.0,8.0
2018-12-03,21,24,16.0,4.0
2018-12-04,22,25,12.0,0.0
2018-12-05,23,25,8.0,0.0
2018-12-06,24,8,4.0,68.0
2018-12-07,25,9,0.0,64.0
2018-12-10,15,10,40.0,60.0
2018-12-11,16,11,36.0,56.0
2018-12-12,17,12,32.0,52.0
2018-12-13,18,13,28.0,48.0
2018-12-14,19,14,24.0,44.0
2018-12-17,20,15,20.0,40.0
2018-12-18,21,0,16.0,100.0
2018-12-19,22,0,12.0,100.0
2018-12-20,23,0,8.0,100.0
2018-12-21,24,0,4.0,100.0
2018-12-24,25,0,0.0,100.0
2018-12-25,16,0,36.0,100.0
2018-12-26,17,1,32.0,96.0
2018-12-27,18,2,28.0,92.0
2018-12-28,19,3,24.0,88.0
2019-01-02,20,0,20.0,100.0
2019-01-03,21,1,16.0,96.0
2019-01-04,22,0,12.0,100.0
2019-01-07,23,1,8.0,96.0
2019-01-08,24,2,4.0,92.0
2019-01-09,25,3,0.0,88.0
2019-01-10,25,4,0.0,84.0
2019-01-11,25,5,0.0,80.0
2019-01-14,20,6,20.0,76.0
2019-01-15,21,7,16.0,72.0
2019-01-16,22,8,12.0,68.0
2019-01-17,23,9,8.0,64.0
2019-01-18,24,10,4.0,60.0
2019-01-21,25,11,0.0,56.0
2019-01-22,25,12,0.0,52.0
2019-01-23,2,13,92.0,48.0
2019-01-24,3,14,88.0,44.0
2019-01-25,0,15,100.0,40.0
2019-01-28,0,16,100.0,36.0
2019-01-29,1,17,96.0,32.0
2019-01-30,2,18,92.0,28.0
2019-01-31,3,19,88.0,24.0
2019-02-01,0,20,100.0,20.0
2019-02-11,0,21,100.0,16.0
2019-02-12,0,22,100.0,12.0
2019-02-13,0,23,100.0,8.0
2019-02-14,0,24,100.0,4.0
2019-02-15,1,25,96.0,0.0
2019-02-18,0,25,100.0,0.0
2019-02-19,0,25,100.0,0.0
2019-02-20,1,24,96.0,4.0
2019-02-21,0,25,100.0,0.0
2019-02-22,0,24,100.0,4.0
2019-02-25,0,25,100.0,0.0
2019-02-26,1,25,96.0,0.0
2019-02-27,2,24,92.0,4.0
2019-02-28,3,25,88.0,0.0
2019-03-01,4,21,84.0,16.0
2019-03-04,0,22,100.0,12.0
2019-03-05,1,23,96.0,8.0
2019-03-06,2,24,92.0,4.0
2019-03-07,3,25,88.0,0.0
2019-03-08,4,23,84.0,8.0
2019-03-11,5,24,80.0,4.0
2019-03-12,6,25,76.0,0.0
2019-03-13,7,25,72.0,0.0
2019-03-14,8,25,68.0,0.0
2019-03-15,9,25,64.0,0.0
2019-03-18,10,25,60.0,0.0
2019-03-19,11,25,56.0,0.0
2019-03-20,12,25,52.0,0.0
2019-03-21,13,24,48.0,4.0
2019-03-22,14,25,44.0,0.0
2019-03-25,15,25,40.0,0.0
2019-03-26,16,22,36.0,12.0
2019-03-27,17,23,32.0,8.0
2019-03-28,18,24,28.0,4.0
2019-03-29,0,25,100.0,0.0
2019-04-01,0,25,100.0,0.0
2019-04-02,0,24,100.0,4.0
2019-04-03,0,25,100.0,0.0
2019-04-04,0,25,100.0,0.0
2019-04-08,0,19,100.0,24.0
2019-04-09,1,20,96.0,20.0
2019-04-10,2,21,92.0,16.0
2019-04-11,3,22,88.0,12.0
2019-04-12,4,23,84.0,8.0
2019-04-15,5,24,80.0,4.0
2019-04-16,6,25,76.0,0.0
2019-04-17,7,23,72.0,8.0
2019-04-18,8,24,68.0,4.0
2019-04-19,9,25,64.0,0.0
2019-04-22,10,18,60.0,28.0
2019-04-23,11,19,56.0,24.0
2019-04-24,12,20,52.0,20.0
2019-04-25,13,21,48.0,16.0
2019-04-26,14,22,44.0,12.0
2019-04-29,15,23,40.0,8.0
2019-04-30,16,24,36.0,4.0
2019-05-06,17,0,32.0,100.0
2019-05-07,18,1,28.0,96.0
2019-05-08,19,2,24.0,92.0
2019-05-09,20,0,20.0,100.0
2019-05-10,21,1,16.0,96.0
2019-05-13,22,2,12.0,92.0
2019-05-14,23,3,8.0,88.0
2019-05-15,24,4,4.0,84.0
2019-05-16,25,5,0.0,80.0
2019-05-17,16,6,36.0,76.0
2019-05-20,17,7,32.0,72.0
2019-05-21,18,8,28.0,68.0
2019-05-22,19,9,24.0,64.0
2019-05-23,20,10,20.0,60.0
2019-05-24,21,11,16.0,56.0
2019-05-27,22,0,12.0,100.0
2019-05-28,23,1,8.0,96.0
2019-05-29,24,2,4.0,92.0
2019-05-30,25,3,0.0,88.0
2019-05-31,25,4,0.0,84.0
2019-06-03,25,5,0.0,80.0
2019-06-04,25,6,0.0,76.0
2019-06-05,24,7,4.0,72.0
2019-06-06,25,8,0.0,68.0
2019-06-10,25,9,0.0,64.0
2019-06-11,25,10,0.0,60.0
2019-06-12,19,11,24.0,56.0
2019-06-13,20,12,20.0,52.0
2019-06-14,21,13,16.0,48.0
2019-06-17,22,14,12.0,44.0
2019-06-18,23,15,8.0,40.0
2019-06-19,0,16,100.0,36.0
2019-06-20,0,17,100.0,32.0
2019-06-21,0,18,100.0,28.0
2019-06-24,1,19,96.0,24.0
2019-06-25,2,20,92.0,20.0
2019-06-26,3,21,88.0,16.0
2019-06-27,0,22,100.0,12.0
2019-06-28,1,23,96.0,8.0
2019-07-01,0,24,100.0,4.0
2019-07-02,0,25,100.0,0.0
2019-07-03,1,18,96.0,28.0
2019-07-04,2,19,92.0,24.0
2019-07-05,3,20,88.0,20.0
2019-07-08,4,21,84.0,16.0
2019-07-09,5,22,80.0,12.0
2019-07-10,6,23,76.0,8.0
2019-07-11,7,24,72.0,4.0
2019-07-12,8,25,68.0,0.0
2019-07-15,9,25,64.0,0.0
2019-07-16,10,25,60.0,0.0
2019-07-17,11,21,56.0,16.0
2019-07-18,12,22,52.0,12.0
2019-07-19,13,23,48.0,8.0
2019-07-22,14,24,44.0,4.0
2019-07-23,15,25,40.0,0.0
2019-07-24,16,24,36.0,4.0
2019-07-25,17,25,32.0,0.0
2019-07-26,18,23,28.0,8.0
2019-07-29,19,24,24.0,4.0
2019-07-30,20,25,20.0,0.0
2019-07-31,21,12,16.0,52.0
2019-08-01,22,13,12.0,48.0
2019-08-02,23,0,8.0,100.0
2019-08-05,24,0,4.0,100.0
2019-08-06,25,0,0.0,100.0
2019-08-07,25,1,0.0,96.0
2019-08-08,7,2,72.0,92.0
2019-08-09,8,3,68.0,88.0
2019-08-12,9,4,64.0,84.0
2019-08-13,10,5,60.0,80.0
2019-08-14,11,6,56.0,76.0
2019-08-15,12,7,52.0,72.0
2019-08-16,13,8,48.0,68.0
2019-08-19,14,9,44.0,64.0
2019-08-20,15,10,40.0,60.0
2019-08-21,16,11,36.0,56.0
2019-08-22,17,12,32.0,52.0
2019-08-23,18,13,28.0,48.0
2019-08-26,19,14,24.0,44.0
2019-08-27,20,15,20.0,40.0
2019-08-28,21,16,16.0,36.0
2019-08-29,22,17,12.0,32.0
2019-08-30,23,18,8.0,28.0
2019-09-02,24,19,4.0,24.0
2019-09-03,25,20,0.0,20.0
2019-09-04,0,21,100.0,16.0
2019-09-05,0,22,100.0,12.0
2019-09-06,1,23,96.0,8.0
2019-09-09,0,24,100.0,4.0
2019-09-10,1,25,96.0,0.0
2019-09-11,2,25,92.0,0.0
2019-09-12,3,20,88.0,20.0
2019-09-16,4,21,84.0,16.0
2019-09-17,5,22,80.0,12.0
2019-09-18,6,23,76.0,8.0
2019-09-19,7,24,72.0,4.0
2019-09-20,8,25,68.0,0.0
2019-09-23,9,25,64.0,0.0
2019-09-24,10,25,60.0,0.0
2019-09-25,11,21,56.0,16.0
2019-09-26,12,22,52.0,12.0
2019-09-27,13,23,48.0,8.0
2019-09-30,14,24,44.0,4.0
2019-10-08,15,25,40.0,0.0
2019-10-09,16,23,36.0,8.0
2019-10-10,17,24,32.0,4.0
2019-10-11,18,25,28.0,0.0
2019-10-14,19,25,24.0,0.0
2019-10-15,20,25,20.0,0.0
2019-10-16,21,5,16.0,80.0
2019-10-17,22,6,12.0,76.0
2019-10-18,23,7,8.0,72.0
2019-10-21,24,8,4.0,68.0
2019-10-22,25,9,0.0,64.0
2019-10-23,7,10,72.0,60.0
2019-10-24,8,11,68.0,56.0
2019-10-25,9,12,64.0,52.0
2019-10-28,10,13,60.0,48.0
2019-10-29,11,14,56.0,44.0
2019-10-30,12,15,52.0,40.0
2019-10-31,13,16,48.0,36.0
2019-11-01,14,17,44.0,32.0
2019-11-04,15,18,40.0,28.0
2019-11-05,0,19,100.0,24.0
2019-11-06,1,20,96.0,20.0
2019-11-07,2,21,92.0,16.0
2019-11-08,3,22,88.0,12.0
2019-11-11,4,23,84.0,8.0
2019-11-12,5,24,80.0,4.0
2019-11-13,6,25,76.0,0.0
2019-11-14,7,25,72.0,0.0
2019-11-15,8,15,68.0,40.0
2019-11-18,9,16,64.0,36.0
2019-11-19,10,17,60.0,32.0
2019-11-20,11,18,56.0,28.0
2019-11-21,12,19,52.0,24.0
2019-11-22,13,0,48.0,100.0
2019-11-25,14,1,44.0,96.0
2019-11-26,15,2,40.0,92.0
2019-11-27,16,3,36.0,88.0
2019-11-28,17,4,32.0,84.0
2019-11-29,18,0,28.0,100.0
2019-12-02,19,1,24.0,96.0
2019-12-03,20,2,20.0,92.0
2019-12-04,21,3,16.0,88.0
2019-12-05,22,4,12.0,84.0
2019-12-06,23,5,8.0,80.0
2019-12-09,24,6,4.0,76.0
2019-12-10,25,7,0.0,72.0
2019-12-11,23,8,8.0,68.0
2019-12-12,24,9,4.0,64.0
2019-12-13,25,10,0.0,60.0
2019-12-16,0,11,100.0,56.0
2019-12-17,0,12,100.0,52.0
2019-12-18,1,13,96.0,48.0
2019-12-19,2,14,92.0,44.0
2019-12-20,3,15,88.0,40.0
2019-12-23,4,16,84.0,36.0
2019-12-24,5,17,80.0,32.0
2019-12-25,6,18,76.0,28.0
2019-12-26,7,19,72.0,24.0
2019-12-27,0,20,100.0,20.0
2019-12-30,0,21,100.0,16.0
2019-12-31,0,22,100.0,12.0
2020-01-02,0,23,100.0,8.0
2020-01-03,1,24,96.0,4.0
2020-01-06,2,25,92.0,0.0
2020-01-07,3,24,88.0,4.0
2020-01-08,4,25,84.0,0.0
2020-01-09,5,25,80.0,0.0
2020-01-10,0,25,100.0,0.0
2020-01-13,0,25,100.0,0.0
2020-01-14,0,24,100.0,4.0
2020-01-15,1,25,96.0,0.0
2020-01-16,2,25,92.0,0.0
2020-01-17,3,25,88.0,0.0
2020-01-20,4,25,84.0,0.0
2020-01-21,5,25,80.0,0.0
2020-01-22,6,21,76.0,16.0
2020-01-23,7,0,72.0,100.0
2020-02-03,8,0,68.0,100.0
2020-02-04,9,1,64.0,96.0
2020-02-05,10,2,60.0,92.0
2020-02-06,11,3,56.0,88.0
2020-02-07,12,4,52.0,84.0
2020-02-10,13,5,48.0,80.0
2020-02-11,14,6,44.0,76.0
2020-02-12,15,7,40.0,72.0
2020-02-13,16,8,36.0,68.0
2020-02-14,17,9,32.0,64.0
2020-02-17,18,10,28.0,60.0
2020-02-18,19,11,24.0,56.0
2020-02-19,20,12,20.0,52.0
2020-02-20,21,13,16.0,48.0
2020-02-21,22,14,12.0,44.0
2020-02-24,23,15,8.0,40.0
2020-02-25,24,16,4.0,36.0
2020-02-26,25,17,0.0,32.0
2020-02-27,25,18,0.0,28.0
2020-02-28,23,19,8.0,24.0
2020-03-02,24,20,4.0,20.0
2020-03-03,25,21,0.0,16.0
2020-03-04,8,22,68.0,12.0
2020-03-05,0,23,100.0,8.0
2020-03-06,1,24,96.0,4.0
2020-03-09,2,25,92.0,0.0
2020-03-10,3,25,88.0,0.0
2020-03-11,4,25,84.0,0.0
2020-03-12,5,25,80.0,0.0
2020-03-13,6,0,76.0,100.0
2020-03-16,7,0,72.0,100.0
2020-03-17,8,0,68.0,100.0
2020-03-18,9,1,64.0,96.0
2020-03-19,10,0,60.0,100.0
2020-03-20,11,1,56.0,96.0
2020-03-23,12,2,52.0,92.0
2020-03-24,13,3,48.0,88.0
2020-03-25,14,4,44.0,84.0
2020-03-26,15,5,40.0,80.0
2020-03-27,16,6,36.0,76.0
2020-03-30,17,7,32.0,72.0
2020-03-31,18,8,28.0,68.0
2020-04-01,19,9,24.0,64.0
2020-04-02,20,10,20.0,60.0
2020-04-03,21,11,16.0,56.0
2020-04-07,22,12,12.0,52.0
2020-04-08,23,13,8.0,48.0
2020-04-09,24,14,4.0,44.0
2020-04-10,25,15,0.0,40.0
2020-04-13,25,16,0.0,36.0
2020-04-14,24,17,4.0,32.0
2020-04-15,25,18,0.0,28.0
2020-04-16,25,19,0.0,24.0
2020-04-17,25,20,0.0,20.0
2020-04-20,25,21,0.0,16.0
2020-04-21,25,22,0.0,12.0
2020-04-22,3,23,88.0,8.0
2020-04-23,4,24,84.0,4.0
2020-04-24,5,25,80.0,0.0
2020-04-27,6,24,76.0,4.0
2020-04-28,7,25,72.0,0.0
2020-04-29,0,25,100.0,0.0
2020-04-30,0,22,100.0,12.0
2020-05-06,0,23,100.0,8.0
2020-05-07,1,24,96.0,4.0
2020-05-08,0,25,100.0,0.0
2020-05-11,0,23,100.0,8.0
2020-05-12,1,24,96.0,4.0
2020-05-13,2,25,92.0,0.0
2020-05-14,3,25,88.0,0.0
2020-05-15,4,21,84.0,16.0
2020-05-18,5,22,80.0,12.0
2020-05-19,6,23,76.0,8.0
2020-05-20,7,24,72.0,4.0
2020-05-21,8,25,68.0,0.0
2020-05-22,9,25,64.0,0.0
2020-05-25,10,16,60.0,36.0
2020-05-26,11,17,56.0,32.0
2020-05-27,12,18,52.0,28.0
2020-05-28,13,19,48.0,24.0
2020-05-29,14,20,44.0,20.0
2020-06-01,15,21,40.0,16.0
2020-06-02,16,22,36.0,12.0
2020-06-03,0,23,100.0,8.0
2020-06-04,1,24,96.0,4.0
2020-06-05,2,25,92.0,0.0
2020-06-08,0,10,100.0,60.0
2020-06-09,0,11,100.0,56.0
2020-06-10,1,12,96.0,52.0
2020-06-11,0,13,100.0,48.0
2020-06-12,1,14,96.0,44.0
2020-06-15,2,15,92.0,40.0
2020-06-16,3,16,88.0,36.0
2020-06-17,4,17,84.0,32.0
2020-06-18,0,18,100.0,28.0
2020-06-19,0,19,100.0,24.0
2020-06-22,0,20,100.0,20.0
2020-06-23,1,21,96.0,16.0
2020-06-24,0,22,100.0,12.0
2020-06-29,1,23,96.0,8.0
2020-06-30,0,24,100.0,4.0
2020-07-01,0,25,100.0,0.0
2020-07-02,0,23,100.0,8.0
2020-07-03,0,24,100.0,4.0
2020-07-06,0,25,100.0,0.0
2020-07-07,0,25,100.0,0.0
2020-07-08,1,25,96.0,0.0
2020-07-09,0,17,100.0,32.0
2020-07-10,1,18,96.0,28.0
2020-07-13,0,19,100.0,24.0
2020-07-14,1,20,96.0,20.0
2020-07-15,2,21,92.0,16.0
2020-07-16,3,22,88.0,12.0
2020-07-17,4,23,84.0,8.0
2020-07-20,5,24,80.0,4.0
2020-07-21,6,25,76.0,0.0
2020-07-22,7,25,72.0,0.0
2020-07-23,8,25,68.0,0.0
2020-07-24,9,25,64.0,0.0
2020-07-27,10,25,60.0,0.0
2020-07-28,11,25,56.0,0.0
2020-07-29,12,24,52.0,4.0
2020-07-30,13,25,48.0,0.0
2020-07-31,14,24,44.0,4.0
2020-08-03,15,25,40.0,0.0
2020-08-04,16,25,36.0,0.0
2020-08-05,17,25,32.0,0.0
2020-08-06,18,25,28.0,0.0
2020-08-07,19,25,24.0,0.0
2020-08-10,20,25,20.0,0.0
2020-08-11,21,12,16.0,52.0
2020-08-12,22,13,12.0,48.0
2020-08-13,23,14,8.0,44.0
2020-08-14,24,15,4.0,40.0
2020-08-17,25,16,0.0,36.0
2020-08-18,1,17,96.0,32.0
2020-08-19,2,18,92.0,28.0
2020-08-20,3,19,88.0,24.0
2020-08-21,4,20,84.0,20.0
2020-08-24,5,21,80.0,16.0
2020-08-25,6,22,76.0,12.0
2020-08-26,7,23,72.0,8.0
2020-08-27,8,24,68.0,4.0
2020-08-28,0,25,100.0,0.0
2020-08-31,0,25,100.0,0.0
2020-09-01,1,25,96.0,0.0
2020-09-02,2,25,92.0,0.0
2020-09-03,3,16,88.0,36.0
2020-09-04,4,17,84.0,32.0
2020-09-07,5,18,80.0,28.0
2020-09-08,6,19,76.0,24.0
2020-09-09,7,0,72.0,100.0
2020-09-10,8,1,68.0,96.0
2020-09-11,9,2,64.0,92.0
2020-09-14,10,3,60.0,88.0
2020-09-15,11,4,56.0,84.0
2020-09-16,12,5,52.0,80.0
2020-09-17,13,6,48.0,76.0
2020-09-18,14,7,44.0,72.0
2020-09-21,15,8,40.0,68.0
2020-09-22,16,9,36.0,64.0
2020-09-23,17,10,32.0,60.0
2020-09-24,18,11,28.0,56.0
2020-09-25,19,12,24.0,52.0
2020-09-28,20,13,20.0,48.0
2020-09-29,21,14,16.0,44.0
2020-09-30,22,15,12.0,40.0
2020-10-09,23,16,8.0,36.0
2020-10-12,24,17,4.0,32.0
2020-10-13,25,18,0.0,28.0
2020-10-14,23,19,8.0,24.0
2020-10-15,24,20,4.0,20.0
2020-10-16,25,21,0.0,16.0
2020-10-19,0,22,100.0,12.0
2020-10-20,1,23,96.0,8.0
2020-10-21,2,24,92.0,4.0
2020-10-22,3,25,88.0,0.0
2020-10-23,4,11,84.0,56.0
2020-10-26,5,12,80.0,52.0
2020-10-27,6,13,76.0,48.0
2020-10-28,7,14,72.0,44.0
2020-10-29,8,15,68.0,40.0
2020-10-30,9,16,64.0,36.0
2020-11-02,10,17,60.0,32.0
2020-11-03,11,18,56.0,28.0
2020-11-04,12,19,52.0,24.0
2020-11-05,0,20,100.0,20.0
2020-11-06,0,21,100.0,16.0
2020-11-09,0,22,100.0,12.0
2020-11-10,1,23,96.0,8.0
2020-11-11,2,24,92.0,4.0
2020-11-12,3,25,88.0,0.0
2020-11-13,4,14,84.0,44.0
2020-11-16,5,15,80.0,40.0
2020-11-17,6,16,76.0,36.0
2020-11-18,7,17,72.0,32.0
2020-11-19,8,18,68.0,28.0
2020-11-20,9,19,64.0,24.0
2020-11-23,0,20,100.0,20.0
2020-11-24,1,21,96.0,16.0
2020-11-25,2,22,92.0,12.0
2020-11-26,3,23,88.0,8.0
2020-11-27,4,24,84.0,4.0
2020-11-30,0,25,100.0,0.0
2020-12-01,0,25,100.0,0.0
2020-12-02,0,25,100.0,0.0
2020-12-03,1,24,96.0,4.0
2020-12-04,2,25,92.0,0.0
2020-12-07,3,25,88.0,0.0
2020-12-08,4,25,84.0,0.0
2020-12-09,5,25,80.0,0.0
2020-12-10,6,19,76.0,24.0
2020-12-11,7,20,72.0,20.0
2020-12-14,8,21,68.0,16.0
2020-12-15,9,22,64.0,12.0
2020-12-16,10,23,60.0,8.0
2020-12-17,11,24,56.0,4.0
2020-12-18,12,25,52.0,0.0
2020-12-21,13,25,48.0,0.0
2020-12-22,14,7,44.0,72.0
2020-12-23,15,8,40.0,68.0
2020-12-24,16,9,36.0,64.0
2020-12-25,17,10,32.0,60.0
2020-12-28,18,11,28.0,56.0
2020-12-29,19,12,24.0,52.0
2020-12-30,0,13,100.0,48.0
2020-12-31,0,14,100.0,44.0
2021-01-04,0,15,100.0,40.0
2021-01-05,0,16,100.0,36.0
2021-01-06,0,17,100.0,32.0
2021-01-07,0,18,100.0,28.0
2021-01-08,0,19,100.0,24.0
2021-01-11,1,20,96.0,20.0
2021-01-12,0,21,100.0,16.0
2021-01-13,0,22,100.0,12.0
2021-01-14,1,23,96.0,8.0
2021-01-15,2,24,92.0,4.0
2021-01-18,3,25,88.0,0.0
2021-01-19,4,25,84.0,0.0
2021-01-20,5,25,80.0,0.0
2021-01-21,6,25,76.0,0.0
2021-01-22,7,25,72.0,0.0
2021-01-25,0,23,100.0,8.0
2021-01-26,1,24,96.0,4.0
2021-01-27,2,25,92.0,0.0
2021-01-28,3,25,88.0,0.0
2021-01-29,4,24,84.0,4.0
2021-02-01,5,25,80.0,0.0
2021-02-02,6,25,76.0,0.0
2021-02-03,7,25,72.0,0.0
2021-02-04,8,25,68.0,0.0
2021-02-05,9,25,64.0,0.0
2021-02-08,10,25,60.0,0.0
2021-02-09,0,25,100.0,0.0
2021-02-10,0,8,100.0,68.0
2021-02-18,0,9,100.0,64.0
2021-02-19,1,10,96.0,60.0
2021-02-22,2,11,92.0,56.0
2021-02-23,3,12,88.0,52.0
2021-02-24,4,13,84.0,48.0
2021-02-25,5,14,80.0,44.0
2021-02-26,6,15,76.0,40.0
2021-03-01,7,16,72.0,36.0
2021-03-02,8,17,68.0,32.0
2021-03-03,9,18,64.0,28.0
2021-03-04,10,0,60.0,100.0
2021-03-05,11,0,56.0,100.0
2021-03-08,12,0,52.0,100.0
2021-03-09,13,0,48.0,100.0
2021-03-10,14,1,44.0,96.0
2021-03-11,15,2,40.0,92.0
2021-03-12,16,3,36.0,88.0
2021-03-15,17,4,32.0,84.0
2021-03-16,18,5,28.0,80.0
2021-03-17,19,6,24.0,76.0
2021-03-18,20,7,20.0,72.0
2021-03-19,21,8,16.0,68.0
2021-03-22,22,9,12.0,64.0
2021-03-23,23,10,8.0,60.0
2021-03-24,24,0,4.0,100.0
2021-03-25,25,0,0.0,100.0
2021-03-26,25,1,0.0,96.0
2021-03-29,25,2,0.0,92.0
2021-03-30,25,3,0.0,88.0
2021-03-31,25,4,0.0,84.0
2021-04-01,25,5,0.0,80.0
2021-04-02,22,6,12.0,76.0
2021-04-06,23,7,8.0,72.0
2021-04-07,24,8,4.0,68.0
2021-04-08,25,9,0.0,64.0
2021-04-09,25,10,0.0,60.0
2021-04-12,24,11,4.0,56.0
2021-04-13,25,12,0.0,52.0
2021-04-14,6,13,76.0,48.0
2021-04-15,7,14,72.0,44.0
2021-04-16,8,15,68.0,40.0
2021-04-19,9,16,64.0,36.0
2021-04-20,10,17,60.0,32.0
2021-04-21,11,18,56.0,28.0
2021-04-22,12,19,52.0,24.0
2021-04-23,13,20,48.0,20.0
2021-04-26,0,21,100.0,16.0
2021-04-27,1,22,96.0,12.0
2021-04-28,2,23,92.0,8.0
2021-04-29,3,24,88.0,4.0
2021-04-30,4,25,84.0,0.0
2021-05-06,5,12,80.0,52.0
2021-05-07,6,13,76.0,48.0
2021-05-10,7,14,72.0,44.0
2021-05-11,8,15,68.0,40.0
2021-05-12,9,16,64.0,36.0
2021-05-13,10,17,60.0,32.0
2021-05-14,11,18,56.0,28.0
2021-05-17,0,19,100.0,24.0
2021-05-18,1,20,96.0,20.0
2021-05-19,2,21,92.0,16.0
2021-05-20,3,22,88.0,12.0
2021-05-21,0,23,100.0,8.0
2021-05-24,1,24,96.0,4.0
2021-05-25,0,25,100.0,0.0
2021-05-26,0,25,100.0,0.0
2021-05-27,0,12,100.0,52.0
2021-05-28,1,13,96.0,48.0
2021-05-31,2,14,92.0,44.0
2021-06-01,3,15,88.0,40.0
2021-06-02,4,16,84.0,36.0
2021-06-03,5,17,80.0,32.0
2021-06-04,6,18,76.0,28.0
2021-06-07,7,19,72.0,24.0
2021-06-08,8,20,68.0,20.0
2021-06-09,9,21,64.0,16.0
2021-06-10,10,22,60.0,12.0
2021-06-11,11,23,56.0,8.0
2021-06-15,12,24,52.0,4.0
2021-06-16,13,25,48.0,0.0
2021-06-17,14,24,44.0,4.0
2021-06-18,15,25,40.0,0.0
2021-06-21,16,25,36.0,0.0
2021-06-22,17,1,32.0,96.0
2021-06-23,18,2,28.0,92.0
2021-06-24,19,3,24.0,88.0
2021-06-25,20,4,20.0,84.0
2021-06-28,21,5,16.0,80.0
2021-06-29,22,6,12.0,76.0
2021-06-30,23,7,8.0,72.0
2021-07-01,24,8,4.0,68.0
2021-07-02,25,9,0.0,64.0
2021-07-05,25,10,0.0,60.0
2021-07-06,23,0,8.0,100.0
2021-07-07,24,1,4.0,96.0
2021-07-08,25,2,0.0,92.0
2021-07-09,24,0,4.0,100.0
2021-07-12,25,1,0.0,96.0
2021-07-13,24,2,4.0,92.0
2021-07-14,25,3,0.0,88.0
2021-07-15,24,4,4.0,84.0
2021-07-16,25,5,0.0,80.0
2021-07-19,25,6,0.0,76.0
2021-07-20,16,7,36.0,72.0
2021-07-21,17,8,32.0,68.0
2021-07-22,18,9,28.0,64.0
