period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,1,2020-01-02,2019-12-31,211842.63844,-18091.59999999999,83.24912,262.49999999999636,0.0,47,3,4,2020-03-17,2020-03-16,False,-18437.349119999988,-0.08703323021168838
evaluation,BASE,2,2020-05-21,2020-05-20,256000.73386000004,22594.699999999997,110.27794,312.8000000000013,0.0,89,4,6,2020-09-25,2020-09-24,False,22171.622059999994,0.08660765039886589
evaluation,BASE,3,2020-10-15,2020-10-14,120804.30554,-2205.899999999994,48.290420000000005,149.40000000000566,0.0,10,2,1,2020-10-29,2020-10-28,False,-2403.5904199999995,-0.01989656253769976
evaluation,BASE,4,2020-11-05,2020-11-04,166057.15172,9286.300000000017,68.97354,200.4000000000076,1591.1999999999998,92,3,4,2021-03-23,2021-03-22,False,10608.12646000001,0.06388238236126727
evaluation,BASE,5,2021-05-27,2021-05-26,211744.94052,-12748.300000000003,82.33564,241.20000000000513,0.0,43,3,4,2021-07-28,2021-07-27,False,-13071.835640000007,-0.06173387476413081
evaluation,BASE,6,2021-10-25,2021-10-22,164350.3635,-3662.399999999994,64.95528,196.20000000000744,0.0,7,1,1,2021-11-03,2021-11-02,False,-3923.555280000002,-0.023873115924078876
evaluation,BASE,7,2021-11-15,2021-11-12,186094.04636,-1486.7999999999884,75.11528000000001,224.4000000000085,0.0,11,2,1,2021-11-30,2021-11-29,False,-1786.3152799999968,-0.009598992095342802
evaluation,BASE,8,2021-12-13,2021-12-10,183571.707,-12092.0,70.953,213.00000000000807,0.0,24,1,2,2022-01-17,2022-01-14,False,-12375.953000000007,-0.06741754054724788
evaluation,BASE,9,2022-06-22,2022-06-21,157110.49162000002,-4500.699999999997,63.663380000000004,217.8000000000014,0.0,43,3,2,2022-08-22,2022-08-19,False,-4782.163379999998,-0.03043821791078422
evaluation,BASE,10,2022-12-14,2022-12-13,237739.40911999997,2704.7000000000116,98.9394,332.8000000000088,2252.8,67,5,5,2023-03-27,2023-03-24,False,4525.760600000003,0.01903664443666387
evaluation,BASE,11,2023-08-01,2023-07-31,142858.86606,-5484.0,56.00022,175.50000000001185,0.0,25,2,1,2023-09-05,2023-09-04,False,-5715.500220000012,-0.040008018946472185
evaluation,BASE,12,2024-03-07,2024-03-06,214207.56602000003,-4022.1999999999825,88.86106000000001,240.8000000000205,0.0,75,5,3,2024-06-28,2024-06-27,False,-4351.861060000003,-0.020316094061746077
evaluation,BASE,13,2024-10-24,2024-10-23,141159.71510000003,-5991.0,60.40736,174.0000000000077,0.0,53,6,2,2025-01-08,2025-01-07,False,-6225.407360000007,-0.04410186968420714
evaluation,BASE,14,2025-03-10,2025-03-07,158516.5064,-6848.600000000006,62.50302000000001,197.40000000000552,0.0,29,2,3,2025-04-21,2025-04-18,False,-7108.503020000011,-0.04484392938904696
evaluation,BASE,15,2025-06-13,2025-06-12,197839.25999999998,21496.399999999994,86.34276,248.1999999999978,3449.6,127,3,4,2025-12-17,2025-12-16,False,24611.457239999996,0.12440128031210791
evaluation,BASE,16,2026-01-07,2026-01-06,208113.05956,-9651.699999999983,83.71116,257.40000000000026,3517.7999999999997,46,4,3,2026-03-20,2026-03-19,False,-6475.011159999984,-0.031112949728814145
evaluation,BASE,17,2026-05-06,2026-04-30,153378.6696,-3503.8999999999796,65.25248,187.79999999999325,0.0,53,2,5,2026-07-21,2026-07-20,False,-3756.952479999973,-0.024494621643269054
evaluation,STRESS,1,2020-01-02,2019-12-31,211986.06052,-18083.59999999999,162.10036,468.0999999999941,0.0,47,3,4,2020-03-17,2020-03-16,False,-18713.800359999987,-0.08827844771536013
evaluation,STRESS,2,2020-05-21,2020-05-20,254883.31256000005,22547.399999999965,212.62088000000006,558.0000000000168,0.0,89,4,6,2020-09-25,2020-09-24,False,21776.77911999995,0.08543823015040912
evaluation,STRESS,3,2020-10-15,2020-10-14,120389.73664000002,-2194.399999999994,95.29632000000002,248.00000000001248,0.0,10,2,1,2020-10-29,2020-10-28,False,-2537.6963200000064,-0.02107900881607914
evaluation,STRESS,4,2020-11-05,2020-11-04,165161.43816,9180.199999999997,135.59856000000002,374.6000000000072,1583.9999999999998,92,3,4,2021-03-23,2021-03-22,False,10254.001439999989,0.062084718771136124
