period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,-0.22991122681181766,17,841,-23395.59999999994,5101.431060000087,-28497.03106000001
evaluation,STRESS,-0.2698288886296208,17,841,-23162.799999999937,9177.527000000016,-32340.32700000005
earlier_diagnostic,BASE,0.5389503989090246,9,737,51843.3,3363.0020000000018,48480.2980000001
earlier_diagnostic,STRESS,0.5021654622660061,9,737,50913.300000000025,6436.264039999956,44477.03596000001
