period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,30440.05325999984,30004.600000000006,3606.6000000000004,772.2467399999994,2398.899999999948,-0.24188647133895613
evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-23932.391859999974,-23072.70000000001,-4631.299999999999,-933.6081400000003,-2837.9999999999945,-0.051684020872119874
evaluation,BASE,EXPOSURE_EXPANSION_200,-17770.814300000085,-16436.20000000001,-2948.2000000000007,-381.68570000000045,-1231.9000000000287,-0.06795221018507736
evaluation,BASE,BUY_HOLD,91423.82032000003,116720.99999999996,-15308.000000000002,2451.3796799999996,7537.799999999923,0.9668533668513672
evaluation,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,26940.11752000032,29046.899999999994,3627.6000000000013,1519.8824800000011,4214.499999999936,-0.23739307850223668
evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-19864.054599999916,-22251.00000000003,-4402.999999999998,-1798.4453999999996,-4991.500000000078,-0.037095535490450526
evaluation,STRESS,EXPOSURE_EXPANSION_200,-16279.023959999788,-16314.199999999983,-2738.7999999999993,-740.8760399999992,-2033.1000000000586,-0.06449076772748841
evaluation,STRESS,BUY_HOLD,81105.03680000015,114600.99999999996,-15348.7,4806.763200000001,13340.499999999933,0.898678813138714
earlier_diagnostic,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,19168.444420000247,19596.49999999997,0.0,116.05558000000019,311.99999999997453,0.061865585638940734
earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-5921.762459999649,-7156.0,0.0,-303.33754,-930.9000000000306,0.09119246871830544
earlier_diagnostic,BASE,EXPOSURE_EXPANSION_200,-14565.989059999818,-15009.400000000023,-581.0,-257.21093999999994,-767.2000000000189,0.18201348042379695
earlier_diagnostic,BASE,BUY_HOLD,73161.25790000017,94643.99999999993,-15845.199999999997,1423.5421000000001,4214.000000000004,0.8812376401180904
earlier_diagnostic,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,19352.975359999808,20245.09999999999,0.0,241.42464000000018,650.699999999988,0.06206417368530803
earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-5189.27592000016,-7539.400000000009,0.0,-592.72408,-1757.4000000000015,0.09545121587472427
earlier_diagnostic,STRESS,EXPOSURE_EXPANSION_200,-15229.33888000017,-16557.09999999999,-581.0,-504.06111999999985,-1404.7000000000153,0.17545967471346513
earlier_diagnostic,STRESS,BUY_HOLD,73484.03751999993,100188.19999999995,-15845.199999999997,2838.7624800000003,8020.199999999943,0.873471364043471
