period,cost,cycle_id,entry_date,selected_model_date,prediction_identity,states
evaluation,BASE,1.0,2020-02-05,2020-02-03,2b0c0fc7b2fe3264f24b7426e16591da286cabe2c9242a4622bf3d47fea50f9e,22
evaluation,BASE,2.0,2020-07-01,2020-07-01,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,4
evaluation,BASE,3.0,2020-08-19,2020-08-03,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,30
evaluation,BASE,4.0,2021-01-05,2021-01-04,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,7
evaluation,BASE,5.0,2021-02-03,2021-02-01,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,13
evaluation,BASE,6.0,2021-06-08,2021-06-01,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,35
evaluation,BASE,7.0,2021-10-29,2021-10-08,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,30
evaluation,BASE,8.0,2022-05-13,2022-05-05,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,18
evaluation,BASE,9.0,2022-08-10,2022-08-01,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,21
evaluation,BASE,10.0,2024-02-19,2024-02-01,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,5
evaluation,BASE,11.0,2024-06-18,2024-06-03,16dd13913650d8a5470415539fa26bded18833c3509ade5befba0aa984f7b648,23
evaluation,BASE,12.0,2024-08-02,2024-08-01,b058ad40ab3da29d60340d935d59c551afa3a12bd0d08f1aa865a2178b296abe,29
evaluation,BASE,13.0,2024-09-25,2024-09-02,b058ad40ab3da29d60340d935d59c551afa3a12bd0d08f1aa865a2178b296abe,3
evaluation,BASE,14.0,2025-04-10,2025-04-01,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,18
evaluation,BASE,15.0,2025-06-03,2025-06-03,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,17
evaluation,BASE,16.0,2025-12-19,2025-12-01,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,11
evaluation,BASE,17.0,2026-01-16,2026-01-05,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,13
evaluation,BASE,18.0,2026-05-06,2026-05-06,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,5
evaluation,BASE,19.0,2026-06-05,2026-06-01,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,10
evaluation,BASE,20.0,2026-07-23,2026-07-01,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,16
evaluation,STRESS,1.0,2020-02-05,2020-02-03,2b0c0fc7b2fe3264f24b7426e16591da286cabe2c9242a4622bf3d47fea50f9e,22
evaluation,STRESS,2.0,2020-07-01,2020-07-01,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,4
evaluation,STRESS,3.0,2020-08-19,2020-08-03,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,30
evaluation,STRESS,4.0,2021-01-05,2021-01-04,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,7
evaluation,STRESS,5.0,2021-02-03,2021-02-01,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,13
evaluation,STRESS,6.0,2021-06-08,2021-06-01,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,35
evaluation,STRESS,7.0,2021-10-29,2021-10-08,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,30
evaluation,STRESS,8.0,2022-05-13,2022-05-05,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,18
evaluation,STRESS,9.0,2022-08-10,2022-08-01,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,21
evaluation,STRESS,10.0,2024-02-19,2024-02-01,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,5
evaluation,STRESS,11.0,2024-06-18,2024-06-03,16dd13913650d8a5470415539fa26bded18833c3509ade5befba0aa984f7b648,23
evaluation,STRESS,12.0,2024-08-02,2024-08-01,b058ad40ab3da29d60340d935d59c551afa3a12bd0d08f1aa865a2178b296abe,29
evaluation,STRESS,13.0,2024-09-25,2024-09-02,b058ad40ab3da29d60340d935d59c551afa3a12bd0d08f1aa865a2178b296abe,3
evaluation,STRESS,14.0,2025-04-10,2025-04-01,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,18
evaluation,STRESS,15.0,2025-06-03,2025-06-03,b2ade4ff6cacaec321cf5da30015826d4ad8a0b798ed26f55f4a78c59344b497,17
evaluation,STRESS,16.0,2025-12-19,2025-12-01,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,11
evaluation,STRESS,17.0,2026-01-16,2026-01-05,505c3e73f6f88ca21d03ea9ca1d3974ea88adef33034caca84b0bcf045739d42,13
evaluation,STRESS,18.0,2026-05-06,2026-05-06,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,5
evaluation,STRESS,19.0,2026-06-05,2026-06-01,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,10
evaluation,STRESS,20.0,2026-07-23,2026-07-01,d5f42f3fcbcd636bd2f7a1158b020fd2ca878e84f73ecd728368218d6982c5e5,16
earlier_diagnostic,BASE,1.0,2015-01-05,2015-01-05,NO_MODEL,11
earlier_diagnostic,BASE,2.0,2015-02-11,2015-02-02,NO_MODEL,60
earlier_diagnostic,BASE,3.0,2015-06-03,2015-06-01,NO_MODEL,13
earlier_diagnostic,BASE,4.0,2015-09-29,2015-09-01,NO_MODEL,60
earlier_diagnostic,BASE,5.0,2016-05-03,2016-05-03,NO_MODEL,60
earlier_diagnostic,BASE,6.0,2017-05-18,2017-05-02,59ca57895b04d1aba91d28b8e3df390e972971c1b8627089e11f070bb7feeb31,44
earlier_diagnostic,BASE,7.0,2018-10-09,2018-10-08,3b3a47061ef02c7858792d779e2539d13405fbe58df53ac048bb830022a40fd2,8
earlier_diagnostic,BASE,8.0,2019-02-28,2019-02-01,ed34b3a75bbaa27566097138531709df2f1351ce8bfc76af31ecfa739b9092d6,5
earlier_diagnostic,BASE,9.0,2019-05-31,2019-05-06,ed34b3a75bbaa27566097138531709df2f1351ce8bfc76af31ecfa739b9092d6,16
earlier_diagnostic,STRESS,1.0,2015-01-05,2015-01-05,NO_MODEL,11
