first_fit_index,first_fit_origin,source_input_identity,feature,factor_chinese,mean,scale,coefficient,intercept
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,log_holding_days,持仓时间对数,2.683029251596902,1.1166354306899884,-0.014751867205014035,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,cycle_return,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.0416266090362473,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,cycle_drawdown,持仓回撤,-0.019530351028669003,0.01975320420366477,-0.0013971180686756055,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,entry_mode,入场模式,1.0,1.0,-9.327853648975191e-18,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,mom5,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.002584065136289014,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,mom20,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.014901409421805721,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,sma120,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.020574189134336732,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,vol20,二十日波动,0.25265925293704133,0.12240290324156698,0.0018460409611106318,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,log_holding_days_times_mom5,持仓时间对数与五日涨跌的联合作用,0.39203319750745497,1.3137509326585108,-0.000676852656418366,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,log_holding_days_times_mom20,持仓时间对数与二十日涨跌的联合作用,0.38823793768304904,1.0584852574298884,0.0024550459108399307,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,log_holding_days_times_sma120,持仓时间对数与一百二十日均线偏离的联合作用,0.11516236466519932,1.0771679064890876,-0.00243057286836222,0.020765223718977967
1157,2017-03-01,9281599ae680751fe4c1caf361281be8ea16b7ee0ceefd20ae06e46fb7c5e5f8,log_holding_days_times_vol20,持仓时间对数与二十日波动的联合作用,-0.47478119950151215,0.9205986991791888,-0.0011091823786200895,0.020765223718977967
