period,cost,days,cycles,net_sharpe,net_profit
evaluation,BASE,1604,20,0.76273721114332,100872.74241999997
evaluation,STRESS,1604,20,0.7138805102827919,92647.18275999994
earlier_diagnostic,BASE,1219,9,0.7749937034319645,106741.65929999994
earlier_diagnostic,STRESS,1219,9,0.7887616063751485,109977.90084000007
