model,period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
HEIKIN_PRICE_STATE,evaluation,BASE,1,2020-01-02,2019-12-31,199593.11064,871.1999999999825,79.93744000000001,290.400000000011,0.0,5,1,1,2020-01-09,2020-01-08,False,500.8625599999715,0.0025094180775776477
HEIKIN_PRICE_STATE,evaluation,BASE,2,2020-01-10,2020-01-09,200104.0128,-288.0,79.9104,288.0000000000109,0.0,4,1,1,2020-01-16,2020-01-15,False,-655.9104000000109,-0.003277847309616826
HEIKIN_PRICE_STATE,evaluation,BASE,3,2020-01-21,2020-01-20,198757.94364,-3529.7999999999884,78.72408000000001,286.20000000001085,0.0,1,1,1,2020-01-22,2020-01-21,False,-3894.724079999999,-0.019595312814537424
HEIKIN_PRICE_STATE,evaluation,BASE,4,2020-02-06,2020-02-05,195879.168,12339.199999999983,80.75264000000001,256.0000000000173,0.0,14,1,1,2020-02-26,2020-02-25,False,12002.447359999966,0.06127475158563041
HEIKIN_PRICE_STATE,evaluation,BASE,5,2020-03-04,2020-03-03,207509.49360000002,-3723.000000000029,82.19160000000001,254.99999999999457,0.0,4,1,1,2020-03-10,2020-03-09,False,-4060.1916000000238,-0.019566293231029423
HEIKIN_PRICE_STATE,evaluation,BASE,6,2020-03-26,2020-03-25,202715.535,1100.0,81.24600000000001,220.0000000000002,0.0,3,1,1,2020-03-31,2020-03-30,False,798.7539999999998,0.003940270290582317
HEIKIN_PRICE_STATE,evaluation,BASE,7,2020-04-01,2020-03-31,204237.03923999998,-334.20000000001164,81.56708,222.79999999997546,0.0,1,1,1,2020-04-02,2020-04-01,False,-638.5670799999871,-0.0031265978119160045
HEIKIN_PRICE_STATE,evaluation,BASE,8,2020-04-03,2020-04-02,203458.28352,2740.0,81.8712,219.20000000000022,0.0,6,1,1,2020-04-14,2020-04-13,False,2438.9287999999997,0.011987365457942894
HEIKIN_PRICE_STATE,evaluation,BASE,9,2020-04-15,2020-04-14,206380.66788,487.80000000001746,82.58996,216.79999999997614,0.0,2,1,1,2020-04-17,2020-04-16,False,188.4100400000413,0.0009129248487052687
HEIKIN_PRICE_STATE,evaluation,BASE,10,2020-04-20,2020-04-17,206370.46584000002,-2533.2999999999884,81.98190000000001,215.6000000000002,0.0,2,1,1,2020-04-22,2020-04-21,False,-2830.881899999989,-0.013717475940548512
HEIKIN_PRICE_STATE,evaluation,BASE,11,2020-04-24,2020-04-23,203060.30394,-799.5000000000291,81.00534,213.2000000000002,0.0,1,1,1,2020-04-27,2020-04-24,False,-1093.7053400000293,-0.005386111016179686
HEIKIN_PRICE_STATE,evaluation,BASE,12,2020-04-29,2020-04-28,202541.70024,5395.799999999988,82.03732000000001,211.6000000000002,0.0,9,1,1,2020-05-15,2020-05-14,False,5102.162679999988,0.025190677642945747
HEIKIN_PRICE_STATE,evaluation,BASE,13,2020-05-20,2020-05-19,207784.94868000003,-2213.399999999994,82.61252,210.8000000000236,0.0,2,1,1,2020-05-22,2020-05-21,False,-2506.8125200000177,-0.012064456717991848
