report_month,category,listed_publication_date,publication_date_status,days_after_report_month_end,category_scope,current_fund_count,previous_fund_count_same_report,current_shares_100m,previous_shares_100m_same_report,current_nav_100m,previous_nav_100m_same_report,share_change_100m,share_log_growth_same_report,nav_change_100m,nav_log_growth_same_report,count_change,source_url,raw_path,source_sha256,cash_net_subscription_amount,original_first_publication_proven
2022-07,混合基金,2022-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,123,OPEN_ENDED_SUBCATEGORY,4358,4312,39304.19,39735.04,52141.93,54130.7,-430.84999999999854,-0.010902289092580269,-1988.7699999999968,-0.03743206900886907,46,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432319790203.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432319790203.pdf,f1a73c7a85be0f5b615127fff467852f669373e7b4245d6dbf2b188629f6261a,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-08,股票基金,2022-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,92,OPEN_ENDED_SUBCATEGORY,1965,1942,18585.15,18224.21,24083.87,24073.8,360.9400000000023,0.01961194483720831,10.069999999999709,0.00041820960801349107,23,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432449664036.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432449664036.pdf,a5a1566f6d7a9392b155d1b1c70e8c0a724ed412789f505783862dfeca5b5e67,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-08,混合基金,2022-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,92,OPEN_ENDED_SUBCATEGORY,4418,4358,38963.86,39304.19,50526.28,52141.93,-340.33000000000175,-0.008696579126245677,-1615.6500000000015,-0.031475826585322414,60,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432449664036.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432449664036.pdf,a5a1566f6d7a9392b155d1b1c70e8c0a724ed412789f505783862dfeca5b5e67,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-09,股票基金,2022-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,1957,1965,19004.9,18585.15,23100.49,24083.87,419.75,0.02233396591248617,-983.3799999999974,-0.04168849238919108,-8,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432543986409.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432543986409.pdf,54dbd1508f98e8a20c627dc8d4e7b88b0130f707e87dd484b9cce9bfced2305d,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-09,混合基金,2022-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,4447,4418,39347.94,38963.86,48450.95,50526.28,384.08000000000175,0.009809072952216705,-2075.3300000000017,-0.04194165097417603,29,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432543986409.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432543986409.pdf,54dbd1508f98e8a20c627dc8d4e7b88b0130f707e87dd484b9cce9bfced2305d,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-10,股票基金,2022-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,1943,1957,19420.32,19004.9,22469.12,23100.49,415.41999999999825,0.021623099931147433,-631.3700000000026,-0.027711907322534615,-14,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432673628295.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432673628295.pdf,47d4f7453c58712462597c8fff7449b1df519c838c49899195070f394e865648,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-10,混合基金,2022-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,4483,4447,39574.53,39347.94,47302.5,48450.95,226.5899999999965,0.005742106717883178,-1148.449999999997,-0.02398879776390229,36,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432673628295.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432673628295.pdf,47d4f7453c58712462597c8fff7449b1df519c838c49899195070f394e865648,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-11,股票基金,2022-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,1,OPEN_ENDED_SUBCATEGORY,1964,1942,19677.4,19425.67,24398.01,22473.36,251.7300000000032,0.012875381781789751,1924.6499999999978,0.08217096386750644,22,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432774845687.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432774845687.pdf,4d9912988bd10d9c168c8e7b81a419b7c177922bd578a855242ff85fe2b850e7,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-11,混合基金,2022-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,1,OPEN_ENDED_SUBCATEGORY,4523,4479,39416.61,39574.53,48992.74,47302.48,-157.91999999999825,-0.00399842844132947,1690.2599999999948,0.03510939845500371,44,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432774845687.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432774845687.pdf,4d9912988bd10d9c168c8e7b81a419b7c177922bd578a855242ff85fe2b850e7,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-12,股票基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,181,OPEN_ENDED_SUBCATEGORY,1992,1964,20131.94,19677.4,24782.42,24398.01,454.53999999999724,0.0228368395046795,384.40999999999985,0.015632959239248147,28,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432900698784.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432900698784.pdf,faf30b7e028507d914ea42c773f8cf0edd0031ca9c9be19077346663d758b73f,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-12,混合基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,181,OPEN_ENDED_SUBCATEGORY,4595,4523,40755.25,39416.61,49972.86,48992.74,1338.6399999999994,0.03339736467350318,980.1200000000026,0.019807934190836086,72,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432900698784.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432900698784.pdf,faf30b7e028507d914ea42c773f8cf0edd0031ca9c9be19077346663d758b73f,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-01,股票基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,150,OPEN_ENDED_SUBCATEGORY,1998,1992,20071.41,20131.94,26574.13,24782.42,-60.529999999998836,-0.003011194128693992,1791.7100000000028,0.06980365532147792,6,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433028116173.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433028116173.pdf,c4d7a0175305b46dd6f23cda06049ab8ae4db8761aa165a399c4d3fa0f701aee,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-01,混合基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,150,OPEN_ENDED_SUBCATEGORY,4590,4595,39578.65,40755.25,51347.04,49972.86,-1176.5999999999985,-0.02929483428696501,1374.1800000000003,0.027127233032013573,-5,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433028116173.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433028116173.pdf,c4d7a0175305b46dd6f23cda06049ab8ae4db8761aa165a399c4d3fa0f701aee,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-02,股票基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,122,OPEN_ENDED_SUBCATEGORY,1994,1998,20149.37,20071.41,25654.6,26574.13,77.95999999999913,0.003876607944075603,-919.5300000000025,-0.03521529338710104,-4,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433161838446.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433161838446.pdf,af9282459d95b6ba214070b76f603d60823d1fe476804e26000333d8e61bbbc6,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-02,混合基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,122,OPEN_ENDED_SUBCATEGORY,4634,4590,39590.47,39578.65,50304.42,51347.04,11.819999999999709,0.0002986012750380906,-1042.6200000000026,-0.020514345082381372,44,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433161838446.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433161838446.pdf,af9282459d95b6ba214070b76f603d60823d1fe476804e26000333d8e61bbbc6,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-03,股票基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,91,OPEN_ENDED_SUBCATEGORY,2026,1994,20604.42,20149.37,26015.93,25654.6,455.0499999999993,0.022332593491729346,361.33000000000175,0.013986149940125607,32,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433271963701.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433271963701.pdf,b3852e532009c1d56ec38d0eeec2e1eaad531c7dd91e2fcfddf0158bbd5d6a64,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-03,混合基金,2023-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,91,OPEN_ENDED_SUBCATEGORY,4690,4634,39527.56,39590.47,49621.99,50304.42,-62.91000000000349,-0.0015902826007745876,-682.4300000000003,-0.013658863752595769,56,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433271963701.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433271963701.pdf,b3852e532009c1d56ec38d0eeec2e1eaad531c7dd91e2fcfddf0158bbd5d6a64,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-04,股票基金,2023-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,61,OPEN_ENDED_SUBCATEGORY,2052,2026,21385.36,20604.42,26314.9,26015.93,780.9400000000023,0.03720095987981801,298.97000000000116,0.011426275974644608,26,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433416059718.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433416059718.pdf,30e665e91ec07c47af89eb181fa6690e3d1f183eb21fffdf6a102020b193b03b,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-04,混合基金,2023-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,61,OPEN_ENDED_SUBCATEGORY,4717,4690,38991.82,39527.56,47986.72,49621.99,-535.739999999998,-0.013646269590925804,-1635.2699999999968,-0.03350977629399062,27,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433416059718.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433416059718.pdf,30e665e91ec07c47af89eb181fa6690e3d1f183eb21fffdf6a102020b193b03b,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-05,股票基金,2023-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,30,OPEN_ENDED_SUBCATEGORY,2071,2052,22279.07,21385.36,26154.07,26314.9,893.7099999999991,0.04094109694893329,-160.83000000000175,-0.006130499748945273,19,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433524944208.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433524944208.pdf,700906ac15604d99761f369f6d99a9ddf745d6add02b08041fee4df1fd8702ee,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-05,混合基金,2023-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,30,OPEN_ENDED_SUBCATEGORY,4756,4717,38852.92,38991.82,46040.53,47986.72,-138.90000000000146,-0.003568645676259647,-1946.1900000000023,-0.04140221044558776,39,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433524944208.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433524944208.pdf,700906ac15604d99761f369f6d99a9ddf745d6add02b08041fee4df1fd8702ee,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2023-06,股票基金,2023-08-31,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,2089,2071,22932.34,22279.07,26977.71,26154.07,653.2700000000004,0.028900468663912163,823.6399999999994,0.031006150554546145,18,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433659593839.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126433659593839.pdf,28489884aa1ac84ca0596c7456904794da76dbc1d3143a998841148ed448ce8e,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
