report_month,category,listed_publication_date,publication_date_status,days_after_report_month_end,category_scope,current_fund_count,previous_fund_count_same_report,current_shares_100m,previous_shares_100m_same_report,current_nav_100m,previous_nav_100m_same_report,share_change_100m,share_log_growth_same_report,nav_change_100m,nav_log_growth_same_report,count_change,source_url,raw_path,source_sha256,cash_net_subscription_amount,original_first_publication_proven
2020-09,股票基金,2020-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,1325,1308,11414.6,10873.79,17755.76,18021.18,540.8099999999995,0.04853793133928026,-265.4200000000019,-0.014837762510523508,17,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430377354153.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430377354153.pdf,398b3cb049eb71d326f3e8b5fbfb4c9dc72a4614c8f4202a5bee8a9e9ae1b792,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-09,混合基金,2020-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,3040,2963,24607.77,22439.37,35992.59,34620.06,2168.4000000000015,0.09224524133150913,1372.5299999999988,0.03887980108737428,77,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430377354153.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430377354153.pdf,398b3cb049eb71d326f3e8b5fbfb4c9dc72a4614c8f4202a5bee8a9e9ae1b792,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-10,股票基金,2020-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,1327,1325,11364.06,11414.6,18050.66,17755.76,-50.54000000000087,-0.004437493946824503,294.90000000000146,0.016472278884700025,2,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430378801721.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430378801721.pdf,c537c6bf1af98cb8f713f22dd7f006e7388c640c0659e3f2d2a55dff0a707c49,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-10,混合基金,2020-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,3067,3040,25996.12,24607.77,38159.11,35992.59,1388.3499999999985,0.05488504939064415,2166.520000000004,0.05845143952076212,27,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430378801721.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430378801721.pdf,c537c6bf1af98cb8f713f22dd7f006e7388c640c0659e3f2d2a55dff0a707c49,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-11,股票基金,2020-12-31,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,1339,1327,11535.31,11364.06,18908.17,18050.66,171.25,0.014957022184634622,857.5099999999984,0.04641185458653718,12,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430380938938.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430380938938.pdf,94f9c1aa6399f8f132ec39dd4610750801f6c59b1f33f57dd5749a9f5d50cfd1,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-11,混合基金,2020-12-31,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,3121,3067,27213.21,25996.12,39934.03,38159.11,1217.0900000000001,0.04575522105492058,1774.9199999999983,0.04546431914701806,54,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430380938938.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430380938938.pdf,94f9c1aa6399f8f132ec39dd4610750801f6c59b1f33f57dd5749a9f5d50cfd1,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-12,股票基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,181,OPEN_ENDED_SUBCATEGORY,1362,1339,11930.28,11535.31,20607.94,18908.17,394.97000000000116,0.033666940083804255,1699.7700000000004,0.08608233463312817,23,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430382494680.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430382494680.pdf,4e6cf16c9dbc18a577882f6aae6731cdb61ab89929c1a6c870da954d86e29393,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2020-12,混合基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,181,OPEN_ENDED_SUBCATEGORY,3195,3121,27857.78,27213.21,43600.75,39934.03,644.5699999999997,0.023409763870597126,3666.720000000001,0.08784550943793236,74,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430382494680.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430382494680.pdf,4e6cf16c9dbc18a577882f6aae6731cdb61ab89929c1a6c870da954d86e29393,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-01,股票基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,150,OPEN_ENDED_SUBCATEGORY,1379,1362,12040.64,11930.28,20683.12,20607.94,110.35999999999876,0.009207888536628944,75.18000000000029,0.003641470239601414,17,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430384211423.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430384211423.pdf,91b56c2569a4e485862d4c00e440d10025d2e3fc7344a5ef171add040ec74c05,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-01,混合基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,150,OPEN_ENDED_SUBCATEGORY,3277,3195,30668.8,27857.78,48643.43,43600.75,2811.0200000000004,0.09613357013702468,5042.68,0.10944240122183191,82,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430384211423.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430384211423.pdf,91b56c2569a4e485862d4c00e440d10025d2e3fc7344a5ef171add040ec74c05,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-02,股票基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,122,OPEN_ENDED_SUBCATEGORY,1417,1379,13108.03,12040.64,21252.57,20683.12,1067.3900000000012,0.08493742489850231,569.4500000000007,0.027159920567479182,38,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430385828064.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430385828064.pdf,de3ee3d8a99c19a9303b48aed767ede0238119453e8c569fc98f5ca49059d18b,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-02,混合基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,122,OPEN_ENDED_SUBCATEGORY,3378,3277,34078.67,30668.8,51597.52,48643.43,3409.869999999999,0.10542582419921705,2954.0899999999965,0.058956856053264374,101,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430385828064.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430385828064.pdf,de3ee3d8a99c19a9303b48aed767ede0238119453e8c569fc98f5ca49059d18b,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-03,股票基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,91,OPEN_ENDED_SUBCATEGORY,1457,1417,13470.04,13108.03,20471.37,21252.57,362.0100000000002,0.02724294046723441,-781.2000000000007,-0.0374505045898776,40,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430387654435.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430387654435.pdf,13db54e0fd755d9cabdaf9e2f51e24f736cf6634f67ecb08510d7434d7f2b946,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-03,混合基金,2021-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,91,OPEN_ENDED_SUBCATEGORY,3444,3378,34809.01,34078.67,49541.53,51597.52,730.3400000000038,0.021204585937510217,-2055.989999999998,-0.040662301598655935,66,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430387654435.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430387654435.pdf,13db54e0fd755d9cabdaf9e2f51e24f736cf6634f67ecb08510d7434d7f2b946,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-04,股票基金,2021-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,61,OPEN_ENDED_SUBCATEGORY,1422,1400,13347.16,13483.73,21162.16,20490.37,-136.5699999999997,-0.010180145306749393,671.7900000000009,0.03225966149859689,22,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430389084449.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430389084449.pdf,6b84444125307afcf588f15d4d369f189a2f21310b9853d01874a10b52493f2c,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-04,混合基金,2021-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,61,OPEN_ENDED_SUBCATEGORY,3319,3258,35773.79,34862.94,52437.04,49595.47,910.8499999999985,0.025791128483695604,2841.5699999999997,0.05571371292609105,61,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430389084449.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430389084449.pdf,6b84444125307afcf588f15d4d369f189a2f21310b9853d01874a10b52493f2c,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-05,股票基金,2021-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,30,OPEN_ENDED_SUBCATEGORY,1445,1422,13197.42,13347.16,22255.84,21162.16,-149.73999999999978,-0.011282272189615278,1093.6800000000003,0.05038976490719922,23,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430391050351.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430391050351.pdf,df3e8b8a790a3d79d17cefe641c95dbbabd76651b16773fd30453ebcafe9f764,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-05,混合基金,2021-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,30,OPEN_ENDED_SUBCATEGORY,3379,3319,35594.56,35773.79,53926.99,52437.04,-179.2300000000032,-0.005022685176036252,1489.949999999997,0.028017882859568896,60,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430391050351.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430391050351.pdf,df3e8b8a790a3d79d17cefe641c95dbbabd76651b16773fd30453ebcafe9f764,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-06,股票基金,2021-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,154,OPEN_ENDED_SUBCATEGORY,1512,1448,13350.32,13209.39,22576.47,22280.84,140.9300000000003,0.010612414266929347,295.630000000001,0.013181097138899043,64,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430392535106.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430392535106.pdf,ddacd8eab8ea0964fe0d070788556b462a6bf7c3f7654837e5d75868523637a8,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-06,混合基金,2021-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,154,OPEN_ENDED_SUBCATEGORY,3493,3419,36512.28,36195.21,56153.89,55219.17,317.0699999999997,0.008721852727302765,934.7200000000012,0.01678578189941527,74,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430392535106.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430392535106.pdf,ddacd8eab8ea0964fe0d070788556b462a6bf7c3f7654837e5d75868523637a8,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-07,股票基金,2021-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,123,OPEN_ENDED_SUBCATEGORY,1563,1512,13876.47,13350.32,22380.97,22576.47,526.1499999999996,0.03865424537013386,-195.5,-0.008697169247732006,51,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430393924259.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430393924259.pdf,bcd18154b921b73ae2c840ce22737b252e7ac252a1ba3fd118bfbb6d4291a9e8,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-07,混合基金,2021-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,123,OPEN_ENDED_SUBCATEGORY,3577,3493,36253.66,36512.28,54322.79,56153.89,-258.61999999999534,-0.007108300640666668,-1831.0999999999985,-0.033152113273573605,84,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430393924259.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430393924259.pdf,bcd18154b921b73ae2c840ce22737b252e7ac252a1ba3fd118bfbb6d4291a9e8,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-08,股票基金,2021-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,92,OPEN_ENDED_SUBCATEGORY,1618,1563,14252.03,13876.47,22915.84,22380.97,375.5600000000013,0.02670475274252938,534.869999999999,0.02361733028624769,55,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430395585764.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430395585764.pdf,9805b778666424b75e4a552d2208a66b8f7045b5301c2a32303e59f6924fa876,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-08,混合基金,2021-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,92,OPEN_ENDED_SUBCATEGORY,3675,3577,37657.55,36253.66,56047.07,54322.79,1403.8899999999994,0.0379931236294563,1724.2799999999988,0.031248029168173676,98,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430395585764.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430395585764.pdf,9805b778666424b75e4a552d2208a66b8f7045b5301c2a32303e59f6924fa876,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-09,股票基金,2021-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,1664,1618,14881.48,14252.03,23716.76,22915.84,629.4499999999989,0.043218134115386005,800.9199999999983,0.034353596707203095,46,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430397113673.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430397113673.pdf,fdd9951f27a887def91a72fe3926e62791949280c5d2a637a46c0ff792fdcc49,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-09,混合基金,2021-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,62,OPEN_ENDED_SUBCATEGORY,3772,3675,38709.6,37657.55,56423.47,56047.07,1052.0499999999956,0.027554165938238517,376.40000000000146,0.006693333298620405,97,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430397113673.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430397113673.pdf,fdd9951f27a887def91a72fe3926e62791949280c5d2a637a46c0ff792fdcc49,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-10,股票基金,2021-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,1692,1664,15166.57,14881.48,24319.31,23716.76,285.09000000000015,0.018976176817625652,602.5500000000029,0.02508871377709056,28,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430398613670.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430398613670.pdf,33d46bb1562a573cd41996bd3e26c27ff854aa317cf76b257435aed2e684f843,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-10,混合基金,2021-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,31,OPEN_ENDED_SUBCATEGORY,3823,3772,38952.75,38709.6,57630.07,56423.47,243.15000000000146,0.006261741873125893,1206.5999999999985,0.021159273397253965,51,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430398613670.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430398613670.pdf,33d46bb1562a573cd41996bd3e26c27ff854aa317cf76b257435aed2e684f843,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-11,股票基金,2021-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,1,OPEN_ENDED_SUBCATEGORY,1731,1692,15318.4,15166.57,24852.65,24319.31,151.82999999999993,0.009961056573943014,533.3400000000001,0.02169370171109308,39,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430399959425.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430399959425.pdf,ca4c6454683900d1722f292e19d4589c5383909fc8a64e0a8d0f769087f4463b,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-11,混合基金,2021-12-01,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,1,OPEN_ENDED_SUBCATEGORY,3906,3823,40090.72,38952.75,59813.04,57630.07,1137.9700000000012,0.028795512921993317,2182.970000000001,0.03717921729259773,83,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430399959425.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430399959425.pdf,ca4c6454683900d1722f292e19d4589c5383909fc8a64e0a8d0f769087f4463b,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-12,股票基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,181,OPEN_ENDED_SUBCATEGORY,1772,1731,15995.96,15318.4,25816.73,24852.65,677.5599999999995,0.04328147014023622,964.0799999999981,0.03805834469132041,41,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430401434458.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430401434458.pdf,7fbbd3022193355bd770967ed81be1c54e4138f955471cbe657a2fe56accd032,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2021-12,混合基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,181,OPEN_ENDED_SUBCATEGORY,3972,3906,40870.51,40090.72,60511.48,59813.04,779.7900000000009,0.019263890004917784,698.4400000000023,0.011609401716680184,66,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430401434458.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430401434458.pdf,7fbbd3022193355bd770967ed81be1c54e4138f955471cbe657a2fe56accd032,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-01,股票基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,150,OPEN_ENDED_SUBCATEGORY,1806,1772,16703.53,15995.96,24059.51,25816.73,707.5699999999997,0.04328388397490706,-1757.2200000000012,-0.07049238680050683,34,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430742875479.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430742875479.pdf,a3de52f21ff6780d8388a1adea8581385a1e57d18610c5de35e6238de6cda3d3,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-01,混合基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,150,OPEN_ENDED_SUBCATEGORY,4056,3972,41870.94,40870.51,56664.74,60511.48,1000.4300000000003,0.024183254131906112,-3846.7400000000052,-0.0656809512981264,84,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430742875479.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430742875479.pdf,a3de52f21ff6780d8388a1adea8581385a1e57d18610c5de35e6238de6cda3d3,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-02,股票基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,122,OPEN_ENDED_SUBCATEGORY,1820,1806,16860.73,16703.53,24562.68,24059.51,157.20000000000073,0.009367175051337705,503.1700000000019,0.020697873260041345,14,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430859647437.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430859647437.pdf,53a4b945a6bc72d9f5ff9b97d547c77e11ca7af30f0b808d80bc6b2e8bc5ffa2,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-02,混合基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,122,OPEN_ENDED_SUBCATEGORY,4094,4056,41720.41,41870.94,56971.48,56664.74,-150.52999999999884,-0.003601572715704222,306.74000000000524,0.005398643935947994,38,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126430859647437.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126430859647437.pdf,53a4b945a6bc72d9f5ff9b97d547c77e11ca7af30f0b808d80bc6b2e8bc5ffa2,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-03,股票基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,91,OPEN_ENDED_SUBCATEGORY,1855,1820,17180.21,16860.73,22743.22,24562.68,319.47999999999956,0.018770890614584874,-1819.4599999999991,-0.0769611388453407,35,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126431889557952.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126431889557952.pdf,fb0a3cfadb5f26b26f5a259744d54e5f87912e98a6f55467e4d8f57c526dfbad,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-03,混合基金,2022-06-30,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,91,OPEN_ENDED_SUBCATEGORY,4192,4094,41407.14,41720.41,52459.35,56971.48,-313.2700000000041,-0.007537127775965552,-4512.130000000005,-0.08251220777080108,98,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126431889557952.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126431889557952.pdf,fb0a3cfadb5f26b26f5a259744d54e5f87912e98a6f55467e4d8f57c526dfbad,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-04,股票基金,2022-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,61,OPEN_ENDED_SUBCATEGORY,1873,1855,17724.36,17180.21,21783.28,22743.22,544.1500000000015,0.03118182457596226,-959.9400000000023,-0.043124375957450195,18,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432006145912.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432006145912.pdf,10b795dc77fbf785b04c1816ec34a9b460dbdadff0b8a5aabdd9c45368c02e6f,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-04,混合基金,2022-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,61,OPEN_ENDED_SUBCATEGORY,4221,4192,40552.15,41407.14,48807.5,52459.35,-854.989999999998,-0.02086452961158267,-3651.8499999999985,-0.07215459439446566,29,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432006145912.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432006145912.pdf,10b795dc77fbf785b04c1816ec34a9b460dbdadff0b8a5aabdd9c45368c02e6f,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-05,股票基金,2022-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,30,OPEN_ENDED_SUBCATEGORY,1886,1873,17623.05,17724.36,22552.67,21783.28,-101.31000000000131,-0.005732260293488937,769.3899999999994,0.03471075944309992,13,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432113077400.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432113077400.pdf,a9b7a229ea31ef8b7761a3fe040411b4f23cae4663fc667b90e71cd23fa3193d,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-05,混合基金,2022-06-30,LIST_DATE_PLAUSIBLE_ORIGINAL_TIME_NOT_INDEPENDENTLY_PROVEN,30,OPEN_ENDED_SUBCATEGORY,4266,4221,39755.48,40552.15,50212.95,48807.5,-796.6699999999983,-0.01984110688411687,1405.449999999997,0.028388971982297145,45,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432113077400.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432113077400.pdf,a9b7a229ea31ef8b7761a3fe040411b4f23cae4663fc667b90e71cd23fa3193d,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-06,股票基金,2022-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,154,OPEN_ENDED_SUBCATEGORY,1906,1886,17537.02,17623.05,24741.65,22552.67,-86.02999999999884,-0.004893629147172342,2188.980000000003,0.09263459586679057,20,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432212878421.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432212878421.pdf,991287447d39a5943e3c1e776d751d6ceb3d4573545d5eb57596364ebd1f4292,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-06,混合基金,2022-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,154,OPEN_ENDED_SUBCATEGORY,4312,4266,39735.04,39755.48,54130.7,50212.95,-20.44000000000233,-0.0005142751726997449,3917.75,0.07512853099893138,46,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432212878421.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432212878421.pdf,991287447d39a5943e3c1e776d751d6ceb3d4573545d5eb57596364ebd1f4292,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
2022-07,股票基金,2022-12-01,SUSPECT_MIGRATION_OR_LATE_REPUBLICATION_DATE,123,OPEN_ENDED_SUBCATEGORY,1942,1906,18224.21,17537.02,24073.8,24741.65,687.1899999999987,0.03843685477203724,-667.8500000000022,-0.02736394614883918,36,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432319790203.pdf,data/raw/510300_fundamental_and_fund_flow_rebuild_v1/amac/P020231126432319790203.pdf,f1a73c7a85be0f5b615127fff467852f669373e7b4245d6dbf2b188629f6261a,NOT_IDENTIFIED_BY_AGGREGATE_SHARES,False
