report_month,category,same_scope,previous_month_shares_difference_100m,previous_month_nav_difference_100m,source_url,previous_source_url
2022-07,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432319790203.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432212878421.pdf
2022-08,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432449664036.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432319790203.pdf
2022-09,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432543986409.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432449664036.pdf
2022-10,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432673628295.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432543986409.pdf
2022-11,股票基金,True,5.349999999998545,4.240000000001601,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432774845687.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432673628295.pdf
2022-12,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432900698784.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432774845687.pdf
2023-01,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433028116173.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126432900698784.pdf
2023-02,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433161838446.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433028116173.pdf
2023-03,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433271963701.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433161838446.pdf
2023-04,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433416059718.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433271963701.pdf
2023-05,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433524944208.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433416059718.pdf
2023-06,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433659593839.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433524944208.pdf
2023-07,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433764713767.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433659593839.pdf
2023-08,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433863894612.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433764713767.pdf
2023-09,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433960681337.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433863894612.pdf
2023-10,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202312/P020231206628834034099.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202311/P020231126433960681337.pdf
2023-11,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202312/P020231226608616055468.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202312/P020231206628834034099.pdf
2023-12,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202401/P020240125599282291079.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202312/P020231226608616055468.pdf
2024-01,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202402/P020240226580300463041.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202401/P020240125599282291079.pdf
2024-02,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202403/P020240318619109385231.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202402/P020240226580300463041.pdf
2024-03,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202404/P020240424383784610755.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202403/P020240318619109385231.pdf
2024-04,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202405/P020240523621098714490.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202404/P020240424383784610755.pdf
2024-05,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202406/P020240627378249539916.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202405/P020240523621098714490.pdf
2024-06,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202407/P020240722632942396302.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202406/P020240627378249539916.pdf
