report_month,category,same_scope,previous_month_shares_difference_100m,previous_month_nav_difference_100m,source_url,previous_source_url
2024-07,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202408/P020240823643069143347.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202407/P020240722632942396302.pdf
2024-08,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202409/P020240924602845593527.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202408/P020240823643069143347.pdf
2024-09,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202410/P020241023614041521031.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202409/P020240924602845593527.pdf
2024-10,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202411/P020241128595503927691.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202410/P020241023614041521031.pdf
2024-11,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202412/P020241223622525038000.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202411/P020241128595503927691.pdf
2024-12,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202501/P020250120614819434355.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202412/P020241223622525038000.pdf
2025-01,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202502/P020250226610356872211.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202501/P020250120614819434355.pdf
2025-02,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202503/P020250327635138711379.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202502/P020250226610356872211.pdf
2025-03,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202504/P020250429577858251990.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202503/P020250327635138711379.pdf
2025-04,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202505/P020250527617658347356.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202504/P020250429577858251990.pdf
2025-05,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202506/P020250626622640443161.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202505/P020250527617658347356.pdf
2025-06,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202507/P020250724603501155479.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202506/P020250626622640443161.pdf
2025-07,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202508/P020250826607095443025.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202507/P020250724603501155479.pdf
2025-08,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202509/P020250925618050813084.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202508/P020250826607095443025.pdf
2025-09,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202510/P020251029604965668911.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202509/P020250925618050813084.pdf
2025-10,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202511/P020251128620586063951.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202510/P020251029604965668911.pdf
2025-11,股票基金,False,23.80000000000291,25.720000000001164,https://www.amac.org.cn/sjtj/tjbg/gmjj/202512/P020251231664117376494.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202511/P020251128620586063951.pdf
2025-12,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202601/P020260130653247595798.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202512/P020251231664117376494.pdf
2026-01,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202602/P020260326626510228095.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202601/P020260130653247595798.pdf
2026-02,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202603/P020260326626512708384.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202602/P020260326626510228095.pdf
2026-03,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202604/P020260422599009744026.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202603/P020260326626512708384.pdf
2026-04,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202605/P020260527642499680112.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202604/P020260422599009744026.pdf
2026-05,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202606/P020260617606470583907.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202605/P020260527642499680112.pdf
2026-06,股票基金,True,0.0,0.0,https://www.amac.org.cn/sjtj/tjbg/gmjj/202607/P020260723642575271747.pdf,https://www.amac.org.cn/sjtj/tjbg/gmjj/202606/P020260617606470583907.pdf
