拟合收盘,因子,训练均值,训练标准差,标准化系数,截距
2017-03-01,持仓时间对数,2.683029251596902,1.1166354306899884,-0.011500020592092978,0.020823653251159993
2017-03-01,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.0017386775288381852,0.020823653251159993
2017-03-01,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0064665904526228345,0.020823653251159993
2017-03-01,入场模式,1.0,1.0,5.4193560890458445e-18,0.020823653251159993
2017-03-01,五日涨跌,0.0010979532150495615,0.048091068914891795,0.014986955614252773,0.020823653251159993
2017-03-01,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.005974497034409399,0.020823653251159993
2017-03-01,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.0026315778419427477,0.020823653251159993
2017-03-01,二十日波动,0.25265925293704133,0.12240290324156698,-0.022793542914187958,0.020823653251159993
2017-03-01,浮盈正数部分乘周期回撤,-0.0010298867662815862,0.0026884234917826616,-0.005266696415194251,0.020823653251159993
2017-04-05,持仓时间对数,2.683029251596902,1.1166354306899884,-0.011500020592092978,0.020823653251159993
2017-04-05,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.0017386775288381852,0.020823653251159993
2017-04-05,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0064665904526228345,0.020823653251159993
2017-04-05,入场模式,1.0,1.0,5.4193560890458445e-18,0.020823653251159993
2017-04-05,五日涨跌,0.0010979532150495615,0.048091068914891795,0.014986955614252773,0.020823653251159993
2017-04-05,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.005974497034409399,0.020823653251159993
2017-04-05,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.0026315778419427477,0.020823653251159993
2017-04-05,二十日波动,0.25265925293704133,0.12240290324156698,-0.022793542914187958,0.020823653251159993
2017-04-05,浮盈正数部分乘周期回撤,-0.0010298867662815862,0.0026884234917826616,-0.005266696415194251,0.020823653251159993
2017-05-02,持仓时间对数,2.683029251596902,1.1166354306899884,-0.011500020592092978,0.020823653251159993
2017-05-02,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.0017386775288381852,0.020823653251159993
2017-05-02,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0064665904526228345,0.020823653251159993
2017-05-02,入场模式,1.0,1.0,5.4193560890458445e-18,0.020823653251159993
2017-05-02,五日涨跌,0.0010979532150495615,0.048091068914891795,0.014986955614252773,0.020823653251159993
2017-05-02,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.005974497034409399,0.020823653251159993
2017-05-02,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.0026315778419427477,0.020823653251159993
2017-05-02,二十日波动,0.25265925293704133,0.12240290324156698,-0.022793542914187958,0.020823653251159993
2017-05-02,浮盈正数部分乘周期回撤,-0.0010298867662815862,0.0026884234917826616,-0.005266696415194251,0.020823653251159993
