period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,REARM_RIDGE,-18104.928219999943,-18187.899999999965,0.0,-21.17177999999967,-61.79999999989923
evaluation,STRESS,REARM_RIDGE,-17509.838360000314,-17651.199999999968,0.0,-41.0616399999999,-100.29999999994834
earlier_diagnostic,BASE,REARM_RIDGE,6370.293059999938,6380.300000000003,0.0,3.6069400000001224,6.400000000000546
earlier_diagnostic,STRESS,REARM_RIDGE,6291.0138399999705,6311.0,0.0,7.1861600000002,12.800000000000182
