origin,is_monthly_training_origin,actual_index_members,forward_eps_growth_median,eps_growth_company_count,same_year_profit_revision_90_median,profit_revision_company_count,reported_forward_earnings_yield_median,reported_earnings_yield_company_count,raw_eps_revision_90_unadjusted_median,raw_eps_revision_unadjusted_company_count,all_eps_features_valid,eps_company_coverage_of_index
2023-04-28,True,300,0.11111111111111109,17,-0.027212282396265608,10,0.23809523809523808,17,-0.04282315622521812,10,False,0.056666666666666664
2023-05-31,True,300,0.11111111111111109,17,-0.049816793189249794,8,0.20703933747412007,17,-0.0598828811521193,8,False,0.056666666666666664
2023-06-30,True,300,0.11111111111111109,17,0.0,13,0.19442875964615094,16,0.0,13,False,0.056666666666666664
2023-07-31,True,300,0.12290502793296092,17,0.0,14,0.19442875964615094,16,0.0,14,False,0.056666666666666664
2023-08-31,True,300,0.10638297872340424,19,0.0,14,0.22727272727272727,17,0.0,14,False,0.06333333333333334
2023-09-28,True,300,0.12287735849056598,18,-0.015877833948526245,14,0.22727272727272727,15,-0.025270189368875418,14,False,0.06
2023-10-31,True,300,0.12287735849056598,18,-0.015877833948526245,14,0.2222222222222222,15,-0.029149754182909327,14,False,0.06
2023-11-30,True,300,0.09802110176496323,16,0.0,15,0.20763620763620763,14,0.0,15,False,0.05333333333333334
2023-12-29,True,300,0.1068702290076335,17,0.0,15,0.2222222222222222,15,0.0,15,False,0.056666666666666664
2024-01-31,True,300,0.07573871247340636,18,0.0,15,0.23255813953488372,15,0.0,15,False,0.06
2024-02-29,True,300,0.07573871247340636,16,0.0,12,0.22831050228310504,13,0.0,13,False,0.05333333333333334
2024-03-29,True,300,0.07567567567567562,17,0.0,8,0.19433962264150945,14,0.0,13,False,0.056666666666666664
2024-04-30,True,300,0.06896551724137917,25,-0.06007989347536618,7,0.18867924528301888,21,-0.1065882474333179,18,False,0.08333333333333333
2024-05-31,True,300,0.06674082313681864,26,-0.03317134432674457,7,0.19419306184012067,22,-0.1065882474333179,16,False,0.08666666666666667
2024-06-28,True,300,0.06674082313681864,26,0.0,19,0.19419306184012067,22,0.0,23,False,0.08666666666666667
2024-07-31,True,300,0.06674082313681864,26,0.0,24,0.19419306184012067,22,0.0,25,False,0.08666666666666667
2024-08-30,True,300,0.06755218216318792,26,0.0,25,0.19607843137254904,22,0.0,26,False,0.08666666666666667
2024-09-30,True,300,0.06755218216318792,26,0.0,25,0.17543859649122806,23,0.0,26,False,0.08666666666666667
2024-10-31,True,300,0.06451612903225812,25,0.0,24,0.16530054644808745,22,0.0,25,False,0.08333333333333333
2024-11-29,True,300,0.056851702869401874,26,0.0,26,0.16666666666666666,23,0.0,26,False,0.08666666666666667
2024-12-31,True,300,0.053097345132743216,25,0.0,25,0.16666666666666666,22,0.0,25,False,0.08333333333333333
2025-01-27,True,300,0.0730986963855258,26,0.0,24,0.17700501253132833,22,0.0,24,False,0.08666666666666667
2025-02-28,True,300,0.06984993931369315,20,0.0,19,0.1724137931034483,17,0.0,19,False,0.06666666666666667
2025-03-31,True,300,0.04911092294665539,21,0.0,19,0.15625,17,0.0,19,False,0.07
2025-04-30,True,300,0.05405405405405398,21,0.028255121010907186,18,0.15625,17,0.0,19,False,0.07
2025-05-30,True,300,0.053097345132743216,25,0.00810753147002347,17,0.14705882352941177,21,0.0,17,False,0.08333333333333333
2025-06-30,True,300,0.053097345132743216,27,0.0,23,0.14925373134328357,23,0.0,23,False,0.09
2025-07-31,True,300,0.053097345132743216,27,0.0,24,0.14925373134328357,23,0.0,24,False,0.09
2025-08-29,True,300,0.0535756995933986,28,0.0,27,0.14705882352941177,24,0.0,27,False,0.09333333333333334
2025-09-30,True,300,0.049765545506941164,30,0.0,26,0.14285714285714285,25,0.0,27,False,0.1
2025-10-31,True,300,0.049765545506941164,30,0.0,26,0.14534883720930233,25,0.0,27,False,0.1
2025-11-28,True,300,0.049765545506941164,30,0.0,27,0.14492753623188406,26,0.0,28,False,0.1
2025-12-31,True,300,0.043423386001629594,32,0.0,31,0.14288630332720964,28,0.0,31,False,0.10666666666666667
2026-01-30,True,300,0.05714285714285704,31,0.0,30,0.15151515151515152,28,0.0,30,False,0.10333333333333333
2026-02-27,True,300,0.05577689243027888,29,0.0,28,0.15151515151515152,26,0.0,28,False,0.09666666666666666
2026-03-31,True,300,0.05714285714285704,25,0.0,25,0.15151515151515152,21,0.0,25,False,0.08333333333333333
2026-04-30,True,300,0.049668874172185545,27,-0.0005427250052512578,24,0.15384615384615385,23,-0.024805465019784204,26,False,0.09
2026-05-29,True,300,0.05523809523809521,30,-8.695537608200156e-05,24,0.15384615384615385,26,-0.0024174053182916488,26,False,0.1
2026-06-30,True,300,0.05150110375275946,30,0.0,25,0.15504807692307693,26,0.0,25,False,0.1
2026-07-31,True,300,0.05150110375275946,28,0.0,26,0.15625,25,0.0,26,False,0.09333333333333334
