origin,is_monthly_training_origin,actual_index_members,forward_eps_growth_median,eps_growth_company_count,same_year_profit_revision_90_median,profit_revision_company_count,reported_forward_earnings_yield_median,reported_earnings_yield_company_count,raw_eps_revision_90_unadjusted_median,raw_eps_revision_unadjusted_company_count,all_eps_features_valid,eps_company_coverage_of_index
2015-01-30,True,300,,0,,0,,0,,0,False,0.0
2015-02-27,True,300,,0,,0,,0,,0,False,0.0
2015-03-31,True,300,,0,,0,,0,,0,False,0.0
2015-04-30,True,300,,0,,0,,0,,0,False,0.0
2015-05-29,True,300,,0,,0,,0,,0,False,0.0
2015-06-30,True,300,,0,,0,,0,,0,False,0.0
2015-07-31,True,300,,0,,0,,0,,0,False,0.0
2015-08-31,True,300,,0,,0,,0,,0,False,0.0
2015-09-30,True,300,,0,,0,,0,,0,False,0.0
2015-10-30,True,300,,0,,0,,0,,0,False,0.0
2015-11-30,True,300,,0,,0,,0,,0,False,0.0
2015-12-31,True,300,,0,,0,,0,,0,False,0.0
2016-01-29,True,300,,0,,0,,0,,0,False,0.0
2016-02-29,True,300,,0,,0,,0,,0,False,0.0
2016-03-31,True,300,,0,,0,,0,,0,False,0.0
2016-04-29,True,300,,0,,0,,0,,0,False,0.0
2016-05-31,True,300,,0,,0,,0,,0,False,0.0
2016-06-30,True,300,,0,,0,,0,,0,False,0.0
2016-07-29,True,300,,0,,0,,0,,0,False,0.0
2016-08-31,True,300,,0,,0,,0,,0,False,0.0
2016-09-30,True,300,,0,,0,,0,,0,False,0.0
2016-10-31,True,300,,0,,0,,0,,0,False,0.0
2016-11-30,True,300,,0,,0,,0,,0,False,0.0
2016-12-30,True,300,,0,,0,,0,,0,False,0.0
2017-01-26,True,300,,0,,0,,0,,0,False,0.0
2017-02-28,True,300,,0,,0,,0,,0,False,0.0
2017-03-31,True,300,,0,,0,,0,,0,False,0.0
2017-04-28,True,300,,0,,0,,0,,0,False,0.0
2017-05-31,True,300,,0,,0,,0,,0,False,0.0
2017-06-30,True,300,0.14765100671140952,1,,0,,0,,0,False,0.0033333333333333335
2017-07-31,True,300,0.14765100671140952,1,,0,,0,,0,False,0.0033333333333333335
2017-08-31,True,300,0.2531645569620254,3,,0,0.05714285714285714,3,,0,False,0.01
2017-09-29,True,300,0.20040778183671745,4,0.0,1,0.05650438946528332,4,0.0,1,False,0.013333333333333334
2017-10-31,True,300,0.20040778183671745,4,0.0,1,0.052087550265835426,4,0.0,1,False,0.013333333333333334
2017-11-30,True,300,0.14750971388202055,6,0.0,4,0.0558659217877095,6,0.0,4,False,0.02
2017-12-29,True,300,0.14750971388202055,6,0.0,4,0.0558659217877095,6,0.0,4,False,0.02
2018-01-31,True,300,0.12165232614444815,6,0.0,6,0.06231073841136735,6,0.0,6,False,0.02
2018-02-28,True,300,0.12165232614444815,4,0.0,4,0.05907085027276834,4,0.0,4,False,0.013333333333333334
2018-03-30,True,300,0.12165232614444815,4,0.0,4,0.05907085027276834,4,0.0,4,False,0.013333333333333334
2018-04-27,True,300,0.1146496815286624,3,0.0,3,0.06289308176100629,3,0.0,3,False,0.01
2018-05-31,True,300,,0,,0,,0,,0,False,0.0
2018-06-29,True,300,0.43181818181818193,1,0.0,1,0.0819672131147541,1,0.0,1,False,0.0033333333333333335
2018-07-31,True,300,,0,,0,,0,,0,False,0.0
2018-08-31,True,300,0.1593412707243797,2,,0,0.08478186775732788,2,,0,False,0.006666666666666667
2018-09-28,True,300,0.1593412707243797,2,,0,0.08478186775732788,2,,0,False,0.006666666666666667
2018-10-31,True,300,0.2060606060606061,3,,0,0.10101010101010101,3,,0,False,0.01
2018-11-30,True,300,0.2060606060606061,3,-0.042714618555469264,2,0.10101010101010101,3,-0.04306220095693784,2,False,0.01
2018-12-28,True,300,0.2060606060606061,3,-0.042714618555469264,2,0.10101010101010101,3,-0.04306220095693784,2,False,0.01
2019-01-31,True,300,0.19801980198019808,3,0.0,3,0.1234567901234568,3,0.0,3,False,0.01
2019-02-28,True,300,0.1420721019470369,2,0.0,2,0.1352578068264343,2,0.0,2,False,0.006666666666666667
2019-03-29,True,300,0.10970464135021088,3,0.07046764894298527,2,0.12195121951219513,3,0.06837606837606834,2,False,0.01
2019-04-30,True,300,0.0904510261767236,2,0.14093529788597053,1,0.11715538503699643,2,0.13675213675213668,1,False,0.006666666666666667
2019-05-31,True,300,0.0904510261767236,2,0.14093529788597053,1,0.11715538503699643,2,0.13675213675213668,1,False,0.006666666666666667
2019-06-28,True,300,0.0904510261767236,2,0.0,2,0.11715538503699643,2,0.0,2,False,0.006666666666666667
2019-07-31,True,300,0.0904510261767236,2,0.0,2,0.11715538503699643,2,0.0,2,False,0.006666666666666667
2019-08-30,True,300,0.10970464135021088,3,0.0,2,0.12195121951219513,3,0.0,2,False,0.01
2019-09-30,True,300,0.1578416701160039,2,0.08160727098780196,1,0.16967126193001061,2,0.09160305343511459,1,False,0.006666666666666667
2019-10-31,True,300,0.1578416701160039,2,0.08160727098780196,1,0.16967126193001061,2,0.09160305343511459,1,False,0.006666666666666667
2019-11-29,True,300,0.21606648199445982,1,0.0,1,0.2173913043478261,1,0.0,1,False,0.0033333333333333335
2019-12-31,True,300,0.21606648199445982,1,0.0,1,0.2173913043478261,1,0.0,1,False,0.0033333333333333335
2020-01-23,True,300,0.1927710843373494,1,0.0,1,0.2631578947368421,1,0.0,1,False,0.0033333333333333335
2020-02-28,True,300,,0,,0,,0,,0,False,0.0
2020-03-31,True,300,0.1381653454133634,1,,0,0.14925373134328357,1,,0,False,0.0033333333333333335
2020-04-30,True,300,0.14844775207176114,2,,0,0.10328016080058161,2,,0,False,0.006666666666666667
2020-05-29,True,300,0.14844775207176114,2,,0,0.10328016080058161,2,,0,False,0.006666666666666667
2020-06-30,True,300,0.1381653454133634,3,0.0,2,0.14925373134328357,3,0.0,2,False,0.01
2020-07-31,True,300,0.1381653454133634,3,0.0,2,0.14925373134328357,3,0.0,3,False,0.01
2020-08-31,True,300,0.14844775207176114,4,0.0,2,0.10328016080058161,4,0.0,3,False,0.013333333333333334
2020-09-30,True,300,0.19120718462823727,4,-0.2693561773772824,1,0.041414908196831614,4,-0.148936170212766,2,False,0.013333333333333334
2020-10-30,True,300,0.19030993717093023,4,-0.2693561773772824,1,0.025451968397841022,4,-0.297872340425532,1,False,0.013333333333333334
2020-11-30,True,300,0.19126323641965148,8,-0.14994866915451874,2,0.026178010471204185,8,-0.15271988659204883,2,False,0.02666666666666667
2020-12-31,True,300,0.2193350144453166,6,-0.08175559380378658,2,0.026178010471204185,6,-0.07987220447284345,2,False,0.02
2021-01-29,True,300,0.1866226259289843,5,-0.03904109589041096,2,0.03125,5,-0.040609137055837546,2,False,0.016666666666666666
2021-02-26,True,300,0.1866226259289843,5,0.0,5,0.03125,5,0.0,5,False,0.016666666666666666
2021-03-31,True,300,0.1753385602280826,5,0.0,4,0.031545741324921134,5,0.0,4,False,0.016666666666666666
2021-04-30,True,300,0.16849816849816854,9,0.0,5,0.031545741324921134,9,0.0,5,False,0.03
2021-05-31,True,300,0.1807814178948199,8,-0.030560271646859084,3,0.026212364815654587,8,-0.030605455755156292,3,False,0.02666666666666667
2021-06-30,True,300,0.19839402003364925,6,0.06437558079190445,2,0.02733401948061634,6,0.03729683490162529,2,False,0.02
2021-07-30,True,300,0.1476402892556779,4,0.0,4,0.03739316239316239,4,0.0,4,False,0.013333333333333334
2021-08-31,True,300,0.1395348837209302,5,0.0,4,0.046296296296296294,5,0.0,4,False,0.016666666666666666
2021-09-30,True,300,0.1395348837209302,5,0.0,4,0.046296296296296294,5,0.0,4,False,0.016666666666666666
2021-10-29,True,300,0.12471198156682027,2,0.0,1,0.1530612244897959,2,0.0,1,False,0.006666666666666667
2021-11-30,True,300,0.12471198156682027,2,0.0,2,0.1530612244897959,2,0.0,2,False,0.006666666666666667
2021-12-31,True,300,0.12471198156682027,2,0.0,2,0.1530612244897959,2,0.0,2,False,0.006666666666666667
2022-01-28,True,300,0.12319377963549738,2,0.0,2,0.17375033413525795,2,0.0,2,False,0.006666666666666667
2022-02-28,True,300,0.13186813186813187,1,0.0,1,0.23255813953488372,1,0.0,1,False,0.0033333333333333335
2022-03-31,True,300,0.12474012474012484,9,,0,0.21153846153846156,8,,0,False,0.03
2022-04-29,True,300,0.1416234887737479,19,0.0491420929877487,1,0.1694915254237288,17,0.0304568527918782,1,False,0.06333333333333334
2022-05-31,True,300,0.1416234887737479,19,,0,0.1694915254237288,17,,0,False,0.06333333333333334
2022-06-30,True,300,0.1346415316209165,20,0.0,13,0.177338355304457,18,0.0,13,False,0.06666666666666667
2022-07-29,True,300,0.1416234887737479,19,0.0,18,0.1694915254237288,17,0.0,18,False,0.06333333333333334
2022-08-31,True,300,0.1237673806481146,20,0.0,20,0.20638297872340428,18,0.0,20,False,0.06666666666666667
2022-09-30,True,300,0.11870503597122288,19,0.0,18,0.2127659574468085,17,0.0,18,False,0.06333333333333334
2022-10-31,True,300,0.11817604739737612,18,0.0,17,0.20726495726495725,16,0.0,17,False,0.06
2022-11-30,True,300,0.12279463655610434,13,0.0,11,0.20726495726495725,12,0.0,11,False,0.043333333333333335
2022-12-30,True,300,0.17283950617283947,11,0.0,11,0.18387314439946018,10,0.0,11,False,0.03666666666666667
2023-01-31,True,300,0.12420382165605101,13,0.0,12,0.20842379504993486,12,0.0,12,False,0.043333333333333335
2023-02-28,True,300,0.14517195767195762,10,0.0,6,0.2353266888150609,10,0.0,6,False,0.03333333333333333
2023-03-31,True,300,0.16071428571428573,9,-0.030311516728991978,4,0.2127659574468085,9,-0.04002251695636653,4,False,0.03
