variant,scenario,net_sharpe,annualized_return
完整虚拟权重,主历史基础,1.2938241390705412,0.1084060965311452
完整虚拟权重,主历史压力,1.226032413046282,0.10216936775451868
完整虚拟权重,较早历史基础,1.2260324130445615,0.11081643685051616
完整虚拟权重,较早历史压力,1.2349389002080726,0.11227967351390547
前三来源归一化,主历史基础,1.282988697735865,0.10798285888198858
前三来源归一化,主历史压力,1.2165154606678341,0.10184145148627255
前三来源归一化,较早历史基础,1.2416701849215728,0.11058001829400876
前三来源归一化,较早历史压力,1.2529178168957325,0.11226365644538597
