period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,VINTAGE_REFERENCE_RISK,11406.511180000001,16266.700000000004,-4757.699999999999,47.88882000000012,54.600000000000364,0.19108424816323932
evaluation,BASE,MODEL_SUPPORT_REFERENCE_ROUTER,7393.389840000193,3995.600000000035,5557.2,537.7101600000002,1621.7000000000494,-0.34555882254996884
evaluation,BASE,TREND_REFERENCE_ROUTER,2647.374880000192,5853.500000000015,-5178.0,-504.5748799999999,-1467.2999999999865,-0.0227341877717947
evaluation,STRESS,VINTAGE_REFERENCE_RISK,11199.195599999832,16062.699999999997,-4678.5,71.70440000000008,113.29999999999472,0.18627130230326583
evaluation,STRESS,MODEL_SUPPORT_REFERENCE_ROUTER,5249.427040000039,3780.700000000026,5487.099999999999,1087.7729599999998,2930.600000000036,-0.35316517276598836
evaluation,STRESS,TREND_REFERENCE_ROUTER,4636.823199999984,5806.500000000015,-5014.4000000000015,-997.6232,-2847.1000000000067,0.007287152097650629
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,-11641.152939999942,-11651.099999999991,0.0,-8.347059999999999,-1.5999999999871761,-0.12766913234359312
earlier_diagnostic,BASE,MODEL_SUPPORT_REFERENCE_ROUTER,-5010.475620000099,-5295.5,0.0,-78.22438,-206.80000000001382,-0.06148265846812262
earlier_diagnostic,BASE,TREND_REFERENCE_ROUTER,-18011.52841999993,-18875.099999999977,0.0,-206.37158,-657.1999999999691,-0.20993817052303643
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,-11689.357560000033,-11748.099999999991,0.0,-16.542439999999942,-42.19999999998254,-0.12529817975846602
earlier_diagnostic,STRESS,MODEL_SUPPORT_REFERENCE_ROUTER,-7352.310879999917,-7919.0,0.0,-156.28912000000014,-410.4000000000001,-0.07565544101217636
earlier_diagnostic,STRESS,TREND_REFERENCE_ROUTER,-17405.74403999996,-18995.49999999997,0.0,-409.15596000000005,-1180.6000000000026,-0.1975964536711965
