period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.9367098072388884,24,295,72236.50000000003,5556.988299999992,66679.51170000009
evaluation,STRESS,0.87336417846185,24,295,71665.00000000003,10211.04776000005,61453.95224000001
earlier_diagnostic,BASE,0.9177304204408082,10,302,52490.5,1894.33844000002,50596.16155999998
earlier_diagnostic,STRESS,0.9353340077937933,10,308,55940.000000000015,3695.3000400000074,52244.69996
