model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
ACCOUNT_RISK_12,evaluation,BASE,1.2496430689105669,30,429,183257.50000000003,14592.176799999914,168665.3232000001
ACCOUNT_RISK_12,evaluation,STRESS,1.1678212778687938,30,429,180141.19999999998,26434.77475999998,153706.42524000036
ACCOUNT_RISK_12,earlier_diagnostic,BASE,1.0432064064869657,16,445,134726.19999999995,7430.992960000036,127295.20703999983
ACCOUNT_RISK_12,earlier_diagnostic,STRESS,1.0368326800304501,16,451,141494.29999999996,14163.871359999946,127330.42864000006
ACCOUNT_RISK_15,evaluation,BASE,1.1985628652827198,30,429,179374.0,14825.328279999918,164548.67172000016
ACCOUNT_RISK_15,evaluation,STRESS,1.1186978478316223,30,429,177286.6,27139.450879999968,150147.14911999996
ACCOUNT_RISK_15,earlier_diagnostic,BASE,1.020733901815727,16,445,138084.19999999995,7541.604520000036,130542.59547999973
ACCOUNT_RISK_15,earlier_diagnostic,STRESS,1.0150035508273583,16,451,145242.8999999999,14419.442999999947,130823.45699999994
