date,error,partial_entry_signal,full_close_entry,partial_signal_disappeared_at_close
2022-03-11,1.4210854715202004e-14,False,False,False
2022-03-14,1.0658141036401503e-14,False,False,False
2022-03-15,1.0658141036401503e-14,False,False,False
2022-03-16,1.0658141036401503e-14,False,False,False
2022-03-17,8.881784197001252e-15,False,False,False
2022-03-18,9.769962616701378e-15,False,False,False
2022-03-21,7.771561172376096e-15,False,False,False
2022-03-22,8.43769498715119e-15,False,False,False
2022-03-23,6.217248937900877e-15,False,False,False
2022-03-24,7.105427357601002e-15,False,False,False
2022-03-25,6.439293542825908e-15,False,False,False
2022-03-28,7.549516567451064e-15,False,False,False
2022-03-29,5.995204332975845e-15,False,False,False
2022-03-30,6.8833827526759706e-15,False,False,False
2022-03-31,6.439293542825908e-15,False,False,False
2022-04-01,6.217248937900877e-15,False,False,False
2022-04-06,3.552713678800501e-15,False,False,False
2022-04-07,3.4416913763379853e-15,False,False,False
2022-04-08,2.9976021664879227e-15,False,False,False
2022-04-11,2.9976021664879227e-15,False,False,False
2022-04-12,3.1086244689504383e-15,False,False,False
2022-04-13,2.4424906541753444e-15,False,False,False
2022-04-14,2.9976021664879227e-15,False,False,False
2022-04-15,2.55351295663786e-15,False,False,False
2022-04-18,2.220446049250313e-15,False,False,False
2022-04-19,1.1102230246251565e-15,False,False,False
2022-04-20,1.1657341758564144e-15,False,False,False
2022-04-21,2.220446049250313e-15,False,False,False
2022-04-22,2.886579864025407e-15,False,False,False
2022-04-25,1.7763568394002505e-15,False,False,False
2022-04-26,2.6645352591003757e-15,False,False,False
2022-04-27,3.219646771412954e-15,False,False,False
2022-04-28,1.7763568394002505e-15,False,False,False
2022-04-29,8.881784197001252e-16,False,False,False
2022-05-05,4.440892098500626e-16,False,False,False
2022-05-06,1.5265566588595902e-16,False,False,False
2022-05-09,1.3322676295501878e-15,False,False,False
2022-05-10,2.1094237467877974e-15,False,False,False
2022-05-11,2.6645352591003757e-15,False,False,False
2022-05-12,2.886579864025407e-15,True,True,False
2022-05-13,3.552713678800501e-15,False,False,False
2022-05-16,2.7755575615628914e-15,False,False,False
2022-05-17,2.55351295663786e-15,False,False,False
2022-05-18,2.6645352591003757e-15,False,False,False
2022-05-19,2.220446049250313e-15,False,False,False
2022-05-20,2.6645352591003757e-15,False,False,False
2022-05-23,2.3314683517128287e-15,False,False,False
2022-05-24,2.220446049250313e-15,False,False,False
2022-05-25,1.3322676295501878e-15,False,False,False
2022-05-26,1.6653345369377348e-15,False,False,False
2022-05-27,1.9984014443252818e-15,False,False,False
2022-05-30,1.7763568394002505e-15,False,False,False
2022-05-31,1.6653345369377348e-15,False,False,False
2022-06-01,1.9984014443252818e-15,False,False,False
2022-06-02,1.887379141862766e-15,False,False,False
2022-06-06,2.55351295663786e-15,False,False,False
2022-06-07,2.886579864025407e-15,True,True,False
2022-06-08,3.1086244689504383e-15,True,True,False
2022-06-09,3.9968028886505635e-15,True,True,False
2022-06-10,4.6629367034256575e-15,True,True,False
2022-06-13,6.217248937900877e-15,True,True,False
2022-06-14,5.773159728050814e-15,True,True,False
2022-06-15,6.661338147750939e-15,True,True,False
2022-06-16,7.993605777301127e-15,True,True,False
2022-06-17,7.105427357601002e-15,True,True,False
2022-06-20,9.769962616701378e-15,True,True,False
2022-06-21,7.993605777301127e-15,True,True,False
2022-06-22,7.549516567451064e-15,True,True,False
2022-06-23,7.993605777301127e-15,True,True,False
2022-06-24,7.993605777301127e-15,True,True,False
2022-06-27,7.993605777301127e-15,True,True,False
2022-06-28,8.881784197001252e-15,True,True,False
2022-06-29,9.769962616701378e-15,True,True,False
2022-06-30,9.769962616701378e-15,True,True,False
2022-07-01,1.021405182655144e-14,True,True,False
2022-07-04,9.325873406851315e-15,True,True,False
2022-07-05,8.43769498715119e-15,True,True,False
2022-07-06,8.881784197001252e-15,True,True,False
2022-07-07,8.881784197001252e-15,True,True,False
2022-07-08,9.769962616701378e-15,True,True,False
2022-07-11,8.881784197001252e-15,True,True,False
2022-07-12,8.881784197001252e-15,True,True,False
2022-07-13,7.549516567451064e-15,True,True,False
2022-07-14,8.43769498715119e-15,True,True,False
2022-07-15,8.43769498715119e-15,True,True,False
2022-07-18,6.661338147750939e-15,True,True,False
2022-07-19,7.993605777301127e-15,True,True,False
2022-07-20,8.43769498715119e-15,True,True,False
2022-07-21,8.881784197001252e-15,True,True,False
2022-07-22,7.993605777301127e-15,True,True,False
2022-07-25,8.881784197001252e-15,True,True,False
2022-07-26,1.021405182655144e-14,True,True,False
2022-07-27,1.021405182655144e-14,True,True,False
2022-07-28,9.325873406851315e-15,True,True,False
2022-07-29,8.659739592076221e-15,True,True,False
2022-08-01,7.105427357601002e-15,True,True,False
2022-08-02,7.105427357601002e-15,True,True,False
2022-08-03,6.439293542825908e-15,True,False,True
2022-08-04,4.551914400963142e-15,False,False,False
2022-08-05,3.3306690738754696e-15,False,False,False
2022-08-08,4.3298697960381105e-15,False,False,False
2022-08-09,5.329070518200751e-15,True,True,False
2022-08-10,6.661338147750939e-15,True,True,False
2022-08-11,5.773159728050814e-15,True,True,False
2022-08-12,6.8833827526759706e-15,True,True,False
2022-08-15,5.995204332975845e-15,True,True,False
2022-08-16,5.773159728050814e-15,True,True,False
2022-08-17,5.995204332975845e-15,True,True,False
2022-08-18,8.881784197001252e-15,True,True,False
2022-08-19,7.771561172376096e-15,True,True,False
2022-08-22,7.105427357601002e-15,True,True,False
2022-08-23,9.325873406851315e-15,True,True,False
2022-08-24,9.547918011776346e-15,True,True,False
2022-08-25,5.995204332975845e-15,True,True,False
2022-08-26,6.217248937900877e-15,False,False,False
2022-08-29,5.773159728050814e-15,False,False,False
2022-08-30,5.218048215738236e-15,False,False,False
2022-08-31,4.551914400963142e-15,False,False,False
2022-09-01,4.551914400963142e-15,False,False,False
2022-09-02,4.440892098500626e-15,False,False,False
2022-09-05,1.942890293094024e-15,False,False,False
2022-09-06,1.9984014443252818e-15,False,False,False
2022-09-07,4.163336342344337e-17,False,False,False
2022-09-08,6.661338147750939e-16,False,False,False
2022-09-09,3.469446951953614e-17,False,False,False
2022-09-13,1.3600232051658168e-15,False,False,False
2022-09-14,1.1379786002407855e-15,False,False,False
2022-09-15,2.7755575615628914e-16,False,False,False
2022-09-16,3.7470027081099033e-16,False,False,False
2022-09-19,4.3298697960381105e-15,False,False,False
2022-09-20,4.9960036108132044e-15,False,False,False
2022-09-21,6.439293542825908e-15,False,False,False
2022-09-22,8.881784197001252e-15,False,False,False
2022-09-23,7.771561172376096e-15,False,False,False
2022-09-26,1.1102230246251565e-14,False,False,False
2022-09-27,9.103828801926284e-15,False,False,False
2022-09-28,9.992007221626409e-15,False,False,False
2022-09-29,9.769962616701378e-15,False,False,False
2022-09-30,1.0436096431476471e-14,False,False,False
2022-10-10,1.2878587085651816e-14,False,False,False
2022-10-11,1.2656542480726785e-14,False,False,False
2022-10-12,1.199040866595169e-14,False,False,False
2022-10-13,8.659739592076221e-15,False,False,False
2022-10-14,7.66053886991358e-15,False,False,False
2022-10-17,6.8833827526759706e-15,False,False,False
2022-10-18,5.662137425588298e-15,False,False,False
2022-10-19,7.105427357601002e-15,False,False,False
2022-10-20,7.771561172376096e-15,False,False,False
2022-10-21,6.439293542825908e-15,False,False,False
2022-10-24,7.327471962526033e-15,False,False,False
2022-10-25,7.549516567451064e-15,False,False,False
2022-10-26,7.327471962526033e-15,False,False,False
2022-10-27,7.105427357601002e-15,False,False,False
2022-10-28,7.993605777301127e-15,False,False,False
2022-10-31,8.659739592076221e-15,False,False,False
2022-11-01,6.8833827526759706e-15,False,False,False
2022-11-02,5.10702591327572e-15,False,False,False
2022-11-03,3.1086244689504383e-15,False,False,False
2022-11-04,2.0539125955565396e-15,False,False,False
2022-11-07,1.8041124150158794e-16,False,False,False
2022-11-08,1.3877787807814457e-16,False,False,False
2022-11-09,2.220446049250313e-16,False,False,False
2022-11-10,9.992007221626409e-16,False,False,False
2022-11-11,4.718447854656915e-16,False,False,False
2022-11-14,1.9984014443252818e-15,False,False,False
2022-11-15,2.886579864025407e-15,False,False,False
2022-11-16,1.7763568394002505e-15,False,False,False
2022-11-17,1.9984014443252818e-15,False,False,False
2022-11-18,2.1094237467877974e-15,False,False,False
2022-11-21,2.220446049250313e-15,False,False,False
2022-11-22,1.6653345369377348e-15,False,False,False
2022-11-23,2.1094237467877974e-15,False,False,False
2022-11-24,1.6653345369377348e-15,False,False,False
2022-11-25,1.3322676295501878e-15,False,False,False
2022-11-28,1.4432899320127035e-15,False,False,False
2022-11-29,4.440892098500626e-16,False,False,False
2022-11-30,1.457167719820518e-16,False,False,False
2022-12-01,2.636779683484747e-16,False,False,False
2022-12-02,8.326672684688674e-16,False,False,False
2022-12-05,9.43689570931383e-16,False,False,False
2022-12-06,8.326672684688674e-16,False,False,False
2022-12-07,4.996003610813204e-16,False,False,False
2022-12-08,6.661338147750939e-16,False,False,False
2022-12-09,8.049116928532385e-16,False,False,False
2022-12-12,4.996003610813204e-16,False,False,False
2022-12-13,7.771561172376096e-16,False,False,False
2022-12-14,1.0547118733938987e-15,False,False,False
2022-12-15,1.1102230246251565e-15,False,False,False
2022-12-16,8.326672684688674e-16,False,False,False
2022-12-19,5.551115123125783e-17,False,False,False
2022-12-20,4.440892098500626e-16,False,False,False
2022-12-21,6.661338147750939e-16,False,False,False
2022-12-22,7.771561172376096e-16,False,False,False
2022-12-23,1.1657341758564144e-15,False,False,False
2022-12-26,7.216449660063518e-16,False,False,False
2022-12-27,9.43689570931383e-16,False,False,False
2022-12-28,1.7208456881689926e-15,False,False,False
2022-12-29,1.3877787807814457e-15,False,False,False
2022-12-30,8.049116928532385e-16,False,False,False
2023-01-03,7.771561172376096e-16,False,False,False
2023-01-04,6.938893903907228e-17,False,False,False
2023-01-05,8.326672684688674e-17,False,False,False
2023-01-06,2.3505503099485736e-16,False,False,False
2023-01-09,2.8449465006019636e-16,False,False,False
2023-01-10,3.469446951953614e-16,False,False,False
2023-01-11,5.551115123125783e-16,False,False,False
2023-01-12,2.0469737016526324e-16,False,False,False
2023-01-13,4.579669976578771e-16,False,False,False
2023-01-16,9.159339953157541e-16,False,False,False
2023-01-17,1.887379141862766e-15,False,False,False
2023-01-18,3.552713678800501e-15,False,False,False
2023-01-19,2.9976021664879227e-15,False,False,False
2023-01-20,2.7755575615628914e-15,False,False,False
2023-01-30,4.107825191113079e-15,False,False,False
2023-01-31,2.886579864025407e-15,False,False,False
2023-02-01,1.887379141862766e-15,False,False,False
2023-02-02,1.2212453270876722e-15,False,False,False
2023-02-03,1.1449174941446927e-16,False,False,False
2023-02-06,8.933825901280557e-17,False,False,False
2023-02-07,1.8318679906315083e-15,False,False,False
2023-02-08,2.55351295663786e-15,False,False,False
2023-02-09,2.4424906541753444e-15,False,False,False
2023-02-10,7.216449660063518e-16,False,False,False
2023-02-13,1.3322676295501878e-15,False,False,False
2023-02-14,8.049116928532385e-16,False,False,False
2023-02-15,2.6645352591003757e-15,False,False,False
2023-02-16,6.245004513516506e-16,False,False,False
2023-02-17,2.671474153004283e-16,False,False,False
2023-02-20,8.881784197001252e-16,False,False,False
2023-02-21,1.1934897514720433e-15,False,False,False
2023-02-22,7.771561172376096e-16,False,False,False
2023-02-23,4.787836793695988e-16,False,False,False
2023-02-24,1.5265566588595902e-16,False,False,False
2023-02-27,2.8102520310824275e-16,False,False,False
2023-02-28,1.5612511283791264e-16,False,False,False
2023-03-01,1.609823385706477e-15,False,False,False
2023-03-02,2.1649348980190553e-15,False,False,False
2023-03-03,2.3314683517128287e-15,False,False,False
2023-03-06,5.689893001203927e-16,False,False,False
2023-03-07,7.494005416219807e-16,False,False,False
2023-03-08,1.7208456881689926e-15,False,False,False
2023-03-09,2.886579864025407e-15,False,False,False
2023-03-10,3.4416913763379853e-15,False,False,False
2023-03-13,4.107825191113079e-15,False,False,False
2023-03-14,3.6637359812630166e-15,False,False,False
2023-03-15,3.6637359812630166e-15,False,False,False
2023-03-16,4.3298697960381105e-15,False,False,False
2023-03-17,4.551914400963142e-15,False,False,False
2023-03-20,5.440092820663267e-15,False,False,False
2023-03-21,6.439293542825908e-15,False,False,False
2023-03-22,4.3298697960381105e-15,False,False,False
2023-03-23,3.164135620181696e-15,False,False,False
2023-03-24,8.049116928532385e-16,False,False,False
2023-03-27,4.2674197509029455e-16,False,False,False
2023-03-28,7.216449660063518e-16,False,False,False
2023-03-29,1.27675647831893e-15,False,False,False
2023-03-30,1.609823385706477e-15,False,False,False
2023-03-31,4.85722573273506e-16,False,False,False
2023-04-03,1.0547118733938987e-15,False,False,False
2023-04-04,2.185751579730777e-16,False,False,False
2023-04-06,2.0816681711721685e-16,False,False,False
2023-04-07,4.163336342344337e-16,False,False,False
2023-04-10,3.2612801348363973e-16,False,False,False
2023-04-11,8.049116928532385e-16,False,False,False
2023-04-12,9.159339953157541e-16,False,False,False
2023-04-13,1.2212453270876722e-15,False,False,False
2023-04-14,1.5265566588595902e-15,False,False,False
2023-04-17,1.0824674490095276e-15,False,False,False
2023-04-18,8.049116928532385e-16,False,False,False
2023-04-19,1.8318679906315083e-15,False,False,False
2023-04-20,2.831068712794149e-15,False,False,False
2023-04-21,2.3869795029440866e-15,False,False,False
2023-04-24,5.218048215738236e-15,False,False,False
2023-04-25,5.551115123125783e-15,False,False,False
2023-04-26,4.9960036108132044e-15,False,False,False
2023-04-27,3.3306690738754696e-15,False,False,False
2023-04-28,2.942091015256665e-15,False,False,False
2023-05-04,1.3877787807814457e-15,False,False,False
2023-05-05,7.771561172376096e-16,False,False,False
2023-05-08,1.6375789613221059e-15,False,False,False
2023-05-09,6.245004513516506e-16,False,False,False
2023-05-10,1.3877787807814457e-15,False,False,False
2023-05-11,4.218847493575595e-15,False,False,False
2023-05-12,4.440892098500626e-15,False,False,False
2023-05-15,7.771561172376096e-15,False,False,False
2023-05-16,5.551115123125783e-15,False,False,False
2023-05-17,4.884981308350689e-15,False,False,False
2023-05-18,4.884981308350689e-15,False,False,False
2023-05-19,3.608224830031759e-15,False,False,False
2023-05-22,7.882583474838611e-15,False,False,False
2023-05-23,7.105427357601002e-15,False,False,False
2023-05-24,8.43769498715119e-15,False,False,False
2023-05-25,9.547918011776346e-15,False,False,False
2023-05-26,8.215650382226158e-15,False,False,False
2023-05-29,9.325873406851315e-15,False,False,False
2023-05-30,1.021405182655144e-14,False,False,False
2023-05-31,1.2434497875801753e-14,False,False,False
2023-06-01,1.3766765505351941e-14,False,False,False
2023-06-02,1.2434497875801753e-14,False,False,False
2023-06-05,1.1102230246251565e-14,False,False,False
2023-06-06,9.769962616701378e-15,False,False,False
2023-06-07,1.1324274851176597e-14,False,False,False
2023-06-08,1.199040866595169e-14,False,False,False
2023-06-09,1.0658141036401503e-14,False,False,False
2023-06-12,1.176836406102666e-14,False,False,False
2023-06-13,1.0658141036401503e-14,False,False,False
2023-06-14,6.439293542825908e-15,False,False,False
2023-06-15,6.5503158452884236e-15,False,False,False
2023-06-16,2.942091015256665e-15,False,False,False
2023-06-19,1.0269562977782698e-15,False,False,False
2023-06-20,3.164135620181696e-15,False,False,False
2023-06-21,2.6645352591003757e-15,False,False,False
2023-06-26,7.216449660063518e-15,False,False,False
2023-06-27,7.993605777301127e-15,False,False,False
2023-06-28,5.88418203051333e-15,False,False,False
2023-06-29,4.551914400963142e-15,False,False,False
2023-06-30,3.6637359812630166e-15,False,False,False
2023-07-03,4.6629367034256575e-15,False,False,False
2023-07-04,3.0531133177191805e-15,False,False,False
2023-07-05,3.941291737419306e-15,False,False,False
2023-07-06,5.329070518200751e-15,False,False,False
2023-07-07,6.994405055138486e-15,False,False,False
2023-07-10,8.548717289613705e-15,False,False,False
2023-07-11,7.993605777301127e-15,False,False,False
2023-07-12,7.327471962526033e-15,False,False,False
2023-07-13,8.104628079763643e-15,False,False,False
2023-07-14,6.661338147750939e-15,False,False,False
2023-07-17,7.105427357601002e-15,False,False,False
2023-07-18,1.2212453270876722e-14,False,False,False
2023-07-19,1.2656542480726785e-14,False,False,False
2023-07-20,1.0880185641326534e-14,False,False,False
2023-07-21,1.1546319456101628e-14,False,False,False
2023-07-24,9.547918011776346e-15,False,False,False
2023-07-25,5.495603971894525e-15,False,False,False
2023-07-26,3.2751579226442118e-15,False,False,False
2023-07-27,2.914335439641036e-15,False,False,False
2023-07-28,7.105427357601002e-15,False,False,False
2023-07-31,1.97758476261356e-16,False,False,False
2023-08-01,2.1649348980190553e-15,False,False,False
2023-08-02,1.970645868709653e-15,False,False,False
2023-08-03,3.608224830031759e-15,False,False,False
2023-08-04,2.706168622523819e-16,False,False,False
2023-08-07,1.3877787807814457e-15,False,False,False
2023-08-08,3.191891195797325e-16,False,False,False
2023-08-09,1.942890293094024e-15,False,False,False
2023-08-10,1.3530843112619095e-16,False,False,False
2023-08-11,1.1102230246251565e-15,False,False,False
2023-08-14,1.7486012637846216e-15,False,False,False
2023-08-15,2.7755575615628914e-17,False,False,False
2023-08-16,9.159339953157541e-16,False,False,False
2023-08-17,1.609823385706477e-15,False,False,False
2023-08-18,2.0816681711721685e-15,False,False,False
2023-08-21,1.582067810090848e-15,False,False,False
2023-08-22,4.371503159461554e-16,False,False,False
2023-08-23,3.122502256758253e-16,False,False,False
2023-08-24,1.8735013540549517e-16,False,False,False
2023-08-25,4.996003610813204e-16,False,False,False
2023-08-28,7.632783294297951e-16,False,False,False
2023-08-29,1.9984014443252818e-15,False,False,False
2023-08-30,1.6653345369377348e-15,False,False,False
2023-08-31,1.6653345369377348e-15,False,False,False
2023-09-01,1.5543122344752192e-15,False,False,False
2023-09-04,1.4432899320127035e-15,False,False,False
2023-09-05,1.7763568394002505e-15,False,False,False
2023-09-06,1.887379141862766e-15,False,False,False
2023-09-07,1.7763568394002505e-15,False,False,False
2023-09-08,2.55351295663786e-15,False,False,False
2023-09-11,1.9984014443252818e-15,False,False,False
2023-09-12,2.3314683517128287e-15,False,False,False
2023-09-13,2.4424906541753444e-15,False,False,False
2023-09-14,2.3314683517128287e-15,False,False,False
2023-09-15,2.4424906541753444e-15,False,False,False
2023-09-18,2.1094237467877974e-15,False,False,False
2023-09-19,2.220446049250313e-15,False,False,False
2023-09-20,2.6645352591003757e-15,False,False,False
2023-09-21,2.6645352591003757e-15,False,False,False
2023-09-22,2.6645352591003757e-15,False,False,False
2023-09-25,2.1094237467877974e-15,False,False,False
2023-09-26,2.3314683517128287e-15,False,False,False
2023-09-27,2.3314683517128287e-15,False,False,False
2023-09-28,1.9984014443252818e-15,False,False,False
2023-10-09,2.4424906541753444e-15,False,False,False
2023-10-10,2.55351295663786e-15,False,False,False
2023-10-11,1.9984014443252818e-15,False,False,False
2023-10-12,2.220446049250313e-15,False,False,False
2023-10-13,2.220446049250313e-15,False,False,False
2023-10-16,2.886579864025407e-15,False,False,False
2023-10-17,3.1086244689504383e-15,False,False,False
2023-10-18,2.6645352591003757e-15,False,False,False
2023-10-19,2.6645352591003757e-15,False,False,False
2023-10-20,3.1086244689504383e-15,False,False,False
2023-10-23,2.6645352591003757e-15,False,False,False
2023-10-24,3.1086244689504383e-15,False,False,False
2023-10-25,2.886579864025407e-15,False,False,False
2023-10-26,3.774758283725532e-15,False,False,False
2023-10-27,2.4424906541753444e-15,False,False,False
2023-10-30,2.220446049250313e-15,False,False,False
2023-10-31,2.886579864025407e-15,False,False,False
2023-11-01,2.6645352591003757e-15,False,False,False
2023-11-02,2.4424906541753444e-15,False,False,False
2023-11-03,3.1086244689504383e-15,False,False,False
2023-11-06,3.1086244689504383e-15,False,False,False
2023-11-07,3.1086244689504383e-15,False,False,False
2023-11-08,2.886579864025407e-15,False,False,False
2023-11-09,3.1086244689504383e-15,False,False,False
2023-11-10,3.3306690738754696e-15,False,False,False
2023-11-13,2.886579864025407e-15,False,False,False
2023-11-14,2.6645352591003757e-15,False,False,False
2023-11-15,3.1086244689504383e-15,False,False,False
2023-11-16,3.3306690738754696e-15,False,False,False
2023-11-17,3.1086244689504383e-15,False,False,False
2023-11-20,3.9968028886505635e-15,False,False,False
2023-11-21,3.3306690738754696e-15,False,False,False
2023-11-22,2.886579864025407e-15,False,False,False
2023-11-23,3.1086244689504383e-15,False,False,False
2023-11-24,2.886579864025407e-15,False,False,False
2023-11-27,2.6645352591003757e-15,False,False,False
2023-11-28,3.1086244689504383e-15,False,False,False
2023-11-29,9.325873406851315e-15,False,False,False
2023-11-30,1.3766765505351941e-14,False,False,False
2023-12-01,1.2878587085651816e-14,False,False,False
2023-12-04,1.3100631690576847e-14,False,False,False
2023-12-05,1.2656542480726785e-14,False,False,False
2023-12-06,1.4654943925052066e-14,False,False,False
2023-12-07,1.3322676295501878e-14,False,False,False
2023-12-08,1.3988810110276972e-14,False,False,False
2023-12-11,1.3322676295501878e-14,False,False,False
2023-12-12,9.103828801926284e-15,False,False,False
2023-12-13,8.659739592076221e-15,False,False,False
2023-12-14,1.021405182655144e-14,False,False,False
2023-12-15,1.1102230246251565e-14,False,False,False
