date,d60_factor,entry_condition,original_price_exit
2012-05-28,,0,False
2012-05-29,,0,False
2012-05-30,,0,False
2012-05-31,,0,False
2012-06-01,,0,False
2012-06-04,,0,False
2012-06-05,,0,False
2012-06-06,,0,False
2012-06-07,,0,False
2012-06-08,,0,False
2012-06-11,,0,False
2012-06-12,,0,False
2012-06-13,,0,False
2012-06-14,,0,False
2012-06-15,,0,False
2012-06-18,,0,False
2012-06-19,,0,False
2012-06-20,,0,False
2012-06-21,,0,False
2012-06-25,,0,False
2012-06-26,,0,False
2012-06-27,,0,False
2012-06-28,,0,False
2012-06-29,,0,False
2012-07-02,,0,False
2012-07-03,,0,False
2012-07-04,,0,False
2012-07-05,,0,False
2012-07-06,,0,False
2012-07-09,,0,False
2012-07-10,,0,False
2012-07-11,,0,False
2012-07-12,,0,False
2012-07-13,,0,False
2012-07-16,,0,False
2012-07-17,,0,False
2012-07-18,,0,False
2012-07-19,,0,False
2012-07-20,,0,False
2012-07-23,,0,False
2012-07-24,,0,False
2012-07-25,,0,False
2012-07-26,,0,False
2012-07-27,,0,False
2012-07-30,,0,False
2012-07-31,,0,False
2012-08-01,,0,False
2012-08-02,,0,False
2012-08-03,,0,False
2012-08-06,,0,False
2012-08-07,,0,False
2012-08-08,,0,False
2012-08-09,,0,False
2012-08-10,,0,False
2012-08-13,,0,False
2012-08-14,,0,False
2012-08-15,,0,False
2012-08-16,,0,False
2012-08-17,,0,False
2012-08-20,,0,False
2012-08-21,-0.7854191913948757,0,False
2012-08-22,-1.2289000566289219,0,True
2012-08-23,-1.1970492354727247,0,True
2012-08-24,-1.4005234715701191,0,True
2012-08-27,-1.5806579552749696,0,True
2012-08-28,-1.4468650720929273,0,True
2012-08-29,-1.43692526979284,0,True
2012-08-30,-1.3683871971627584,0,True
2012-08-31,-1.0376461821874639,0,True
2012-09-03,-0.6005448139273382,0,True
2012-09-04,-0.9067079428940157,0,True
2012-09-05,-0.9981318040054624,0,True
2012-09-06,-0.9582878513878992,0,True
2012-09-07,-0.33834616546264057,0,True
2012-09-10,-0.29195325912487696,0,True
2012-09-11,-0.19283646450028286,0,True
2012-09-12,-0.25468105572133987,0,True
2012-09-13,-0.21553863833305398,0,True
2012-09-14,-0.19140586229813128,0,True
2012-09-17,-0.20471904432711294,0,True
2012-09-18,-0.2877314170660264,0,True
2012-09-19,-0.20016086882154405,0,True
2012-09-20,-0.2605491700366949,0,True
2012-09-21,-0.40640599814649503,0,True
2012-09-24,0.0275643702947494,0,False
2012-09-25,0.10772248626112771,0,False
2012-09-26,0.037867304653334675,0,False
2012-09-27,0.4067995009538078,0,False
2012-09-28,0.653818768045397,0,False
2012-10-08,0.6280453368643111,0,False
2012-10-09,0.8000315072994107,0,False
2012-10-10,0.8078915246471986,0,False
2012-10-11,0.6500100135280692,0,False
2012-10-12,0.5249107194219799,0,False
2012-10-15,0.6615399807937118,0,False
2012-10-16,0.6422449237428458,0,False
2012-10-17,0.5408639686555018,0,False
2012-10-18,0.577823400780292,0,False
2012-10-19,0.6394503852841786,0,False
2012-10-22,0.713275313429179,0,False
2012-10-23,0.4953719211268877,0,False
2012-10-24,0.5313047027406881,0,False
2012-10-25,0.5078885858997313,0,False
2012-10-26,0.2704324990022286,0,False
2012-10-29,0.33385940402189324,0,False
2012-10-30,0.36820356956403716,0,False
2012-10-31,0.35164749524635003,0,False
2012-11-01,0.5927134817576434,0,False
2012-11-02,0.5884431185831774,0,False
2012-11-05,0.4165452381625701,0,False
2012-11-06,0.29637204470080564,0,False
2012-11-07,0.3550034948595851,0,False
2012-11-08,0.18982217444862853,0,False
2012-11-09,0.2526103999404064,0,False
2012-11-12,0.4330948428677942,0,False
2012-11-13,0.27597574484124354,0,False
2012-11-14,0.3352343889399209,0,False
2012-11-15,0.3323684385038788,0,False
2012-11-16,0.30237237902850833,0,False
2012-11-19,0.21982011458967818,0,False
2012-11-20,0.08004650940944878,0,False
2012-11-21,0.3139126182809812,0,False
2012-11-22,0.38605840162404187,0,False
2012-11-23,0.4319200015605862,0,False
2012-11-26,0.5371469869413712,0,False
2012-11-27,0.4740549210029553,0,False
2012-11-28,0.41326427165868274,0,False
2012-11-29,0.29477683913072167,0,False
2012-11-30,0.36900106395671084,0,False
2012-12-03,0.10798651606365614,0,False
2012-12-04,0.4160358127649639,0,False
2012-12-05,0.7691825667725292,0,False
2012-12-06,0.6704054783702413,0,False
2012-12-07,0.5511220321156194,0,False
2012-12-10,0.5169432941476959,0,False
2012-12-11,0.5045482461316054,0,False
2012-12-12,0.6274064773844537,0,False
2012-12-13,0.6713840026726555,0,False
2012-12-14,1.17404308100222,0,False
2012-12-17,1.3987383903431927,0,False
2012-12-18,1.372593015034475,0,False
2012-12-19,1.366873619093443,0,False
2012-12-20,1.700908011352272,0,False
2012-12-21,1.5080266725587514,0,False
2012-12-24,1.3330915298246742,0,False
2012-12-25,1.552362192746092,0,False
2012-12-26,1.7107629154750712,0,False
2012-12-27,1.3695627208851728,0,False
2012-12-28,1.1707347010927633,0,False
2012-12-31,1.4166127954943755,0,False
2013-01-04,1.032525778822336,0,False
2013-01-07,1.0350443362325306,0,False
2013-01-08,0.9967486695935673,0,False
2013-01-09,1.106710071534364,0,False
2013-01-10,1.2200053616775668,0,False
2013-01-11,0.9621547746102517,0,False
2013-01-14,1.3144378760945168,0,False
2013-01-15,1.2793754143773075,0,False
2013-01-16,1.1862914075320588,0,False
2013-01-17,1.0412060565749484,0,False
2013-01-18,1.1751986560686662,0,False
2013-01-21,1.13776872395772,0,False
2013-01-22,1.2464207286001308,0,False
2013-01-23,1.5560779038352814,0,False
2013-01-24,1.49751657032113,0,False
2013-01-25,1.4515944828307672,0,False
2013-01-28,1.5864470779739583,0,False
2013-01-29,1.4893414389813717,0,False
2013-01-30,1.4711834403086312,0,False
2013-01-31,1.419824273819987,0,False
2013-02-01,1.723984385150292,0,False
2013-02-04,1.6554483124561985,0,False
2013-02-05,1.8604578645787286,0,False
2013-02-06,1.8661772850655094,0,False
2013-02-07,1.8217540092932134,0,False
2013-02-08,1.9855998812740707,0,False
2013-02-18,1.7531079940246697,0,False
2013-02-19,1.593010851773704,0,False
2013-02-20,1.6997198766047696,0,False
2013-02-21,1.5040503521042872,0,False
2013-02-22,1.533561917274279,0,False
2013-02-25,1.3936775964245305,0,False
