period,cost,holding_closes,buy_trades,sell_trades,unfilled_requests,no_view_target_origins,mean_exposure
evaluation,BASE,58,5,6,0,0,0.021985451647381152
evaluation,STRESS,58,5,6,0,0,0.021983765820814058
earlier_diagnostic,BASE,279,16,15,0,0,0.11109348616855716
earlier_diagnostic,STRESS,279,16,15,0,0,0.11106031476069178
