date,panic_budget,learned_budget,panic_sd,learned_sd,difference_variance,optimal_drawdown,selected_drawdown,optimal_budget_lower,optimal_budget_upper,linear_programs,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target
2022-03-01,1.0,0.0,0.0020697062075196557,0.003935968368998363,1.9772650300142457e-05,0.0034383279794170346,0.003438327979417034,0.9999999999999993,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-03-01,2022-03-01,2021-03-03,242,0.0,0.0,0.0
2022-04-01,1.0,0.0,0.0020697062075196557,0.003935968368998363,1.9772650300142457e-05,0.0034383279794170346,0.003438327979417034,0.9999999999999993,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-04-01,2022-04-01,2021-04-06,242,0.0,0.0,0.0
2022-05-05,1.0,0.0,0.0020697062075196557,0.003935968368998363,1.9772650300142453e-05,0.0034383279794170346,0.003438327979417034,0.9999999999999993,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-05-05,2022-05-05,2021-05-06,242,0.0,0.0,0.0
2022-06-01,1.0,0.0,0.0020697062075196557,0.004278288352044672,2.2612735650076246e-05,0.0034383279794170346,0.003438327979417034,0.9999999999999993,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-06-01,2022-06-01,2021-06-02,242,0.0,0.0,0.0
2022-07-01,1.0,0.0,0.0020697062075196557,0.0038831373111014684,1.9386343012795658e-05,0.0034383279794170346,0.003438327979417034,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-07-01,2022-07-01,2021-07-02,242,0.0,0.0,0.0
2022-08-01,1.0,0.0,0.0020185325864330206,0.0029527613659600035,1.284294774780857e-05,0.00304465592961899,0.00304465592961899,0.9999999999999994,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2022-08-01,2022-08-01,2021-08-02,242,0.0,0.0,0.0
2022-09-01,1.0,0.0,0.0,0.0037135886878070902,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-09-01,2022-08-01,2021-09-02,242,0.0,0.0,0.0
2022-10-10,1.0,0.0,0.0,0.0037135886878070902,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-10-10,2022-08-01,2021-10-12,242,0.0,0.0,0.0
2022-11-01,1.0,0.0,0.0,0.0036226688435772652,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-11-01,2022-08-01,2021-11-03,242,0.0,0.0,0.0
2022-12-01,1.0,0.0,0.0,0.0031700532583603135,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-12-01,2022-08-01,2021-12-03,242,0.0,0.0,0.0
2023-01-03,1.0,0.0,0.0,0.0029546238465229958,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-01-03,2022-08-01,2022-01-05,242,0.0,0.0,0.0
2023-02-01,1.0,0.0,0.0,0.0029546238465229958,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-02-01,2022-08-01,2022-01-27,242,0.0,0.0,0.0
2023-03-01,1.0,0.0,0.0,0.002954623846522996,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-03-01,2022-08-01,2022-03-03,242,0.0,0.0,0.0
2023-04-03,1.0,0.0,0.0,0.0029546238465229958,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-04-03,2022-08-01,2022-04-07,242,0.0,0.0,0.0
2023-05-04,1.0,0.0,0.0,0.0029546238465229958,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-05-04,2022-08-01,2022-05-09,242,0.0,0.0,0.0
2023-06-01,1.0,0.0,0.0,0.0024308024595276695,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-06-01,2022-08-01,2022-06-07,242,0.0,0.0,0.0
2023-07-03,1.0,0.0,0.0,0.0022504557930391866,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-07-03,2022-08-01,2022-07-05,242,0.0,0.0,0.0
2023-08-01,1.0,0.0,0.0,0.0022504557930391866,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-08-01,2022-08-01,2022-08-03,242,0.0,0.0,0.0
2023-09-01,1.0,0.0,0.0,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-09-01,2022-08-01,2022-09-05,242,0.0,0.0,0.0
2023-10-09,1.0,0.0,0.0,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-10-09,2022-08-01,2022-10-11,242,0.0,0.0,0.0
2023-11-01,1.0,0.0,0.0,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-11-01,2022-08-01,2022-11-03,242,0.0,0.0,0.0
2023-12-01,1.0,0.0,0.0,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-12-01,2022-08-01,2022-12-05,242,0.0,0.0,0.0
2024-01-02,1.0,0.0,0.0,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-01-02,2022-08-01,2023-01-04,242,0.0,0.0,0.0
2024-02-01,1.0,0.0,0.0,0.0,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-02-01,2022-08-01,2023-02-10,242,0.0,0.0,0.0
2024-03-01,1.0,0.0,0.0,0.0010761863381738822,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-03-01,2022-08-01,2023-03-03,242,0.0,0.0,0.0
2024-04-01,1.0,0.0,0.0,0.0010761863381738822,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-04-01,2022-08-01,2023-04-03,242,0.0,0.0,0.0
2024-05-06,1.0,0.0,0.0,0.0010761863381738824,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-05-06,2022-08-01,2023-05-05,242,0.0,0.0,0.0
2024-06-03,1.0,0.0,0.0,0.0010761863381738824,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-06-03,2022-08-01,2023-06-02,242,0.0,0.0,0.0
2024-07-01,1.0,0.0,0.0,0.0014124746703221452,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-07-01,2022-08-01,2023-07-03,242,0.0,1.0,0.0
2024-08-01,1.0,0.0,0.0,0.001997422549005563,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-08-01,2022-08-01,2023-08-03,242,0.0,1.0,0.0
2024-09-02,1.0,0.0,0.0,0.0026225721109996453,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-09-02,2022-08-01,2023-09-04,242,0.0,1.0,0.0
2024-10-08,1.0,0.0,0.0,0.006228544317531636,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-10-08,2022-08-01,2023-10-09,242,0.0,0.0,0.0
2024-11-01,1.0,0.0,0.0,0.006228544317531637,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-11-01,2022-08-01,2023-11-02,242,0.0,0.0,0.0
2024-12-02,1.0,0.0,0.0,0.006228544317531637,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-12-02,2022-08-01,2023-12-01,242,0.0,0.0,0.0
2025-01-02,1.0,0.0,0.0,0.006228544317531638,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-01-02,2022-08-01,2024-01-03,242,0.0,0.0,0.0
2025-02-05,1.0,0.0,0.0,0.006228544317531637,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-02-05,2022-08-01,2024-01-29,242,0.0,0.0,0.0
2025-03-03,1.0,0.0,0.0,0.006142040797610389,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-03-03,2022-08-01,2024-03-01,242,0.0,0.0,0.0
2025-04-01,1.0,0.0,0.0,0.006142040797610389,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-04-01,2022-08-01,2024-04-01,242,0.0,0.0,0.0
2025-05-06,1.0,0.0,0.0016183643105847263,0.006150828049213139,4.0019754482291534e-05,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-05-06,2025-05-06,2024-05-07,242,0.0,0.0,0.0
2025-06-03,1.0,0.0,0.001618364310584726,0.006151636244453619,4.003326704170233e-05,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-06-03,2025-06-03,2024-06-03,242,0.0,1.0,0.0
2025-07-01,1.0,0.0,0.001618364310584726,0.006136055398746018,3.988007099325979e-05,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-07-01,2025-07-01,2024-07-02,242,0.0,0.0,0.0
2025-08-01,1.0,0.0,0.0016183643105847263,0.005974708238548011,3.7907358779509555e-05,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-08-01,2025-08-01,2024-08-02,242,0.0,0.0,0.0
2025-09-01,1.0,0.0,0.001618364310584726,0.005838706237181326,3.630913104861406e-05,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-09-01,2025-09-01,2024-09-02,242,0.0,0.0,0.0
2025-10-09,1.0,0.0,0.001618364310584726,0.0009503426151907133,2.9496715817395326e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-10-09,2025-10-09,2024-10-11,242,0.0,0.0,0.0
2025-11-03,1.0,0.0,0.0016183643105847263,0.0009503426151907133,2.9496715817395322e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-11-03,2025-11-03,2024-11-05,242,0.0,0.0,0.0
2025-12-01,1.0,0.0,0.0016183643105847263,0.0009503426151907132,2.949671581739532e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2025-12-01,2025-12-01,2024-12-03,242,0.0,0.0,0.0
2026-01-05,1.0,0.0,0.001618364310584726,0.0017388023919299536,5.128296065804432e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2026-01-05,2026-01-05,2025-01-06,242,0.0,1.0,0.0
2026-02-02,1.0,0.0,0.001618364310584726,0.0022029659996251703,6.978468463936222e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2026-02-02,2026-02-02,2025-02-11,242,0.0,0.0,0.0
2026-03-02,1.0,0.0,0.001618364310584726,0.0022029659996251703,6.978468463936221e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2026-03-02,2026-03-02,2025-03-03,242,0.0,0.0,0.0
2026-04-01,1.0,0.0,0.001618364310584726,0.00220296599962517,6.978468463936222e-06,0.0,0.0,1.0,1.0,3,CONDITIONAL_DRAWDOWN_BUDGET_AVAILABLE,True,2026-04-01,2026-04-01,2025-04-02,242,0.0,0.0,0.0
2026-05-06,1.0,0.0,0.0,0.0021845840626908714,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-05-06,2026-04-01,2025-05-07,242,0.0,1.0,0.0
2026-06-01,1.0,0.0,0.0,0.0027661499165134466,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-06-01,2026-04-01,2025-06-03,242,0.0,0.0,0.0
2026-07-01,1.0,0.0,0.0,0.004071668877160243,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-07-01,2026-04-01,2025-07-02,242,0.0,0.0,0.0
2026-08-03,1.0,0.0,0.0,0.00480345829876522,,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-08-03,2026-04-01,2025-08-04,242,0.0,0.0,0.0
