model,origin,status,samples,positive_label_fraction,mean_training_return,minimum_training_return,maximum_training_return,training_years,prediction,prediction_positive
E3_FORWARD_EPS,2024-11-29,TRAINED_MONTHLY_MODEL,15,0.4,-0.025021952354147118,-0.14764621968616276,0.17935843793584372,"[2022, 2023, 2024]",-0.0007940295679276996,False
E1_PRICE_FORWARD_EPS,2024-12-31,TRAINED_MONTHLY_MODEL,17,0.4117647058823529,-0.017975420365032673,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.01982376103519636,True
E2_MATCHED_PRICE,2024-12-31,TRAINED_MONTHLY_MODEL,17,0.4117647058823529,-0.017975420365032673,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",-0.06130755965185465,False
E3_FORWARD_EPS,2024-12-31,TRAINED_MONTHLY_MODEL,17,0.4117647058823529,-0.017975420365032673,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.03987029301410918,True
E1_PRICE_FORWARD_EPS,2025-01-27,TRAINED_MONTHLY_MODEL,18,0.3888888888888889,-0.017369206575272196,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.01828622437392562,True
E2_MATCHED_PRICE,2025-01-27,TRAINED_MONTHLY_MODEL,18,0.3888888888888889,-0.017369206575272196,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",-0.020256065012558177,False
E3_FORWARD_EPS,2025-01-27,TRAINED_MONTHLY_MODEL,18,0.3888888888888889,-0.017369206575272196,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.015009796227265212,True
E1_PRICE_FORWARD_EPS,2025-02-28,NO_VIEW_FEATURES_OR_MATURE_MONTHS_INSUFFICIENT,18,0.3888888888888889,-0.017369206575272196,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",,
E2_MATCHED_PRICE,2025-02-28,NO_VIEW_FEATURES_OR_MATURE_MONTHS_INSUFFICIENT,18,0.3888888888888889,-0.017369206575272196,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",,
E3_FORWARD_EPS,2025-02-28,NO_VIEW_FEATURES_OR_MATURE_MONTHS_INSUFFICIENT,18,0.3888888888888889,-0.017369206575272196,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",,
E1_PRICE_FORWARD_EPS,2025-03-31,TRAINED_MONTHLY_MODEL,19,0.3684210526315789,-0.01667888990775362,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.07499578185593245,True
E2_MATCHED_PRICE,2025-03-31,TRAINED_MONTHLY_MODEL,19,0.3684210526315789,-0.01667888990775362,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",-0.010261500017803682,False
E3_FORWARD_EPS,2025-03-31,TRAINED_MONTHLY_MODEL,19,0.3684210526315789,-0.01667888990775362,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.05202697917020335,True
E1_PRICE_FORWARD_EPS,2025-04-30,TRAINED_MONTHLY_MODEL,20,0.35,-0.018581263820326138,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.08020819557434254,True
E2_MATCHED_PRICE,2025-04-30,TRAINED_MONTHLY_MODEL,20,0.35,-0.018581263820326138,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",-0.008240372956406693,False
E3_FORWARD_EPS,2025-04-30,TRAINED_MONTHLY_MODEL,20,0.35,-0.018581263820326138,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024]",0.12483036721250801,True
E1_PRICE_FORWARD_EPS,2025-05-30,TRAINED_MONTHLY_MODEL,21,0.3333333333333333,-0.018229581198081116,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.060396541597263244,True
E2_MATCHED_PRICE,2025-05-30,TRAINED_MONTHLY_MODEL,21,0.3333333333333333,-0.018229581198081116,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.01515430851541116,False
E3_FORWARD_EPS,2025-05-30,TRAINED_MONTHLY_MODEL,21,0.3333333333333333,-0.018229581198081116,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.08117539023504611,True
E1_PRICE_FORWARD_EPS,2025-06-30,TRAINED_MONTHLY_MODEL,21,0.3333333333333333,-0.018229581198081116,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.03703456785111852,True
E2_MATCHED_PRICE,2025-06-30,TRAINED_MONTHLY_MODEL,21,0.3333333333333333,-0.018229581198081116,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.027269800080226916,False
E3_FORWARD_EPS,2025-06-30,TRAINED_MONTHLY_MODEL,21,0.3333333333333333,-0.018229581198081116,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.01864153473609141,True
E1_PRICE_FORWARD_EPS,2025-07-31,TRAINED_MONTHLY_MODEL,23,0.391304347826087,-0.010972379575128706,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.020421481147633928,True
E2_MATCHED_PRICE,2025-07-31,TRAINED_MONTHLY_MODEL,23,0.391304347826087,-0.010972379575128706,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.042754820095416375,False
E3_FORWARD_EPS,2025-07-31,TRAINED_MONTHLY_MODEL,23,0.391304347826087,-0.010972379575128706,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.017484962652851155,True
E1_PRICE_FORWARD_EPS,2025-08-29,TRAINED_MONTHLY_MODEL,24,0.4166666666666667,-0.0031659826985083136,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.015168998109183306,False
E2_MATCHED_PRICE,2025-08-29,TRAINED_MONTHLY_MODEL,24,0.4166666666666667,-0.0031659826985083136,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.07744242152789141,False
E3_FORWARD_EPS,2025-08-29,TRAINED_MONTHLY_MODEL,24,0.4166666666666667,-0.0031659826985083136,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.028778924264616413,True
E1_PRICE_FORWARD_EPS,2025-09-30,TRAINED_MONTHLY_MODEL,25,0.44,0.0034631691722460858,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.003542408694656108,True
E2_MATCHED_PRICE,2025-09-30,TRAINED_MONTHLY_MODEL,25,0.44,0.0034631691722460858,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.06027178010420354,False
E3_FORWARD_EPS,2025-09-30,TRAINED_MONTHLY_MODEL,25,0.44,0.0034631691722460858,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.04358911430320621,True
E1_PRICE_FORWARD_EPS,2025-10-31,TRAINED_MONTHLY_MODEL,25,0.44,0.0034631691722460858,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.016481009778811836,True
E2_MATCHED_PRICE,2025-10-31,TRAINED_MONTHLY_MODEL,25,0.44,0.0034631691722460858,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.04777221662764974,False
E3_FORWARD_EPS,2025-10-31,TRAINED_MONTHLY_MODEL,25,0.44,0.0034631691722460858,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.043733589658285124,True
E1_PRICE_FORWARD_EPS,2025-11-28,TRAINED_MONTHLY_MODEL,26,0.46153846153846156,0.008930445100158736,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.06826307554943128,True
E2_MATCHED_PRICE,2025-11-28,TRAINED_MONTHLY_MODEL,26,0.46153846153846156,0.008930445100158736,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",-0.0001498764548470092,False
E3_FORWARD_EPS,2025-11-28,TRAINED_MONTHLY_MODEL,26,0.46153846153846156,0.008930445100158736,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.05600042956559265,True
E1_PRICE_FORWARD_EPS,2025-12-31,TRAINED_MONTHLY_MODEL,27,0.48148148148148145,0.00923479226448652,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.08866010420697437,True
E2_MATCHED_PRICE,2025-12-31,TRAINED_MONTHLY_MODEL,27,0.48148148148148145,0.00923479226448652,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.009700626298849716,True
E3_FORWARD_EPS,2025-12-31,TRAINED_MONTHLY_MODEL,27,0.48148148148148145,0.00923479226448652,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.05954105829155465,True
E1_PRICE_FORWARD_EPS,2026-01-30,TRAINED_MONTHLY_MODEL,29,0.5172413793103449,0.009504880605264278,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.06978273601766846,True
E2_MATCHED_PRICE,2026-01-30,TRAINED_MONTHLY_MODEL,29,0.5172413793103449,0.009504880605264278,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.01681196020358681,True
E3_FORWARD_EPS,2026-01-30,TRAINED_MONTHLY_MODEL,29,0.5172413793103449,0.009504880605264278,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.02880199617767214,True
E1_PRICE_FORWARD_EPS,2026-02-27,TRAINED_MONTHLY_MODEL,29,0.5172413793103449,0.009504880605264278,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.06904396259609291,True
E2_MATCHED_PRICE,2026-02-27,TRAINED_MONTHLY_MODEL,29,0.5172413793103449,0.009504880605264278,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.014965842460506609,True
E3_FORWARD_EPS,2026-02-27,TRAINED_MONTHLY_MODEL,29,0.5172413793103449,0.009504880605264278,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.02880199617767214,True
E1_PRICE_FORWARD_EPS,2026-03-31,TRAINED_MONTHLY_MODEL,30,0.5333333333333333,0.010077705434565059,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.0870607713571816,True
E2_MATCHED_PRICE,2026-03-31,TRAINED_MONTHLY_MODEL,30,0.5333333333333333,0.010077705434565059,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.025685392444666517,True
E3_FORWARD_EPS,2026-03-31,TRAINED_MONTHLY_MODEL,30,0.5333333333333333,0.010077705434565059,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.03565720012955933,True
E1_PRICE_FORWARD_EPS,2026-04-30,TRAINED_MONTHLY_MODEL,31,0.5161290322580645,0.008801669574404916,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.07012508278794197,True
E2_MATCHED_PRICE,2026-04-30,TRAINED_MONTHLY_MODEL,31,0.5161290322580645,0.008801669574404916,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.006611053690467571,True
E3_FORWARD_EPS,2026-04-30,TRAINED_MONTHLY_MODEL,31,0.5161290322580645,0.008801669574404916,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025]",0.08354517287838382,True
E1_PRICE_FORWARD_EPS,2026-05-29,TRAINED_MONTHLY_MODEL,33,0.5454545454545454,0.011390796581651512,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.04317928790859648,True
E2_MATCHED_PRICE,2026-05-29,TRAINED_MONTHLY_MODEL,33,0.5454545454545454,0.011390796581651512,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.006731882845114096,True
E3_FORWARD_EPS,2026-05-29,TRAINED_MONTHLY_MODEL,33,0.5454545454545454,0.011390796581651512,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.039858961436473356,True
E1_PRICE_FORWARD_EPS,2026-06-30,TRAINED_MONTHLY_MODEL,33,0.5454545454545454,0.011390796581651512,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.0333171148856797,True
E2_MATCHED_PRICE,2026-06-30,TRAINED_MONTHLY_MODEL,33,0.5454545454545454,0.011390796581651512,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",-0.005287225527861889,False
E3_FORWARD_EPS,2026-06-30,TRAINED_MONTHLY_MODEL,33,0.5454545454545454,0.011390796581651512,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.03975183461353362,True
E1_PRICE_FORWARD_EPS,2026-07-31,TRAINED_MONTHLY_MODEL,35,0.5428571428571428,0.012445209526001956,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.0687881956444648,True
E2_MATCHED_PRICE,2026-07-31,TRAINED_MONTHLY_MODEL,35,0.5428571428571428,0.012445209526001956,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.010018058088600224,True
E3_FORWARD_EPS,2026-07-31,TRAINED_MONTHLY_MODEL,35,0.5428571428571428,0.012445209526001956,-0.14764621968616276,0.19195504288672005,"[2022, 2023, 2024, 2025, 2026]",0.04035994826505889,True
