cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,BUY_STRENGTH_BAND00_R00,0个百分点调仓、当日涨幅至少达到0%才新增买入,0.5287015945000031,0.08790849771377975,0.08809816547860366,0.08739014264288195,1.0081018615407809,-0.07471794195714991,1219,0.2608921363825438,116,1840.0810999999999,4710.800000000109,False,6.803801966270839e-11,0.04894726951713582,False
BASE,BUY_STRENGTH_BAND00_R01,0个百分点调仓、当日涨幅至少达到1%才新增买入,0.40258183339999837,0.06947019251837935,0.07026080315552845,0.07855658433090333,0.8943973793408504,-0.06536659498553428,1219,0.2095783464462445,99,1541.8333200000002,3995.89999999999,False,6.831157861597603e-11,0.03050896432173543,False
BASE,BUY_STRENGTH_BAND20_R00,20个百分点调仓、当日涨幅至少达到0%才新增买入,0.5525762280000008,0.09126059639668806,0.09108787651617944,0.08649624520136286,1.0530847472526383,-0.07302820347947013,1219,0.26345296607392354,61,1590.3544000000002,4463.9000000001,False,6.957634468562901e-11,0.05229936820004413,False
BASE,BUY_STRENGTH_BAND20_R01,20个百分点调仓、当日涨幅至少达到1%才新增买入,0.39738246999999843,0.06868197074592779,0.06947730007715486,0.0780595920972772,0.8900546135390105,-0.07286232545848481,1219,0.21244288660237137,48,1287.7060000000001,3744.399999999977,False,5.3660187404602766e-11,0.029720742549283863,False
BASE,INTENT_MIX_BAND_00,原201零门槛合并,0.6759999939000017,0.10795886065051478,0.10659799742585799,0.09003160532924455,1.184006405706422,-0.07453120352772385,1219,0.2724644389180228,146,2183.70122,5493.000000000078,False,7.145217750803567e-11,0.06899763245387086,False
BASE,INTENT_MIX_BAND_20,原201二十个百分点合并,0.7138041569999982,0.11287597421364255,0.11089549352934062,0.08864860377717385,1.2509558955726625,-0.07199836073389465,1219,0.2762833936766748,62,1755.6685999999997,5053.400000000091,False,9.458744898438454e-11,0.07391474601699863,True
BASE,TWO_CLOSE_ZERO_EXIT,原198两次归零确认,0.7075332783999984,0.1120663874925603,0.1106198630343294,0.09353520851461494,1.1826547969585695,-0.07891815727851231,1219,0.2786482398033253,63,1876.2443200000002,5599.800000000085,False,7.480593922082335e-11,0.07310515929591638,False
BASE,BUY_HOLD,买入持有,0.21231097120000025,0.038961228196643924,0.0700992870589068,0.25150253852073073,0.27872198615255206,-0.45019194035126736,1219,0.9624183821070051,2,85.00576000000001,276.9999999999941,False,4.729372449219227e-11,0.0,False
STRESS,BUY_STRENGTH_BAND00_R00,0个百分点调仓、当日涨幅至少达到0%才新增买入,0.5385005918000012,0.08928935949881822,0.08943260520505723,0.08814381807001122,1.014621412632958,-0.07625760273235886,1219,0.2648809178626618,120,3391.28164,9038.00000000004,False,7.469225238310173e-11,0.05058908741313155,False
STRESS,BUY_STRENGTH_BAND00_R01,0个百分点调仓、当日涨幅至少达到1%才新增买入,0.41267246539999963,0.07099327002174434,0.07174527114158083,0.0793359637017504,0.9043221736272664,-0.06551183359875981,1219,0.21338715189109078,93,2788.20692,7537.699999999988,False,6.389200279954821e-11,0.032292997936057666,False
STRESS,BUY_STRENGTH_BAND20_R00,20个百分点调仓、当日涨幅至少达到0%才新增买入,0.5522563156000007,0.09121595331769056,0.09110027202016016,0.0871159598956709,1.0457357311939262,-0.07430672779539468,1219,0.26668084189054303,62,3100.33688,8630.500000000036,False,5.525180313270539e-11,0.05251568123200388,False
STRESS,BUY_STRENGTH_BAND20_R01,20个百分点调仓、当日涨幅至少达到1%才新增买入,0.4017521430000009,0.06934456893521472,0.0701492309550858,0.07872861676629088,0.8910258281728315,-0.07396677648273517,1219,0.21553330181134236,49,2532.7714,7116.499999999984,False,7.73070496506989e-11,0.030644296849528047,False
STRESS,INTENT_MIX_BAND_00,原201零门槛合并,0.6849694692000037,0.10913348474467692,0.1077196611654797,0.09071924746322528,1.1873958854117022,-0.07593492827342192,1219,0.27652649869140905,134,3882.20616,10416.499999999975,False,7.221956366265658e-11,0.07043321265899025,False
STRESS,INTENT_MIX_BAND_20,原201二十个百分点合并,0.7115189720000008,0.11258122626833865,0.11068361470183087,0.08925077890372914,1.2401417226982454,-0.07333276463041725,1219,0.27965254573074705,63,3434.3055999999997,9635.899999999981,False,8.137135409924667e-11,0.07388095418265198,True
STRESS,TWO_CLOSE_ZERO_EXIT,原198两次归零确认,0.7172127654000038,0.11331503886373448,0.11180551399073135,0.09421257901543788,1.1867365818784206,-0.08040760814108888,1219,0.2826993080596191,64,3737.7469199999996,10633.499999999975,False,8.250822247646283e-11,0.0746147667780478,False
STRESS,BUY_HOLD,买入持有,0.21077794240000033,0.038700272085686674,0.06989107720459181,0.2516713023637165,0.2777077741807245,-0.45042134867956046,1219,0.9631159747963955,2,170.01152000000002,498.5999999999943,False,5.4569682106375694e-11,0.0,False
