model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
DUAL_CONFIRMED_RUNS_AUXILIARY,evaluation,BASE,1.5229324099510932,30,390,114781.39999999997,6941.527939999946,107839.87205999985
DUAL_CONFIRMED_RUNS_AUXILIARY,evaluation,STRESS,1.4402903786210426,30,390,113297.99999999996,12837.826880000008,100460.17311999999
DUAL_CONFIRMED_RUNS_AUXILIARY,earlier_diagnostic,BASE,0.827716257253588,16,395,58877.59999999996,4365.805180000078,54511.79481999978
DUAL_CONFIRMED_RUNS_AUXILIARY,earlier_diagnostic,STRESS,0.8225460233304867,16,401,63221.09999999998,8379.998879999963,54841.101120000065
LAG_CONFIRMED_RUNS_AUXILIARY,evaluation,BASE,1.5510745295440347,29,400,120016.89999999995,6774.955419999915,113241.94458000013
LAG_CONFIRMED_RUNS_AUXILIARY,evaluation,STRESS,1.474026306823169,29,400,118585.59999999995,12464.270519999998,106121.32947999996
LAG_CONFIRMED_RUNS_AUXILIARY,earlier_diagnostic,BASE,0.849227987138754,16,396,60550.29999999995,4384.262240000051,56166.03775999983
LAG_CONFIRMED_RUNS_AUXILIARY,earlier_diagnostic,STRESS,0.8443389135836369,16,402,64930.09999999997,8414.372519999963,56515.72748000012
EITHER_CONFIRMED_RUNS_AUXILIARY,evaluation,BASE,1.4966392288455168,30,429,121428.99999999999,7194.168699999986,114234.8313000002
EITHER_CONFIRMED_RUNS_AUXILIARY,evaluation,STRESS,1.4229803219511783,30,429,120205.0,13068.352239999986,107136.64775999985
EITHER_CONFIRMED_RUNS_AUXILIARY,earlier_diagnostic,BASE,1.0980940406317017,16,445,102026.49999999997,5571.492280000022,96455.00771999994
EITHER_CONFIRMED_RUNS_AUXILIARY,earlier_diagnostic,STRESS,1.0891149645388876,16,451,106922.09999999998,10635.44935999995,96286.65064000012
