period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.2525559913930417,5,498,21426.4,2048.6239400000036,19377.776059999946
evaluation,STRESS,0.23183820631107022,5,498,21219.199999999975,3735.5086399999636,17483.691360000026
earlier_diagnostic,BASE,0.4440917686276874,4,605,35577.400000000016,1504.5608200000108,34072.83918000004
earlier_diagnostic,STRESS,0.4216966230196898,4,605,34875.70000000001,2843.445120000001,32032.25488000005
