period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-47024.29658000014,-50674.0,1716.7999999999997,-498.40342,-1434.4999999999488,-1.0384356969219681
evaluation,BASE,VINTAGE_REFERENCE_RISK,-35895.22446000014,-32954.40000000003,-6346.699999999999,-851.6755400000001,-2554.199999999988,-0.4930695676826074
evaluation,BASE,BUY_HOLD,-33873.28818000006,-12839.800000000032,-19361.0,420.48817999999994,1251.9999999999925,-0.03534339926215174
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-45266.1428399999,-50560.300000000025,1701.0,-982.4571600000002,-2610.7000000000594,-1.0000105682018545
evaluation,STRESS,VINTAGE_REFERENCE_RISK,-32771.065280000155,-32843.300000000054,-6218.299999999999,-1703.0347199999999,-4587.500000000093,-0.45525466984751395
evaluation,STRESS,BUY_HOLD,-35488.03711999999,-13010.100000000057,-19397.9,813.1371200000001,2266.899999999974,-0.05507022399915745
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-24741.63367999994,-32306.599999999977,6920.5,-168.56632000000013,-475.900000000016,-0.5780309112148968
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,-28164.47531999988,-35484.699999999975,6920.5,-107.72468000000009,-291.99999999999636,-0.6013077841567139
earlier_diagnostic,BASE,BUY_HOLD,-8389.355059999973,2251.899999999998,-9498.699999999997,293.25505999999996,849.3000000000168,0.16536978247513534
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-29327.606119999924,-37568.799999999996,6884.7,-340.99388,-1015.5000000000064,-0.6220932798131854
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,-31901.80263999998,-39697.09999999999,6884.7,-219.89735999999994,-690.6999999999884,-0.6389355645325695
earlier_diagnostic,STRESS,BUY_HOLD,-10123.333599999954,1585.9999999999964,-9534.499999999996,577.2336,1597.600000000007,0.1439888488389653
