period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,SESSION_SIGNED_RANK,498,30,21,0,0,0.20848707831451294
evaluation,STRESS,SESSION_SIGNED_RANK,498,30,21,0,0,0.20850373493189991
earlier_diagnostic,BASE,SESSION_SIGNED_RANK,605,20,21,0,0,0.31417170825776475
earlier_diagnostic,STRESS,SESSION_SIGNED_RANK,605,20,21,0,0,0.31408885637039863
