PAST_MONTHLY_MEAN,RECENT_DOWNSIDE20
0.1343583103719183,0.9818551093460717
0.146992761428126,0.3448283870347617
0.1752841905279699,0.3100109408002237
0.21233165746303548,0.6668990511304752
0.05514605298981934,0.5907554131933395
0.28996037061368257,0.9061782920253407
0.2237352916432805,0.6239010844827094
0.06631649724701193,0.5030794589726085
0.23262470509569835,0.6192725950257245
0.32698282578096294,0.6734731165298545
0.07518940257868975,0.9905584816495154
0.1355654078350681,0.7107460340484367
0.3221324671587015,0.30512982417155254
0.16599786368384645,0.5518118438942345
0.27487507783061554,0.8100223733055703
0.2548615695153865,0.598200711564381
0.2950848946647495,0.23802586802349687
0.08647228212055781,0.5379413104343009
0.0748817476450792,0.5534751449544624
0.19824736781792954,0.8935227625702111
0.19776272186066532,0.47334327010430816
0.30037117036337874,0.5803406638632582
0.362312040292612,0.5016760163830242
0.1986148208198552,0.8870579404142501
0.23573821003187295,0.5382124746104886
0.130413495085773,0.5966767774290075
0.3386809399380267,0.8264743114998074
0.18191454977140517,0.443400317239211
0.14865388383510428,0.9177963720733008
0.25275170237975053,0.26202387834780644
0.3184993102174119,0.38870517506745517
0.2912971373836968,0.4890611364305661
0.17906066878051272,0.5561528045851342
0.2049733403064674,0.5414451410653663
0.15756007153768667,0.8142748341813552
0.20908256613451268,0.475411067209967
0.1793808487535791,0.5006612511204309
0.14909841327549533,0.5715035517285134
0.16961933563182877,0.489085166338453
0.28531889461029686,0.33417564733521854
0.20528180893346873,0.76899949707532
0.21115761398476693,0.653188756065741
0.3219091367483836,0.34775635094063534
0.34013774192234125,0.44323194837904506
0.2922476313560225,0.6444990120392515
0.2914425393471555,0.4717810166402579
0.5936665512313111,0.6180107170944525
0.49556005752640614,0.4624346252253302
0.3504405748010001,0.5775246041577257
0.39752437748808384,0.874561128010459
0.15844300731871538,0.3885788030632918
0.17800151333790537,0.8210161300509132
0.1425886065023537,0.41570253340499363
0.29686738643519744,0.6150241916535442
0.24026460679716502,0.3766398684654606
0.23856979470118356,0.26938680266923487
0.18078608323159193,0.6995560611573532
0.14616826373581,0.2873019140412834
0.1152430234170659,0.6401592082785326
0.25977513770360555,0.5923649131431686
0.4392694048040046,0.49370056618876246
0.20443223644244693,0.37710310077391734
0.3278144015818456,0.6386180000014109
0.21788790403542777,0.28964961151572166
0.2418652834683575,0.40194559870540036
0.25751219106881473,0.46321650033008616
0.21592719154757006,0.6350214535976161
0.19881372817972925,0.39257981109936385
0.1843034051010589,0.6496929105431961
0.22492404122780496,0.2638896123351514
0.332226085785228,0.2704303389617951
0.11080675929208862,0.45301714260071385
0.2038372951581544,0.5717226775782666
0.22176792585175298,0.17796527032135476
0.23110714338996385,0.4132193941759409
0.11460559289741862,0.296790675472327
0.28524503637583104,0.5345670868320308
0.24147106582355393,0.5512579804034411
0.14061517197109125,0.19740863063319175
0.26297661023350144,0.8883586753910148
0.33146006210577567,0.45625003434173106
0.21909945456344979,0.42295618267226054
0.4029865392911629,0.62775384742829
0.15268158774212634,0.6438001902911114
0.2268333648649906,0.4774367547234598
0.10071115152054684,0.6085667381363428
0.17245442805588626,0.6394887403897874
0.056758668448030666,0.6924943903248179
0.24316042973653204,0.4682192647622098
0.09151126521956852,0.3918291117066223
0.1571424338864508,0.5020923574680002
0.27279098947782854,0.3504932110822327
0.09422041945419213,0.5460998683405247
0.21184503529073065,0.8369634003427954
0.2032695628705798,0.8294791423976411
0.13678972097750006,0.8290990061485957
0.48213899613973954,0.8438494544054228
0.17641018624368768,0.3438489883218138
0.3942612564333003,0.23217375108277152
0.22746308092704878,0.4976505595495591
0.15668487100021944,0.33665305160856523
0.2751046129673839,0.37952952617882907
0.10732649083582661,1.2042006925964719
0.170524105931586,0.37591987825225937
0.2609527091280883,0.644735081693621
0.23032077933358588,0.5556753578507253
0.2031796707732058,0.24403801256599575
0.23296372960326375,0.4157538880081374
0.1710026082388987,0.4103952000487088
0.24256782440235167,0.6801467770048032
0.10907487539519668,0.3631225327413247
0.23310223763502103,0.5102363794544812
0.31495540186012777,0.2587847045463138
0.2549078981718177,0.5070631624973525
