cost_scenario,model,策略,year,pnl_cny,holding_days,cash_only_days,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
BASE,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2025,36786.38142000002,184,57,0.19642631897444837,0.1955436572581085,0.18503704441034202,0.11320494580908522,1.6345314516770164,-0.06267709739350492,243,0.6778748174814563,7,169.21858000000003,438.59999999999394,False,5.275069270282984e-11
BASE,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2026,-17055.585519999993,103,42,-0.07611903674523207,-0.1206639552091705,-0.11673698801438494,0.15396426094787083,-0.7582083484550334,-0.11177553150600578,149,0.6884759156141588,8,303.38552,974.099999999994,False,4.5929482439532876e-11
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2023,-13843.145400000009,60,182,-0.0692157269999997,-0.0692157269999997,-0.0698729942113876,0.060829517266211615,-1.1486692209901734,-0.10639436255673819,242,0.2473293437217112,2,44.845400000000005,106.1999999999883,False,2.4556356947869062e-11
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2024,31757.027020000038,145,95,0.1705928427305932,0.1705928427305932,0.17278794464569402,0.17811839946677624,0.9700735306569129,-0.1587507297730207,242,0.49479169565215,6,138.77298000000002,390.7999999999979,False,2.830802259268239e-11
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2025,35218.882920000004,243,0,0.16161835426994403,0.16090241496827287,0.15898624536516207,0.13922318206649742,1.14195238900103,-0.10060867174274436,243,0.8715219453545728,5,86.31708,255.0000000000136,False,3.7402969610411674e-11
BASE,REVISION_DISTRIBUTION,EPS加利润修正分布,2026,5547.504719999968,148,0,0.021915395780872142,0.03583691073962538,0.052793174218021106,0.18795317580714752,0.2808847149898144,-0.09851480745864347,149,0.9906012665698078,2,56.695280000000004,168.00000000000637,False,5.093170329928398e-11
BASE,VALUATION,EPS加研报估值空间,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,VALUATION,EPS加研报估值空间,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,VALUATION,EPS加研报估值空间,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,VALUATION,EPS加研报估值空间,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,VALUATION,EPS加研报估值空间,2024,47792.900319999986,164,78,0.23896450159999985,0.23896450159999985,0.22836184501299828,0.17104049306132124,1.335133224453032,-0.11778027309364544,242,0.4617194840364334,3,78.49968000000001,234.39999999996178,False,5.32054400537163e-11
BASE,VALUATION,EPS加研报估值空间,2025,51778.24886000008,243,0,0.20895775784186466,0.2080140515886269,0.19807183361727926,0.13391404709655336,1.479096763272844,-0.1005970312705089,243,0.8723305539024006,1,38.451139999999995,96.1999999999894,False,5.2295945351943374e-11
BASE,VALUATION,EPS加研报估值空间,2026,6368.6877599999425,148,0,0.021259349498216222,0.03475708670195341,0.05032331943082655,0.18017380921628037,0.27930429871979073,-0.09456657391726918,149,0.9515008024609967,1,58.512240000000006,185.40000000000703,False,5.32054400537163e-11
BASE,MATCHED_EPS,估值共同月份EPS对照,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,MATCHED_EPS,估值共同月份EPS对照,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,MATCHED_EPS,估值共同月份EPS对照,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,MATCHED_EPS,估值共同月份EPS对照,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,MATCHED_EPS,估值共同月份EPS对照,2024,46780.87012000001,164,78,0.233904350599999,0.233904350599999,0.22443709804602774,0.17204499827972067,1.3045255618598395,-0.1237698051689185,242,0.4821329792040987,2,78.32988,233.39999999995598,False,3.3367086871294305e-11
BASE,MATCHED_EPS,估值共同月份EPS对照,2025,51609.608740000025,243,0,0.209131318464449,0.20818676299594746,0.19822983872657723,0.13402415044573895,1.479060587717231,-0.1006809025070115,243,0.8731296112125769,1,38.29126,95.79999999998945,False,4.729372449219227e-11
BASE,MATCHED_EPS,估值共同月份EPS对照,2026,6348.077120000031,148,0,0.021274395698726814,0.034781847252870424,0.05036955378749763,0.1802980386259999,0.2793682847098597,-0.09462768687240843,149,0.9521574567596065,1,58.322880000000005,184.800000000007,False,4.9112713895738125e-11
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2024,47160.493539999996,164,78,0.23580246769999852,0.23580246769999852,0.22612247479572278,0.1728963036022613,1.3078502552368352,-0.1237698051689185,242,0.507437028081957,3,92.00646,267.59999999995983,False,3.842615114990622e-11
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2025,43171.78904,202,39,0.1746710747404025,0.17389310963531063,0.16780937385096312,0.12187051670738365,1.376948078868662,-0.07018926333939271,243,0.7297021903847547,7,197.41096,511.10000000003987,False,5.377387424232438e-11
BASE,OPTIONAL_VALUATION,原EPS加可选估值修正,2026,6361.330320000008,148,0,0.021910516679270114,0.03582887835025487,0.052772336584729525,0.1878833087123905,0.2808782586723165,-0.09848039293981886,149,0.9902419750413574,2,64.26968000000001,192.6000000000073,False,5.184119800105691e-11
BASE,BUY_HOLD,买入持有,2020,56297.68935999999,243,0,0.2814884467999998,0.2801811402090982,0.27355207408866355,0.22973862748596008,1.1907099693340903,-0.16055455715202166,243,0.9980743079350705,1,39.91064,145.2000000000055,False,2.7284841053187847e-11
BASE,BUY_HOLD,买入持有,2021,-10018.799999999988,243,0,-0.03909048117061911,-0.03893278801219865,-0.02383188177217863,0.17830056468572633,-0.13366128040135403,-0.16951436057712796,243,0.9850610403433633,0,0.0,0.0,False,8.185452315956354e-11
BASE,BUY_HOLD,买入持有,2022,-48158.0,242,0,-0.1955425417304226,-0.1955425417304226,-0.19953602070306542,0.18977907942455732,-1.0514121014186222,-0.2688464292333853,242,0.9646426639612224,0,0.0,0.0,False,2.8194335754960775e-11
BASE,BUY_HOLD,买入持有,2023,-18150.0,242,0,-0.0916107335204824,-0.0916107335204824,-0.08841361175105267,0.12407304945822596,-0.7125932032549951,-0.18895188368823768,242,0.9467762506277704,0,0.0,0.0,False,2.6147972675971687e-11
BASE,BUY_HOLD,买入持有,2024,28652.800000000017,242,0,0.15920797025504138,0.15920797025504138,0.16860164826666224,0.205190869607964,0.8216820202029026,-0.11679840124068283,242,0.9267134558125625,0,0.0,0.0,False,2.830802259268239e-11
BASE,BUY_HOLD,买入持有,2025,39639.600000000006,243,0,0.19000526796167636,0.1891536772596284,0.1826290577328328,0.13628707555074462,1.3400321123247918,-0.09414639544678001,243,0.9266042470655912,0,0.0,0.0,False,2.773958840407431e-11
BASE,BUY_HOLD,买入持有,2026,4987.774879999983,148,0,0.020090666215121258,0.03283455662211168,0.04677594553211755,0.1705115478268411,0.2743271416409857,-0.08979668519913939,149,0.9004276520099145,1,45.825120000000005,145.2000000000055,False,3.456079866737127e-11
STRESS,EPS,原前瞻EPS三因子,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,EPS,原前瞻EPS三因子,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,EPS,原前瞻EPS三因子,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,EPS,原前瞻EPS三因子,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,EPS,原前瞻EPS三因子,2024,46739.754279999994,164,78,0.23369877139999976,0.23369877139999976,0.224347465439114,0.1724603592768981,1.300863957258185,-0.12363830315961839,242,0.5069434105175861,3,183.54572000000002,492.70000000000346,False,2.887645678129047e-11
STRESS,EPS,原前瞻EPS三因子,2025,39333.44339999999,223,19,0.15941267152014862,0.15870715435223617,0.15641318523103853,0.13423886873964191,1.1651855137009832,-0.10072752545491472,243,0.8196137803421789,5,247.35660000000001,624.1000000000118,False,5.525180313270539e-11
STRESS,EPS,原前瞻EPS三因子,2026,6083.614240000024,148,0,0.021265935744197044,0.034767925229411016,0.05175739369288371,0.1879369618651727,0.27539762896675335,-0.09850841564060342,149,0.9904922365229132,2,121.78576000000001,316.49999999999466,False,5.638867150992155e-11
STRESS,PRICE_EPS,价格加前瞻EPS,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,PRICE_EPS,价格加前瞻EPS,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,PRICE_EPS,价格加前瞻EPS,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,PRICE_EPS,价格加前瞻EPS,2023,-11067.733600000007,60,182,-0.055338667999999404,-0.055338667999999404,-0.0556478931861234,0.05060310568038606,-1.0996932389407221,-0.09088341839482487,242,0.19444351267443832,2,79.83360000000002,215.6000000000002,False,2.3362645151792094e-11
STRESS,PRICE_EPS,价格加前瞻EPS,2024,35796.334839999996,125,115,0.18946649781998315,0.18946649781998315,0.18975554419925833,0.18402862541603254,1.0311197172194215,-0.17384382491057596,242,0.5150654244379952,3,229.16516000000001,650.2999999999952,False,2.998490344907623e-11
STRESS,PRICE_EPS,价格加前瞻EPS,2025,44910.93264000001,204,38,0.19984520168857905,0.19894593861448828,0.18837302086266555,0.11662576659487241,1.6151921343164624,-0.10061789525861818,243,0.7404039192653253,6,308.16736000000003,819.3999999999987,False,4.1666226024972275e-11
STRESS,PRICE_EPS,价格加前瞻EPS,2026,5738.739039999957,148,0,0.0212830031168722,0.03479601202194866,0.051811017885349836,0.18807834336840126,0.2754757244105677,-0.0985767588614275,149,0.9912494331834691,2,115.16096000000002,298.499999999995,False,6.230038707144558e-11
STRESS,PRICE,共同月份价格对照,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,PRICE,共同月份价格对照,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,PRICE,共同月份价格对照,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,PRICE,共同月份价格对照,2023,-11067.733600000007,60,182,-0.055338667999999404,-0.055338667999999404,-0.0556478931861234,0.05060310568038606,-1.0996932389407221,-0.09088341839482487,242,0.19444351267443832,2,79.83360000000002,215.6000000000002,False,2.3362645151792094e-11
STRESS,PRICE,共同月份价格对照,2024,3880.8261199999542,37,204,0.020540832934188572,0.020540832934188572,0.02276158373736281,0.0699217271523735,0.3255294836719457,-0.06916764536308957,242,0.15180266668898346,2,82.07388,225.20000000000022,False,3.3224978324142285e-11
STRESS,PRICE,共同月份价格对照,2025,605.953279999987,19,223,0.003142697791318922,0.0031297446613643793,0.003147140684261718,0.006688873827674438,0.47050381952800324,-0.006659718073829915,243,0.019884763151436276,2,38.846720000000005,99.20000000000009,False,2.773958840407431e-11
STRESS,PRICE,共同月份价格对照,2026,12353.14983999997,84,63,0.06386728767534809,0.10578210671615586,0.10331954100529189,0.07467606124483381,1.383569771664138,-0.04092900694018357,149,0.30589219760276015,6,200.05016000000003,529.0000000000357,False,4.1154635255225e-11
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2024,-13578.28568000003,84,155,-0.06789142839999973,-0.06789142839999973,-0.0692831934140079,0.04506171219939938,-1.5375179954864513,-0.08442761504265443,242,0.23573166425176006,8,456.08568,1298.400000000049,False,3.61808361049043e-11
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2025,35885.12372,184,57,0.1924943338864592,0.1916307155681108,0.18174143449839378,0.1130722263211788,1.6073039367082225,-0.06263711198288929,243,0.67736648519612,7,336.07628,859.7000000000096,False,5.6843418860808015e-11
STRESS,DAILY_TREND_EXIT,原EPS加期限与每日趋势退出,2026,-17844.994400000083,103,42,-0.08027190957027315,-0.1270746718543196,-0.12402448895882537,0.15413080368170332,-0.8046703578795922,-0.11408721614943342,149,0.6888206439452853,8,596.1944000000001,1608.5000000000878,False,2.8194335754960775e-11
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2023,-13989.233199999988,60,182,-0.0699461659999995,-0.0699461659999995,-0.07065381816773353,0.060895622751392126,-1.1602446116066416,-0.10647279417839074,242,0.2475195861597532,2,84.73320000000001,212.4000000000002,False,2.4556356947869062e-11
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2024,31118.82275999998,145,95,0.16729581462055376,0.16729581462055376,0.16989345926213184,0.17767981245922143,0.9561776147254961,-0.1599763628306274,242,0.4943322736720808,5,266.87724000000003,743.1000000000085,False,2.3931079340400174e-11
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2025,34724.195879999956,243,0,0.15992383143341446,0.1592159004981238,0.15753584473535293,0.13925326834109975,1.131290106236287,-0.10063329719523953,243,0.8712674865366792,5,172.00412000000003,468.500000000031,False,5.2523319027386606e-11
STRESS,REVISION_DISTRIBUTION,EPS加利润修正分布,2026,5353.820959999983,148,0,0.021257655312373468,0.03475429870506342,0.05173226826230756,0.18787309857912182,0.2753575080922018,-0.09847614769366775,149,0.9901644841400911,2,107.77904000000001,278.4999999999953,False,6.684786058031023e-11
STRESS,VALUATION,EPS加研报估值空间,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,VALUATION,EPS加研报估值空间,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,VALUATION,EPS加研报估值空间,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,VALUATION,EPS加研报估值空间,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,VALUATION,EPS加研报估值空间,2024,47415.01908,164,78,0.23707509540000027,0.23707509540000027,0.22676786216040679,0.17061944986399588,1.3290856484484501,-0.1178512589643897,242,0.46146534378494936,3,156.68092000000001,426.4999999999958,False,2.859223968698643e-11
STRESS,VALUATION,EPS加研报估值空间,2025,51559.51920000004,243,0,0.208392842890951,0.20745190000505795,0.1976165295942481,0.13399200541478867,1.4748382112985168,-0.1006413698566302,243,0.872732096884681,1,76.7808,192.00000000000017,False,5.4569682106375694e-11
STRESS,VALUATION,EPS加研报估值空间,2026,6176.614239999966,148,0,0.02065933198035496,0.033769862603678105,0.04938008658190757,0.1802377808210914,0.2739718962192699,-0.09459888417551228,149,0.9518479666001981,1,116.78576000000001,308.4999999999934,False,5.638867150992155e-11
STRESS,MATCHED_EPS,估值共同月份EPS对照,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,MATCHED_EPS,估值共同月份EPS对照,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,MATCHED_EPS,估值共同月份EPS对照,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,MATCHED_EPS,估值共同月份EPS对照,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,MATCHED_EPS,估值共同月份EPS对照,2024,46409.96107999998,164,78,0.23204980539999923,0.23204980539999923,0.2228631135216207,0.17161394417638218,1.2986305663633335,-0.12363830315961839,242,0.48174049915432776,2,156.33892000000003,424.69999999999584,False,2.7853275241795927e-11
STRESS,MATCHED_EPS,估值共同月份EPS对照,2025,51391.439119999995,243,0,0.2085607209008682,0.20761895692709148,0.19776946999952755,0.1340987678141663,1.4748045282086106,-0.10072259483753893,243,0.8735096208488121,1,76.46088,191.20000000000016,False,7.66249286243692e-11
STRESS,MATCHED_EPS,估值共同月份EPS对照,2026,6156.592799999984,148,0,0.02067348506711253,0.0337931448672902,0.049424213853830175,0.1803580720752664,0.2740338332803016,-0.09465805755848977,149,0.9524838092601356,1,116.4072,307.49999999999346,False,5.184119800105691e-11
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2020,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2021,0.0,0,243,0.0,0.0,0.0,0.0,,0.0,243,0.0,0,0.0,0.0,False,0.0
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2022,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2023,0.0,0,242,0.0,0.0,0.0,0.0,,0.0,242,0.0,0,0.0,0.0,False,0.0
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2024,46739.754279999994,164,78,0.23369877139999976,0.23369877139999976,0.224347465439114,0.1724603592768981,1.300863957258185,-0.12363830315961839,242,0.5069434105175861,3,183.54572000000002,492.70000000000346,False,2.887645678129047e-11
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2025,41295.84691999998,202,39,0.16736600488439213,0.16662282668872208,0.1613947608869755,0.12022995525553452,1.3423839387110312,-0.06624803095770307,243,0.7115814776027316,8,352.85308,878.3000000000121,False,4.7066350816749036e-11
STRESS,OPTIONAL_VALUATION,原EPS加可选估值修正,2026,6129.157120000047,148,0,0.021279165125647204,0.034789696035233436,0.05176834077137724,0.18788316679782618,0.2755347466922524,-0.09847297390591105,149,0.9903491427729686,2,122.54288000000001,317.9999999999946,False,4.934008757118136e-11
STRESS,BUY_HOLD,买入持有,2020,56160.94,243,0,0.2808047000000005,0.2795009010867859,0.27305189524466833,0.22987665769421262,1.1878191460739282,-0.16066236988387847,243,0.9987206656200581,1,79.86,241.99999999999483,False,2.7284841053187847e-11
STRESS,BUY_HOLD,买入持有,2021,-10018.799999999988,243,0,-0.039111349294704896,-0.03895357367069714,-0.023836465947466953,0.17839610318891394,-0.13361539585999332,-0.169595750542091,243,0.9855969179255238,0,0.0,0.0,False,6.184563972055912e-11
STRESS,BUY_HOLD,买入持有,2022,-48158.0,242,0,-0.19565117943640215,-0.19565117943640215,-0.19964698390479674,0.18990571438352594,-1.05129529436696,-0.268995792431154,242,0.9652750460694337,0,0.0,0.0,False,2.8194335754960775e-11
STRESS,BUY_HOLD,买入持有,2023,-18150.0,242,0,-0.09167400984745548,-0.09167400984745548,-0.08847266870396875,0.1241588715812183,-0.7125762950100147,-0.1890726243471281,242,0.9474324087978188,0,0.0,0.0,False,2.6147972675971687e-11
STRESS,BUY_HOLD,买入持有,2024,28652.800000000017,242,0,0.15932903507643253,0.15932903507643253,0.16873479424714566,0.20533270493983924,0.821762876481774,-0.11686865062529536,242,0.9273877392829509,0,0.0,0.0,False,2.830802259268239e-11
STRESS,BUY_HOLD,买入持有,2025,39639.600000000006,243,0,0.19012989494689664,0.18927770253141757,0.1827450657396009,0.1363716749344863,1.3400514866990718,-0.09420692481264746,243,0.9271793006413872,0,0.0,0.0,False,2.773958840407431e-11
