period,cost,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,253,26,30,0,0,0.07660404295004396
evaluation,STRESS,253,26,30,0,0,0.0766371251651537
earlier_diagnostic,BASE,244,18,13,0,0,0.10097270622101844
earlier_diagnostic,STRESS,245,19,14,0,0,0.10178484139530422
