date,selected_parent,target,downside_parent_target,continuous_parent_target,downside_past_sharpe,continuous_past_sharpe,selection_status,selection_update_scheduled,selection_changed,selection_attempt_origin,last_successful_selection_origin,selection_window_start,selection_window_observations,origin_index,scoring_cost,downside_scoring_return,continuous_scoring_return,target_cost
2021-05-06,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.8605352256388328,-1.264904942287948,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-05-06,2021-05-06,2020-05-08,242,2174,BASE,0.0,0.0,BASE
2021-06-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.8605352256388326,-1.2649049422879486,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-06-01,2021-06-01,2020-06-03,242,2192,BASE,0.0,0.0,BASE
2021-07-01,DOWNSIDE_REFERENCE_RISK,0.8091305956587522,0.8091305956587522,0.0005976177844403407,1.1460092130033313,-1.2649049422879497,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-07-01,2021-07-01,2020-07-06,242,2213,BASE,-0.00029047056340847366,0.0,BASE
2021-08-02,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.9450430411519534,0.0,0.9450430411519534,-0.23079176237218513,0.7111339499335543,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2021-08-02,2021-08-02,2020-08-05,242,2235,BASE,0.0,0.024809640144372702,BASE
2021-09-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,-0.34639290049212756,1.1963896252654678,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-09-01,2021-09-01,2020-09-04,242,2257,BASE,0.0,0.0,BASE
2021-10-08,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.11240282082035873,1.2008825873788034,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-10-08,2021-10-08,2020-10-12,242,2277,BASE,0.0,0.0,BASE
2021-11-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.10480911714014096,0.8763632530209147,0.10480911714014096,0.15418807451223826,1.210453208754958,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-11-01,2021-11-01,2020-11-03,242,2293,BASE,-0.002841335561457603,-0.00033880434984934205,BASE
2021-12-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.09635712437583654,1.0,0.09635712437583654,0.025888245242805398,1.1581718881646392,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2021-12-01,2021-12-01,2020-12-03,242,2315,BASE,0.002643452256312573,0.0002699944812432076,BASE
2022-01-04,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.4592433486708524,1.2527258606764953,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-01-04,2022-01-04,2021-01-06,242,2338,BASE,0.0,0.0,BASE
2022-02-07,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.006816196917997928,1.252725860676495,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-02-07,2022-02-07,2021-02-02,242,2357,BASE,0.0,0.0,BASE
2022-03-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,-0.3492303945147318,1.2527258606764948,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-03-01,2022-03-01,2021-03-03,242,2373,BASE,0.0,0.0,BASE
2022-04-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,-0.34923039451473165,1.2527258606764946,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-04-01,2022-04-01,2021-04-06,242,2396,BASE,0.0,0.0,BASE
2022-05-05,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,-0.3492303945147315,1.2527258606764942,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-05-05,2022-05-05,2021-05-06,242,2415,BASE,0.0,0.0,BASE
2022-06-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.5768762350162305,0.0,-0.15698524617204868,1.3748294856128653,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-06-01,2022-06-01,2021-06-02,242,2434,BASE,-0.000834879750016837,0.0,BASE
2022-07-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.31693003273499404,1.3237182294156131,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-07-01,2022-07-01,2021-07-02,242,2455,BASE,0.0,0.0,BASE
2022-08-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.6253328601350798,1.5515819687515247,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2022-08-01,2022-08-01,2021-08-02,242,2476,BASE,0.0,0.0,BASE
2022-09-01,DOWNSIDE_REFERENCE_RISK,0.760316461735599,0.760316461735599,0.0,1.0797712983587713,0.20641172155666046,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-09-01,2022-09-01,2021-09-02,242,2499,BASE,-0.0062683303004706925,0.0,BASE
2022-10-10,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.1164967123930978,0.2064117215566605,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-10-10,2022-10-10,2021-10-12,242,2520,BASE,0.0,0.0,BASE
2022-11-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.2867566155292296,0.2668465815076197,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-11-01,2022-11-01,2021-11-03,242,2536,BASE,0.0,0.0,BASE
2022-12-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.4474369639785816,0.2888511194689733,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2022-12-01,2022-12-01,2021-12-03,242,2558,BASE,0.0,0.0,BASE
2023-01-03,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,0.3844975899181881,0.06468765350771294,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-01-03,2023-01-03,2022-01-05,242,2580,BASE,0.0,0.0,BASE
2023-02-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,0.38449758991818817,0.06468765350771298,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-02-01,2023-02-01,2022-01-27,242,2596,BASE,0.0,0.0,BASE
2023-03-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,0.38449758991818817,0.06468765350771301,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-03-01,2023-03-01,2022-03-03,242,2616,BASE,0.0,0.0,BASE
2023-04-03,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,0.38449758991818817,0.06468765350771306,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-04-03,2023-04-03,2022-04-07,242,2639,BASE,0.0,0.0,BASE
2023-05-04,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,0.38449758991818817,0.06468765350771312,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2023-05-04,2023-05-04,2022-05-09,242,2658,BASE,0.0,0.0,BASE
2023-06-01,CASH,0.0,0.0,0.0,-0.4803410433331127,-0.32970190999603965,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,True,2023-06-01,2023-06-01,2022-06-07,242,2678,BASE,0.0,0.0,BASE
2023-07-03,CASH,0.0,0.0,0.0,-0.546245163072638,-0.20262285218700496,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2023-07-03,2023-07-03,2022-07-05,242,2698,BASE,0.0,0.0,BASE
2023-08-01,CASH,0.0,0.0,0.0,-0.5462451630726378,-0.2026228521870051,EXPLICIT_CASH_NONPOSITIVE_PAST_SHARPE,True,False,2023-08-01,2023-08-01,2022-08-03,242,2719,BASE,0.0,0.0,BASE
2023-09-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-09-01,2023-08-01,2022-09-05,242,2742,BASE,0.0,0.0,BASE
2023-10-09,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-10-09,2023-08-01,2022-10-11,242,2762,BASE,0.0,0.0,BASE
2023-11-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-11-01,2023-08-01,2022-11-03,242,2779,BASE,0.0,0.0,BASE
2023-12-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2023-12-01,2023-08-01,2022-12-05,242,2801,BASE,0.0,0.0,BASE
2024-01-02,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2024-01-02,2023-08-01,2023-01-04,242,2822,BASE,0.0,0.0,BASE
2024-02-01,CASH,0.0,0.0,0.0,,,NO_VIEW_ZERO_OR_INVALID_VOLATILITY_KEEP_SELECTION,True,False,2024-02-01,2023-08-01,2023-02-10,242,2844,BASE,0.0,0.0,BASE
2024-03-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.6676734907599073,1.6755182200813974,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2024-03-01,2024-03-01,2023-03-03,242,2859,BASE,0.0,0.0,BASE
2024-04-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.6676734907599062,1.6755182200813974,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-04-01,2024-04-01,2023-04-03,242,2880,BASE,0.0,0.0,BASE
2024-05-06,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.6676734907599056,1.6755182200813974,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-05-06,2024-05-06,2023-05-05,242,2900,BASE,0.0,0.0,BASE
2024-06-03,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.6676734907599045,1.6755182200813976,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-06-03,2024-06-03,2023-06-02,242,2920,BASE,0.0,0.0,BASE
2024-07-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.3191876984547226,1.0,0.3191876984547226,0.06716982889975359,0.6368742232671946,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-07-01,2024-07-01,2023-07-03,242,2939,BASE,0.003920042268911184,0.0012675263926595903,BASE
2024-08-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.3191876984547226,0.7537291650550075,0.3191876984547226,0.4312089665237614,0.7979273880332898,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-08-01,2024-08-01,2023-08-03,242,2962,BASE,0.0,0.0,BASE
2024-09-02,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.3191876984547226,0.9105996734325841,0.3191876984547226,-0.5021706289861573,0.048811206794788176,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-09-02,2024-09-02,2023-09-04,242,2984,BASE,-0.017515772805583252,-0.005657105493650172,BASE
2024-10-08,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.8964441477436006,1.26042898998577,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-10-08,2024-10-08,2023-10-09,242,3003,BASE,0.0,0.0,BASE
2024-11-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.896444147743601,1.260428989985769,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-11-01,2024-11-01,2023-11-02,242,3021,BASE,0.0,0.0,BASE
2024-12-02,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.8964441477436017,1.2604289899857684,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2024-12-02,2024-12-02,2023-12-01,242,3042,BASE,0.0,0.0,BASE
2025-01-02,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.8964441477436023,1.2604289899857677,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-01-02,2025-01-02,2024-01-03,242,3064,BASE,0.0,0.0,BASE
2025-02-05,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.8964441477436027,1.260428989985767,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-02-05,2025-02-05,2024-01-29,242,3082,BASE,0.0,0.0,BASE
2025-03-03,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.713740242127811,0.9900913441541428,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-03-03,2025-03-03,2024-03-01,242,3100,BASE,0.0,0.0,BASE
2025-04-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.713740242127811,0.9900913441541423,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-04-01,2025-04-01,2024-04-01,242,3121,BASE,0.0,0.0,BASE
2025-05-06,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.3037667761823063,0.0,0.7926909763886182,1.969416520596516,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-05-06,2025-05-06,2024-05-07,242,3142,BASE,0.0028278271872026473,0.0,BASE
2025-06-03,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.060071809707543444,1.0,0.060071809707543444,0.8297270424900225,1.9725966172957003,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-06-03,2025-06-03,2024-06-03,242,3161,BASE,0.0020733650313211616,0.00011375819178116586,BASE
2025-07-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.3454564941657314,2.1295760606720204,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-07-01,2025-07-01,2024-07-02,242,3181,BASE,0.0,0.0,BASE
2025-08-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.2600231776034063,2.0723720879798226,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-08-01,2025-08-01,2024-08-02,242,3204,BASE,0.0,0.0,BASE
2025-09-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.4894048322016324,2.1518078897093624,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-09-01,2025-09-01,2024-09-02,242,3225,BASE,0.0,0.0,BASE
2025-10-09,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.572308154134581,2.2360366891182197,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-10-09,2025-10-09,2024-10-11,242,3247,BASE,0.0,0.0,BASE
2025-11-03,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.5723081541345811,2.2360366891182184,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-11-03,2025-11-03,2024-11-05,242,3264,BASE,0.0,0.0,BASE
2025-12-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.5723081541345814,2.236036689118217,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2025-12-01,2025-12-01,2024-12-03,242,3284,BASE,0.0,0.0,BASE
2026-01-05,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.46057845420596466,1.0,0.46057845420596466,2.1460855603104583,2.6482173014452033,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-01-05,2026-01-05,2025-01-06,242,3307,BASE,0.01912402986904005,0.015227804199239081,BASE
2026-02-02,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.6912237813490872,0.0,1.0310559044008598,2.6797696004018925,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-02-02,2026-02-02,2025-02-11,242,3327,BASE,-0.02294382901011538,0.0,BASE
2026-03-02,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.1923846663137312,2.6797696004018916,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-03-02,2026-03-02,2025-03-03,242,3341,BASE,0.0,0.0,BASE
2026-04-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,1.1923846663137314,2.6797696004018903,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-04-01,2026-04-01,2025-04-02,242,3363,BASE,0.0,0.0,BASE
2026-05-06,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.3399393674074074,1.0,0.3399393674074074,1.1374245421327869,1.6600915632725206,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-05-06,2026-05-06,2025-05-07,242,3384,BASE,0.003699188255259944,0.0012673848833899548,BASE
2026-06-01,DOWNSIDE_REFERENCE_RISK,0.0,0.0,0.0,1.2359420462452853,1.2350999954979034,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2026-06-01,2026-06-01,2025-06-03,242,3402,BASE,0.0,0.0,BASE
2026-07-01,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.0,0.0,0.6451856722828957,1.3863656864980232,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,True,2026-07-01,2026-07-01,2025-07-02,242,3423,BASE,0.0,0.0,BASE
2026-08-03,CONTINUOUS_REFERENCE_MIN_VARIANCE,0.0,0.34015784404988586,0.0,0.40420828364377154,1.0155271309865466,POSITIVE_PAST_SHARPE_PARENT_SELECTED,True,False,2026-08-03,2026-08-03,2025-08-04,242,3446,BASE,-0.003689199981381286,0.0,BASE
